hydrogen_supply_order,hydrogen_demand_order,forecast_storage_order,households_space_heating_producer_order
energy_hydrogen_storage_depleted_gas_field energy_hydrogen_storage_salt_cavern energy_hydrogen_autothermal_reformer_dispatchable energy_hydrogen_steam_methane_reformer_dispatchable energy_hydrogen_ammonia_reformer_dispatchable,energy_hydrogen_storage_depleted_gas_field energy_hydrogen_storage_salt_cavern,households_flexibility_p2p_electricity energy_flexibility_mv_batteries_electricity transport_car_flexibility_p2p_electricity energy_flexibility_flow_batteries_electricity transport_bus_flexibility_p2p_electricity transport_truck_flexibility_p2p_electricity transport_van_flexibility_p2p_electricity energy_flexibility_hv_opac_electricity energy_flexibility_pumped_storage_electricity,households_space_heater_district_heating_lt_steam_hot_water households_space_heater_heatpump_surface_water_water_ts_electricity households_space_heater_heatpump_air_water_electricity households_space_heater_heatpump_ground_water_electricity households_space_heater_heatpump_pvt_electricity households_space_heater_district_heating_mt_steam_hot_water households_space_heater_hybrid_heatpump_air_water_electricity households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity households_space_heater_hybrid_crude_oil_heatpump_air_water_electricity households_space_heater_district_heating_ht_steam_hot_water households_space_heater_electricity households_space_heater_combined_network_gas households_space_heater_combined_hydrogen households_space_heater_wood_pellets households_space_heater_network_gas households_space_heater_coal households_space_heater_crude_oil
