Production,Demand,Buffering and time-shifting,Deficit
14208.290418166836,14208.290418166836,0,0
15175.581988641292,15175.581988641288,0,0
17824.692311246272,17824.692311246272,0,0
19614.183439543373,19614.183439543373,0,0
20435.836897904835,20435.836897904835,0,0
19258.557515679997,19258.557515679997,0,0
18079.35851955371,18079.35851955371,0,0
17212.460234595714,17212.460234595714,0,0
17012.15837291825,17012.15837291825,0,0
16525.76594408992,16525.76594408992,0,0
17165.500321440315,17165.500321440315,0,0
18334.85739279785,18334.85739279785,0,0
19205.3032552658,19205.3032552658,0,0
20464.038104524054,20464.038104524054,0,0
20971.718328659303,20971.718328659303,0,0
22173.297872653646,22173.297872653646,0,0
22501.769326741705,22501.769326741705,0,0
21685.67192971264,21685.67192971264,0,0
19607.94175748933,19607.94175748933,0,0
18215.90934829798,18215.90934829798,0,0
16319.56311374193,16319.56311374193,0,0
15951.9817537721,15951.9817537721,0,0
15494.192161377789,15494.192161377789,0,0
15662.630241900464,15662.630241900464,0,0
16776.345857658227,16776.345857658227,0,0
18130.69955280597,18130.69955280597,0,0
20951.866208045565,20951.866208045565,0,0
22935.326643725537,22935.326643725537,0,0
24128.172890704267,24128.172890704267,0,0
23747.703186297706,23747.703186297706,0,0
23401.048676456343,23401.048676456347,0,0
23113.295006857235,23113.295006857235,0,0
23423.85786252981,23423.85786252981,0,0
23175.766509365752,23175.766509365752,0,0
23816.155931668836,23816.155931668836,0,0
24536.08135660126,24536.08135660126,0,0
24620.74206751853,24620.74206751853,0,0
24901.779912426766,24901.779912426766,0,0
24348.85935056751,24348.859350567505,0,0
24378.13997222628,24378.13997222628,0,0
23618.145461616783,23618.145461616783,0,0
21957.227436129804,21957.227436129804,0,0
19212.559688017664,19212.559688017664,0,0
17369.56955550469,17369.56955550469,0,0
15236.427549209091,15236.427549209091,0,0
14567.232291798762,14567.232291798762,0,0
13964.705468633312,13964.705468633312,0,0
14119.448403218481,14119.44840321848,0,0
15216.245593022542,15216.245593022542,0,0
16500.715227767687,16500.715227767687,0,0
19373.03924689705,19373.03924689705,0,0
21460.788807045992,21460.788807045992,0,0
22751.247573299992,22751.247573299992,0,0
22380.37994855089,22380.37994855089,0,0
21926.0444666894,21926.0444666894,0,0
21543.37988548179,21543.37988548179,0,0
21744.28039300822,21744.28039300822,0,0
21484.326465660062,21484.326465660062,0,0
22120.24535354733,22120.24535354733,0,0
23007.72387089849,23007.72387089849,0,0
23330.355365893643,23330.355365893643,0,0
23942.33919989888,23942.33919989888,0,0
23635.678475824352,23635.678475824352,0,0
23820.707471921756,23820.707471921756,0,0
23127.320672247184,23127.320672247184,0,0
21494.6450685608,21494.6450685608,0,0
18628.092474344518,18628.092474344518,0,0
16686.87396650376,16686.87396650376,0,0
14381.184523221234,14381.184523221234,0,0
13407.622032965117,13407.622032965117,0,0
12579.340551434265,12579.340551434265,0,0
12466.043746780879,12466.04374678088,0,0
13340.662929566122,13340.662929566122,0,0
14252.817999461262,14252.817999461262,0,0
16765.060829108435,16765.060829108435,0,0
18523.19073400681,18523.19073400681,0,0
19539.55045904584,19539.55045904584,0,0
18828.81505394309,18828.81505394309,0,0
18029.071928676032,18029.071928676032,0,0
17268.310756294868,17268.310756294868,0,0
17213.932243042207,17213.932243042207,0,0
16793.957039565274,16793.957039565274,0,0
17485.291443150116,17485.291443150116,0,0
18560.91065207154,18560.91065207154,0,0
19229.903209227232,19229.903209227232,0,0
20200.885754446896,20200.885754446896,0,0
20375.954667427148,20375.954667427148,0,0
21119.00707121493,21119.00707121493,0,0
21008.712896345376,21008.712896345376,0,0
19872.62667227456,19872.62667227456,0,0
17457.50813664622,17457.50813664622,0,0
15802.332799534019,15802.332799534019,0,0
13704.662935948922,13704.662935948922,0,0
12852.744252872852,12852.744252872852,0,0
11967.642976959467,11967.64297695947,0,0
11709.334273784505,11709.334273784505,0,0
12359.36345298686,12359.36345298686,0,0
13134.95091142654,13134.95091142654,0,0
15531.425186122417,15531.425186122417,0,0
17245.740424783216,17245.740424783213,0,0
18329.70714006295,18329.70714006295,0,0
17910.302985673385,17910.302985673385,0,0
17546.014271324184,17546.014271324184,0,0
17335.79991098826,17335.79991098826,0,0
17821.103217764252,17821.103217764252,0,0
17864.041334565332,17864.041334565332,0,0
18797.77657911247,18797.77657911247,0,0
19835.959356938365,19835.959356938365,0,0
20218.5335731741,20218.5335731741,0,0
20787.28218163656,20787.28218163656,0,0
20446.24938337315,20446.24938337315,0,0
20628.62150625579,20628.62150625579,0,0
20042.99303337236,20042.99303337236,0,0
18562.966269248656,18562.966269248656,0,0
15848.604717490953,15848.604717490953,0,0
14016.096020608604,14016.096020608606,0,0
11810.73449174052,11810.73449174052,0,0
10871.526005212972,10871.526005212972,0,0
9903.462045370828,9903.462045370828,0,0
9522.530874553224,9522.530874553224,0,0
10090.5306639889,10090.5306639889,0,0
10681.64546125139,10681.64546125139,0,0
12884.84299998719,12884.84299998719,0,0
14506.726006183811,14506.726006183811,0,0
15504.471480650904,15504.471480650904,0,0
14853.637376588955,14853.637376588955,0,0
14271.346859036776,14271.346859036776,0,0
13738.154488381417,13738.154488381417,0,0
13849.557336281909,13849.557336281909,0,0
13505.212414188814,13505.212414188814,0,0
14093.545054653083,14093.545054653083,0,0
14952.342632323445,14952.342632323442,0,0
15195.035562932231,15195.035562932231,0,0
15729.559626762468,15729.559626762468,0,0
15453.605415244507,15453.605415244507,0,0
15713.389707512002,15713.389707512002,0,0
15257.417733348964,15257.417733348964,0,0
13960.144301411929,13960.144301411929,0,0
11324.434078966218,11324.434078966218,0,0
9617.66240774155,9617.66240774155,0,0
7299.724091277793,7299.724091277793,0,0
6341.848549168032,6341.848549168032,0,0
5457.693744357076,5457.693744357076,0,0
4791.156593074998,4791.156593074998,0,0
4832.97943414672,4832.97943414672,0,0
5164.738765513324,5164.738765513324,0,0
7179.294248786704,7179.294248786704,0,0
8917.093908837538,8917.093908837538,0,0
10137.644317404289,10137.644317404289,0,0
9974.751424316824,9974.751424316824,0,0
10132.640979607375,10132.640979607375,0,0
10980.634012021097,10980.634012021097,0,0
12131.245907868697,12131.245907868697,0,0
12856.1955066847,12856.1955066847,0,0
14362.5853134195,14362.5853134195,0,0
16103.105954325141,16103.105954325141,0,0
17226.322123672417,17226.322123672417,0,0
18429.300203082104,18429.300203082104,0,0
18582.314303134128,18582.314303134128,0,0
19337.11473249634,19337.11473249634,0,0
19281.265526904066,19281.265526904066,0,0
18219.35072343357,18219.35072343357,0,0
15860.039167372432,15860.03916737243,0,0
14388.083205386949,14388.083205386949,0,0
12360.946112159643,12360.946112159643,0,0
11746.039123117978,11746.039123117978,0,0
11165.344433798477,11165.344433798477,0,0
11136.988656454792,11136.988656454792,0,0
12052.050981080525,12052.050981080525,0,0
12988.457753628869,12988.457753628869,0,0
15739.178743822464,15739.17874382246,0,0
17791.883784063324,17791.883784063324,0,0
19068.28062943745,19068.28062943745,0,0
18389.777161086422,18389.777161086422,0,0
17757.244829659634,17757.244829659634,0,0
17285.049850929383,17285.049850929383,0,0
17479.078471289668,17479.078471289668,0,0
17225.619450957845,17225.619450957845,0,0
17885.21474713336,17885.21474713336,0,0
18779.947257523854,18779.947257523854,0,0
19120.63901284697,19120.63901284697,0,0
19700.289957925244,19700.289957925244,0,0
19469.686002016453,19469.686002016453,0,0
19776.904392616067,19776.904392616067,0,0
19308.945384882736,19308.945384882736,0,0
17880.3095410635,17880.309541063503,0,0
15182.8605375919,15182.860537591898,0,0
13363.818370161058,13363.818370161058,0,0
11042.71080643497,11042.71080643497,0,0
10181.312193494296,10181.312193494296,0,0
9239.383819070346,9239.383819070346,0,0
9018.143005086109,9018.143005086109,0,0
9697.914742716546,9697.914742716546,0,0
10585.177228263421,10585.177228263421,0,0
13011.941239327469,13011.941239327469,0,0
14920.235580117349,14920.235580117349,0,0
16369.882014152878,16369.882014152878,0,0
16305.612310965314,16305.612310965314,0,0
16165.104979019568,16165.104979019568,0,0
16021.244118944956,16021.244118944958,0,0
16347.570476530957,16347.570476530957,0,0
16176.598565776478,16176.598565776478,0,0
16848.48932033631,16848.48932033631,0,0
17647.730410397082,17647.730410397082,0,0
17761.97850654949,17761.97850654949,0,0
18117.837603828968,18117.837603828968,0,0
17656.363456828665,17656.363456828665,0,0
17766.67191629381,17766.671916293817,0,0
17175.32126584135,17175.32126584135,0,0
15767.445255105233,15767.445255105233,0,0
13159.902532932827,13159.902532932827,0,0
11396.012594798103,11396.012594798109,0,0
9159.427443563724,9159.427443563724,0,0
8253.653258575541,8253.653258575541,0,0
7275.837132545944,7275.837132545944,0,0
6734.369796896517,6734.369796896517,0,0
7101.4332060437655,7101.4332060437655,0,0
7652.939817894523,7652.939817894523,0,0
9863.91987645377,9863.91987645377,0,0
11560.19886240025,11560.19886240025,0,0
12943.601742522043,12943.601742522043,0,0
13047.592262276597,13047.592262276597,0,0
13288.285282223664,13288.285282223664,0,0
13671.53868891092,13671.53868891092,0,0
14548.43495366733,14548.43495366733,0,0
14868.06569090711,14868.06569090711,0,0
16070.864812063677,16070.864812063677,0,0
17330.085735681525,17330.085735681525,0,0
17930.040381523133,17930.040381523133,0,0
18660.950903624333,18660.950903624333,0,0
18523.55917898846,18523.55917898846,0,0
18945.42711296129,18945.42711296129,0,0
18649.913675694235,18649.913675694235,0,0
17502.11666069859,17502.11666069859,0,0
15204.434157140493,15204.434157140493,0,0
13848.418410443444,13848.418410443444,0,0
12108.067714668865,12108.06771466886,0,0
11695.277746040683,11695.277746040683,0,0
11335.721151372989,11335.721151372989,0,0
11582.896545941649,11582.896545941649,0,0
12802.243052722148,12802.243052722148,0,0
14042.835346721342,14042.835346721342,0,0
16879.396702087317,16879.396702087317,0,0
19036.27305390114,19036.27305390114,0,0
20489.61997427285,20489.61997427285,0,0
20232.385222069795,20232.385222069795,0,0
19954.888055389343,19954.888055389343,0,0
19620.43851658,19620.43851658,0,0
19859.72853726344,19859.72853726344,0,0
19649.243348615342,19649.24334861533,0,0
20291.76665713785,20291.76665713785,0,0
21213.841524407235,21213.841524407235,0,0
21500.05854734946,21500.05854734946,0,0
22045.00333778869,22045.00333778869,0,0
21750.5575671909,21750.5575671909,0,0
22144.53055595124,22144.53055595124,0,0
21717.859486708032,21717.859486708032,0,0
20287.95490352556,20287.95490352556,0,0
17509.704583497532,17509.704583497532,0,0
15524.623190839155,15524.623190839158,0,0
13115.35623129144,13115.35623129144,0,0
11922.088641691484,11922.088641691484,0,0
10727.405134570658,10727.405134570658,0,0
10122.585305219976,10122.585305219976,0,0
10572.2644869373,10572.2644869373,0,0
11083.852654952008,11083.852654952008,0,0
13286.001908888882,13286.001908888882,0,0
14949.094485185997,14949.094485185997,0,0
16109.545923977656,16109.545923977656,0,0
15726.546475393236,15726.546475393236,0,0
15519.969942646392,15519.969942646392,0,0
15398.882464175933,15398.882464175933,0,0
15972.749867724751,15972.749867724751,0,0
16103.321519788753,16103.321519788753,0,0
17107.592088602494,17107.592088602494,0,0
18208.419986112818,18208.419986112818,0,0
18598.85218662548,18598.85218662548,0,0
19147.33185178853,19147.33185178853,0,0
18785.972350198623,18785.972350198623,0,0
19002.01360344368,19002.01360344368,0,0
18554.585794629344,18554.585794629344,0,0
17296.195944843348,17296.195944843348,0,0
14851.398743626894,14851.398743626894,0,0
13352.061664545281,13352.061664545281,0,0
11488.636931405854,11488.636931405854,0,0
10903.975962228084,10903.975962228084,0,0
10336.633900743023,10336.633900743023,0,0
10357.77070230077,10357.77070230077,0,0
11314.440931035888,11314.440931035888,0,0
12235.21338618183,12235.21338618183,0,0
14700.226700599716,14700.226700599716,0,0
16529.779559102895,16529.779559102895,0,0
17616.174919665827,17616.174919665827,0,0
16905.475590750026,16905.475590750022,0,0
16173.52743697593,16173.52743697593,0,0
15425.151094509629,15425.151094509629,0,0
15363.594622623581,15363.594622623581,0,0
14899.532050956912,14899.532050956912,0,0
15606.253666976592,15606.253666976592,0,0
16657.893853911577,16657.893853911577,0,0
17367.94181884524,17367.94181884524,0,0
18419.769319409,18419.769319409,0,0
18820.4431925314,18820.4431925314,0,0
19933.454993249252,19933.454993249252,0,0
20223.877884399008,20223.877884399008,0,0
19459.1701239951,19459.1701239951,0,0
17491.285300269403,17491.285300269403,0,0
16309.315261445568,16309.315261445568,0,0
14693.167905874236,14693.167905874236,0,0
14522.815930968765,14522.815930968765,0,0
14243.775036396297,14243.775036396297,0,0
14629.846606758376,14629.846606758376,0,0
15710.736664133778,15710.736664133774,0,0
16913.48710188744,16913.48710188744,0,0
19683.30459261309,19683.30459261309,0,0
21461.17153319875,21461.17153319875,0,0
22181.71630767727,22181.71630767727,0,0
20839.08892525976,20839.08892525976,0,0
19490.569922031147,19490.569922031147,0,0
18378.981802684422,18378.981802684422,0,0
17972.4384227403,17972.4384227403,0,0
17223.034410111843,17223.034410111843,0,0
17700.010966805883,17700.010966805883,0,0
18701.670702284096,18701.670702284096,0,0
19437.034567286515,19437.034567286515,0,0
20565.635706495206,20565.635706495206,0,0
20935.04743851973,20935.04743851973,0,0
21956.71362997332,21956.71362997332,0,0
22090.870417742168,22090.870417742168,0,0
21036.89592683512,21036.89592683512,0,0
18745.084656591796,18745.084656591796,0,0
17214.65688410065,17214.65688410065,0,0
15168.27880495535,15168.27880495535,0,0
14717.383610323015,14717.383610323015,0,0
14216.634465497029,14216.634465497029,0,0
14441.444641136484,14441.444641136484,0,0
15559.12094876724,15559.12094876724,0,0
16923.500985387684,16923.500985387684,0,0
20080.443668160908,20080.443668160908,0,0
22481.73293272208,22481.73293272208,0,0
23989.994870251958,23989.994870251958,0,0
23599.90192070834,23599.90192070834,0,0
23278.027725446544,23278.027725446544,0,0
23197.528120554223,23197.528120554223,0,0
23736.75677793554,23736.75677793554,0,0
23738.327365338457,23738.327365338457,0,0
24583.61921097646,24583.61921097646,0,0
25546.79245831725,25546.79245831725,0,0
25875.59340136253,25875.59340136253,0,0
26332.282342504248,26332.282342504248,0,0
25890.748523939757,25890.748523939757,0,0
26058.459053986182,26058.459053986182,0,0
25443.50514428442,25443.505144284412,0,0
23872.060133096733,23872.060133096737,0,0
21188.370340207068,21188.370340207068,0,0
19368.55363589932,19368.55363589932,0,0
17191.794135059703,17191.794135059703,0,0
16704.16672281685,16704.16672281685,0,0
16268.694094748069,16268.694094748069,0,0
16504.06512946901,16504.06512946901,0,0
17723.662742808592,17723.662742808592,0,0
19174.213584937275,19174.213584937275,0,0
22082.101239158237,22082.101239158237,0,0
24116.080501404107,24116.080501404107,0,0
25320.9190439414,25320.919043941405,0,0
24881.17963184545,24881.17963184545,0,0
24475.375677639502,24475.375677639502,0,0
24169.146787471913,24169.146787471913,0,0
24437.89041675123,24437.89041675123,0,0
24217.805914070766,24217.80591407077,0,0
24901.5722514962,24901.572251496207,0,0
25749.520939086724,25749.520939086724,0,0
25957.267018730825,25957.267018730825,0,0
26371.916615832743,26371.91661583275,0,0
25958.19911490956,25958.19911490956,0,0
26175.73535624664,26175.73535624664,0,0
25580.450224079308,25580.450224079308,0,0
24097.864822903717,24097.864822903717,0,0
21483.512912601924,21483.512912601924,0,0
19675.894692957307,19675.894692957307,0,0
17707.253171757417,17707.253171757417,0,0
17184.071518999386,17184.071518999386,0,0
16713.845998816894,16713.845998816894,0,0
16862.74026646276,16862.74026646276,0,0
17970.779214783764,17970.779214783764,0,0
19248.752047888585,19248.752047888585,0,0
21939.822801316845,21939.822801316845,0,0
23671.57634400216,23671.57634400216,0,0
24515.378754676167,24515.378754676167,0,0
23724.30533582121,23724.30533582121,0,0
22906.7172518765,22906.7172518765,0,0
22185.685868724628,22185.685868724628,0,0
22199.16280729584,22199.16280729584,0,0
21797.729496825807,21797.729496825807,0,0
22489.633927152667,22489.633927152667,0,0
23417.44497719039,23417.44497719039,0,0
23972.55178012908,23972.55178012908,0,0
24922.791471695185,24922.791471695185,0,0
25246.784773497217,25246.784773497217,0,0
26098.22231297041,26098.22231297041,0,0
26069.829847513327,26069.829847513327,0,0
25090.979655968724,25090.979655968724,0,0
22808.321769054703,22808.321769054703,0,0
21267.824147893287,21267.824147893287,0,0
19655.63998608155,19655.63998608155,0,0
19334.13186238561,19334.13186238561,0,0
19047.91117423538,19047.91117423538,0,0
19235.31107232374,19235.31107232374,0,0
20533.33742847749,20533.33742847749,0,0
21932.829785434827,21932.82978543483,0,0
24708.403432503208,24708.403432503208,0,0
26387.622308588725,26387.622308588725,0,0
27166.140504837604,27166.140504837604,0,0
26285.400356336148,26285.400356336148,0,0
25445.091354582342,25445.091354582342,0,0
24721.974581043087,24721.974581043087,0,0
24606.690184015475,24606.690184015475,0,0
24073.11374110129,24073.11374110129,0,0
24612.63223368181,24612.63223368181,0,0
25444.30281795565,25444.302817955653,0,0
25791.67212209535,25791.67212209535,0,0
26493.279647386025,26493.27964738603,0,0
26458.243652571993,26458.243652571993,0,0
27032.156143531152,27032.156143531152,0,0
26773.591816792603,26773.5918167926,0,0
25666.569814813574,25666.569814813574,0,0
23295.308894379144,23295.308894379144,0,0
21750.209913165167,21750.209913165167,0,0
20170.37944511977,20170.37944511977,0,0
19898.637320972983,19898.637320972983,0,0
19738.57509402225,19738.57509402225,0,0
20043.546700593168,20043.546700593168,0,0
21529.414317552637,21529.414317552637,0,0
23098.426216699503,23098.426216699503,0,0
26044.590735822105,26044.590735822105,0,0
27871.30768273164,27871.30768273164,0,0
28856.392691150148,28856.392691150148,0,0
28206.035729693824,28206.035729693824,0,0
27665.479162721866,27665.479162721866,0,0
27226.809492958262,27226.809492958262,0,0
27310.817273786226,27310.817273786222,0,0
26898.04902869086,26898.049028690853,0,0
27447.49318942957,27447.49318942957,0,0
28185.282236188883,28185.282236188883,0,0
28257.230738348477,28257.230738348477,0,0
28527.633490054664,28527.633490054664,0,0
27983.398774962665,27983.398774962672,0,0
28128.04633788733,28128.04633788733,0,0
27549.596958131693,27549.596958131693,0,0
26251.467919830495,26251.467919830495,0,0
23793.82016940864,23793.82016940864,0,0
22267.67037822276,22267.67037822276,0,0
20835.24567669925,20835.24567669925,0,0
20805.22370027012,20805.22370027012,0,0
20951.74326010509,20951.74326010509,0,0
21558.23414339288,21558.23414339288,0,0
23322.84761382425,23322.84761382426,0,0
25131.10861176272,25131.10861176272,0,0
28316.046527883955,28316.046527883955,0,0
30316.457210949844,30316.457210949844,0,0
31348.689070062628,31348.689070062628,0,0
30626.490082787906,30626.490082787906,0,0
29970.250913913565,29970.250913913558,0,0
29457.1180944552,29457.1180944552,0,0
29513.54083163081,29513.54083163081,0,0
29046.31015439142,29046.31015439142,0,0
29549.901205547052,29549.901205547052,0,0
30217.62481140721,30217.62481140721,0,0
30283.88345968431,30283.88345968431,0,0
30568.14625682689,30568.14625682689,0,0
30012.474478075343,30012.474478075343,0,0
30048.847162493348,30048.847162493348,0,0
29251.981265573268,29251.981265573268,0,0
27590.662949390568,27590.662949390568,0,0
24701.295026105767,24701.295026105767,0,0
22622.42282326439,22622.42282326439,0,0
20456.17103899691,20456.17103899691,0,0
19658.974937510746,19658.974937510746,0,0
18961.26540552036,18961.26540552036,0,0
18720.903596838263,18720.903596838263,0,0
19629.78530133577,19629.78530133577,0,0
20554.47512291692,20554.47512291692,0,0
22904.021062686566,22904.021062686566,0,0
24156.500723144803,24156.500723144803,0,0
24388.89637092569,24388.89637092569,0,0
22583.45908290709,22583.45908290709,0,0
20881.59302903382,20881.59302903382,0,0
19382.315899526744,19382.315899526744,0,0
18631.521908571824,18631.521908571824,0,0
17529.910713102832,17529.910713102832,0,0
17629.12962170784,17629.12962170784,0,0
18276.841076403358,18276.841076403358,0,0
18823.81859029937,18823.81859029937,0,0
19911.557487282982,19911.557487282982,0,0
20420.431516751763,20420.431516751763,0,0
21698.36341392675,21698.36341392675,0,0
22153.962803966744,22153.962803966744,0,0
21585.84980688884,21585.84980688884,0,0
19665.76952880173,19665.76952880173,0,0
18433.95271433066,18433.95271433066,0,0
16838.159420997705,16838.1594209977,0,0
16625.301674976312,16625.301674976312,0,0
16347.364467033776,16347.364467033776,0,0
16447.002263203907,16447.002263203907,0,0
17522.044290314116,17522.044290314116,0,0
18650.49530209112,18650.49530209112,0,0
21347.349893485287,21347.349893485287,0,0
22983.68531366013,22983.68531366013,0,0
23725.088275972306,23725.088275972306,0,0
22574.589476573496,22574.589476573496,0,0
21588.380544292308,21588.380544292308,0,0
20873.674468048703,20873.674468048703,0,0
20763.85687419089,20763.85687419089,0,0
20228.33822747481,20228.33822747481,0,0
20702.67936107704,20702.67936107704,0,0
21404.91935004691,21404.91935004691,0,0
21552.01621205894,21552.01621205894,0,0
21985.795994184413,21985.795994184413,0,0
21609.12043977956,21609.12043977956,0,0
21893.744982220964,21893.744982220964,0,0
21462.23006905957,21462.23006905957,0,0
20021.66869385538,20021.66869385538,0,0
17373.785316279253,17373.785316279253,0,0
15676.484429004517,15676.484429004511,0,0
13418.223400619543,13418.223400619543,0,0
12709.159798767681,12709.159798767681,0,0
12057.72173551309,12057.72173551309,0,0
12026.722303932758,12026.722303932758,0,0
12941.146693745537,12941.146693745537,0,0
13930.61813127957,13930.61813127957,0,0
16515.572151415527,16515.572151415527,0,0
18366.37386921209,18366.37386921209,0,0
19518.739674907043,19518.739674907043,0,0
18975.642254723585,18975.642254723585,0,0
18378.50068557972,18378.50068557972,0,0
17836.17107275268,17836.171072752677,0,0
17920.129755792248,17920.129755792248,0,0
17575.303827678425,17575.303827678425,0,0
18171.56302763537,18171.56302763537,0,0
18960.56787252051,18960.56787252051,0,0
19230.51017930952,19230.51017930952,0,0
19784.426654437724,19784.426654437724,0,0
19562.158382633985,19562.158382633985,0,0
20047.87249457552,20047.87249457552,0,0
19836.174861273026,19836.174861273026,0,0
18707.51498445854,18707.51498445854,0,0
16408.089593777575,16408.089593777575,0,0
14981.232687700998,14981.232687700998,0,0
13149.888238658488,13149.888238658492,0,0
12667.568908651278,12667.568908651278,0,0
12168.721809934521,12168.72180993452,0,0
12246.616981172976,12246.616981172976,0,0
13152.185553125988,13152.185553125988,0,0
14098.098527652575,14098.098527652575,0,0
16582.83967395239,16582.839673952392,0,0
18224.935857284574,18224.935857284574,0,0
19066.12614843906,19066.12614843906,0,0
18172.226798021642,18172.226798021642,0,0
17306.489034948798,17306.489034948798,0,0
16575.599349666023,16575.599349666023,0,0
16553.95864207885,16553.95864207885,0,0
16174.900685396975,16174.900685396973,0,0
16904.247183327523,16904.247183327523,0,0
18038.38631640237,18038.38631640237,0,0
18745.538870013268,18745.538870013268,0,0
19731.818029065907,19731.818029065907,0,0
19844.5015651156,19844.5015651156,0,0
20584.251366147168,20584.251366147168,0,0
20531.455588826077,20531.455588826077,0,0
19480.765914883385,19480.765914883385,0,0
17112.360624767203,17112.360624767203,0,0
15547.503168328643,15547.503168328643,0,0
13517.524681884453,13517.524681884453,0,0
12727.866371106973,12727.866371106973,0,0
11965.022314455222,11965.022314455222,0,0
11810.955189781112,11810.955189781112,0,0
12665.472771262304,12665.472771262304,0,0
13637.877081408906,13637.877081408906,0,0
16277.609747927863,16277.609747927863,0,0
18258.55091767629,18258.55091767629,0,0
19633.095500550837,19633.095500550837,0,0
19389.605604122433,19389.605604122433,0,0
19156.382717876066,19156.382717876066,0,0
19022.47132804443,19022.47132804443,0,0
19488.05423944881,19488.05423944881,0,0
19495.24282410052,19495.24282410052,0,0
20419.080982566276,20419.080982566276,0,0
21413.41770692833,21413.41770692833,0,0
21798.015753410826,21798.015753410826,0,0
22296.323480351544,22296.323480351544,0,0
21931.147054139303,21931.147054139303,0,0
22196.63626541785,22196.63626541785,0,0
21741.70310767845,21741.70310767845,0,0
20316.890116832357,20316.890116832357,0,0
17796.123020687428,17796.123020687428,0,0
16188.100921418609,16188.100921418609,0,0
14251.824462256265,14251.824462256262,0,0
13787.470089345865,13787.470089345865,0,0
13370.757520596355,13370.757520596355,0,0
13651.314385973708,13651.314385973708,0,0
14817.448772619238,14817.448772619238,0,0
16145.298825648733,16145.298825648735,0,0
19082.14171935921,19082.14171935921,0,0
21201.844492034183,21201.844492034183,0,0
22551.348285724132,22551.348285724132,0,0
22197.162857340078,22197.162857340078,0,0
21833.614754824768,21833.614754824768,0,0
21565.791541676208,21565.791541676208,0,0
21825.441270470426,21825.441270470426,0,0
21653.662000600896,21653.662000600896,0,0
22381.945734320863,22381.945734320863,0,0
23336.127025753583,23336.127025753583,0,0
23629.597655261063,23629.597655261063,0,0
24174.700971107988,24174.700971107988,0,0
23942.75128679665,23942.75128679665,0,0
24478.51198708884,24478.51198708884,0,0
24285.39481030772,24285.39481030772,0,0
23165.38595271495,23165.38595271495,0,0
20868.835088112,20868.835088112,0,0
19288.82760405639,19288.82760405639,0,0
17548.212165942623,17548.212165942623,0,0
17166.24136696929,17166.24136696929,0,0
