Time,energy_distribution_greengas.output,energy_extraction_natural_gas.output,energy_import_natural_gas.output,energy_network_gas_storage.output,energy_regasification_lng.output,agriculture_final_demand_network_gas.input,buildings_appliances_network_gas.input,buildings_cooling_heatpump_air_water_network_gas.input,buildings_space_heater_heatpump_air_water_network_gas.input,buildings_space_heater_network_gas.input,bunkers_p2l_burner_network_gas.input,energy_chp_combined_cycle_network_gas.input,energy_chp_local_engine_network_gas.input,energy_compressor_network_gas.input,energy_distribution_network_gas_loss.input,energy_export_network_gas.input,energy_heat_backup_burner_network_gas.input,energy_heat_burner_network_gas.input,energy_hydrogen_biomass_gasification.input,energy_hydrogen_biomass_gasification_ccs.input,energy_hydrogen_steam_methane_reformer.input,energy_hydrogen_steam_methane_reformer_ccs.input,energy_network_gas_storage.input,energy_power_combined_cycle_ccs_network_gas.input,energy_power_combined_cycle_network_gas.input,energy_power_engine_network_gas.input,energy_power_turbine_network_gas.input,energy_power_ultra_supercritical_network_gas.input,energy_torrefaction_wood.input,households_cooker_network_gas.input,households_space_heater_combined_network_gas.input,households_space_heater_hybrid_heatpump_air_water_electricity.input,households_space_heater_network_gas.input,households_water_heater_combined_network_gas.input,households_water_heater_hybrid_heatpump_air_water_electricity.input,households_water_heater_network_gas.input,industry_aluminium_burner_network_gas.input,industry_chemicals_other_burner_network_gas.input,industry_chemicals_refineries_burner_network_gas.input,industry_chp_combined_cycle_gas_power_fuelmix.input,industry_chp_engine_gas_power_fuelmix.input,industry_chp_turbine_gas_power_fuelmix.input,industry_final_demand_for_chemical_fertilizers_network_gas.input,industry_final_demand_for_chemical_fertilizers_network_gas_non_energetic.input,industry_final_demand_for_chemical_other_network_gas_non_energetic.input,industry_final_demand_for_chemical_refineries_network_gas_non_energetic.input,industry_final_demand_for_other_non_specified_network_gas.input,industry_final_demand_for_other_non_specified_network_gas_non_energetic.input,industry_heat_backup_burner_network_gas.input,industry_other_food_burner_network_gas.input,industry_other_metals_burner_network_gas.input,industry_other_paper_burner_network_gas.input,industry_steel_blastfurnace_burner_coal_gas.input,industry_steel_electricfurnace_burner_network_gas.input,other_final_demand_network_gas.input
2050-01-01 00:00,3965.2985,0.0,867.5983,4274.5564,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,2045.7712,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.1816,0.0,0.0,0.0,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 01:00,3965.2985,0.0,867.5983,4217.9152,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,1943.0955,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.2159,0.0,0.0,0.0,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 02:00,3965.2985,0.0,867.5983,4459.2196,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,2042.994,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3452.6220000000003,0.0,0.0,0.0,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 03:00,3965.2985,0.0,867.5983,5095.6504,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,2420.1354,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3711.9112,0.0,0.0,0.0,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 04:00,3965.2985,0.0,867.5983,5718.4185,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,2815.7315,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3939.0834,0.0,0.0,0.0,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 05:00,3965.2985,0.0,867.5983,7257.8685,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,3913.6626,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.0828,0.0,0.0,253.5195,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 06:00,3965.2985,0.0,867.5983,8407.267,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,4809.0928,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4146.2687,0.0,0.0,488.3019,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 07:00,3965.2985,0.0,867.5983,10213.9184,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,6527.3978,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4185.6811,0.0,0.0,537.2359,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 08:00,3965.2985,0.0,867.5983,8757.7519,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,5301.9925,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4179.4359,0.0,0.0,312.7197,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
2050-01-01 09:00,3965.2985,0.0,867.5983,7637.3858,0.0,660.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1437,0.0,4384.5869,2509.7818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4119.9747,0.0,0.0,169.2205,0.0,6.7914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.7282,0.0,49.0805,0.0,83.9568,3.9141
