Gebouwde omgeving,Glastuinbouw,Industrie,Mobiliteit,total_sum
9.3275,0.0448,16.2634,8.259200000000002,33.8949
8.3935,0.0471,16.8195,8.3261,33.586200000000005
8.2917,0.046200000000000005,16.657600000000002,9.882700000000002,34.87820000000001
8.585099999999999,0.047,16.758100000000002,11.378300000000001,36.7685
8.9388,0.047599999999999996,16.9379,11.4843,37.4086
9.9284,0.0476,17.2091,11.157700000000002,38.3428
10.915400000000002,0.0483,17.431599999999996,10.4751,38.8704
11.3712,0.049499999999999995,17.987399999999997,10.4632,39.8713
10.4321,0.0493,18.020300000000002,8.924000000000001,37.425700000000006
9.8045,0.0476,17.5419,8.4896,35.8836
10.4287,0.0506,17.927300000000002,8.369200000000001,36.775800000000004
10.3764,0.0508,17.9402,8.0722,36.439600000000006
10.461,0.0508,17.908199999999997,8.0555,36.4755
10.613799999999998,0.0503,17.839199999999998,9.6454,38.1487
10.963000000000001,0.0496,17.6165,9.1496,37.7787
11.631599999999999,0.0504,17.908499999999997,13.2842,42.8747
12.6564,0.051199999999999996,18.266499999999997,10.9373,41.9114
13.929300000000001,0.0536,19.007899999999996,14.5369,47.527699999999996
14.522,0.052599999999999994,18.789699999999996,17.267300000000002,50.631600000000006
13.701699999999999,0.052,18.7271,19.5633,52.0441
12.7309,0.052099999999999994,18.6341,18.779,50.1961
11.927,0.053,18.6897,16.2998,46.9695
10.9502,0.052099999999999994,18.2908,15.1402,44.4333
8.9598,0.052,18.113499999999995,14.6004,41.725699999999996
8.0191,0.046900000000000004,16.560200000000002,14.6213,39.2475
7.806899999999999,0.048,16.935,14.243699999999999,39.03359999999999
9.958499999999999,0.0474,16.7868,13.631300000000001,40.424
9.66,0.0475,16.7106,12.956100000000001,39.3742
9.614799999999999,0.0481,16.8449,11.9992,38.507
13.4881,0.0497,17.281499999999998,6.728299999999999,37.547599999999996
13.755600000000001,0.056,19.023899999999998,4.5739,37.4094
14.559000000000001,0.0477,16.8099,5.8047,37.2213
14.7573,0.0641,21.257199999999997,7.951899999999999,44.030499999999996
14.0956,0.0682,22.2609,9.164499999999999,45.5892
13.6811,0.07060000000000001,22.797099999999997,8.6852,45.234
13.3997,0.07150000000000001,23.066199999999995,9.4313,45.96869999999999
13.3928,0.067,21.8861,10.4841,45.83
17.986,0.06860000000000001,22.3262,9.2887,49.6695
16.6203,0.0684,22.3268,10.664599999999998,49.6801
14.2844,0.0656,21.6818,11.5677,47.5995
14.993500000000001,0.0579,19.845799999999997,11.1404,46.0376
15.1609,0.0463,16.9428,13.272400000000001,45.422399999999996
15.114199999999997,0.04,15.368700000000002,16.0414,46.5643
14.552299999999999,0.039400000000000004,15.143300000000002,18.0805,47.8155
13.436499999999999,0.038400000000000004,14.770399999999999,17.3515,45.5968
12.0671,0.034999999999999996,13.812800000000001,15.3512,41.2661
13.104800000000001,0.0315,12.7158,13.7161,39.568200000000004
9.950000000000001,0.0518,17.9695,13.119100000000001,41.0904
9.361099999999999,0.0494,16.984199999999998,13.6195,40.014199999999995
8.8299,0.049800000000000004,17.122799999999998,13.595699999999999,39.5982
9.144,0.0484,16.8184,13.126000000000001,39.1368
11.6867,0.048100000000000004,16.663400000000003,12.5686,40.966800000000006
13.975100000000001,0.0498,17.1024,11.7521,42.8794
20.613300000000002,0.0521,17.6774,7.201599999999999,45.544399999999996
23.0828,0.0598,19.691899999999997,4.7848,47.61929999999999
25.0425,0.0518,17.630300000000002,5.6385,48.3631
17.002399999999998,0.0707,22.683899999999998,7.2890999999999995,47.04609999999999
14.763499999999999,0.07429999999999999,23.712299999999995,8.0718,46.6219
13.954799999999999,0.0761,23.9987,8.663800000000002,46.693400000000004
13.331599999999998,0.07719999999999999,24.2585,7.8334,45.500699999999995
12.919400000000003,0.0722,22.9528,9.5215,45.465900000000005
13.1494,0.0748,23.6201,10.710600000000001,47.5549
