interconnector_1_price,interconnector_1_import_availability,interconnector_1_export_availability,interconnector_2_price,interconnector_2_import_availability,interconnector_2_export_availability,interconnector_3_price,interconnector_3_import_availability,interconnector_3_export_availability,interconnector_4_price,interconnector_4_import_availability,interconnector_4_export_availability,interconnector_5_price,interconnector_5_import_availability,interconnector_5_export_availability,interconnector_6_price,interconnector_6_import_availability,interconnector_6_export_availability,interconnector_7_price,interconnector_7_import_availability,interconnector_7_export_availability,interconnector_8_price,interconnector_8_import_availability,interconnector_8_export_availability,agriculture_electricity,buildings_appliances,buildings_cooling,weather/buildings_heating,electric_buses,electric_trucks,electric_vans,electric_ships,electric_vehicle_profile_5,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity,weather/solar_pv_profile_1,weather/solar_thermal,weather/air_temperature,weather/agriculture_heating,weather/wind_offshore_baseline,weather/wind_coastal_baseline,weather/wind_inland_baseline
0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.197233,0.0,0.02,1.0,0.0,0.02,0.197233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.799032693577633e-08,4.78745082216396e-08,4.78745082216396e-08,5.278907463975069e-08,3.045263647627682e-08,1.3984854064540086e-08,2.022976888196381e-08,3.617052727503646e-08,4.087694535503584e-08,3.2687561226316606e-08,3.2687561226316606e-08,3.352879633588881e-08,3.4999825000874995e-08,4.749824256502509e-08,6.098278129561657e-08,0.0,11.147629,5.278907463975069e-08,4.4311099382913586e-08,3.410338538469474e-08,3.410338538469474e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.054821,0.0,0.01,1.0,0.0,0.01,0.054821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.436315106272346e-08,4.4256086088608696e-08,4.4256086088608696e-08,5.306691187469675e-08,2.6441047823326232e-08,2.328771073108015e-08,2.6268201604095896e-08,3.845982381307651e-08,3.924247712384347e-08,3.380508468704538e-08,3.380508468704538e-08,3.395282399854867e-08,3.472204861197916e-08,4.388726506008166e-08,4.1656722548944574e-08,2.0017481504785183e-08,11.674063,5.306691187469675e-08,4.718815201239592e-08,4.077439232288512e-08,4.077439232288512e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045344,0.0,0.01,1.0,0.0,0.01,0.045344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.520019164881259e-08,4.50911065808466e-08,4.50911065808466e-08,5.278907463975069e-08,3.140080353332573e-08,3.046821968634483e-08,3.5145980777652184e-08,3.845982381307651e-08,4.6636821676056086e-08,3.2966942091498797e-08,3.2966942091498797e-08,3.427298870563567e-08,3.444427222308333e-08,4.499833506160272e-08,2.759571967504549e-08,3.4879989840846085e-08,12.111241,5.278907463975069e-08,5.019163739032413e-08,4.663480898405764e-08,4.663480898405764e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.045302,0.0,0.01,1.0,0.0,0.01,0.045302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.436315106272346e-08,4.4256086088608696e-08,4.4256086088608696e-08,5.028853952523619e-08,2.3963994073184765e-08,3.490224609044909e-08,4.2676434400263425e-08,3.845982381307651e-08,4.085563519102952e-08,3.212879949595222e-08,3.212879949595222e-08,3.445391511563015e-08,3.444427222308333e-08,4.40261488102718e-08,2.1668278724261628e-08,0.0,12.196162,5.028853952523619e-08,5.152875434841405e-08,4.990807286987785e-08,4.990807286987785e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.087548195401879e-08,4.077683403761745e-08,4.077683403761745e-08,4.556530653115323e-08,2.1384121986906608e-08,3.567035136422377e-08,5.4168422855008856e-08,5.157112738571623e-08,4.7303058968115436e-08,3.157003776558783e-08,3.157003776558783e-08,3.4474759172081124e-08,3.444427222308333e-08,4.05540550555185e-08,1.2621810771924204e-08,0.0,12.227974,4.556530653115323e-08,5.256516370438393e-08,5.563958328117122e-08,5.563958328117122e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.445817079400219e-08,3.437501026379355e-08,3.437501026379355e-08,3.9175050127393935e-08,2.9202290199391793e-08,3.1622349794731355e-08,6.58112022506707e-08,5.5941561909929466e-08,3.816677502541015e-08,3.492260814777415e-08,3.492260814777415e-08,3.433301958821448e-08,3.41664958341875e-08,3.40265187965823e-08,2.8877135712456866e-09,0.0,12.111241,3.9175050127393935e-08,5.394115785542798e-08,6.01986110546749e-08,6.01986110546749e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.706431228354828e-08,2.69989959156921e-08,2.69989959156921e-08,3.222911925374253e-08,2.6171607300550945e-08,5.771202757295496e-08,7.542484921011732e-08,5.5941561909929466e-08,2.5620086469236968e-08,4.693598535060846e-08,4.693598535060846e-08,3.4045371609191006e-08,3.444427222308333e-08,2.6665680036505316e-08,0.0,0.0,11.962323,3.222911925374253e-08,5.5381005807595076e-08,6.407378466215304e-08,6.407378466215304e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5111217582673662e-08,2.5050614767137e-08,2.5050614767137e-08,2.5005351145145065e-08,5.374114650595117e-08,6.891489952729335e-08,8.192954470913211e-08,5.5941561909929466e-08,3.368835666658317e-08,5.196484092388794e-08,5.196484092388794e-08,4.231188617986029e-08,3.527760138977083e-08,2.48601912840336e-08,0.0,0.0,11.674063,2.5005351145145065e-08,5.606358475446608e-08,6.77969617419959e-08,6.77969617419959e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4413683760932724e-08,2.435476435693875e-08,2.435476435693875e-08,2.3338327735468724e-08,6.261103228695559e-08,7.754208125341436e-08,8.163995415460874e-08,5.5941561909929466e-08,4.093628229534606e-08,5.056793659797698e-08,5.056793659797698e-08,5.39259562165564e-08,3.527760138977083e-08,2.4304656283273074e-08,0.0,0.0,11.695462,2.3338327735468724e-08,5.6306789432651424e-08,6.896553812978926e-08,6.896553812978926e-08
26.01,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3437136410495414e-08,2.33805737826612e-08,2.33805737826612e-08,2.5838862849983232e-08,7.538247122791384e-08,8.099106063404723e-08,7.262737247654864e-08,5.294471649685263e-08,4.3456085799466276e-08,4.637722362024407e-08,4.637722362024407e-08,4.5358810797417035e-08,3.444427222308333e-08,2.3193586281752016e-08,0.0,0.0,11.727547,2.5838862849983232e-08,5.6423023350695376e-08,7.032421868407105e-08,7.032421868407105e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.14840417096208e-08,2.14321926341061e-08,2.14321926341061e-08,2.4171839440306895e-08,5.922158347463677e-08,6.854833371023006e-08,6.0085843099043e-08,4.395406837449832e-08,3.8926996296280684e-08,4.274527237287557e-08,4.274527237287557e-08,3.218298494251976e-08,3.277761388970833e-08,2.1526981279470436e-08,0.0,0.0,11.566961,2.4171839440306895e-08,5.646195317522841e-08,7.232647562663837e-08,7.232647562663837e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8972919951353434e-08,1.89271311573924e-08,1.89271311573924e-08,1.9170769211277882e-08,6.731410824428018e-08,5.938326792470948e-08,5.0372867978383065e-08,4.395406837449832e-08,3.631318873886277e-08,3.855455939514266e-08,3.855455939514266e-08,3.1470237320790365e-08,3.0555402778541665e-08,1.902707377604806e-08,0.0,0.0,11.373738,1.9170769211277882e-08,5.6480543818489715e-08,7.295607632049256e-08,7.295607632049256e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.180754227138664e-08,3.17307787050402e-08,3.17307787050402e-08,1.4169698982248868e-08,5.780252308158849e-08,5.2469268621951006e-08,4.2730095589973244e-08,4.395406837449832e-08,3.837063293711722e-08,3.520198901295635e-08,3.520198901295635e-08,0.0,3.027762638964583e-08,3.166549504335006e-08,0.0,0.0,11.018114,1.4169698982248868e-08,5.6335251420934775e-08,7.188689229371715e-08,7.188689229371715e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.943592727746746e-08,2.9364887310366152e-08,2.9364887310366152e-08,1.3058350042464643e-08,6.202016679271739e-08,4.019825438001497e-08,2.8071797159165766e-08,0.0,4.245340303102369e-08,2.8496848248583707e-08,2.8496848248583707e-08,0.0,2.8610968056270828e-08,2.9165587539927688e-08,0.0,0.0,10.704251,1.3058350042464643e-08,5.6166391771935016e-08,6.91210068796435e-08,6.91210068796435e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9575434041815645e-08,2.95040573924058e-08,2.95040573924058e-08,1.0279977693004081e-08,4.004245980319052e-08,4.019825438001497e-08,2.6753550576946157e-08,0.0,4.2761369724817154e-08,2.346799267530423e-08,2.346799267530423e-08,0.0,2.8333191667374997e-08,2.930447129011782e-08,0.0,0.0,10.552323,1.0279977693004081e-08,5.6026075982563594e-08,6.629557285451456e-08,6.629557285451456e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.873839345572652e-08,2.8669036900167898e-08,2.8669036900167898e-08,7.779442578489575e-09,2.7680934452587995e-08,4.019825438001497e-08,2.5870489248332252e-08,0.0,3.851805505879104e-08,1.983604142793572e-08,1.983604142793572e-08,0.0,2.8333191667374997e-08,2.861005253916716e-08,0.0,0.0,10.399064,7.779442578489575e-09,5.590892978381855e-08,6.366093744031786e-08,6.366093744031786e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045301,0.0,0.01,1.0,0.0,0.01,0.045301,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.873839345572652e-08,2.8669036900167898e-08,2.8669036900167898e-08,8.057279813435632e-09,4.008377541130241e-08,4.019825438001497e-08,2.5344469690357418e-08,0.0,3.0313516512329765e-08,1.815975623684256e-08,1.815975623684256e-08,0.0,2.8333191667374997e-08,2.8748936289357292e-08,0.0,0.0,10.168202,8.057279813435632e-09,5.6073368380189944e-08,6.410468743990186e-08,6.410468743990186e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045347,0.0,0.01,1.0,0.0,0.01,0.045347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.873839345572652e-08,2.8669036900167898e-08,2.8669036900167898e-08,8.057279813435632e-09,4.295327514026876e-08,4.019825438001497e-08,2.5125328183777096e-08,0.0,2.1615520497991524e-08,1.7600994506478174e-08,1.7600994506478174e-08,0.0,2.8610968056270828e-08,2.8748936289357292e-08,0.0,0.0,10.101686,8.057279813435632e-09,5.601594732760021e-08,6.398029507890736e-08,6.398029507890736e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045716,0.0,0.01,1.0,0.0,0.01,0.045716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.9296420513119273e-08,2.92257172283265e-08,2.92257172283265e-08,9.168628753219858e-09,2.474878143435829e-08,6.329571377060352e-09,6.5761438242336465e-09,0.0,1.3382589050757603e-08,1.815975623684256e-08,1.815975623684256e-08,5.2939258138614174e-08,2.944429722295833e-08,2.930447129011782e-08,0.0,0.0,10.013305,9.168628753219858e-09,5.584999411134688e-08,6.416449646762356e-08,6.416449646762356e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045777,0.0,0.01,1.0,0.0,0.01,0.045777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.013346109920839e-08,3.0060737720564396e-08,3.0060737720564396e-08,1.2224838337626476e-08,1.1752773858928544e-08,6.329571377060352e-09,6.63769930442219e-09,0.0,7.836151681731574e-09,1.9556660562753525e-08,1.9556660562753525e-08,1.019606674267028e-07,3.138873194522916e-08,2.9860006290878346e-08,0.0,0.0,9.870237,1.2224838337626476e-08,5.600577773696435e-08,6.397135410669353e-08,6.397135410669353e-08
26.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045771,0.0,0.01,1.0,0.0,0.01,0.045771,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.292359638617213e-08,3.28441393613574e-08,3.28441393613574e-08,1.4725373452140982e-08,2.1683895487789364e-08,6.644597093589642e-09,7.536848997176288e-09,0.0,1.2920667381267456e-08,2.430613527085081e-08,2.430613527085081e-08,1.143321509203804e-07,3.361094305639583e-08,3.263768129468098e-08,0.0,0.0,9.803566,1.4725373452140982e-08,5.6153046742704986e-08,6.417725688427826e-08,6.417725688427826e-08
14.46,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04533,0.0,0.01,1.0,0.0,0.01,0.04533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.6411265494876805e-08,3.632339141234865e-08,3.632339141234865e-08,1.3336187277410701e-08,2.7411598526288935e-08,9.09130559062369e-09,1.1128351454086156e-08,0.0,2.7218814038824907e-08,3.2687561226316606e-08,3.2687561226316606e-08,6.816018370358727e-08,3.361094305639583e-08,3.6109775049434274e-08,1.1149691491257814e-08,0.0,9.967453,1.3336187277410701e-08,5.610577773689147e-08,6.517907980000572e-08,6.517907980000572e-08
14.46,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.087548195401879e-08,4.077683403761745e-08,4.077683403761745e-08,2.4727513910199005e-08,3.151910214794485e-08,9.369779909325292e-09,1.324442101329495e-08,0.0,4.213224875030252e-08,3.799579766477828e-08,3.799579766477828e-08,3.8991249323878716e-08,3.388871944529166e-08,4.041517130532837e-08,1.5637117160599502e-08,0.0,10.121318,2.4727513910199005e-08,5.6029210485485284e-08,6.496354160576334e-08,6.496354160576334e-08
14.46,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.394463076967891e-08,4.3838575842489754e-08,4.3838575842489754e-08,4.88993533505059e-08,2.564799734053033e-08,1.7230171160154648e-08,1.412148667825413e-08,0.0,3.2909885062427825e-08,3.9951463721053635e-08,3.9951463721053635e-08,4.018102806610046e-08,3.388871944529166e-08,4.333173005932113e-08,1.997033387640261e-08,0.0,10.285872,4.88993533505059e-08,5.584785960842446e-08,6.042491313779609e-08,6.042491313779609e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.492117812011622e-08,4.4812766416767306e-08,4.4812766416767306e-08,5.0844213995128294e-08,2.806469892388556e-08,1.3429483185316494e-08,1.1614599776484625e-08,0.0,3.218590708973008e-08,3.967208285587144e-08,3.967208285587144e-08,4.133197730887638e-08,3.388871944529166e-08,4.430391631065206e-08,2.868067021293084e-08,0.0,10.558839,5.0844213995128294e-08,5.622116370171967e-08,6.08894096651384e-08,6.08894096651384e-08
0.02,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.2410056361848854e-08,4.2307704940053605e-08,4.2307704940053605e-08,4.917719058545195e-08,2.593616063255126e-08,2.303132502689312e-08,1.5690152145786228e-08,0.0,3.199066091412892e-08,4.246589150769337e-08,4.246589150769337e-08,4.233904300769356e-08,3.33331666675e-08,4.166512505703955e-08,3.4734332015365494e-08,0.0,10.834268,4.917719058545195e-08,5.635417539752917e-08,6.308055549641754e-08,6.308055549641754e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.157301577575972e-08,4.1472684447815694e-08,4.1472684447815694e-08,4.88993533505059e-08,2.777789538605565e-08,1.4375086254297572e-08,1.2499160021012215e-08,0.0,3.155827143347477e-08,3.911332112550705e-08,3.911332112550705e-08,4.309919596923717e-08,3.222206111191666e-08,4.09707063060889e-08,2.5129473991051165e-08,0.0,10.877563,4.88993533505059e-08,5.6376923935524294e-08,6.73761284090571e-08,6.73761284090571e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.087548195401879e-08,4.077683403761745e-08,4.077683403761745e-08,4.528746929620717e-08,2.6452867225140523e-08,1.9546714607370667e-08,1.4066026789447894e-08,0.0,3.2216344460170904e-08,3.855455939514266e-08,3.855455939514266e-08,4.352858353212729e-08,3.194428472302083e-08,4.027628755513824e-08,1.0907127941563668e-08,0.0,10.942463,4.528746929620717e-08,5.636608767822225e-08,7.06644964615298e-08,7.06644964615298e-08
0.02,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.9759427839233295e-08,3.966347338130025e-08,3.966347338130025e-08,4.084207353707027e-08,2.2081989676330806e-08,1.8415987911981726e-08,1.3359537755465736e-08,0.0,2.7781410612316773e-08,3.6878274204049505e-08,3.6878274204049505e-08,4.3577775505351595e-08,3.194428472302083e-08,3.944298505399745e-08,3.0164039612983496e-09,0.0,10.845094,4.084207353707027e-08,5.6278695865420434e-08,7.148862840520164e-08,7.148862840520164e-08
14.46,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.0453,0.0,0.01,1.0,0.0,0.01,0.0453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7666826374010495e-08,3.75759221507055e-08,3.75759221507055e-08,2.9172909669335907e-08,2.825882998377335e-08,1.6357670886828948e-08,1.318766206403019e-08,0.0,3.3849127735589324e-08,3.771641679959608e-08,3.771641679959608e-08,4.324093555310381e-08,3.1666508334125e-08,3.722084505095534e-08,0.0,0.0,10.655444,2.9172909669335907e-08,5.5931239725322756e-08,6.8334461741492e-08,6.8334461741492e-08
45.18,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.045302,0.0,0.03,1.0,0.0,0.03,0.045302,0.0,45.18,1.0,1.0,45.18,0.0,0.045302,3.5016197851394936e-08,3.4931690591952143e-08,3.4931690591952143e-08,1.5281047922033094e-08,2.9468383634927638e-08,1.804468882037959e-08,1.5513679778882055e-08,0.0,2.2897420242229123e-08,4.8332889676519426e-08,4.8332889676519426e-08,4.255713139261778e-08,3.2499837500812496e-08,3.458205379734283e-08,0.0,0.0,10.54472,1.5281047922033094e-08,5.4990947328347166e-08,6.272734369119312e-08,6.272734369119312e-08
45.18,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.045312,0.0,0.01,1.0,0.0,0.01,0.045312,0.0,45.18,1.0,1.0,45.18,0.0,0.045312,3.487669108704675e-08,3.47925205099125e-08,3.47925205099125e-08,1.6670234096763375e-08,5.20234631732587e-08,1.2001874992463806e-08,1.6545033855222913e-08,0.0,3.230357421838676e-08,5.336174524979891e-08,5.336174524979891e-08,5.124552966585482e-08,3.2499837500812496e-08,3.458205379734283e-08,0.0,0.0,10.138765,1.6670234096763375e-08,5.32805087331024e-08,5.5966319391976016e-08,5.5966319391976016e-08
45.18,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.04538,0.0,0.01,1.0,0.0,0.01,0.04538,0.0,45.18,1.0,1.0,45.18,0.0,0.04538,3.5016197851394936e-08,3.4931690591952143e-08,3.4931690591952143e-08,1.2502675572572533e-08,6.654427817920792e-08,9.480617421443069e-09,1.590779473645287e-08,0.0,3.911228006602911e-08,5.1685460058705746e-08,5.1685460058705746e-08,6.356722564183809e-08,3.222206111191666e-08,3.485982129772309e-08,0.0,0.0,9.829801,1.2502675572572533e-08,4.922594148459512e-08,4.9321093703761475e-08,4.9321093703761475e-08
45.18,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.045341,0.0,0.04,1.0,0.0,0.04,0.045341,0.0,45.18,1.0,1.0,45.18,0.0,0.045341,3.3342116679216694e-08,3.3261649607476354e-08,3.3261649607476354e-08,1.5003210687087037e-08,7.758558680680202e-08,8.034996489373137e-09,1.436600982763947e-08,0.0,3.818031478895506e-08,4.749474708097285e-08,4.749474708097285e-08,5.3404616587493976e-08,3.194428472302083e-08,3.2776565044871114e-08,0.0,0.0,9.122218,1.5003210687087037e-08,4.039431576003689e-08,4.1306857600163704e-08,4.1306857600163704e-08
45.18,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.045639,0.0,0.01,1.0,0.0,0.01,0.045639,0.0,45.18,1.0,1.0,45.18,0.0,0.045639,3.3063103150520315e-08,3.2983309443397046e-08,3.2983309443397046e-08,1.555888515697915e-08,5.86609463620298e-08,9.628795210478339e-09,1.3736565071620571e-08,0.0,3.47123251770239e-08,4.218651064251118e-08,4.218651064251118e-08,3.813223598031047e-08,3.1110955556333326e-08,3.2498797544490854e-08,0.0,0.0,8.03695,1.555888515697915e-08,3.055815787246801e-08,3.190416663675651e-08,3.190416663675651e-08
45.19,1.0,1.0,14.46,1.0,1.0,0.0,1.0,0.0,0.0,0.045706,0.0,0.01,1.0,0.0,0.01,0.045706,0.0,45.18,1.0,1.0,45.18,0.0,0.045706,3.292359638617213e-08,3.28441393613574e-08,3.28441393613574e-08,1.555888515697915e-08,7.437719449484191e-08,6.329571377060352e-09,1.2196678789631169e-08,0.0,3.660047020763888e-08,3.883394026032485e-08,3.883394026032485e-08,3.6438864834233144e-08,2.944429722295833e-08,3.2082146293920455e-08,0.0,0.0,6.852196,1.555888515697915e-08,2.135680115402717e-08,2.659791664173112e-08,2.659791664173112e-08
45.18,1.0,1.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.04535,0.0,0.01,1.0,0.0,0.01,0.04535,0.0,45.18,1.0,1.0,45.18,0.0,0.04535,3.1668035507038446e-08,3.159160862300055e-08,3.159160862300055e-08,1.3058350042464643e-08,6.180103717501e-08,6.329571377060352e-09,1.0959873305388287e-08,0.0,3.933076438340143e-08,3.3525703821863184e-08,3.3525703821863184e-08,0.0,2.91665208340625e-08,3.0554425041829005e-08,0.0,0.0,5.971676,1.3058350042464643e-08,2.6159391793802206e-08,2.982378469426242e-08,2.982378469426242e-08
43.01,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04532,0.0,0.01,1.0,0.0,0.01,0.04532,0.0,45.18,1.0,1.0,45.18,0.0,0.04532,2.985444757051202e-08,2.97823975564851e-08,2.97823975564851e-08,2.3060490500522668e-08,5.7715708006315397e-08,6.329571377060352e-09,9.492334698165941e-09,0.0,4.3553694839264586e-08,2.7938086518219323e-08,2.7938086518219323e-08,0.0,2.8055415278479163e-08,2.8748936289357292e-08,0.0,0.0,5.282151,2.3060490500522668e-08,3.409588301608877e-08,3.194366316449726e-08,3.194366316449726e-08
45.18,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045325,0.0,0.01,1.0,0.0,0.01,0.045325,0.0,45.18,1.0,1.0,45.18,0.0,0.045325,3.027296786355658e-08,3.019990780260405e-08,3.019990780260405e-08,2.0282118151062106e-08,3.9024422300018204e-08,6.329571377060352e-09,8.234644318859089e-09,0.0,4.3952467572091084e-08,2.3188611810122036e-08,2.3188611810122036e-08,0.0,2.7777638889583332e-08,2.944335504030795e-08,0.0,0.0,4.770218,2.0282118151062106e-08,3.9088801141105226e-08,3.382109371829272e-08,3.382109371829272e-08
45.18,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045492,0.0,0.01,1.0,0.0,0.01,0.045492,0.0,45.18,1.0,1.0,45.18,0.0,0.045492,2.9296420513119273e-08,2.92257172283265e-08,2.92257172283265e-08,2.2504816030630557e-08,2.812055344219379e-08,6.329571377060352e-09,7.330798022908788e-09,0.0,4.038571474305618e-08,2.0394803158300103e-08,2.0394803158300103e-08,0.0,2.7777638889583332e-08,2.861005253916716e-08,0.0,0.0,4.801393,2.2504816030630557e-08,4.306682453001916e-08,3.5511371494485866e-08,3.5511371494485866e-08
45.18,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.046448,0.0,0.01,1.0,0.0,0.01,0.046448,0.0,45.18,1.0,1.0,45.18,0.0,0.046448,2.943592727746746e-08,2.9364887310366152e-08,2.9364887310366152e-08,2.0004280916116053e-08,3.837602874385204e-08,6.329571377060352e-09,6.837055120941908e-09,0.0,3.1726321264090495e-08,1.8439137102024752e-08,1.8439137102024752e-08,0.0,2.7777638889583332e-08,2.8748936289357292e-08,0.0,0.0,4.713271,2.0004280916116053e-08,4.2624806986481626e-08,3.8580815936052706e-08,3.8580815936052706e-08
45.18,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.046804,0.0,0.01,1.0,0.0,0.01,0.046804,0.0,45.18,1.0,1.0,45.18,0.0,0.046804,2.9156913748771087e-08,2.908654714628685e-08,2.908654714628685e-08,2.2226978795684504e-08,4.416690805399613e-08,6.329571377060352e-09,6.573046064678703e-09,0.0,2.0692654879500297e-08,1.7600994506478174e-08,1.7600994506478174e-08,0.0,2.7777638889583332e-08,2.847116878897703e-08,0.0,0.0,4.984355,2.2226978795684504e-08,3.8205187106661426e-08,3.5164843717032955e-08,3.5164843717032955e-08
45.18,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.046544,0.0,0.01,1.0,0.0,0.01,0.046544,0.0,45.18,1.0,1.0,45.18,0.0,0.046544,2.9575434041815645e-08,2.95040573924058e-08,2.95040573924058e-08,2.5283188380091122e-08,3.7060832651702785e-08,6.329571377060352e-09,6.498899690815228e-09,0.0,1.1779800287500139e-08,1.7880375371660365e-08,1.7880375371660365e-08,5.4889785386849554e-08,2.888874444516666e-08,2.9026703789737558e-08,0.0,0.0,5.156879,2.5283188380091122e-08,3.5186918103012994e-08,3.2098003442130345e-08,3.2098003442130345e-08
