interconnector_1_price,interconnector_2_price,interconnector_3_price,interconnector_4_price,interconnector_5_price,interconnector_6_price
5.8,35.7,35.7,5.8,2.4,35.7
5.8,13.3,13.3,5.8,2.4,13.3
5.8,13.3,13.3,5.8,2.4,13.3
5.8,12.1,12.1,5.8,2.4,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,14.8,14.8,12.1,12.1,14.8
12.1,14.8,14.8,12.2,12.1,14.8
9.2,12.9,12.9,12.1,12.1,12.9
2.4,12.1,12.1,12.1,12.1,12.1
2.4,12.1,12.1,12.1,12.1,12.1
2.4,9.2,9.2,7.7,12.1,9.2
2.4,9.2,9.2,2.4,12.1,9.2
9.2,9.2,9.2,9.2,12.1,9.2
12.1,12.1,12.1,12.1,12.1,12.1
12.2,12.2,12.2,12.2,12.1,12.2
14.8,14.8,35.7,14.8,12.1,14.8
14.8,24.6,35.8,14.8,12.1,24.6
14.8,24.6,35.8,14.8,12.1,24.6
14.8,24.6,35.8,14.8,12.1,24.6
14.8,24.6,35.7,14.8,12.1,24.6
14.1,24.6,24.6,14.1,12.1,24.6
12.1,24.6,24.6,12.1,12.1,24.6
15.0,15.1,15.1,15.0,15.0,15.1
15.0,15.1,15.1,15.0,15.0,15.1
15.0,15.0,15.0,15.0,15.0,15.0
15.0,15.0,15.0,15.0,15.0,15.0
15.0,15.0,15.0,15.0,15.0,15.0
15.0,15.1,15.1,15.0,15.0,15.1
15.1,35.8,35.8,15.1,15.0,35.8
15.1,107.0,107.0,15.1,15.0,107.0
15.1,52.8,107.1,15.1,15.0,107.0
15.0,52.8,63.2,15.0,15.0,63.2
15.0,52.8,63.2,15.0,15.0,63.2
15.0,35.8,35.8,15.0,15.0,35.8
15.0,35.7,35.7,15.0,15.0,35.7
15.0,35.7,35.7,15.0,15.0,35.7
35.7,35.8,35.8,35.7,15.0,35.7
73.7,73.8,73.7,73.7,15.0,73.7
107.0,107.1,107.0,107.0,15.0,107.0
107.0,107.1,107.1,107.0,15.0,107.0
107.0,107.1,107.1,107.0,15.0,107.0
107.0,107.1,107.1,107.0,15.0,107.0
107.0,107.1,107.1,107.0,15.0,107.0
107.0,107.0,107.1,107.0,15.0,107.0
107.0,107.0,107.0,107.0,15.0,107.0
107.0,107.0,107.0,107.0,15.0,107.0
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.8
43.0,43.0,35.8,35.8,35.8,43.0
43.0,43.0,43.0,43.0,35.8,43.0
43.0,43.0,43.0,43.0,35.8,43.0
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.8
35.8,35.8,35.8,35.8,35.8,35.7
35.8,35.8,35.8,35.8,35.8,35.7
35.8,35.8,35.8,35.8,35.8,35.7
35.8,35.8,35.8,35.8,35.8,35.7
43.0,43.0,43.0,43.0,35.8,43.0
44.6,44.6,111.5,44.6,35.8,44.6
52.8,52.8,111.5,52.8,35.8,52.8
52.8,52.8,111.8,52.8,35.8,52.8
52.8,52.8,163.3,52.8,35.8,52.8
50.6,50.6,111.6,50.6,35.8,50.6
44.6,44.6,111.5,44.6,35.8,44.6
44.6,44.6,111.0,44.6,35.8,44.6
44.6,44.6,110.8,44.6,35.8,44.6
107.6,107.6,107.6,107.6,107.6,107.6
107.0,107.6,107.6,107.1,107.6,107.6
107.5,107.6,107.6,107.6,107.6,107.6
107.6,107.6,107.6,107.6,107.6,107.6
110.8,110.8,110.8,110.8,107.6,110.8
110.8,110.8,110.8,110.8,107.6,110.8
113.6,113.6,113.6,113.6,107.6,113.6
118.3,118.4,118.3,118.3,107.6,118.3
118.3,118.4,118.3,118.3,107.6,118.3
113.6,113.6,113.6,113.6,107.6,113.6
111.7,111.7,111.7,111.7,107.6,111.7
110.8,110.8,110.8,110.8,107.6,110.8
107.6,107.6,107.6,107.6,107.6,107.6
107.6,107.6,107.6,107.6,107.6,107.6
111.7,110.8,110.8,111.7,107.6,110.8
113.6,110.8,110.8,113.6,107.6,110.8
118.3,114.3,111.5,114.3,107.6,111.5
118.4,118.4,118.4,118.4,107.6,118.4
120.1,120.1,120.1,120.1,107.6,120.1
120.1,120.1,120.1,120.1,107.6,120.1
118.3,118.3,118.3,118.3,107.6,118.3
118.3,118.3,118.3,118.3,107.6,118.3
113.6,113.6,113.6,113.6,107.6,113.6
113.6,113.6,113.6,113.6,107.6,113.6
103.6,103.6,103.6,103.6,47.2,103.6
103.6,103.6,103.6,103.6,47.2,103.6
103.6,103.6,103.6,103.6,47.2,103.6
101.9,101.9,101.9,101.9,47.2,101.9
101.9,101.9,101.9,101.9,47.2,101.9
110.9,110.9,110.9,110.9,47.2,110.9
116.5,116.5,115.6,115.6,47.2,116.5
116.5,116.5,116.5,116.5,47.2,116.5
116.5,116.5,116.5,116.5,47.2,116.5
107.0,107.1,107.1,107.0,47.2,107.0
81.0,81.0,81.0,81.0,47.2,81.0
80.7,80.7,80.6,80.7,47.2,80.7
47.2,47.2,47.2,47.2,47.2,47.2
81.0,47.2,47.2,47.2,47.2,47.2
81.0,47.2,47.2,47.2,47.2,47.2
116.8,81.0,81.0,81.0,47.2,81.0
117.4,117.4,117.4,117.4,47.2,117.4
117.4,117.4,117.4,117.4,47.2,117.4
117.4,117.4,117.4,117.4,47.2,117.4
117.4,117.4,117.4,117.4,47.2,117.4
117.4,117.4,117.4,117.4,47.2,117.4
117.4,117.4,117.4,117.4,47.2,117.4
116.8,116.8,116.7,116.7,47.2,116.8
114.6,114.6,81.0,81.0,47.2,114.6
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.1,12.1,12.1,12.1,12.1
7.3,7.3,7.3,7.3,12.1,12.1
7.3,7.3,7.3,7.3,12.1,7.3
7.3,7.3,7.3,7.3,12.1,7.3
2.4,7.3,7.3,2.4,12.1,7.3
2.4,2.4,2.4,2.4,12.1,2.4
2.4,2.4,2.4,2.4,12.1,2.4
2.4,2.4,2.4,2.4,12.1,2.4
7.3,7.3,7.3,7.3,12.1,7.3
12.1,12.1,12.1,12.1,12.1,12.1
12.1,12.2,12.1,12.1,12.1,12.2
12.1,16.8,16.8,12.1,12.1,16.8
12.1,16.8,16.8,12.1,12.1,16.8
12.1,16.8,16.8,12.1,12.1,16.8
12.1,16.8,16.8,12.1,12.1,16.8
12.1,16.8,16.8,12.1,12.1,16.8
12.1,16.8,16.8,12.1,12.1,16.8
12.1,16.8,16.8,12.1,12.1,16.8
5.1,12.1,12.1,5.1,12.1,19.0
2.4,12.1,12.1,2.4,12.1,19.0
2.4,12.1,12.1,2.4,12.1,12.1
2.4,12.1,12.1,2.4,12.1,12.1
2.4,12.1,12.1,2.4,12.1,12.1
5.1,12.1,12.1,5.1,12.1,12.1
5.1,12.1,12.1,5.1,12.1,12.2
2.4,12.1,12.1,2.4,12.1,12.1
2.4,12.1,12.1,2.4,12.1,12.1
2.4,12.1,12.1,2.4,12.1,12.1
2.4,9.7,12.1,2.4,12.1,9.7
2.4,2.4,35.7,2.4,12.1,2.4
2.4,9.7,35.7,2.4,12.1,9.7
2.4,9.7,35.8,2.4,12.1,9.7
2.4,12.1,35.8,2.4,12.1,12.1
12.1,12.1,35.8,12.1,12.1,12.1
35.9,35.9,35.9,35.9,12.1,35.9
86.3,86.3,111.3,86.3,12.1,86.3
86.3,86.3,111.3,86.3,12.1,86.3
86.3,86.3,126.3,86.3,12.1,86.3
86.3,86.3,138.9,86.3,12.1,86.3
86.3,86.3,119.8,86.3,12.1,86.3
86.3,86.3,111.3,86.3,12.1,86.3
86.3,110.8,110.8,86.3,12.1,86.3
112.1,112.1,112.1,112.1,111.1,112.1
111.3,111.3,111.3,111.3,111.1,111.3
111.3,111.3,111.3,111.3,111.1,111.3
111.3,111.3,111.3,111.3,111.1,111.3
111.4,111.4,111.3,111.3,111.1,111.3
112.1,112.1,111.6,112.1,111.1,112.1
112.9,112.9,112.9,112.9,111.1,112.9
113.9,113.9,113.9,113.9,111.1,113.9
113.9,113.9,113.9,113.9,111.1,113.9
111.5,111.5,111.5,111.5,111.1,111.5
111.3,111.3,111.3,111.3,111.1,111.3
111.1,111.1,111.1,111.1,111.1,111.1
111.1,111.1,111.1,111.1,111.1,111.1
111.1,111.1,111.1,111.1,111.1,111.1
112.1,112.0,111.3,112.1,111.1,111.3
112.7,112.7,111.3,112.7,111.1,111.3
125.7,125.7,115.9,125.7,111.1,115.9
126.7,126.7,124.2,126.7,111.1,124.2
125.7,125.7,125.7,125.7,111.1,125.7
121.0,121.0,121.0,121.0,111.1,121.0
118.0,118.0,118.0,118.0,111.1,118.0
112.1,112.1,112.1,112.0,111.1,112.1
111.4,111.4,111.4,111.4,111.1,111.4
111.2,111.3,111.1,111.1,111.1,111.3
87.4,87.4,87.3,87.3,87.3,110.9
87.3,87.4,87.3,87.3,87.3,110.9
87.3,87.4,87.3,87.3,87.3,87.4
87.4,87.4,87.3,87.3,87.3,87.4
103.6,103.6,87.4,87.3,87.3,103.6
110.9,110.9,110.8,110.8,87.3,110.9
111.8,111.8,111.8,111.8,87.3,111.8
111.8,111.8,111.8,111.8,87.3,111.8
111.8,111.8,111.8,111.8,87.3,111.8
111.5,111.5,111.5,111.5,87.3,111.5
111.1,111.1,111.1,87.3,87.3,111.1
110.9,111.0,111.0,87.3,87.3,110.9
110.9,110.9,111.0,87.3,87.3,110.9
111.0,111.0,111.0,87.3,87.3,110.9
111.8,111.8,111.8,87.3,87.3,111.7
111.8,111.8,111.8,87.3,87.3,111.8
112.4,112.4,112.4,112.4,87.3,112.4
126.4,126.4,126.5,126.4,87.3,126.4
126.4,126.4,126.5,126.4,87.3,126.4
126.4,126.4,126.5,126.4,87.3,126.4
122.5,122.5,122.6,115.9,87.3,122.5
111.9,111.9,112.9,111.9,87.3,111.9
111.8,111.8,111.9,87.3,87.3,111.8
111.8,111.8,111.8,87.3,87.3,111.8
112.0,112.0,112.0,37.9,37.9,112.0
111.7,111.7,111.3,37.9,37.9,111.7
111.5,111.5,111.1,86.1,37.9,111.5
111.5,111.5,111.0,111.0,37.9,111.5
111.7,111.7,111.0,111.0,37.9,111.7
112.2,112.2,110.8,110.8,37.9,112.1
112.2,112.2,110.8,110.8,37.9,112.2
112.2,112.2,111.3,111.3,37.9,112.2
112.2,112.2,112.1,112.2,37.9,112.2
111.3,111.3,111.3,111.3,37.9,111.3
107.0,107.0,107.0,107.0,37.9,107.0
106.9,106.9,106.9,106.9,37.9,106.9
103.6,103.6,103.6,103.6,37.9,103.6
106.9,106.9,106.9,106.9,37.9,106.9
112.0,111.9,111.3,112.0,37.9,111.3
112.2,112.1,111.9,112.2,37.9,111.9
126.5,112.9,112.1,126.5,37.9,112.2
126.6,126.5,126.0,126.5,37.9,126.0
126.6,126.5,126.5,126.5,37.9,126.5
126.6,126.5,126.5,126.5,37.9,126.5
122.7,122.7,122.7,122.7,37.9,122.7
112.6,112.6,112.6,112.6,37.9,112.2
112.2,112.2,112.2,112.2,37.9,112.2
112.2,112.2,112.2,112.2,37.9,112.2
111.7,111.7,111.7,111.7,97.8,111.7
111.7,111.7,111.7,111.7,97.8,111.7
111.5,111.5,111.5,111.5,97.8,111.5
111.2,111.2,111.2,111.2,97.8,111.2
111.2,111.2,111.1,111.2,97.8,111.2
111.7,111.7,110.9,111.7,97.8,111.7
111.9,111.9,111.1,111.9,97.8,111.9
111.9,111.9,111.9,111.9,97.8,111.9
111.9,111.9,111.9,111.9,97.8,111.9
111.0,111.0,111.0,111.0,97.8,111.0
103.6,103.6,103.6,103.6,97.8,103.6
97.8,97.8,97.8,97.8,97.8,97.8
97.8,93.9,93.9,97.8,97.8,93.8
97.8,93.9,93.8,97.8,97.8,93.8
103.6,97.8,97.8,103.6,97.8,97.7
111.7,111.2,111.1,111.7,97.8,111.2
115.5,115.5,115.4,115.5,97.8,115.5
116.9,116.8,116.8,116.8,97.8,116.8
116.9,116.8,116.8,116.8,97.8,116.8
115.5,115.5,115.5,115.5,97.8,115.5
115.5,115.5,115.5,115.5,97.8,115.5
111.9,111.9,111.9,111.9,97.8,111.9
111.8,111.8,111.8,111.7,97.8,111.8
111.8,111.8,111.8,111.7,97.8,111.8
111.2,111.1,111.1,111.1,35.8,111.2
111.7,111.7,111.7,111.7,35.8,111.7
111.7,111.7,111.7,111.7,35.8,111.7
111.5,111.5,111.5,111.5,35.8,111.5
111.8,111.8,111.8,111.8,35.8,111.8
111.9,111.9,111.9,111.9,35.8,111.9
116.9,116.9,116.9,116.9,35.8,116.9
116.9,116.9,116.9,116.9,35.8,116.9
116.9,116.9,116.9,116.9,35.8,116.9
111.7,111.7,111.7,111.7,35.8,111.7
110.0,110.0,111.7,109.9,35.8,109.9
107.0,107.0,111.5,107.0,35.8,107.0
103.3,103.3,111.5,103.3,35.8,103.3
103.3,103.3,111.5,103.3,35.8,103.3
111.5,110.8,111.5,111.5,35.8,110.8
112.7,112.6,112.6,112.6,35.8,111.9
117.7,117.7,117.7,117.7,35.8,117.7
118.0,118.0,118.0,118.0,35.8,117.7
118.0,118.0,118.0,118.0,35.8,118.0
118.0,118.0,118.1,118.0,35.8,118.0
117.7,117.7,117.7,117.7,35.8,117.7
117.7,117.7,117.7,117.7,35.8,117.7
116.9,116.9,116.9,116.9,35.8,116.9
116.9,116.9,116.9,116.9,35.8,116.9
111.1,111.1,111.1,111.1,35.8,111.1
111.1,111.1,111.1,111.1,35.8,111.1
111.1,111.1,111.1,111.1,35.8,111.1
111.1,111.0,111.0,111.0,35.8,111.0
111.1,111.0,111.0,111.0,35.8,111.0
111.0,111.0,111.0,111.0,35.8,111.0
111.0,111.0,111.0,111.0,35.8,111.0
107.0,107.0,107.0,107.0,35.8,107.0
103.6,103.6,103.6,103.6,35.8,103.6
80.3,80.3,110.8,80.3,35.8,80.3
76.6,76.6,110.8,76.6,35.8,76.6
76.6,76.6,93.0,76.6,35.8,76.6
76.6,76.6,110.8,76.6,35.8,76.6
76.6,76.6,87.3,76.6,35.8,35.8
86.1,86.1,110.8,86.1,35.8,12.1
111.1,111.1,111.1,111.1,35.8,35.8
111.1,111.1,111.2,111.1,35.8,111.1
111.2,111.2,111.5,111.1,35.8,111.1
111.2,111.2,116.8,111.1,35.8,111.1
111.2,111.2,126.3,111.1,35.8,111.1
111.1,111.1,114.0,111.1,35.8,111.1
111.1,111.1,111.1,111.1,35.8,111.1
111.1,111.1,111.1,111.1,35.8,111.1
111.1,111.1,111.1,111.1,35.8,111.1
35.9,35.9,35.9,35.9,23.9,35.9
35.9,35.9,36.0,35.9,23.9,35.9
35.9,35.9,36.0,35.9,23.9,35.9
35.9,35.9,35.9,35.9,23.9,35.9
35.9,35.9,35.9,35.9,23.9,35.9
35.9,35.9,35.9,35.9,23.9,35.9
35.9,35.9,35.9,35.9,23.9,35.9
35.8,35.8,35.8,35.8,23.9,35.8
24.0,24.0,35.8,24.0,23.9,24.0
24.0,24.0,35.8,24.0,23.9,24.0
24.0,24.0,111.1,23.9,23.9,23.9
23.9,23.9,111.1,23.9,23.9,23.9
23.9,23.9,111.1,23.9,23.9,23.9
12.1,12.1,111.1,12.2,23.9,12.1
23.9,23.9,111.1,23.9,23.9,23.9
24.0,24.0,111.1,24.0,23.9,24.0
35.8,35.8,111.7,35.8,23.9,35.8
35.9,36.0,114.7,35.9,23.9,35.9
35.9,36.0,118.0,35.9,23.9,35.9
35.9,36.0,145.3,35.9,23.9,35.9
35.9,36.0,114.7,35.9,23.9,35.9
35.9,36.0,114.7,35.9,23.9,35.9
35.9,36.0,111.0,35.9,23.9,35.9
35.9,36.0,110.8,35.9,23.9,35.9
107.0,110.9,111.0,107.0,35.8,111.0
107.0,110.9,111.0,107.0,35.8,111.0
107.0,110.9,111.0,107.0,35.8,111.0
107.0,110.9,111.0,107.0,35.8,111.0
107.0,111.0,111.0,107.0,35.8,111.0
110.9,111.0,111.0,110.9,35.8,111.0
111.2,111.2,111.2,111.2,35.8,111.2
111.2,112.5,112.5,111.2,35.8,112.5
111.2,112.7,112.7,111.2,35.8,112.7
76.6,111.2,112.7,76.6,35.8,111.2
57.6,110.9,112.7,57.6,35.8,111.0
36.0,110.9,112.6,35.9,35.8,111.0
35.8,110.9,112.6,35.8,35.8,111.0
35.8,110.9,112.6,35.8,35.8,111.0
36.0,110.9,112.6,35.9,35.8,111.0
76.6,111.1,112.7,76.6,35.8,111.1
112.8,112.8,112.8,112.8,35.8,112.8
112.8,125.5,160.2,112.8,35.8,125.5
112.8,125.5,178.2,112.8,35.8,125.5
112.8,125.5,160.2,112.8,35.8,125.5
112.8,122.0,160.2,112.8,35.8,122.0
112.8,112.8,112.8,112.8,35.8,112.8
112.6,112.7,112.7,112.6,35.8,112.7
112.6,112.6,112.6,112.6,35.8,112.6
111.3,111.3,111.4,111.3,35.8,111.4
111.1,111.1,111.1,111.1,35.8,111.1
110.9,111.0,111.0,110.9,35.8,111.0
111.1,111.1,111.1,111.1,35.8,111.1
111.3,111.3,111.3,111.3,35.8,111.3
111.3,111.4,111.4,111.3,35.8,111.4
112.1,112.1,112.1,112.1,35.8,112.1
112.1,112.1,112.1,112.1,35.8,112.1
112.1,112.1,112.2,112.1,35.8,112.1
110.8,110.8,111.9,110.8,35.8,110.8
109.8,109.8,112.1,109.8,35.8,109.8
109.0,109.0,111.9,108.9,35.8,109.0
109.0,109.0,111.9,108.9,35.8,109.0
110.8,110.8,111.9,110.8,35.8,110.8
112.1,112.0,112.1,112.0,35.8,111.4
112.6,112.6,112.7,112.6,35.8,111.7
116.2,116.2,116.2,116.2,35.8,116.2
126.8,126.8,162.7,126.8,35.8,126.8
126.8,126.8,165.0,126.8,35.8,126.8
126.8,126.8,186.3,126.8,35.8,126.8
117.5,117.5,165.0,117.5,35.8,117.5
112.7,112.7,165.0,112.7,35.8,112.7
112.7,112.7,112.7,112.6,35.8,112.6
112.7,112.7,112.7,112.6,35.8,112.6
112.6,112.6,112.6,112.6,98.5,112.6
112.1,112.1,112.1,112.1,98.5,112.1
111.9,111.9,111.9,111.9,98.5,111.9
111.7,111.7,111.7,111.7,98.5,111.7
111.9,111.9,111.9,111.9,98.5,111.9
112.6,112.6,112.6,112.6,98.5,112.6
112.7,112.7,112.6,112.6,98.5,112.6
112.7,112.7,112.7,112.6,98.5,112.6
112.7,112.6,112.7,112.6,98.5,112.6
111.2,111.2,111.9,111.1,98.5,111.2
99.3,99.3,111.7,99.3,98.5,99.3
98.5,98.5,111.3,98.5,98.5,97.9
98.5,98.5,110.8,98.5,98.5,82.9
107.0,107.0,110.8,107.0,98.5,80.3
111.7,111.7,111.7,111.7,98.5,80.3
112.6,112.6,112.5,112.6,98.5,112.5
115.4,115.4,115.4,115.4,98.5,115.4
116.4,116.4,116.4,116.4,98.5,116.4
116.4,116.4,116.4,116.4,98.5,116.4
116.4,116.4,116.4,116.4,98.5,116.4
115.4,115.4,115.4,115.4,98.5,115.4
113.7,113.6,113.6,113.6,98.5,113.6
112.7,112.7,112.7,112.6,98.5,112.6
112.7,112.7,112.7,112.6,98.5,112.6
111.9,111.9,111.9,111.9,110.8,111.9
111.5,111.5,111.5,111.5,110.8,111.5
111.5,111.5,111.5,111.5,110.8,111.5
111.7,111.3,111.3,111.7,110.8,111.3
111.9,111.3,111.3,111.9,110.8,111.3
111.9,111.9,111.8,111.9,110.8,111.8
112.3,112.3,112.2,112.3,110.8,112.3
112.3,112.3,112.3,112.3,110.8,112.3
112.3,112.3,112.3,112.3,110.8,112.3
111.7,111.7,112.3,111.7,110.8,111.6
111.0,111.0,112.0,111.0,110.8,111.0
110.8,110.8,111.9,110.8,110.8,110.8
110.8,110.8,111.5,110.8,110.8,110.8
110.8,110.8,111.3,110.8,110.8,110.8
111.9,111.9,111.9,111.9,110.8,111.9
112.3,112.3,112.3,112.3,110.8,112.3
112.7,112.7,112.7,112.7,110.8,112.3
126.4,126.4,126.4,126.4,110.8,126.4
126.4,126.4,126.4,126.4,110.8,126.4
126.4,126.4,126.4,126.4,110.8,126.4
122.6,122.6,122.6,122.6,110.8,122.5
112.8,112.8,112.8,112.8,110.8,112.3
112.3,112.3,112.3,112.3,110.8,112.3
112.3,112.3,112.3,112.3,110.8,112.3
112.7,112.6,112.6,112.7,36.9,112.6
112.7,112.6,112.6,112.7,36.9,112.6
112.7,112.6,112.3,112.7,36.9,112.3
112.7,112.6,111.9,112.7,36.9,111.9
112.7,112.7,111.9,112.7,36.9,111.9
112.7,112.7,112.1,112.7,36.9,112.1
112.7,112.7,112.7,112.7,36.9,112.6
112.7,112.7,112.7,112.7,36.9,112.6
112.7,112.7,112.7,112.7,36.9,112.6
111.7,111.7,111.8,111.7,36.9,111.7
111.5,111.5,112.0,111.5,36.9,111.5
111.2,111.2,111.5,111.2,36.9,111.2
111.2,111.2,111.2,111.2,36.9,111.2
111.2,111.2,111.2,111.2,36.9,111.2
112.3,112.2,112.2,112.3,36.9,112.2
112.7,112.7,112.6,112.7,36.9,112.6
112.7,112.7,112.7,112.7,36.9,112.6
128.4,128.4,124.1,128.4,36.9,120.7
128.4,128.4,128.4,128.4,36.9,128.4
128.4,128.4,128.4,128.4,36.9,128.4
124.1,124.1,124.1,124.1,36.9,124.0
112.7,112.7,112.7,112.7,36.9,112.6
112.7,112.7,112.7,112.7,36.9,112.6
112.7,112.7,112.6,112.7,36.9,112.6
107.0,107.0,107.0,107.0,35.8,107.0
107.0,107.1,107.0,107.0,35.8,107.0
107.0,107.0,107.0,107.0,35.8,107.0
107.0,107.0,107.0,107.0,35.8,107.0
103.6,103.6,103.6,103.6,35.8,103.6
103.6,103.6,103.6,103.6,35.8,103.6
88.9,88.9,88.9,88.9,35.8,88.9
88.9,73.8,73.8,73.7,35.8,73.7
86.1,73.8,73.8,73.7,35.8,73.7
78.8,78.8,78.8,78.8,35.8,78.8
73.8,73.7,73.8,35.8,35.8,73.7
73.8,73.7,73.8,35.8,35.8,73.7
73.8,73.7,73.8,35.8,35.8,73.7
73.8,35.9,73.7,35.8,35.8,35.9
73.8,36.0,73.7,35.8,35.8,35.8
73.8,73.7,73.7,73.7,35.8,73.7
86.1,86.1,86.1,86.1,35.8,86.1
88.9,88.9,110.8,88.9,35.8,88.9
88.9,88.9,110.8,88.9,35.8,88.9
86.1,86.1,128.6,86.1,35.8,86.1
73.8,73.8,144.4,73.7,35.8,73.7
73.8,73.7,110.8,73.7,35.8,73.7
73.8,73.8,110.5,73.7,35.8,73.7
73.8,73.8,86.1,73.7,35.8,73.7
35.9,35.9,35.9,35.9,35.9,35.8
35.9,35.9,35.9,35.9,35.9,35.8
35.9,35.9,35.9,35.9,35.9,19.0
36.0,35.9,36.0,35.9,35.9,12.1
36.0,36.0,36.0,36.0,35.9,12.1
43.1,43.1,43.1,43.1,35.9,12.1
43.1,43.1,43.1,43.1,35.9,12.1
36.0,35.9,36.0,35.9,35.9,12.1
35.9,35.9,35.9,35.9,35.9,12.1
35.9,35.9,36.0,35.9,35.9,12.1
35.9,35.9,110.8,35.9,35.9,12.1
35.9,35.9,110.8,35.9,35.9,12.1
35.9,35.9,110.8,35.9,35.9,12.1
35.9,35.9,110.8,35.9,35.9,12.1
81.3,81.3,109.5,81.3,35.9,12.1
111.5,111.5,111.5,111.5,35.9,12.1
117.9,117.9,117.9,117.9,35.9,12.1
117.9,117.9,117.9,117.9,35.9,117.9
117.9,117.9,117.9,117.9,35.9,117.9
117.9,117.9,117.9,117.9,35.9,117.9
117.9,117.9,117.9,117.9,35.9,117.9
117.9,117.9,117.9,117.9,35.9,117.9
117.9,117.9,117.9,117.9,35.9,117.9
117.9,117.9,117.9,117.9,35.9,117.9
111.5,111.6,111.5,111.5,36.0,111.5
111.3,111.3,111.3,111.3,36.0,111.3
111.3,111.3,111.3,111.3,36.0,111.3
111.3,111.3,111.2,111.2,36.0,111.3
111.3,111.4,111.3,111.3,36.0,111.3
112.5,112.5,111.3,111.3,36.0,112.4
112.7,112.7,112.4,112.4,36.0,112.6
112.7,112.7,112.7,112.6,36.0,112.7
112.7,112.7,112.7,112.6,36.0,112.7
111.5,111.5,111.5,111.5,36.0,111.5
107.7,107.7,111.5,107.7,36.0,107.7
107.0,107.1,111.3,36.0,36.0,107.0
107.0,107.0,111.2,72.6,36.0,107.0
107.0,107.0,111.2,72.6,36.0,107.0
111.9,111.9,111.9,111.9,36.0,111.9
112.6,112.6,112.6,112.6,36.0,111.9
112.7,112.7,112.7,112.6,36.0,111.9
126.7,126.6,126.7,126.6,36.0,126.6
126.7,126.6,126.7,126.6,36.0,126.6
126.7,126.6,126.6,126.6,36.0,126.6
121.7,121.7,121.7,121.7,36.0,121.7
112.7,112.7,112.7,112.7,36.0,112.6
112.7,112.7,112.6,112.6,36.0,112.6
112.7,112.7,112.6,112.6,36.0,112.6
112.5,112.5,111.7,112.5,36.0,111.7
112.1,112.1,111.7,112.1,36.0,111.7
112.1,112.1,111.5,112.1,36.0,111.5
112.1,112.1,111.7,112.1,36.0,111.7
112.6,112.6,111.7,112.6,36.0,111.7
112.6,112.6,111.7,112.6,36.0,111.7
112.7,112.6,112.3,112.6,36.0,112.3
112.7,112.6,112.6,112.6,36.0,112.6
112.6,112.6,112.6,112.6,36.0,112.6
111.7,111.7,111.7,111.7,36.0,111.7
111.5,111.5,111.5,111.5,36.0,111.5
111.5,111.5,111.5,111.5,36.0,111.5
111.5,111.5,111.5,111.5,36.0,111.5
111.7,111.7,111.7,111.7,36.0,111.7
112.6,112.6,112.6,112.6,36.0,112.3
112.7,112.7,112.7,112.7,36.0,112.6
129.9,129.9,112.7,129.9,36.0,112.6
160.5,160.5,143.5,160.5,36.0,129.9
160.5,160.5,160.5,160.5,36.0,129.9
160.5,160.5,160.5,160.5,36.0,129.2
143.6,143.5,143.5,143.6,36.0,112.6
113.9,113.9,113.9,113.9,36.0,111.7
112.6,112.6,112.6,112.6,36.0,111.7
112.6,112.6,112.6,112.6,36.0,111.7
111.2,111.2,111.2,111.2,36.0,111.2
110.9,110.9,110.9,110.9,36.0,110.9
110.8,110.8,110.8,110.8,36.0,110.8
110.8,110.8,110.8,110.7,36.0,110.7
107.0,107.1,107.1,107.0,36.0,107.0
111.1,111.1,111.1,111.1,36.0,111.1
111.3,111.3,111.3,111.3,36.0,111.3
111.3,111.4,111.4,111.3,36.0,111.4
111.3,111.4,111.7,111.3,36.0,111.4
103.6,111.3,111.5,103.6,36.0,111.3
78.2,105.0,111.6,78.2,36.0,105.0
78.2,106.7,111.5,78.2,36.0,106.7
78.2,99.1,111.5,78.1,36.0,99.1
78.2,99.1,111.5,36.0,36.0,99.1
111.3,111.3,111.5,36.0,36.0,111.3
111.3,111.3,111.5,36.0,36.0,111.3
111.4,111.4,111.5,36.0,36.0,111.4
113.4,113.4,113.4,36.0,36.0,113.3
113.4,113.4,135.0,36.0,36.0,113.4
113.4,113.4,126.8,36.0,36.0,113.4
112.7,112.7,126.8,36.0,36.0,112.7
111.4,111.4,112.1,36.0,36.0,111.4
111.3,111.3,111.3,36.0,36.0,111.3
111.3,111.3,111.3,36.0,36.0,111.3
111.0,111.0,111.0,36.0,36.0,111.0
