interconnector_1_price,agriculture_electricity,buildings_appliances,buildings_cooling,weather/buildings_heating,electric_buses,electric_trucks,electric_vans,electric_planes,electric_ships,electric_vehicle_profile_1,electric_vehicle_profile_2,electric_vehicle_profile_3,electric_vehicle_profile_4,electric_vehicle_profile_5,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity,weather/solar_pv_profile_1,weather/solar_thermal,weather/air_temperature,weather/agriculture_heating,weather/wind_offshore_baseline,weather/wind_coastal_baseline,weather/wind_inland_baseline,weather/insulation_terraced_houses_high,weather/insulation_terraced_houses_medium,weather/insulation_terraced_houses_low,weather/insulation_apartments_high,weather/insulation_apartments_medium,weather/insulation_apartments_low,weather/insulation_semi_detached_houses_high,weather/insulation_semi_detached_houses_medium,weather/insulation_semi_detached_houses_low,weather/insulation_detached_houses_high,weather/insulation_detached_houses_medium,weather/insulation_detached_houses_low,bunkers_ships_electricity
300,4.910638105056182e-08,4.8987868877956796e-08,1.5308777007158682e-08,5.271275981645417e-08,2.8138408427179105e-08,1.265440279696236e-08,1.5042373236415534e-08,3.1709791983764586e-08,3.631091239444007e-08,2.995952820826264e-08,1.1914592971415218e-08,6.718151740446577e-08,1.9297331715405004e-07,3.287195371644187e-08,3.380508468704538e-08,4.723388690454985e-09,3.134398189314445e-08,3.41664958341875e-08,4.9581498817877066e-08,1.88E-01,0,7.144337,5.271275981645417e-08,1.92E-02,3.42E-03,4.57E-03,3.967608995988906e-08,4.30105399301552e-08,4.5427799959779564e-08,3.9468310045606424e-08,4.2952239994448947e-08,4.5061700027688356e-08,3.990724003786718e-08,4.336989006730969e-08,4.5397139975927255e-08,4.019169997066809e-08,4.363703999277147e-08,4.5435970062419235e-08,3.1709791983764586e-08
300,4.5479205177508965e-08,4.53694467449259e-08,1.5308777007158682e-08,5.2992769815479176e-08,2.4376699937367586e-08,9.912615524287182e-09,1.8533646065913906e-08,3.1709791983764586e-08,3.8609094154567123e-08,2.9065699070968586e-08,1.506871285925445e-08,1.7181972886910335e-07,2.0808254467640624e-07,3.8830162674510166e-08,3.492260814777415e-08,4.723388690454985e-09,3.160780809336681e-08,3.388871944529166e-08,4.597052131293365e-08,1.90E-01,0,7.389518,5.2992769815479176e-08,1.86E-02,1.71E-03,2.52E-03,4.183209995770942e-08,4.5061959926823895e-08,4.705010995834323e-08,4.18707600483825e-08,4.555957999411198e-08,4.698972002887304e-08,4.1789830039653534e-08,4.5224750070188415e-08,4.664251997526687e-08,4.173742996954003e-08,4.524771999250466e-08,4.636019006368891e-08,3.1709791983764586e-08
244.94208333333333,4.6455752527946275e-08,4.6343637319203454e-08,1.5308777007158682e-08,5.247048981729775e-08,2.2592952609571403e-08,1.4130749789941302e-08,2.352431944309357e-08,3.1709791983764586e-08,3.8609094154567123e-08,2.8189633009628014e-08,2.0594635861297495e-08,0,1.1241973449545673e-07,4.399373022445761e-08,3.2408180361134415e-08,4.723388690454985e-09,3.1806958164144134e-08,3.361094305639583e-08,4.66649400638843e-08,2.15E-01,2.27E-02,7.625472,5.247048981729775e-08,1.81E-02,1.60E-03,2.36E-03,4.3181729956345e-08,4.691952992380739e-08,4.8362959957180865e-08,4.338734005013494e-08,4.7996379993797056e-08,4.864796002989195e-08,4.2954220040758404e-08,4.718140007322512e-08,4.790845997459558e-08,4.26736099688568e-08,4.716492999218707e-08,4.7536230065304536e-08,3.1709791983764586e-08
244.94208333333333,4.687427282099083e-08,4.67611475653224e-08,1.5308777007158682e-08,5.010149982554658e-08,2.028956612212183e-08,1.8559790768878125e-08,3.185236823285417e-08,3.1709791983764586e-08,3.8609094154567123e-08,3.368291952752411e-08,1.6135334663909065e-08,6.16673607813597e-08,6.573517307697434e-08,3.617371956723857e-08,3.2408180361134415e-08,4.723388690454985e-09,3.1919158742297396e-08,3.41664958341875e-08,4.70815913144547e-08,2.04E-01,0,7.942867,5.010149982554658e-08,1.49E-02,1.76E-03,2.44E-03,4.34024099561219e-08,4.872450992087628e-08,4.9140799956492185e-08,4.365756005044718e-08,5.045454999347937e-08,4.97478800305678e-08,4.3119950040915664e-08,4.95668400769273e-08,4.8999539974017014e-08,4.277162996878527e-08,4.983751999174435e-08,4.8800560067041453e-08,3.1709791983764586e-08
500,4.422364429837528e-08,4.411691600656905e-08,1.5308777007158682e-08,4.593547984005266e-08,1.9727439431979742e-08,2.9316033146296136e-08,4.298135001051208e-08,3.1709791983764586e-08,5.17712853436241e-08,4.050475145646377e-08,2.1929039686042712e-08,2.1150687179484857e-07,5.526572721043288e-08,3.919573878898519e-08,3.157003776558783e-08,4.723388690454985e-09,3.1931546067273976e-08,3.41664958341875e-08,4.44428000608422e-08,1.61E-01,0,8.017928,4.593547984005266e-08,1.20E-02,1.79E-03,2.34E-03,4.245173995708299e-08,4.916228992016537e-08,4.951159995616389e-08,4.262794004925744e-08,5.111547999339395e-08,5.0392710030964024e-08,4.225685004009668e-08,5.0548250078450435e-08,5.001850997347669e-08,4.2016419969336413e-08,5.116133999152506e-08,5.0241820069021436e-08,3.1709791983764586e-08
244.94208333333333,3.710879931661774e-08,3.70192418225469e-08,1.5308777007158682e-08,4.009982986037239e-08,2.4277354094019023e-08,3.922864867058331e-08,5.918454947739055e-08,3.1709791983764586e-08,5.615868240664309e-08,4.885339715459996e-08,2.1248592054165364e-08,9.361145123949882e-08,2.9752494646668425e-08,4.3629632512602346e-08,3.408446555222757e-08,4.723388690454985e-09,3.184257172345181e-08,3.388871944529166e-08,3.722084505095534e-08,1.02E-01,0,7.967768,4.009982986037239e-08,1.54E-02,2.05E-03,2.49E-03,4.0612829958942056e-08,4.916865992015503e-08,4.91507199564834e-08,4.060451004691933e-08,5.124501999337721e-08,5.011022003079044e-08,4.062267003854604e-08,5.132977007966335e-08,5.0419239973264186e-08,4.063447997034496e-08,5.246798999130861e-08,5.117834007030801e-08,3.1709791983764586e-08
500,2.6645791990503717e-08,2.658148566957315e-08,1.5308777007158682e-08,3.499425987814999e-08,2.4437307149976455e-08,6.392223938186237e-08,8.269796418922825e-08,3.1709791983764586e-08,5.615868240664309e-08,2.0076477052866807e-08,1.2406050131183744e-08,4.51547089166502e-08,1.5197749136436842e-08,4.373295642902777e-08,4.665660448542627e-08,4.723388690454985e-09,3.166235996682136e-08,3.41664958341875e-08,2.6526796286315183e-08,4.25E-02,0,7.627035,3.499425987814999e-08,2.03E-02,2.37E-03,2.68E-03,3.809533996148714e-08,4.723039992330257e-08,4.754807995790234e-08,3.7812720043693353e-08,4.8819379993690694e-08,4.8216130029626613e-08,3.840951003644602e-08,4.976151007722943e-08,4.9366039973822665e-08,3.879625997168649e-08,5.1254519991509624e-08,5.056823006946985e-08,3.1709791983764586e-08
3000,2.4832204053977286e-08,2.47722746030577e-08,1.5308777007158682e-08,2.996350989566706e-08,5.035251388989299e-08,7.130397434675709e-08,8.39115552483486e-08,3.1709791983764586e-08,5.615868240664309e-08,2.887782321783405e-08,2.2451358006719177e-08,0,1.1312573509855372e-08,4.161588387753185e-08,5.112669832834136e-08,4.723388690454985e-09,3.979702099182647e-08,3.527760138977083e-08,2.4582423783653337e-08,3.96E-03,0,6.857217,2.996350989566706e-08,3.40E-02,4.21E-03,4.35E-03,3.5285859964327403e-08,4.555316992602622e-08,4.599563995927682e-08,3.467553004006827e-08,4.683742999394684e-08,4.639867002850986e-08,3.5963600034125146e-08,4.8717810075609614e-08,4.849296997428563e-08,3.67982999731446e-08,5.072912999159665e-08,5.022752006900179e-08,3.1709791983764586e-08
3000,2.8877900220074708e-08,2.880820698220755e-08,1.5308777007158682e-08,2.795225990267023e-08,5.974392430556062e-08,7.024944078034356e-08,7.581215404943675e-08,3.1709791983764586e-08,5.615868240664309e-08,3.423770240180566e-08,3.179723727088079e-08,6.387762037297931e-08,6.55087098065963e-09,3.873620197467655e-08,5.280298351943452e-08,4.723388690454985e-09,5.1194551059220436e-08,3.527760138977083e-08,2.8748936289357292e-08,0,0,6.267951,2.795225990267023e-08,4.95E-02,9.67E-03,9.70E-03,3.244562996719877e-08,4.240614993113666e-08,4.276223996213958e-08,3.148024003637605e-08,4.28698099944596e-08,4.259132002617042e-08,3.351733003180393e-08,4.566011007086409e-08,4.539167997593015e-08,3.483736997457569e-08,4.7906599992064206e-08,4.73220500650103e-08,3.1709791983764586e-08
3000,2.8180366398333776e-08,2.8112356572009302e-08,1.5308777007158682e-08,3.033917989435898e-08,8.024061713881483e-08,6.729674679438567e-08,6.696085404215688e-08,3.1709791983764586e-08,5.315020563143681e-08,3.536945356888327e-08,3.7159568809349865e-08,0,3.5794230577017717e-09,3.7789860031072574e-08,4.8332889676519426e-08,4.723388690454985e-09,4.307763725942216e-08,3.41664958341875e-08,2.7915633788216504e-08,0,0,5.599065,3.033917989435898e-08,7.47E-02,1.53E-02,1.52E-02,2.993016996974179e-08,3.7666209938833854e-08,3.778096996654985e-08,2.861703003306755e-08,3.6779959995246646e-08,3.6786300022603503e-08,3.138768002978315e-08,4.0281760062516934e-08,3.9901449978841453e-08,3.318304997578301e-08,4.237270999298091e-08,4.1626240057185486e-08,3.1709791983764586e-08
3000,2.4971710818325472e-08,2.4911444685097347e-08,1.5308777007158682e-08,2.977096989633748e-08,7.256099600298336e-08,6.392223938186237e-08,6.014099993818713e-08,3.1709791983764586e-08,4.412466298845317e-08,3.6107984776575724e-08,4.2876257483022985e-08,0,8.65936893567816e-10,3.442230526369656e-08,4.442155756396872e-08,4.723388690454985e-09,3.049830874570483e-08,3.277761388970833e-08,2.4582423783653337e-08,0,0,5.174767,2.977096989633748e-08,9.27E-02,1.95E-02,1.94E-02,2.8087889971604267e-08,3.227502994758859e-08,3.179471997184989e-08,2.647364003059082e-08,2.9695989996162157e-08,2.990544001837552e-08,2.9879500028352065e-08,3.373311005235349e-08,3.2937489982534237e-08,3.208649997658327e-08,3.53362899941465e-08,3.415932004692754e-08,3.1709791983764586e-08
2000,1.9670453773094368e-08,1.962298156759065e-08,1.5308777007158682e-08,2.725953990508228e-08,6.851197600185246e-08,6.392223938186237e-08,5.638150589634694e-08,3.1709791983764586e-08,4.412466298845317e-08,3.686560576298997e-08,4.644249676741165e-08,1.3214966917516521e-08,4.3310421613065746e-10,3.00129694502632e-08,3.939270199068925e-08,4.723388690454985e-09,3.0053198808805975e-08,3.027762638964583e-08,1.9443725026618457e-08,0,0,4.66363,2.725953990508228e-08,1.25E-01,3.25E-02,3.23E-02,2.7096879972606136e-08,2.7979549954564016e-08,2.673069997633343e-08,2.5253070029180428e-08,2.359798999695025e-08,2.4042710014773147e-08,2.9143190027653392e-08,2.7975550043417808e-08,2.6828569985773612e-08,3.166397997689162e-08,2.8959359995202846e-08,2.746768003773467e-08,3.1709791983764586e-08
2000,3.083099492094933e-08,3.075658813076265e-08,1.5308777007158682e-08,2.1599489924790576e-08,5.629826889181084e-08,6.392223938186237e-08,5.387517653512015e-08,3.1709791983764586e-08,4.412466298845317e-08,3.946653283455199e-08,5.645899178917905e-08,0,0,2.2116081856816655e-08,3.3525703821863184e-08,4.723388690454985e-09,0,2.9722073611854163e-08,3.0276657541448745e-08,0,0,4.09837,2.1599489924790576e-08,1.53E-01,3.80E-02,3.78E-02,2.686427997284129e-08,2.6405689957119806e-08,2.3184299979473305e-08,2.4862370028728965e-08,2.0927429997295388e-08,1.945539001195445e-08,2.9086010027599136e-08,2.573137003993486e-08,2.2020959988322946e-08,3.182290997677564e-08,2.638941999562856e-08,2.196316003017265e-08,3.1709791983764586e-08
500,2.7901352869637404e-08,2.783401640793e-08,1.5308777007158682e-08,1.1777759958989839e-08,6.45343933681609e-08,6.392223938186237e-08,5.178656873409782e-08,3.1709791983764586e-08,4.964028798102162e-08,4.8195057758680903e-08,6.776564720146965e-08,8.809356736581665e-09,0,1.8207021063214203e-08,2.682056305749055e-08,4.723388690454985e-09,0,2.944429722295833e-08,2.736009878745597e-08,0,0,3.685156,1.1777759958989839e-08,1.68E-01,4.27E-02,4.21E-02,2.7179139972522975e-08,2.595328995785446e-08,2.0681439981689265e-08,2.5079770028980177e-08,1.966893999745803e-08,1.565916000962184e-08,2.950902002800052e-08,2.4708490038347358e-08,1.811118999039618e-08,3.2379149976369696e-08,2.5134989995836356e-08,1.720745002363933e-08,3.1709791983764586e-08
500,2.8180366398333776e-08,2.8112356572009302e-08,1.5308777007158682e-08,1.0957349961846507e-08,3.2970011250914264e-08,6.392223938186237e-08,5.053340405348443e-08,3.1709791983764586e-08,5.14788109256503e-08,5.206077480269826e-08,7.077502005142208e-08,0,0,1.3063001281239133e-08,2.179170748421107e-08,4.723388690454985e-09,0,2.91665208340625e-08,2.7637866287836237e-08,0,0,3.484322,1.0957349961846507e-08,1.77E-01,4.12E-02,4.08E-02,2.78036699718916e-08,2.6353639957204332e-08,2.1095729981322463e-08,2.5648700029637587e-08,1.997627999741831e-08,1.5202140009341024e-08,3.019526002865168e-08,2.5285280039242535e-08,1.7821719990549676e-08,3.3141409975813395e-08,2.573291999573731e-08,1.640376002253523e-08,3.1709791983764586e-08
850,2.7343325812244652e-08,2.72773360797714e-08,1.5308777007158682e-08,1.1399609960306556e-08,1.6135681064123002e-08,6.392223938186237e-08,4.96979609330755e-08,3.1709791983764586e-08,5.14788109256503e-08,5.085288563786154e-08,6.764165634260058e-08,0,0,8.075363643043092e-09,1.927727969757133e-08,4.723388690454985e-09,0,2.91665208340625e-08,2.6804563786695446e-08,0,0,3.038022,1.1399609960306556e-08,1.67E-01,5.21E-02,5.18E-02,2.8646179971039856e-08,2.8597359953560757e-08,2.5882959977083995e-08,2.647548003059295e-08,2.1937459997164853e-08,2.0004180012291655e-08,3.10552400294677e-08,2.7481660042651297e-08,2.3090089987756016e-08,3.402289997517009e-08,2.8021229995358247e-08,2.2045920030286343e-08,3.1709791983764586e-08
2000,2.7482832576592838e-08,2.7416506161811048e-08,1.5308777007158682e-08,1.2472619956570338e-08,2.7675731716489718e-08,6.392223938186237e-08,4.8862517812666564e-08,3.1709791983764586e-08,5.14788109256503e-08,4.126613143405489e-08,6.167807838166392e-08,0,0,4.312336174881352e-09,1.815975623684256e-08,4.723388690454985e-09,0,2.91665208340625e-08,2.708233128707571e-08,0,0,2.707321,1.2472619956570338e-08,1.64E-01,5.13E-02,5.15E-02,2.976283996991096e-08,3.3413229945740264e-08,3.49131799690889e-08,2.7629600031926556e-08,2.6971639996514247e-08,2.9246200017970456e-08,3.2130350030487855e-08,3.309333005136056e-08,3.3262159982362076e-08,3.5046819974422826e-08,3.4049289994359696e-08,3.281760004508431e-08,3.1709791983764586e-08
2000,2.7761846105289214e-08,2.7694846325890353e-08,1.5308777007158682e-08,1.5336549946598132e-08,2.275800833463165e-08,6.392223938186237e-08,4.844479625246211e-08,3.1709791983764586e-08,5.14788109256503e-08,3.106540867135821e-08,4.6155324106396585e-08,1.5413423548978514e-08,0,2.240272769809229e-09,1.7880375371660365e-08,4.723388690454985e-09,0,2.944429722295833e-08,2.736009878745597e-08,0,0,2.403852,1.5336549946598132e-08,1.40E-01,4.78E-02,4.79E-02,3.1307619968349254e-08,3.8651199937234327e-08,4.496680996018772e-08,2.928943003384452e-08,3.307257999572577e-08,4.1183470025305364e-08,3.354750003183256e-08,3.9466310061251365e-08,4.601243997560099e-08,3.630670997350336e-08,4.0963029993214416e-08,4.7059960064650246e-08,3.1709791983764586e-08
2000,2.943592727746746e-08,2.9364887310366152e-08,1.5308777007158682e-08,2.0188849929702424e-08,1.4489185121581964e-08,2.0247044475139773e-08,1.5446903589455646e-08,3.1709791983764586e-08,5.14788109256503e-08,1.964662535593443e-08,2.47970793433415e-08,0,9.514715820199521e-10,2.080933820790681e-09,1.899789883238914e-08,4.723388690454985e-09,4.748895425781283e-08,3.027762638964583e-08,2.888782003954742e-08,0,0,2.141301,2.0188849929702424e-08,1.29E-01,3.87E-02,3.88E-02,3.347378996615934e-08,4.323195992979563e-08,5.281719995323721e-08,3.167974003660657e-08,3.948605999489691e-08,5.186050003186591e-08,3.546498003365201e-08,4.549384007060604e-08,5.699312996977825e-08,3.791780997232758e-08,4.758463999211755e-08,5.985821008223229e-08,3.1709791983764586e-08
3000,3.5016197851394936e-08,3.4931690591952143e-08,1.5308777007158682e-08,2.8130049902051165e-08,7.239958504156798e-09,1.729435048918189e-08,1.406622390625352e-08,3.1709791983764586e-08,2.941647943142372e-08,1.7849016810584e-08,7.966003020910445e-09,7.711060233494692e-09,6.070247493166675e-09,3.893866100010475e-09,2.262985007975765e-08,4.723388690454985e-09,9.146145663789893e-08,3.194428472302083e-08,3.458205379734283e-08,0,0,1.861037,2.8130049902051165e-08,1.34E-01,2.76E-02,2.79E-02,3.639858996320248e-08,4.581642992559872e-08,5.649842994997796e-08,3.496058004039765e-08,4.382856999433569e-08,5.7542530035357256e-08,3.799476003605247e-08,4.869189007556939e-08,6.228424996697253e-08,3.9960899970836534e-08,5.093198999156305e-08,6.620002009094457e-08,3.1709791983764586e-08
2000.01,2.8877900220074708e-08,2.880820698220755e-08,1.5308777007158682e-08,4.626991983888814e-08,1.2115298491630316e-08,1.581800349620295e-08,1.3103265783255856e-08,3.1709791983764586e-08,2.941647943142372e-08,1.8781246622449686e-08,1.8243998587539395e-08,6.27808768909657e-08,2.3878026551514414e-08,2.4270771541637567e-08,2.8217467383401516e-08,4.723388690454985e-09,1.0108152468004761e-07,3.444427222308333e-08,2.861005253916716e-08,3.24E-02,0,2.64307,4.626991983888814e-08,1.51E-01,4.97E-02,5.10E-02,4.0115519959444816e-08,4.872000992088359e-08,6.052523994641274e-08,3.9174450045266865e-08,4.822028999376812e-08,6.269568003852364e-08,4.116034003905623e-08,5.15497800800048e-08,6.678150996458777e-08,4.2447209969022023e-08,5.359472999112196e-08,7.092296009743287e-08,3.1709791983764586e-08
244.94208333333333,4.087548195401879e-08,4.077683403761745e-08,1.5308777007158682e-08,4.360854984815503e-08,2.1252512677094757e-08,1.4341656503224008e-08,1.2558029220462662e-08,3.1709791983764586e-08,2.941647943142372e-08,2.2780665823228942e-08,1.8365668031649916e-08,0,8.87803904555278e-08,6.059413830738737e-08,3.2408180361134415e-08,4.723388690454985e-09,5.917901576888451e-08,3.472204861197916e-08,4.069293880570863e-08,1.67E-01,2.39E-01,4.972072,4.360854984815503e-08,1.74E-01,1.54E-02,1.72E-02,4.444806995506478e-08,5.094846991726479e-08,6.107367994592716e-08,4.412618005098868e-08,5.140024999335715e-08,6.323192003885313e-08,4.480591004251544e-08,5.298662008223477e-08,6.594818996502965e-08,4.524640996697917e-08,5.4338069990998835e-08,6.910321009493293e-08,3.1709791983764586e-08
48,4.408413753402709e-08,4.3977745924529394e-08,1.5308777007158682e-08,4.523166984250332e-08,2.2149124533731172e-08,1.1388962517266123e-08,1.2012792657669464e-08,3.1709791983764586e-08,2.941647943142372e-08,2.8652947098605536e-08,1.663635059033049e-08,9.253179098929227e-08,1.4615841716268817e-07,6.220691129858748e-08,3.492260814777415e-08,4.723388690454985e-09,3.247182401048329e-08,3.4999825000874995e-08,4.40261488102718e-08,3.18E-01,5.15E-01,7.038312,4.523166984250332e-08,1.72E-01,7.90E-03,9.95E-03,4.906855995039365e-08,5.2421039914873496e-08,5.8347739948340636e-08,4.9452340057143166e-08,5.369321999306081e-08,5.985598003677876e-08,4.864344004615679e-08,5.323453008261952e-08,6.048508996792657e-08,4.811932996488251e-08,5.3562009991127386e-08,6.178099008487378e-08,3.1709791983764586e-08
48,4.5618711941857144e-08,4.550861682696555e-08,1.5308777007158682e-08,4.924673982852285e-08,1.46590311074326e-08,1.3708936363375889e-08,1.2879015261461881e-08,3.1709791983764586e-08,2.941647943142372e-08,2.8721861936848297e-08,1.1536885134816236e-08,9.253179098929227e-08,1.2953291757583443e-07,4.604920266679688e-08,3.548136987813854e-08,4.723388690454985e-09,3.297100938526067e-08,3.444427222308333e-08,4.555387006236325e-08,4.64E-01,7.07E-01,9.173069,4.924673982852285e-08,1.59E-01,1.16E-02,1.45E-02,5.364242994576965e-08,5.312281991373387e-08,5.497893995132327e-08,5.4781930063301616e-08,5.515401999287202e-08,5.598281003439888e-08,5.237882004970122e-08,5.2364050081268544e-08,5.413855997129194e-08,5.082167996291034e-08,5.144468999147812e-08,5.337168007332119e-08,3.1709791983764586e-08
48,4.6455752527946275e-08,4.6343637319203454e-08,1.5308777007158682e-08,4.908121982909919e-08,2.352726173590612e-08,1.581800349620295e-08,1.5776683768564435e-08,3.1709791983764586e-08,3.631091239444007e-08,2.4763791639014697e-08,1.1549857746702318e-08,1.7398339782852188e-07,1.7057816340773282e-07,3.500684923285378e-08,3.492260814777415e-08,4.723388690454985e-09,3.345375773266529e-08,3.472204861197916e-08,4.652605631369417e-08,5.66E-01,8.09E-01,10.880917,4.908121982909919e-08,1.54E-01,1.83E-02,2.24E-02,5.76651899417028e-08,5.377627991267272e-08,5.456679995168816e-08,5.9543690068803925e-08,5.6762999992664076e-08,5.615719003450603e-08,5.558164005274031e-08,5.162831008012668e-08,5.205150997239864e-08,5.301432996131014e-08,4.954570999179269e-08,4.9982880068665705e-08,3.1709791983764586e-08
48,4.2410056361848854e-08,4.2307704940053605e-08,1.5308777007158682e-08,4.930575982831734e-08,2.4164262284924114e-08,1.0756242377418004e-08,1.9083279697761885e-08,3.1709791983764586e-08,3.8609094154567123e-08,2.5316952987690533e-08,1.4672297150777644e-08,7.491028207819688e-08,1.9176524150667367e-07,3.640139357068157e-08,3.576075074332073e-08,4.723388690454985e-09,3.387611787080908e-08,3.444427222308333e-08,4.249842755818035e-08,6.01E-01,8.09E-01,12.340805,4.930575982831734e-08,1.67E-01,2.57E-02,3.04E-02,6.056041993877583e-08,5.480132991100814e-08,5.4491429951754895e-08,6.307887007288889e-08,5.905367999236803e-08,5.691905003497416e-08,5.7766820054813784e-08,5.190258008055235e-08,5.099315997295985e-08,5.4324749960353794e-08,4.904930999187492e-08,4.80803900660521e-08,3.1709791983764586e-08
48,4.3386603712286164e-08,4.328189551433115e-08,1.5308777007158682e-08,4.90403798292414e-08,2.6358930679652618e-08,1.159986923054883e-08,2.3933246865188465e-08,3.1709791983764586e-08,3.8609094154567123e-08,3.361341504360654e-08,1.6455143685353323e-08,1.5420039418751067e-07,1.0398166959498014e-07,3.420259820770449e-08,3.408446555222757e-08,4.723388690454985e-09,3.419473416227401e-08,3.444427222308333e-08,4.333173005932113e-08,5.98E-01,6.83E-01,13.474029,4.90403798292414e-08,1.72E-01,2.78E-02,3.27E-02,6.176665993755637e-08,5.500273991068107e-08,5.351645995261811e-08,6.473557007480325e-08,6.031955999220444e-08,5.66370700348009e-08,5.84732500554841e-08,5.1832310080443285e-08,4.959436997370159e-08,5.4415399960287644e-08,4.858536999195177e-08,4.6263620063556245e-08,3.1709791983764586e-08
48,4.29680834192416e-08,4.28643852682122e-08,1.5308777007158682e-08,4.6703499837378414e-08,2.9638801415613184e-08,1.581800349620295e-08,3.263064945555091e-08,3.1709791983764586e-08,3.8609094154567123e-08,3.6271611451333936e-08,2.5074420130085002e-08,6.828944263820764e-08,5.402642461330415e-08,3.219566665138067e-08,3.408446555222757e-08,4.723388690454985e-09,3.437446948332842e-08,3.472204861197916e-08,4.291507880875074e-08,5.34E-01,4.61E-01,14.442392,4.6703499837378414e-08,1.83E-01,3.13E-02,3.63E-02,6.080846993852507e-08,5.457844991137007e-08,5.139974995449218e-08,6.395540007390175e-08,6.074651999214926e-08,5.4972650033778185e-08,5.731752005438746e-08,5.18504200804714e-08,4.768334997471495e-08,5.30163099613087e-08,4.875535999192361e-08,4.442712006103329e-08,3.1709791983764586e-08
48,3.948041431053692e-08,3.938513321722095e-08,1.5308777007158682e-08,4.254914985184386e-08,1.7580048828530324e-08,2.7628779440034484e-08,4.201839188751442e-08,3.1709791983764586e-08,5.17712853436241e-08,4.344361920539804e-08,4.167280876142254e-08,7.268076502526749e-08,3.346904474458711e-08,3.144324185140185e-08,3.3525703821863184e-08,4.723388690454985e-09,3.439447977752136e-08,3.472204861197916e-08,3.944298505399745e-08,4.23E-01,1.61E-01,15.120623,4.254914985184386e-08,2.00E-01,3.58E-02,4.06E-02,5.766552994170245e-08,5.226697991512367e-08,4.838293995716317e-08,6.069202007013085e-08,5.8551969992432876e-08,5.213490003203451e-08,5.4308180051531946e-08,5.019031007789492e-08,4.548388997588125e-08,5.0171579963384783e-08,4.7533869992125954e-08,4.278715005878033e-08,3.1709791983764586e-08
48,3.320260991486851e-08,3.31224795254367e-08,1.5308777007158682e-08,3.68244398717773e-08,2.4475420964091316e-08,2.7628779440034484e-08,5.630007217745235e-08,3.1709791983764586e-08,5.615868240664309e-08,5.765909195641888e-08,6.67253802820152e-08,0,2.2765804062943145e-08,3.445918319571168e-08,3.464322728259196e-08,4.723388690454985e-09,3.42522637580787e-08,3.444427222308333e-08,3.319321629544151e-08,2.68E-01,0,15.097111,3.68244398717773e-08,2.10E-01,2.08E-02,2.38E-02,5.2727979946694126e-08,4.928601991996445e-08,4.454951996055717e-08,5.536613006397667e-08,5.531786999285084e-08,4.809776002955388e-08,4.9801440047255596e-08,4.8308500074974366e-08,4.280589997730131e-08,4.6195649966286414e-08,4.647751999230094e-08,4.097437005628996e-08,3.1709791983764586e-08
300,2.5808751404414597e-08,2.574646517733525e-08,1.5308777007158682e-08,3.1199239891364243e-08,3.202632987520704e-08,6.367632215417474e-08,8.176578554961409e-08,3.1709791983764586e-08,5.615868240664309e-08,2.331746450442896e-08,2.4301252461674502e-08,3.7458247081245176e-08,4.7505694427622895e-09,4.043858259132987e-08,4.553908102469749e-08,4.723388690454985e-09,3.3964496670161216e-08,3.41664958341875e-08,2.624902878593492e-08,1.05E-01,0,14.131024,3.1199239891364243e-08,2.08E-01,3.05E-02,3.15E-02,4.662245995286656e-08,4.44906799277516e-08,3.9936919964641036e-08,4.866939005623846e-08,4.948341999360488e-08,4.279068002629292e-08,4.4351850042084585e-08,4.435221006883424e-08,3.927317997917461e-08,4.155418996967375e-08,4.331170999282536e-08,3.8332230052660226e-08,3.1709791983764586e-08
300,2.3995163467888165e-08,2.39372541108198e-08,1.5308777007158682e-08,2.552333991112773e-08,5.036240681978619e-08,6.59962960002845e-08,8.453593905412791e-08,3.1709791983764586e-08,5.615868240664309e-08,2.812388751688733e-08,2.6309822443068014e-08,3.9650491628413686e-08,3.051280298846519e-09,5.699734900046973e-08,5.000917486761258e-08,4.723388690454985e-09,4.221028629327353e-08,3.527760138977083e-08,2.4443540033463204e-08,8.78E-03,0,11.489964,2.552333991112773e-08,2.13E-01,7.92E-02,7.85E-02,4.012070995943957e-08,4.0464379934289903e-08,3.6357819967809865e-08,4.1459330047907085e-08,4.457587999423912e-08,3.8498880023655805e-08,3.863595003666088e-08,4.1538310064467086e-08,3.694088998041135e-08,3.680647997313863e-08,4.1528119993120814e-08,3.701375005084892e-08,3.1709791983764586e-08
244.94208333333333,2.5669244640066407e-08,2.56072950952956e-08,1.5308777007158682e-08,2.3841959916982294e-08,5.259872965617027e-08,6.367632215417474e-08,7.67531268271605e-08,3.1709791983764586e-08,5.615868240664309e-08,3.2229221822003313e-08,3.2698219304821535e-08,2.975091409832657e-08,2.5101036827033215e-09,5.646972353217327e-08,5.112669832834136e-08,4.723388690454985e-09,5.379541286872629e-08,3.555537777866666e-08,2.6387912536125053e-08,0,0,9.967089,2.3841959916982294e-08,2.11E-01,8.21E-02,8.20E-02,3.388384996574478e-08,3.5656989942096626e-08,3.229568997140635e-08,3.4476000039837704e-08,3.841502999503533e-08,3.343879002054661e-08,3.3227290031528714e-08,3.740595005805371e-08,3.355935998220448e-08,3.241816997634122e-08,3.8138709993682274e-08,3.428459004709964e-08,3.1709791983764586e-08
