interconnector_1_price,interconnector_2_price,interconnector_3_price,weather/wind_offshore_baseline,weather/wind_inland_baseline,weather/solar_pv_profile_1
0,17.40772877,0,1,1,0
0,17.40772877,0,1,1,0
0,17.40772877,0,1,1,0
0,17.40772877,0,1,1,0
0,17.40772877,0,1,0.994716011,0
0,17.40772877,0,1,0.977080055,0
0,17.40772877,0,1,0.959475279,0
0,17.40772877,0,1,0.929763868,0
0,17.40772877,0,1,0.877841103,0.000115407
0,17.40772877,0,1,0.849390839,0.019187457
0,17.40772877,0,1,0.845955699,0.069900603
0,17.40772877,0,1,0.860593249,0.115611409
0,15.68297149,0,1,0.900869314,0.147040822
0,15.68297149,0,1,0.92341652,0.150919464
0,17.40772877,0,1,0.910229752,0.125091963
0,17.40772877,0,1,0.891029254,0.06096856
0,17.40772877,0,1,0.877652744,0.002171152
0,17.40772877,0,1,0.844511301,0
0,18.77521489,0,1,0.814699326,0
0,17.40772877,0,1,0.812619193,0
0,17.40772877,0,0.929344015,0.806896406,0
0,17.40772877,0,1,0.772274064,0
0,17.40772877,0,0.595670942,0.709210184,0
0,17.40772877,0,0.696164697,0.637126081,0
0,0,0,0.821687593,0.57077828,0
0,301.8325229,0,0.738495833,0.517655876,0
0,301.8325229,0,0.85224912,0.460586146,0
0,301.8325229,0,0.820556897,0.402963899,0
0,218.2557133,0,0.767917104,0.39636711,0
0,0,0,0.702879345,0.423961887,0
0,301.8325229,0,0.474011475,0.467306805,0
0,301.8325229,349.9525069,0.885368835,0.557598536,0
0,17.40772877,0,0.925533601,0.721145276,0.000114908
0,301.8325229,0,1,0.897172175,0.01022885
0,17.40772877,349.9525069,1,0.982522539,0.023376227
0,17.40772877,0,1,1,0.028241321
0,301.8325229,0,1,1,0.026649669
403.3803855,301.8325229,349.9525069,1,1,0.025085403
0,0,0,1,1,0.031050878
0,51.38544706,0,1,0.997823174,0.020457315
0.016464506,17.40772877,0,1,0.989962044,0.00136644
0,85.36316535,0,1,0.989147209,0
0,0,349.9525069,1,0.989111879,0
0,51.38544706,145.7087969,1,0.991326629,0
0,51.38544706,0.014283776,1,0.994957364,0
0,0.012319695,58.33494034,1,0.995302262,0
0,51.38544706,0,1,0.991298216,0
0,17.40772877,349.9525069,1,0.986145718,0
0,17.40772877,0,1,0.986129436,0
0,17.40772877,0,1,0.986150933,0
0,17.40772877,0,1,0.986113793,0
0,17.40772877,0,1,0.985321306,0
0,17.40772877,0,1,0.981110385,0
0,17.40772877,0,1,0.971518277,0
0,17.40772877,0,1,0.971518384,0
0,17.40772877,0,1,1,0
0,17.40772877,0,1,1,0.000279558
0,17.40772877,0,1,0.983612036,0.022255179
0,17.40772877,0.014283776,1,0.976872861,0.044090852
0,17.40772877,0.028567552,1,0.980900744,0.07544265
0,17.40772877,0.028567552,1,0.988375048,0.088375166
0,17.40772877,0.014283776,1,0.992041752,0.067860376
0,17.40772877,20.15440764,1,0.991278635,0.038828933
0,17.40772877,20.16869142,1,0.988214465,0.013881559
0,23.21030502,26.88206604,1,0.985973748,0.000812306
0,23.21030502,26.88206604,1,0.984816676,0
0,23.21030502,26.89634982,1,0.971529238,0
0,23.21030502,26.89634982,1,0.949112286,0
0,23.19798533,26.88206604,1,0.968465386,0
0,22.38488547,25.93933684,1,0.994737081,0
0,17.40772877,20.12584009,1,1,0
0,17.40772877,0,1,1,0
0,17.40772877,0,1,0.995464867,0
