interconnector_1_price,interconnector_2_price
3.37,20.28
92.45,0.81
8.39,33.59
49.76,69.87
67.46,63.85
42.22,8.26
3.56,15.04
72.73,40.64
66.76,90.66
38.57,52.06
95.88,78.88
5.65,13.23
92.05,69.49
22.62,73.17
10.28,39.86
27.93,76.01
15.09,43.82
0.14,77.24
97.58,24.05
52.29,73.05
60.31,72.5
87.98,52.65
96.86,32.52
58.93,78.88
3.23,39.34
57.18,73.42
52.09,20.44
67.41,17.11
41.49,95.32
46.18,13.64
97.66,39.44
18.09,64.18
98.92,40.14
9.87,82.15
5.08,91.62
7.58,72.93
68.92,34.59
52.72,99.53
10.2,11.86
92.9,46.01
11.41,65.48
39.68,64.29
38.49,9.27
0.1,49.89
92.08,61.71
1.59,13.48
24.4,71.41
57.87,87.2
34.25,78.03
82.63,56.45
89.38,22.7
36.66,92.79
18.95,93.13
95.53,40.81
10.86,68.97
4.42,22.75
56.07,56
69.38,71.82
30.62,75.71
15.39,86.59
21.27,85.31
64.93,60.72
93.02,19.71
91.3,79.46
17.19,1.57
32.55,76
98.51,15.09
86.87,14.03
7.39,94.02
61.56,96.92
51.3,69.9
66.94,53.43
45.44,67.58
0.3,26.1
28.5,49.94
40.83,29.4
47.24,36.02
39.95,8.23
3.03,16.5
4.58,69.7
65.18,19.88
46.14,52.66
44.11,88.45
37.05,10.29
6.38,95.49
54.11,35.09
93.83,63.71
50.15,93.77
66.44,67.34
51.76,96.71
34.59,64.44
38.74,7.1
96.78,4.18
74.59,37.08
68.84,68.85
99.56,53
29.89,39.5
49.67,90.2
93.61,47.24
55.44,1.48
73.02,30.18
85.76,84.32
83.86,69.34
12.29,77.02
65.11,18.54
92.04,13.88
64.1,74.54
56.45,67
59.62,9.07
99.64,33.07
44.83,85.08
68.12,62.76
60.16,19.46
53.75,14.32
96.22,13.75
79.01,11.18
66.76,31.28
39.52,40.6
73.93,81.41
65.44,32.65
81.31,63.63
25.71,15.83
10.98,9.86
32.12,82.16
44.1,24.91
83.45,44.17
68.22,12.38
84.03,83.47
72.76,95.76
49.75,73.41
68.38,57.6
68.53,16.09
68.27,45.05
21.64,73.12
12.77,2
65.48,82.51
72.22,17.54
9.6,80.82
47.12,38.9
71.55,17.77
9.34,26
6.69,54.94
66.97,73.23
68.18,71.65
87.73,19.52
58.04,35.56
8.85,17.29
42.2,37.34
80.58,24.39
19.94,72.43
52.57,76.12
41.7,68.19
48.74,30.61
56.35,53.05
57.54,84.12
3.8,27.06
49.44,25.91
60.73,44.75
54.83,36.03
74.62,14.05
39.65,77.72
94.03,35.18
82.32,99.93
15.47,47.42
3.97,40.65
27.88,68.71
74.42,28.53
68.04,2.12
94.41,47.87
6.86,59.49
22.35,77.42
52.89,57.74
24.6,3.49
56.96,71.41
24.31,44.86
39.29,43.23
30.12,82.53
89.9,57.83
59.62,48.32
1.81,49.84
71.9,40.58
48.25,71.48
71.8,98.27
56.53,3.25
63.91,98.73
61.93,99.56
74.28,51.79
24.24,21.57
1.48,19.12
17.25,7.29
55.12,61.94
69.25,72.58
81.14,66.23
9.98,74.45
7.43,11.82
45.91,53.02
84.26,54.5
34.12,61.56
83.57,27.02
74.58,98.7
53.82,59.66
90.74,72.46
34.9,9.62
7.37,3.22
87.07,6.39
68.89,64.04
89.03,90.18
42.53,28.22
90.19,88.29
82.06,60.93
15.37,65.1
88.37,27.29
73.21,38.2
35.77,16.17
46.41,9.61
49.71,91.39
49.27,30.42
21.71,50.08
73.19,50.61
26.56,3.17
62.05,44.23
85.24,82.98
49.68,82.88
27.68,51.46
35.38,29.71
72.85,72.83
6.02,66.52
75.81,11.28
17.25,84.56
51.84,46.27
59.88,95.58
39.2,15.61
77.03,87.88
3.18,42.12
2.15,43.45
42.57,65.11
89.19,93.16
82.82,55.34
39.19,87.15
0.52,30.73
83.97,95.82
13.52,97.58
93.44,6.83
66.04,65.43
87.92,89.05
78.34,2.99
65.62,46.7
58.59,53.86
50.17,92.26
69.71,94.3
60.4,30.19
30.1,35.71
50.72,8.39
2.93,22.63
5.32,11.98
87.04,56.54
78.63,62.44
6.33,92.25
81.75,20.98
63.45,29.89
21.65,71.6
45.79,55.28
85.24,63.34
6.7,37.58
91.39,20.15
38.24,26.52
89.51,70.09
92.22,70.71
95.48,96.03
60.81,63.39
54.55,19.71
91.68,88.96
3.06,47.47
67.79,67.33
27.02,43.55
14.07,36.68
41.1,61.27
72.62,0.5
92.02,99.9
27.45,84
49.45,64.56
49.05,37.8
38.39,68.91
38.91,27.45
92.89,43.96
20.43,88.53
79.01,58.22
46.7,30.7
33.55,64.08
16.63,95.97
30.57,28.28
10.2,96.64
7.11,16.07
88.14,85.81
14.77,19.46
62.15,20.46
75.93,36.39
90.89,11.92
92.4,56.66
52.25,59.34
43.86,99.91
97.82,74.76
45.46,19.06
69.72,77.91
74.21,3.71
39.31,54.52
22.85,96.93
6.2,19.47
0.6,73.09
85.07,76.49
55.96,15.61
96.45,48.04
91.34,41.11
0.96,22.02
21.4,53.89
37.41,14.2
59.07,0.61
17.03,23.41
13.32,26.97
90.44,82.51
49.93,46.76
98.87,19.94
73.14,64.06
12.92,85.97
30.79,87.8
57.54,38.5
3.31,25.91
32.25,16.85
61.5,22.16
31.84,83.35
20.75,94.49
73.13,51.2
7.57,39.26
24.8,96.23
47.74,14.22
59.21,28.27
0.77,83.93
39.88,16.23
9.93,28.53
42.7,72.65
66.87,86.77
58.75,54.36
76.24,39.78
86.09,9.45
58.56,43.13
98.37,3.35
78.25,38.28
83.73,19.22
10.37,12.6
84.83,55.37
66.6,90.56
22.27,71.22
49.7,49.68
99.48,76.75
43.77,67.72
79.11,93.21
51.77,41.08
9.42,57.51
61.87,41.33
74.58,80.28
84.26,91.93
30.7,5.05
14.51,27.07
31.9,7.16
82.76,76.83
85.44,6.91
91.13,89.25
69.6,37.71
98.95,19.24
26.43,16.08
7.45,71.26
50.91,73.96
23.97,15.03
49.23,72.72
99.22,67
50.07,91.15
17.32,13.34
41.75,91.22
97.57,78.58
8.89,62.43
7.14,35.4
82.01,18.52
86.5,44.43
8.31,16.54
23.36,77.37
36.92,7.75
93.36,77.85
10.21,64.29
81.22,38.07
16,27.82
76.65,36.89
77.99,97.32
32.87,80.94
46.27,93.69
26.37,2.55
10.02,76.97
90.85,75.54
34.95,58.92
54.09,40.32
28.21,36.18
39.61,63.99
75.06,46.01
62.05,98.96
39.58,48.94
29.96,47.11
68.8,88.4
94.49,37.92
30.81,66.51
81.51,99.39
56.39,35.84
15.02,59.58
51.14,30.17
60.61,7.7
78.08,84.49
47.09,2.55
69.02,85.53
16.13,31.59
43.15,32.8
47.15,83.5
46.08,37.09
64.99,4.55
22.75,50.35
23.4,27.7
33.56,72.57
53.28,67.1
74.58,34.79
14.94,28.72
66.83,4.45
11.51,8.59
36.04,36.01
27.91,48.44
50.35,46.83
64.96,26.14
35.19,76.24
10.22,24.84
42.29,68.47
17.54,42.93
26.9,33.61
73.47,24.68
16.88,73.71
44.57,31.23
35.6,48.8
97.47,80.92
71.25,79.48
11.58,8.13
6.41,50.92
88.52,0.35
94.59,43.57
56.08,56.97
62.71,8.3
59.33,48.05
69.21,22.21
14.42,34.88
18.87,95.08
89.41,34.31
18.38,68.34
4.34,71.13
37.91,58.26
35.77,68.61
73.54,68.19
95.11,99.48
50.99,88.83
6.19,35.45
46.82,63.47
95.12,54.73
46.64,43.25
16.48,23.83
17.45,74.62
37.17,66.83
56.3,2.33
92.02,3.45
79.96,42.76
45.76,25.02
82.09,60.98
20.22,18.44
85.19,36.57
42.32,20.05
8.31,32.72
58.06,87.91
0.7,92.6
19.12,6.01
28.58,84.2
84.12,85.86
30.27,33.61
84.18,28.74
47.23,82.98
81.61,32.27
51.15,45.23
10.02,30.2
61.17,42.43
57.24,92.27
84.49,60.04
13.08,26.19
36.9,0.38
12.95,34.08
77.81,53.44
2.58,5.9
19.51,56.74
51.05,85.78
17.44,80.16
62.16,64.41
29.21,52.33
52.08,17.23
80.55,64.17
99.43,28.37
70.24,7.14
92.91,20.67
33.63,83.19
89.87,60.91
25.59,75.66
42,56.19
81.4,46.91
3.88,71.63
92.37,65.27
13.69,67.71
96.49,48.24
63.24,67.4
34.11,98.24
34.77,17.65
60.56,68.71
30.49,32.63
91.09,59.51
65.11,80.05
26.08,88.21
80.31,53.52
98.23,30.35
95.18,43.91
28.16,32.7
59.29,87.55
86.37,68.14
65.98,51.57
79.86,18.4
64.46,25.17
31,61.67
70.43,13.77
73.46,96.7
17.09,23.96
98.59,56.7
40.45,28.42
50.29,59.14
41.63,73.15
26.47,5.23
43.99,31.8
42.82,45.67
74.53,22.29
79.86,8.18
56.33,91.18
82.19,24.9
21.55,22.44
76.84,45.78
75.64,21.5
59.78,22.86
26.22,25.95
20.26,91.8
77.3,39.99
45.85,17.56
89.41,21.6
61.34,69.96
29.01,16.2
63.95,58.87
97.21,40.64
7.64,93.56
19.05,89.29
83.95,95.5
29.41,5.43
39.2,49.65
20.26,23.18
97.76,29.45
51.63,12.6
98.72,46.28
12.26,9.83
73.86,92.25
82.4,63.8
83.88,23.38
41.91,61.34
70.7,72.75
83.04,82.08
33.91,66.32
49.06,96.65
41.53,31.64
91.15,68.79
6.39,87.61
1.08,90.78
30.77,28.51
16.19,32.17
97.16,26.32
68.97,6.88
74.61,61.49
65.27,41.02
17.02,92.37
81.37,9.2
24.69,31.07
63.83,40.41
17.54,3.5
55.58,68.85
93.45,8.37
5.74,67.67
77.05,99.56
31.9,61.96
9.44,4.84
20.1,55.78
15.72,83.78
39.37,22.07
74.32,92.32
44.82,75.02
50.94,61.54
7.8,80.02
81.85,64.46
8,5.02
30.41,19.24
18.97,15.25
83.64,15.55
66.05,56.84
83.22,33.24
32.32,36.55
44.45,87.3
18.34,33.82
31.06,30.77
95.68,84.8
53.5,31.99
60.79,24.09
46.11,83.19
8.21,80.57
53.98,73.29
73.29,63.71
78.65,19.69
3.61,61.31
32.73,45.23
81.75,67.23
7.21,32.45
84.95,33.83
62.47,12.63
90.26,30.55
36.99,30.59
73.89,75.28
70.23,76.96
68.76,65.85
9.21,29.7
58.14,44.37
93.29,63.78
91.44,76.3
57.66,13.8
20.13,48.38
35.05,47.41
45.86,58.2
63.33,15.67
79.36,70.36
88.79,16.35
17.86,30.57
35.56,10.13
76.38,48.88
44.43,24.08
72.35,59.96
31.98,19.21
55.88,69.07
34.98,84.77
35.9,80.57
12.13,95.44
76.29,22.14
2.08,28.04
66.64,10.89
2.92,46.46
6.87,17.92
76.04,16.79
68.81,97.04
73.93,46.58
8.59,63.55
69.75,14.15
38.39,79.69
17.11,65.21
11.66,89.9
79.87,55.02
44.25,84.63
45.82,42.96
80.93,10.85
72.76,88.44
74.11,66.29
2.73,74.81
89.12,45.67
60.64,29.04
41.05,71.07
28.69,34.69
77.6,76.59
75.21,17.07
56.77,1.16
41.14,17.64
10.91,55.26
70.36,7.55
67.8,34.77
99.47,28.67
72.99,2.62
34.92,91.99
56.56,74.93
65.29,79.26
12.6,96.5
91.85,25.55
18.8,35.82
99.13,94.72
38.06,73.93
88.79,96.65
62.19,67.09
2.72,54.55
82.2,78.79
89.55,19.78
3.05,5.26
95.12,22.73
35.76,80.26
89.24,47.32
93.89,45.9
44.12,29.51
53.16,42.86
59.84,43.47
24.41,5.31
52.21,32.08
0.86,68.49
7.99,19.05
89.11,32.47
2.01,5.07
10.11,95.12
43.96,45.19
58.68,40.33
22.49,16.9
17.51,48.16
98.95,82.86
9.82,33.4
23.64,93.89
43.55,26.44
53.6,23.78
48.54,45.14
48,31.17
13.13,76.64
59.24,47.02
80.95,36.51
46.91,71.25
92.08,41.96
77.38,33.42
96.72,83.01
63.4,84.17
57.25,82.59
98.05,90.76
33.62,63.07
80.09,98.52
84.23,52.76
80.26,86.33
82.33,75.72
7.38,74.87
26.06,0.64
90.92,41.1
70.92,11.97
40.58,2.15
46.04,76.63
39.1,69.07
80.16,15.18
87.96,9.35
71.74,61.97
17.48,14.35
54.15,60.65
88.6,0.2
19.28,0.03
6.98,40.49
5.28,58.02
19.93,32.44
8.7,72.22
72.86,16.38
47.37,61.85
2.53,92.67
51.73,8.62
97.53,10.73
7.33,9.09
24.57,53.73
0.3,96.58
22.05,80.28
1.76,92.13
84.22,85.93
19.51,64.53
63.89,80.9
24.06,45.76
28.46,23.36
42.25,91.2
29.05,72.97
73.14,34.08
36.26,83.35
16.68,96.31
53.13,84.83
47.69,71.64
64.6,41.19
7.82,24.23
55.25,69.63
30.94,31.15
34.42,33.66
85.77,19.86
77.79,68.31
0.72,26.69
19.22,92.36
95.79,60.51
74.46,55.93
42.27,39.81
0.84,38.69
26.61,37.65
67.69,87.65
91.58,7.05
88.13,53.55
20.86,48.71
87.46,60.65
22.41,83.14
12.52,13.42
79.5,80.99
21.21,99.46
67.22,50.46
82.9,91.57
5.13,8.18
46.99,14.2
39.75,83.02
58.87,5.1
48.9,37.2
87.95,74.6
1.85,22.23
89.66,27.86
70.72,54.41
77.5,79.83
88.89,86.84
87.76,4.01
99.57,26.06
6.63,98.32
17.92,0.51
99.05,75.59
77.64,32.65
66.61,70.15
40.84,54.78
16.05,67.57
10.63,0.01
77.83,77.5
86.89,0.95
83.93,93.46
9.23,39.46
76.34,58.41
29.17,7.09
12.51,97.5
92.2,31.84
55.47,5.22
50.75,10.54
77.02,59.78
56.16,22.28
64.94,0.4
13.45,99.79
75.69,52.71
34.49,30.79
75.1,12.5
39.79,75.06
28.47,76.59
87.97,1.99
14.21,13.99
88.74,52.36
47.83,34.07
2.22,88.2
3.9,31.58
56.92,12.65
15.41,6.1
19.54,54.5
45.83,25.77
73.12,67.69
42.79,12.24
1.91,34.28
3.14,22.77
14.52,79.01
45.04,52.41
68.08,21.98
66.98,92.63
90.92,88.92
87.32,90.18
27.04,74.03
56.71,50.3
79.9,65.86
19.6,32.61
75.1,76.27
27.48,63.14
32.38,45.07
50.93,77.19
39.31,24.42
80.16,12.92
25.96,97.38
97.18,25.88
65.22,15.91
62.64,31.58
56.71,4.69
95.11,56.08
60.51,42.7
77.62,16.28
58.18,0.28
50.28,53.06
75.8,44.43
59.18,16.73
34.13,83.01
68.25,12.63
99.73,8.52
34.01,40.2
40.29,43.01
29.97,44.83
31.38,65.49
86.51,10.88
43.44,54.48
29.54,5.46
26.29,86.44
42.2,20.58
25.22,74.1
20.85,29.44
40.83,21.44
4.66,5.67
75.66,39.38
40.14,75.21
17.82,53.43
58.59,21.22
54.85,4.62
38.69,51.34
28.84,57.12
96.08,0.11
48.78,41.56
74.94,12.02
42.45,28.41
25.8,99.37
13.42,84.43
35.13,86.21
11.83,35.24
45.01,6.56
15.55,61.42
44.94,30.6
83.82,48.23
68.81,17.41
65.18,21.87
96.62,24.04
81.19,97.03
83.55,16.91
20.77,68.68
0.98,93.84
46.85,80.51
74.58,48.28
86.94,84.07
70.21,37.03
10.01,28.76
17.79,16.52
82.34,92.39
37.08,3.71
73.89,74.02
81.36,10.02
64.31,16.22
96.03,77.91
14.92,46.79
60.1,38.54
90.57,53.48
39.99,66.93
12.07,93.41
26.57,54.27
6.71,69.33
57.87,19.99
57.48,80.4
80.98,76.33
83.99,43.38
14.41,26.83
88.37,73.99
57.64,74.25
4.83,10.28
17.96,17.28
36.46,56.86
8.96,87.58
82.18,46.72
77.42,30.69
65.81,76.23
31.35,18.87
94,30.34
69.77,87.15
41.78,44.22
27.59,66.76
36.17,71.91
10.41,93.86
20.28,83.22
9.04,56.18
28.8,82.69
0.03,75.53
93.93,80.97
63.89,14.69
43.43,28.55
93.12,10.47
17.6,60.44
14.83,0.71
26.87,51.3
13.1,93.42
3.58,76.88
57.98,59.09
4.15,40.94
44.55,2.26
59.77,35.98
87.5,19.72
56.17,47.51
68.8,68.12
60.64,37.7
63.09,11.84
12.57,48.66
32.09,33.65
29.77,98.48
65.54,33.19
67.07,9.61
27.98,22.07
33.61,21.81
72.55,11.41
81.43,88.15
8.18,20.26
88.38,54.03
7.45,84.14
58.75,61.43
1.48,58.14
79.68,1.8
3.34,29.39
74.39,43.4
13.54,93.88
34.73,33.98
4.92,87.19
88.21,25.34
18.4,17.51
30.08,85.85
46.5,27.98
69.05,64.59
27.72,4.37
20.83,69.97
74.58,80.41
39.78,23.65
43.5,36.21
92.52,47.85
12.2,10.47
42.09,98.88
70.87,26.42
19.38,7.3
95.9,56.16
19.62,11.97
45.62,47.1
16.16,96.15
87.99,97.81
83.98,24.13
78.77,27.44
26.13,30.03
43.62,82.46
0.11,1.26
36.27,43.97
86.71,5.04
71.03,54.16
12.68,22.1
89.93,19.96
65.66,48.22
92.28,63.76
39.28,29.12
46.88,83.95
4.42,34.04
68.02,92.97
65.8,6.36
47.48,37.69
72.29,36.95
82.85,23.42
68.78,81.85
27.52,94.91
65.94,2.94
45.14,11.73
84.89,6.88
21.4,90.54
62.13,49.23
48.94,52.06
24.22,25.5
36.08,63.46
68.95,80.11
81.22,28.06
66.91,38.44
11.18,0.08
48.63,38.09
31.42,93.25
96.91,48.18
15.07,51.38
38.47,51.08
4.45,51.2
11.4,46.51
73.86,3.42
54.32,45.48
35.61,86.49
89.54,88.77
58.11,83.71
16.57,71.49
67.1,90.02
47.64,90.73
43.86,90.22
71.77,24.61
7.26,37.41
47.21,84.55
86.8,41.03
42.71,1.13
83.21,46.16
9.93,36.8
76.25,38.76
29.9,76.15
96.28,19.82
52.52,25.87
3.71,80.71
25.71,20.48
95.01,80.45
29.31,3.41
48.22,92.7
21.82,9.21
23.63,3.21
80.69,43.2
94.88,15.74
20,24.24
39.07,58.54
77.71,79.04
68.37,65.7
75.67,68.72
26.17,38.69
16.8,85.56
95.7,92.76
48.97,29.43
14.56,42.66
83.46,68.84
79.23,87.4
58.03,16.85
76.02,63.05
62.38,72.6
95.96,54.03
36.76,79.92
74.44,75.37
70.38,55.44
65.15,82.97
1.38,83.89
23.71,32.11
32.55,53.37
22.64,6.11
53.7,96.25
0.1,47.82
99.95,56.98
28.57,3.1
91.48,3.61
99.68,8.53
92.23,98.24
60.64,68.88
53.9,31.99
1.33,33.1
32.87,67.66
33.81,79.69
32.59,3.39
16.14,12.31
66.71,49.87
30.16,16.85
50.01,32.27
34.36,80.58
91.88,28.97
47.49,4.72
74.4,76.94
38.34,63.61
76.82,93.82
23.39,60.65
64.86,19.49
0.47,23.23
12.8,24.31
8.44,66.48
7.43,19.77
70.59,50.6
34.79,36.38
77.93,73.17
41.26,58.62
88.84,15.15
49.23,58.09
46.81,28.61
54.66,15.46
31.02,10.79
53.63,73.33
96.99,68.04
47.98,12.99
93.34,46.2
84.7,51.61
18.23,74.85
18.96,37.04
57.08,46.02
10.08,38.1
53.72,82.18
46.42,9.54
62.5,7.18
98.85,48.87
15.41,51.2
46.1,36.72
6.87,74.16
57.56,33.28
47.42,31.88
28.15,0.8
17.66,9.92
54.91,51.81
31.71,9.3
72,34.5
23.4,78.18
96.74,70.41
6.44,98.24
71.88,53.67
76.38,81.63
51.48,90.7
29.01,56.81
12.12,18.18
37.21,87.77
29.1,62.13
88.07,51.11
27.4,50.92
69.69,34.98
22.45,49.88
33,56.51
52.07,69.37
82.76,19.66
89.41,81.63
64.87,54.26
23.76,61.03
86.71,4.16
96.26,85.32
75.49,93.85
71.91,31.17
60.89,49.47
2.43,89.99
76.9,25.71
87.57,40.83
83.67,2.88
12.39,37.92
46.7,95.95
88.89,1.87
21.64,63.96
31.86,82.14
85.76,11.17
17.16,49.67
17.71,75.83
9.92,47.54
9.06,62.63
10.01,94.62
47.36,84.81
50.4,71.91
21.14,75.83
81.69,38.4
45.75,79.32
26.55,47.83
43.81,4.5
38.59,39.26
6.46,22.39
81.23,58.92
24.81,77.66
2.73,95.12
16.94,18.41
50.23,37.49
51.42,93.72
89.24,33.88
4.76,60.71
61.45,37.9
9.55,39.18
52.95,88.41
8.78,21.49
21.38,73.59
62.66,64.39
37.49,37.76
54.59,32.25
38.97,63.58
5.67,40.17
55.91,81.33
83.25,52.55
26.32,13.28
6.01,39.1
60.17,37.13
56.13,34.73
21.79,57.08
64.73,72.41
34.77,15.18
77.75,62.99
42,35.02
11.03,88.22
72.24,32.52
72.87,0.76
93.49,61.26
87.77,89.72
40.31,35.93
62.52,65.5
97.14,78.31
92.11,87.99
34.83,24.5
88.91,72.97
12.11,57.45
98.75,46.98
21.7,68.98
35.08,87.69
2.94,34.35
46.95,66.72
44.16,37.58
56.45,32.04
18.34,69.67
81.67,67.69
10.46,71.93
31.65,30.84
24.72,56.99
26.6,47.84
96.41,80.88
9.34,32.95
91.11,75.56
69.34,92.65
20.21,95.43
73.2,69.21
54.99,29.86
73.67,86.17
70.14,75.53
70.48,43.07
59.41,57.85
32.1,92.66
12.56,46.55
16.95,9.76
7.13,84.84
58.82,17.41
6.68,81.89
4.57,76.85
53.27,79.47
96.22,49.64
50.12,66.1
8.49,27.83
75.53,12.64
31.08,27.93
44.6,44.88
67.63,58.6
91.12,99.76
66.66,96.54
31.53,8.25
79.2,66.18
99.53,13.27
63.93,56.03
90.01,24.34
38.19,77.8
10.12,68.41
93.3,56.08
81.08,80.78
87.98,13.04
29.98,48.21
99.46,76.07
58.02,73.28
0.18,74.04
66.52,80.47
95.52,47.4
57.82,58.37
55.32,24.94
87.93,31.28
41.62,76.32
80.16,36.83
36.33,50.51
81.82,12.36
55.79,59.85
79.48,43.49
60.82,13.5
1.75,5.64
22.92,82.83
16.72,30.4
88.08,68.46
52.66,86.18
48.32,55.66
50.18,62.7
76.7,67.9
68.93,68.57
56.62,92.76
98.31,42.78
72.33,14.72
17.35,15.01
9.59,84.12
7.66,64.14
54.09,15.91
81.54,78.61
96.14,65.21
39.26,1.39
24.14,97.43
34.81,3.68
63.15,28.28
16.23,48.52
31.24,20.49
52.11,70.18
82.06,6.92
94.4,2.38
53.96,45.67
64.64,35.75
79.77,12.47
26.23,99.29
52.68,33.06
7.16,12.36
0.55,61.02
17.3,47.43
2.53,11.03
74.31,79.77
36.78,57.84
4.44,4.12
90.8,64.74
22.39,77.42
75.3,68.7
16.92,54.51
60.94,70.16
36.04,76.02
8.36,74.64
23.94,14.78
70.24,84.84
47.59,15.91
99.16,95.08
74.57,97.51
48.68,19.23
35.01,28.48
84.07,20.43
46.53,50.54
71.32,72.95
58.71,62.82
0.85,2.31
69.15,27.1
98.59,84.51
10.54,89.95
42.46,65.41
40.62,40.02
40.3,62.88
54.58,82.28
39.66,71.38
45.76,28.72
88.55,68.77
64.68,53.74
61.28,82.99
22.66,53.96
7.2,75.81
82.48,4.06
96.99,58.64
30.22,50.87
23.19,83.45
67.54,15.25
20.02,46.73
54.06,31.61
35.51,90.97
72.88,57.94
79.94,44.52
77.34,73.48
17.74,34.73
24.65,75.43
77.07,10.35
38.85,70.27
79.71,72.52
98.95,66.83
72.36,97.45
16.35,52.13
29.15,20.86
65.69,97.12
58.62,16.77
98.13,6.6
59.95,36.76
94.8,77.16
74.3,98.34
66.53,82.55
33.2,19.22
68.32,0.38
51.61,74.54
6.74,10.71
77.85,94.22
50.95,44.63
77.47,48.42
34.83,43.5
69.53,23.95
14.58,46.46
12.2,74.27
93.83,87.57
71.26,48.65
35.34,56.35
61.13,27.51
5.4,89.05
76.57,46.07
70.66,42.49
0.6,16.09
77.07,78.1
99.5,91.9
4.97,57.24
48.7,39.81
30.44,68.58
30.25,4.04
19.35,30.73
91.33,2.74
29.08,24.2
14.31,72.75
59.63,2.75
67.2,43.28
11.95,71.2
17.23,73.67
51.32,58.76
6.07,35.14
24.96,45.59
75.59,27.85
28.26,8.66
70.94,62.11
47.47,15.16
21.52,5.36
88.08,95.86
13.29,67.8
82.03,99.18
68.94,8.05
52.99,4.65
27.06,22.25
89.71,61.78
30.14,45.57
10.1,69
45.14,73.37
24.86,5.17
55.75,32.44
16.1,54.98
98.28,58.64
35.41,83.58
98.13,78.41
92.65,57.81
42.47,14.13
25.07,76.48
68.29,19.12
78.68,20.14
77.49,35.49
7.16,55.8
99.28,77.77
88.34,57.62
76.24,2.92
40.56,81.3
67.62,59.73
79.57,81.46
2.82,61
31.28,40.49
44.99,54.73
85.75,65.24
37.09,31.25
9.22,42.56
53.36,82.84
15.97,65.34
76.64,41.55
12,64.1
22.72,43.26
4.89,0.42
99.46,2.7
31.14,75.13
64.66,58.37
93.54,60.92
64.08,28.36
88.51,99.91
89.21,42.35
15.73,29.37
5.59,52.69
98.83,98.48
11.62,90.14
87.95,42.27
15.82,67.44
61.71,62.28
2.6,81.2
92.07,53.48
93.88,92.33
63.38,35.73
99.04,67
50.18,81.8
12.42,78.51
39.89,63.92
23.87,35.24
17.27,67.36
5.07,20.07
69.6,60.6
18.9,47.79
98.96,94.35
58.93,62.68
41.33,17.63
84.17,3.93
14.17,99.37
80.47,54.53
14.29,96.44
84.8,81.67
80.54,11.04
92.62,38.6
84.79,2.46
1.84,0.52
7.6,2.04
38.88,88.1
1.96,11.78
79.48,99.86
11.19,94.98
80.08,38.07
33.41,95.41
7.49,33.97
28.35,41.11
23.65,53.16
5.85,29.72
7.56,10.83
77.5,49.87
59,75.89
18.9,32.3
63.03,78.1
44.75,36.02
43.56,8.6
41.64,44.18
6.81,78.61
46.47,69.86
59.7,9.61
50.73,91.26
71.73,56.92
81.36,38.14
91.73,45.93
64.01,43.61
30.79,51.32
5.02,54.37
83.86,9.06
32.34,71.26
45.17,95.17
92.31,14.06
79.67,76.64
65.22,21.58
46.9,81.71
51.79,52.21
39.99,90.83
97.94,52.18
80.61,58.61
14.07,44.55
67.81,36.79
32.02,91.42
28.95,60.08
23.73,45.35
15.8,78.68
81.81,7.6
37.8,41.34
13.53,89.65
55.21,21.4
50.74,86.37
9.58,54.83
58.96,78.38
63.91,63.54
55.33,88.43
70.67,55.17
70.72,75.37
71.86,88.92
64.78,53.82
63.28,15.58
71.94,31.44
41.59,55.8
9.57,69.68
40.62,8.74
80.2,94.15
94.29,29.82
84.34,37.57
90.44,84.73
99.35,53.33
98.55,8.84
73.63,35.26
0.04,5.81
47.61,86.59
53.08,96.96
35.92,97.06
21.5,93.13
82.03,19.98
50.02,77.74
36.49,8.62
72.4,75.98
75.14,0.72
31.3,24.91
88.58,78.47
45.49,82.6
1.08,41.44
7.6,42.1
1.8,38.01
34.46,90.12
9.11,23.49
34.8,66.99
92.07,30.28
97.06,62
0.4,31.93
99.38,58.44
48.16,0.05
71.71,69.5
84.6,20.47
57.18,75.56
37.6,48.11
75.59,61.41
21.73,64.44
57.4,9.4
78.57,62.58
87.26,55.24
42.93,87.98
72.63,10.78
75.11,27.26
70.1,36.56
56.44,9.63
88.56,93.92
73.31,37
71.84,41.19
13.65,66.5
31.43,29.04
95.44,39.35
94.05,67.16
24.46,1.78
86.43,63.2
90.58,10.43
19.26,4.84
4.08,59.71
30.1,25.78
66.23,3.76
55.08,84.46
8.26,68.46
26.72,19.06
65.3,51.62
30.58,88.46
30.85,50.12
34.13,10.61
47.7,29.07
85.71,60.68
42.36,2.5
98.93,5.94
45.07,62.45
8.77,72.7
30.23,56.86
20.59,46.84
4.07,9.15
79.85,93.84
6.92,96.05
36.96,7.48
77.78,70.23
37.63,7.76
15.89,76.82
60.05,99.83
54.01,8.49
93.16,62.07
63.65,89.18
39.64,70.06
28.52,60.47
59.01,31.38
94.28,11.8
35.04,22.37
22.47,58.67
68.51,95.18
23.71,59.22
4.68,61.74
53.72,9.14
57.88,32.44
2.13,86.7
57.48,93.59
67.94,15.03
7.09,4.64
91.16,80.92
55.63,43.91
80.47,27.59
24.25,12.75
23.41,17.33
81.65,97.13
84.38,84.49
8.32,52.4
93.18,8.48
98.96,6.31
7.94,66.63
25.89,38.34
76.1,57.08
40.24,13.75
89.16,56.4
15.14,48.45
13.56,21.67
6.01,67.92
48.84,43.87
2.12,48.06
27.8,58.03
99.36,96.23
