interconnector_1_price,interconnector_2_price,interconnector_3_price,weather/wind_offshore_baseline,weather/wind_inland_baseline,weather/solar_pv_profile_1
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,0.991372536,0.000115407
0,20.91137147,0,1,0.959242792,0.019187457
0,20.91137147,0,1,0.955363384,0.069900603
0,20.91137147,0,1,0.971894013,0.115611409
0,18.83947338,0,1,1,0.147040822
0,18.83947338,0,1,1,0.150919464
0,20.91137147,0,1,1,0.125091963
0,20.91137147,0,1,1,0.06096856
0,20.91137147,0,1,0.991159817,0.002171152
0,20.91137147,0,1,0.953732182,0
0,22.55409067,0,1,0.920064615,0
0,20.91137147,0,1,0.917715458,0
0,20.91137147,0,0.929344015,0.911252542,0
0,20.91137147,0,1,0.872152483,0
0,20.91137147,0,0.595670942,0.800932534,0
0,20.91137147,0,0.696164697,0.719525774,0
0,0,0,0.821687593,0.644597193,0
0,362.5821663,0,0.738495833,0.584604454,0
0,362.5821663,0,0.85224912,0.52015388,0
0,362.5821663,0,0.820556897,0.455079332,0
0,262.1839044,0,0.767917104,0.447629378,0
0,0,0,0.702879345,0.478792996,0
0,362.5821663,0,0.474011475,0.527743723,0
0,362.5821663,406.7430754,0.885368835,0.629712909,0
0,20.91137147,0,0.925533601,0.814411194,0.000114908
0,362.5821663,0,1,1,0.01022885
0,20.91137147,406.7430754,1,1,0.023376227
0,20.91137147,0,1,1,0.028241321
0,362.5821663,0,1,1,0.026649669
484.5685039,362.5821663,406.7430754,1,1,0.025085403
0,0,0,1,1,0.031050878
0,61.7277639,0,1,1,0.020457315
0.019778306,20.91137147,0,1,1,0.00136644
0,102.5441563,0,1,1,0
0,0,406.7430754,1,1,0
0,61.7277639,169.3545352,1,1,0
0,61.7277639,0.016601758,1,1,0
0,0.014799272,67.8015804,1,1,0
0,61.7277639,0,1,1,0
0,20.91137147,406.7430754,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0
0,20.91137147,0,1,1,0.000279558
0,20.91137147,0,1,1,0.022255179
0,20.91137147,0.016601758,1,1,0.044090852
