interconnector_1_price,interconnector_2_price,interconnector_3_price,weather/wind_offshore_baseline,weather/wind_inland_baseline,weather/solar_pv_profile_1
0,16.82378832,0,1,1,0
0,16.82378832,0,1,1,0
0,16.82378832,0,1,1,0
0,16.82378832,0,1,1,0
0,16.82378832,0,1,0.99885439,0
0,16.82378832,0,1,0.981145063,0
0,16.82378832,0,1,0.963467045,0
0,16.82378832,0,1,0.933632023,0
0,16.82378832,0,1,0.88149324,0.000115407
0,16.82378832,0,1,0.852924613,0.019187457
0,16.82378832,0,1,0.849475182,0.069900603
0,16.82378832,0,1,0.86417363,0.115611409
0,15.15688785,0,1,0.904617257,0.147040822
0,15.15688785,0,1,0.927258268,0.150919464
0,16.82378832,0,1,0.914016639,0.125091963
0,16.82378832,0,1,0.894736259,0.06096856
0,16.82378832,0,1,0.881304099,0.002171152
0,16.82378832,0,1,0.848024775,0
0,18.14540226,0,1,0.818088771,0
0,16.82378832,0,1,0.815999984,0
0,16.82378832,0,0.929344015,0.810253388,0
0,16.82378832,0,1,0.775487004,0
0,16.82378832,0,0.595670942,0.712160756,0
0,16.82378832,0,0.696164697,0.639776757,0
0,0,0,0.821687593,0.573152925,0
0,291.7075823,0,0.738495833,0.519809512,0
0,291.7075823,0,0.85224912,0.462502352,0
0,291.7075823,0,0.820556897,0.404640376,0
0,210.9343481,0,0.767917104,0.398016141,0
0,0,0,0.702879345,0.425725723,0
0,291.7075823,0,0.474011475,0.469250971,0
0,291.7075823,338.5943932,0.885368835,0.559918348,0
0,16.82378832,0,0.925533601,0.724145502,0.000114908
0,291.7075823,0,1,0.900904737,0.01022885
0,16.82378832,338.5943932,1,0.986610189,0.023376227
0,16.82378832,0,1,1,0.028241321
0,291.7075823,0,1,1,0.026649669
389.8490325,291.7075823,338.5943932,1,1,0.025085403
0,0,0,1,1,0.031050878
0,49.66172758,0,1,1,0.020457315
0.015912205,16.82378832,0,1,0.994080646,0.00136644
0,82.49966685,0,1,0.993262421,0
0,0,338.5943932,1,0.993226944,0
0,49.66172758,140.9796492,1,0.995450908,0
0,49.66172758,0.013820179,1,0.999096748,0
0,0.011906432,56.44161233,1,0.999443081,0
0,49.66172758,0,1,0.995422377,0
0,16.82378832,338.5943932,1,0.990248442,0
0,16.82378832,0,1,0.990232093,0
0,16.82378832,0,1,0.990253679,0
0,16.82378832,0,1,0.990216385,0
0,16.82378832,0,1,0.9894206,0
0,16.82378832,0,1,0.985192161,0
0,16.82378832,0,1,0.975560146,0
0,16.82378832,0,1,0.975560253,0
0,16.82378832,0,1,1,0
0,16.82378832,0,1,1,0.000279558
0,16.82378832,0,1,0.987704219,0.022255179
0,16.82378832,0.013820179,1,0.980937007,0.044090852
0,16.82378832,0.027640359,1,0.984981647,0.07544265
0,16.82378832,0.027640359,1,0.992487047,0.088375166
0,16.82378832,0.013820179,1,0.996169006,0.067860376
0,16.82378832,19.50027302,1,0.995402714,0.038828933
0,16.82378832,19.51409319,1,0.992325796,0.013881559
0,22.43171776,26.00957747,1,0.990075757,0.000812306
0,22.43171776,26.00957747,1,0.988913871,0
0,22.43171776,26.02339765,1,0.975571152,0
0,22.43171776,26.02339765,1,0.953060938,0
0,22.41981133,26.00957747,1,0.972494554,0
0,21.63398682,25.09744564,1,0.998875549,0
0,16.82378832,19.47263266,1,1,0
0,16.82378832,0,1,1,0
0,16.82378832,0,1,0.999606362,0
0,16.82378832,0,1,0.991933834,0
0,16.82378832,0,1,0.987838542,0
0,16.82378832,0,1,0.976326544,0
0,16.82378832,0,1,0.959762539,0
0,16.82378832,0,1,0.93721674,0
0,16.82378832,0,1,0.913430513,0
0,16.82378832,0,1,0.848626822,0
0,16.82378832,0,1,0.688351662,0.000291954
0,16.82378832,0,1,0.484223514,0.055689617
0,16.82378832,0,0.826070017,0.315991792,0.179950293
0,16.82378832,0,0.69089333,0.202126772,0.262133643
0,16.82378832,0,0.757873233,0.143538897,0.291875787
0.047736616,16.82378832,0.027640359,0.514527356,0.124625795,0.26434932
22.49985845,16.82378832,19.52791337,0.398527452,0.11594387,0.176668274
22.49985845,16.82378832,19.52791337,0.361864136,0.114135482,0.059538495
48.15033356,36.01695659,41.80604243,0.303337076,0.1338947,0.002068088
48.16624577,36.02886302,41.83368279,0.390684136,0.175513892,0
48.16624577,36.02886302,41.83368279,0.259428528,0.232147302,0
48.16624577,36.02886302,41.83368279,0.210288591,0.287203569,0
48.15033356,36.01695659,41.83368279,0.761824006,0.353737212,0
48.11850915,36.01695659,41.83368279,0.839468315,0.434641564,0
0,29.77798626,34.57808865,0.92541439,0.529486836,0
0,29.7541734,34.52280793,1,0.646079985,0
0,16.82378832,19.51409319,0.605040104,0.762075682,0
0,16.82378832,14.6355699,0.751499995,0.842962723,0
0,16.82378832,14.6355699,0.85333187,0.847684106,0
0,16.82378832,0.013820179,1,0.74752673,0
0,16.82378832,0,1,0.610773639,0
0,16.82378832,0,1,0.524225063,0
0,16.82378832,0,0.915794638,0.48548136,0
0,16.82378832,0,1,0.458703382,0
0,16.82378832,0,0.618680301,0.447100232,0.00037564
0,16.82378832,14.6355699,0.58246486,0.436114625,0.066826807
0,16.82378832,14.6355699,0.908450909,0.396637223,0.188986976
0,16.82378832,14.6355699,0.502779474,0.365566476,0.265768266
0,16.82378832,14.6355699,0.372240437,0.386385956,0.294084231
0,16.82378832,19.48645284,0.253941915,0.418644877,0.276170834
0,16.82378832,19.51409319,0.260422196,0.415054924,0.209709445
22.45212183,16.82378832,19.51409319,0.375924686,0.374484348,0.098116072
22.45212183,16.82378832,19.51409319,0.362734972,0.326900567,0.004419401
22.45212183,16.82378832,19.51409319,0.29495912,0.311929199,0
22.45212183,16.82378832,19.51409319,0.589085066,0.313081147,0
22.45212183,16.82378832,19.51409319,1,0.302458863,0
22.45212183,16.82378832,19.51409319,1,0.283165767,0
22.45212183,16.82378832,19.51409319,1,0.265126563,0
16.83511332,16.82378832,14.6355699,1,0.255300491,0
0.015912205,16.82378832,0.027640359,0.630420795,0.24856929,0
0,16.82378832,0.013820179,0.410006059,0.245803761,0
0,16.82378832,0.013820179,0.511864296,0.250798277,0
0,16.82378832,0.013820179,0.242545438,0.251581345,0
0,16.82378832,0.013820179,0.200473438,0.245325456,0
0,16.82378832,0.013820179,0.393402673,0.23860601,0
0,16.82378832,0.013820179,0.317501918,0.229939686,0
0.015912205,16.82378832,0.013820179,0.291919451,0.213511714,0
0.031824411,16.82378832,0.027640359,0.393294036,0.188140223,0
22.46803404,16.82378832,19.52791337,0.489443606,0.166019085,0.000234073
22.46803404,16.82378832,19.52791337,0.694298889,0.157074926,0.025206799
22.49985845,16.82378832,19.52791337,0.708040481,0.145720225,0.0713789
22.49985845,16.82378832,19.52791337,0.273787034,0.118662167,0.104486044
22.49985845,16.82378832,19.54173355,0.301885104,0.096920103,0.107181137
22.51577065,16.82378832,19.54173355,0.555551949,0.087311768,0.091796404
22.54759506,16.82378832,19.55555373,0.407286797,0.081058647,0.064599191
22.57941947,16.82378832,19.58319409,0.136615217,0.075816066,0.028442012
22.57941947,16.82378832,19.58319409,0.110806148,0.07429012,0.001667248
63.93524133,22.43171776,55.50184013,0.059833791,0.082897842,0
65.01727129,16.82378832,56.44161233,0.043857851,0.095014762,0
65.01727129,16.82378832,56.44161233,0,0.105947559,0
65.00135909,16.82378832,56.44161233,0.018934624,0.128232524,0
22.53168286,16.82378832,19.55555373,0.063211843,0.18103138,0
22.48394624,16.82378832,19.54173355,0.142922737,0.273523707,0
22.46803404,16.82378832,19.52791337,0.233058803,0.389262193,0
0,16.82378832,19.51409319,0.584811133,0.515350683,0
0,16.82378832,0,0.933209326,0.604821018,0
0,16.82378832,0,0.884873015,0.673798329,0
0,16.82378832,0,0.88164678,0.717086242,0
0,16.82378832,0,0.614027442,0.757131496,0
0,16.82378832,0,0.643078333,0.795425106,0
0,16.82378832,0,0.714182683,0.829854881,0
0,16.82378832,0,0.746856841,0.85356449,0
0,16.82378832,0,0.805117523,0.862506832,0.000576094
0,16.82378832,0,0.70343803,0.863968993,0.06378403
0,16.82378832,0,0.669039147,0.871705424,0.165589007
0,16.82378832,0,1,0.900438187,0.220494255
0,16.82378832,0,1,0.937699852,0.225751027
0,16.82378832,0,1,0.957335754,0.192284202
0,16.82378832,0,1,0.964918948,0.138572539
0,16.82378832,0,1,0.960309126,0.066467096
0,16.82378832,0,1,0.939348484,0.004869742
0,16.82378832,0,1,0.914538755,0
0,16.82378832,19.48645284,1,0.886915089,0
0,16.82378832,19.50027302,1,0.870244331,0
0,16.82378832,19.50027302,1,0.868471742,0
0,16.82378832,0.013820179,1,0.873222084,0
0,16.82378832,0.013820179,1,0.858901919,0
0,16.82378832,0,1,0.840702319,0
0,16.82378832,0,1,0.835656723,0
0,16.82378832,0,1,0.837210891,0
0,16.82378832,0,1,0.853676799,0
0,16.82378832,0,1,0.887790804,0
0,16.82378832,0,1,0.908611994,0
0,16.82378832,0,1,0.917121341,0
0,16.82378832,0,1,0.921042452,0
0,16.82378832,0,1,0.883290728,0
0,16.82378832,0,1,0.77403446,0.00060171
0,16.82378832,0,1,0.677269988,0.06605586
0,16.82378832,0,1,0.588549488,0.185030634
0,16.82378832,0,1,0.517345434,0.270938047
0,16.82378832,0,1,0.496389173,0.305216147
0,16.82378832,0,1,0.45950483,0.289775321
0,16.82378832,19.50027302,1,0.380883215,0.224415307
22.45212183,16.84760118,19.52791337,1,0.291936493,0.113082729
22.46803404,44.06570458,19.52791337,1,0.234875323,0.007692873
64.96953468,48.62586801,56.42779215,1,0.216649543,0
64.98544688,48.62586801,56.44161233,1,0.212149893,0
64.98544688,48.62586801,56.44161233,1,0.193872606,0
64.98544688,48.61396157,56.44161233,0.791941134,0.152567582,0
65.00135909,48.61396157,56.44161233,0.867285087,0.103340374,0
65.00135909,48.62586801,56.44161233,0.396897604,0.06590363,0
65.00135909,47.8043242,55.50184013,0.358481608,0.048651523,0
68.868025,16.88332048,19.58319409,0.328571325,0.049919542,0
68.868025,16.85950761,19.55555373,0.207580918,0.065894023,0
30.04224381,16.82378832,19.52791337,0.190605124,0.087755311,0
