interconnector_1_price,interconnector_2_price,interconnector_3_price,weather/wind_offshore_baseline,weather/wind_inland_baseline,weather/solar_pv_profile_1
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,0.984556268,0
0,20.32743102,0,1,0.954068191,0
0,20.32743102,0,1,0.900788148,0.000115407
0,20.32743102,0,1,0.871594186,0.019187457
0,20.32743102,0,1,0.868069249,0.069900603
0,20.32743102,0,1,0.88308943,0.115611409
0,18.31338973,0,1,0.924418324,0.147040822
0,18.31338973,0,1,0.947554921,0.150919464
0,20.32743102,0,1,0.934023447,0.125091963
0,20.32743102,0,1,0.914321042,0.06096856
0,20.32743102,0,1,0.900594866,0.002171152
0,20.32743102,0,1,0.866587095,0
0,21.92427804,0,1,0.835995825,0
0,20.32743102,0,1,0.833861317,0
0,20.32743102,0,0.929344015,0.827988935,0
0,20.32743102,0,1,0.792461553,0
0,20.32743102,0,0.595670942,0.727749164,0
0,20.32743102,0,0.696164697,0.65378076,0
0,0,0,0.821687593,0.585698606,0
0,352.4572257,0,0.738495833,0.531187565,0
0,352.4572257,0,0.85224912,0.472626014,0
0,352.4572257,0,0.820556897,0.413497504,0
0,254.8625392,0,0.767917104,0.406728272,0
0,0,0,0.702879345,0.435044386,0
0,352.4572257,0,0.474011475,0.479522353,0
0,352.4572257,395.3849617,0.885368835,0.572174339,0
0,20.32743102,0,0.925533601,0.739996242,0.000114908
0,352.4572257,0,1,0.92062454,0.01022885
0,20.32743102,395.3849617,1,1,0.023376227
0,20.32743102,0,1,1,0.028241321
0,352.4572257,0,1,1,0.026649669
471.0371508,352.4572257,395.3849617,1,1,0.025085403
0,0,0,1,1,0.031050878
0,60.00404443,0,1,1,0.020457315
0.019226006,20.32743102,0,1,1,0.00136644
0,99.68065784,0,1,1,0
0,0,395.3849617,1,1,0
0,60.00404443,164.6253875,1,1,0
0,60.00404443,0.016138162,1,1,0
0,0.014386009,65.90825239,1,1,0
0,60.00404443,0,1,1,0
0,20.32743102,395.3849617,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,0.996914074,0
0,20.32743102,0,1,0.996914183,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0.000279558
0,20.32743102,0,1,1,0.022255179
0,20.32743102,0.016138162,1,1,0.044090852
0,20.32743102,0.032276323,1,1,0.07544265
0,20.32743102,0.032276323,1,1,0.088375166
0,20.32743102,0.016138162,1,1,0.067860376
0,20.32743102,22.77094616,1,1,0.038828933
0,20.32743102,22.78708432,1,1,0.013881559
0,27.10324136,30.37202032,1,1,0.000812306
0,27.10324136,30.37202032,1,1,0
0,27.10324136,30.38815848,1,0.996925321,0
0,27.10324136,30.38815848,1,0.973922383,0
0,27.08885535,30.37202032,1,0.993781379,0
0,26.13937874,29.30690165,1,1,0
0,20.32743102,22.73866984,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,1,0
0,20.32743102,0,1,0.997697247,0
0,20.32743102,0,1,0.980770674,0
0,20.32743102,0,1,0.957731373,0
0,20.32743102,0,1,0.933424492,0
0,20.32743102,0,1,0.86720232,0
