interconnector_1_price,agriculture_electricity,buildings_appliances,buildings_cooling,weather/buildings_heating,electric_buses,electric_trucks,electric_vans,electric_ships,electric_vehicle_profile_1,electric_vehicle_profile_2,electric_vehicle_profile_3,electric_vehicle_profile_4,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity,weather/agriculture_heating,weather/solar_pv_profile_1,weather/solar_thermal,weather/wind_offshore_baseline,weather/wind_coastal_baseline,weather/wind_inland_baseline
14.46,4.36656E-08,4.35602E-08,4.35602E-08,7.16344E-08,2.52736E-08,1.03E-08,1.03E-08,3.84598E-08,3.51E-08,3.75E-08,1.50E-07,8.75E-08,3.5202E-08,3.5202E-08,3.39463E-08,3.44443E-08,4.29151E-08,7.16344E-08,0.528012247,0.200255931,0.3649743,0.341085,0.341085
14.46,4.42236E-08,4.41169E-08,4.41169E-08,7.02462E-08,2.99358E-08,2.15E-08,2.15E-08,3.84598E-08,2.94E-08,4.07E-08,7.51E-08,7.63E-08,3.38051E-08,3.38051E-08,3.42658E-08,3.44443E-08,4.37484E-08,7.02462E-08,0.538135896,0.044715924,0.3641755,0.321547,0.321547
14.46,4.32471E-08,4.31427E-08,4.31427E-08,6.74696E-08,2.46289E-08,3.60E-08,3.60E-08,3.84598E-08,1.90E-08,3.47E-08,0.00E+00,5.82E-08,3.32463E-08,3.32463E-08,3.44462E-08,3.4722E-08,4.31928E-08,6.74696E-08,0.477426989,0.035566859,0.3537156,0.29726,0.29726
26.01,3.96199E-08,3.95243E-08,3.95243E-08,6.24719E-08,1.95873E-08,4.66E-08,4.66E-08,5.15711E-08,2.81E-08,3.82E-08,3.18E-08,4.01E-08,3.29669E-08,3.29669E-08,3.44664E-08,3.4722E-08,3.9443E-08,6.24719E-08,0.336828522,0,0.3525616,0.292586,0.292586
30,3.30631E-08,3.29833E-08,3.29833E-08,5.55306E-08,2.24162E-08,5.55E-08,5.55E-08,5.59416E-08,4.66E-08,4.06E-08,0.00E+00,2.69E-08,3.46432E-08,3.46432E-08,3.43242E-08,3.41665E-08,3.30543E-08,5.55306E-08,0.151744778,0,0.3538695,0.248107,0.248107
45.19,2.51112E-08,2.50506E-08,2.50506E-08,5.08105E-08,2.84682E-08,7.55E-08,7.55E-08,5.59416E-08,5.67E-08,4.43E-08,3.46E-08,2.04E-08,4.55391E-08,4.55391E-08,3.40361E-08,3.41665E-08,2.5138E-08,5.08105E-08,0.014645153,0,0.321354,0.191956,0.191956
45.18,2.37161E-08,2.36589E-08,2.36589E-08,4.6368E-08,5.2845E-08,1.27E-07,1.27E-07,5.59416E-08,5.92E-08,5.12E-08,0.00E+00,1.72E-08,5.11267E-08,5.11267E-08,4.22996E-08,3.52776E-08,2.36102E-08,4.6368E-08,0,0,0.2313356,0.177291,0.177291
45.18,2.45532E-08,2.44939E-08,2.44939E-08,4.33138E-08,6.19626E-08,1.58E-07,1.58E-07,5.59416E-08,5.30E-08,5.37E-08,2.60E-08,1.60E-08,5.14061E-08,5.14061E-08,5.39096E-08,3.55554E-08,2.45824E-08,4.33138E-08,0,0,0.1429672,0.160447,0.160447
45.18,2.34371E-08,2.33806E-08,2.33806E-08,4.6368E-08,7.34519E-08,1.44E-07,1.44E-07,5.29447E-08,5.04E-08,4.01E-08,0.00E+00,1.26E-08,4.80535E-08,4.80535E-08,4.53443E-08,3.4722E-08,2.33325E-08,4.6368E-08,0,0,0.1265295,0.145124,0.145124
43.01,2.0926E-08,2.08755E-08,2.08755E-08,4.69233E-08,5.84606E-08,1.07E-07,1.07E-07,4.39541E-08,4.66E-08,3.95E-08,3.46E-08,9.22E-09,4.44216E-08,4.44216E-08,3.21723E-08,3.30554E-08,2.08326E-08,4.69233E-08,0,0,0.1870615,0.155794,0.155794
43,1.82754E-08,1.82313E-08,1.82313E-08,4.6368E-08,6.90905E-08,7.33E-08,7.33E-08,4.39541E-08,3.59E-08,3.61E-08,0.00E+00,6.94E-09,3.99515E-08,3.99515E-08,3.14593E-08,3.08332E-08,1.83327E-08,4.6368E-08,0,0,0.3804526,0.177475,0.177475
30,3.0552E-08,3.04782E-08,3.04782E-08,3.94267E-08,5.46962E-08,5.01E-08,5.01E-08,4.39541E-08,3.78E-08,3.13E-08,0.00E+00,4.64E-09,3.54814E-08,3.54814E-08,0,3.02776E-08,3.02767E-08,3.94267E-08,0,0,0.5811306,0.235232,0.235232
25,2.81804E-08,2.81124E-08,2.81124E-08,1.3605E-08,5.26635E-08,3.55E-08,3.55E-08,0,4.75E-08,2.60E-08,0,3.95E-09,2.96144E-08,2.96144E-08,0,2.8611E-08,2.79156E-08,1.3605E-08,0,0,0.715182299,0.320251,0.320251
25,2.88779E-08,2.88082E-08,2.88082E-08,1.05508E-08,3.48125E-08,2.47E-08,2.47E-08,0,3.90E-08,2.22E-08,0,3.18E-09,2.3468E-08,2.3468E-08,0,2.83332E-08,2.86101E-08,1.05508E-08,0,0,0.791462799,0.357051,0.357051
25,2.81804E-08,2.81124E-08,2.81124E-08,1.19391E-08,2.10645E-08,2.00E-08,2.00E-08,0,3.30E-08,1.47E-08,2.89E-09,2.75E-09,2.03948E-08,2.03948E-08,0,2.8611E-08,2.77768E-08,1.19391E-08,0,0,0.852205799,0.367895,0.367895
30,2.85989E-08,2.85299E-08,2.85299E-08,1.3605E-08,3.60948E-08,1.56E-08,1.56E-08,0,2.19E-08,8.20E-09,0,2.18E-09,1.84391E-08,1.84391E-08,0,2.83332E-08,2.81934E-08,1.3605E-08,0,0,0.856489899,0.374795,0.374795
26,2.83199E-08,2.82515E-08,2.82515E-08,1.72145E-08,3.89702E-08,1.27E-08,1.27E-08,0,1.03E-08,7.02E-09,1.30E-08,1.80E-09,1.81598E-08,1.81598E-08,0,2.8611E-08,2.80545E-08,1.72145E-08,0,0,0.848127099,0.376337,0.376337
26,2.85989E-08,2.85299E-08,2.85299E-08,1.80474E-08,2.30813E-08,1.05E-08,1.05E-08,0,5.11E-09,3.57E-09,0,1.41E-09,1.87185E-08,1.87185E-08,5.29147E-08,2.94443E-08,2.83323E-08,1.80474E-08,0,0,0.894246599,0.387157,0.387157
30,2.94359E-08,2.93649E-08,2.93649E-08,1.80474E-08,8.37044E-09,8.79E-09,8.79E-09,0,1.28E-09,1.45E-09,0,6.74E-09,2.06742E-08,2.06742E-08,1.01912E-07,3.13887E-08,2.93045E-08,1.80474E-08,0,0,0.914800399,0.434648,0.434648
26,3.12495E-08,3.11741E-08,3.11741E-08,1.52709E-08,1.64921E-08,7.21E-09,7.21E-09,0,5.11E-09,1.84E-09,0,8.50E-08,2.5703E-08,2.5703E-08,1.14276E-07,3.36109E-08,3.08322E-08,1.52709E-08,0.042313996,0,0.900960099,0.479537,0.479537
0.01,3.65508E-08,3.64626E-08,3.64626E-08,1.38826E-08,2.43732E-08,4.65E-09,4.65E-09,0,1.28E-09,4.18E-09,8.66E-08,2.01E-07,3.29669E-08,3.29669E-08,6.81256E-08,3.36109E-08,3.63875E-08,1.38826E-08,0.123441145,0,0.900034899,0.501408,0.501408
0.01,4.1573E-08,4.14727E-08,4.14727E-08,2.74876E-08,2.77708E-08,6.05E-09,6.05E-09,0,8.76E-09,9.59E-09,1.41E-07,1.78E-07,3.91133E-08,3.91133E-08,3.89708E-08,3.38887E-08,4.12485E-08,2.74876E-08,0.197736556,0.131634993,0.925373299,0.456774,0.456774
0,4.47817E-08,4.46736E-08,4.46736E-08,5.80294E-08,2.19173E-08,6.20E-09,6.20E-09,0,1.06E-08,1.64E-08,9.67E-08,1.24E-07,4.13484E-08,4.13484E-08,4.01594E-08,3.36109E-08,4.44428E-08,5.80294E-08,0.300489549,0.218554061,0.922529099,0.468752,0.468752
0,4.53397E-08,4.52303E-08,4.52303E-08,5.94177E-08,2.95887E-08,8.32E-09,8.32E-09,0,1.62E-08,1.97E-08,0,8.76E-08,4.19071E-08,4.19071E-08,4.1309E-08,3.36109E-08,4.51372E-08,5.94177E-08,0.382632362,0.213980118,0.933640599,0.505362,0.505362
0,4.25496E-08,4.24469E-08,4.24469E-08,5.83071E-08,2.4207E-08,1.13E-08,1.13E-08,0,2.00E-08,2.18E-08,6.06E-08,8.42E-08,4.24659E-08,4.24659E-08,4.23149E-08,3.30554E-08,4.22207E-08,5.83071E-08,0.349255409,0,0.954196099,0.601486999,0.601486999
0,4.11545E-08,4.10552E-08,4.10552E-08,5.77518E-08,2.58392E-08,2.34E-08,2.34E-08,0,1.39E-08,2.65E-08,1.34E-07,7.33E-08,4.05102E-08,4.05102E-08,4.30739E-08,3.22221E-08,4.06929E-08,5.77518E-08,0.251935618,0,0.960838699,0.679516999,0.679516999
0,4.03175E-08,4.02202E-08,4.02202E-08,5.46976E-08,2.12657E-08,3.55E-08,3.55E-08,0,1.87E-08,3.51E-08,0,5.61E-08,4.05102E-08,4.05102E-08,4.35024E-08,3.19443E-08,3.98596E-08,5.46976E-08,0.160752797,0,0.962073999,0.665641999,0.665641999
0.03,3.92014E-08,3.91068E-08,3.91068E-08,4.94222E-08,1.40361E-08,4.55E-08,4.55E-08,0,2.97E-08,4.20E-08,8.08E-08,4.04E-08,3.85546E-08,3.85546E-08,4.35509E-08,3.19443E-08,3.87486E-08,4.94222E-08,0.081092161,0,0.962361299,0.643207999,0.643207999
26,3.69693E-08,3.68801E-08,3.68801E-08,3.80384E-08,2.16791E-08,5.26E-08,5.26E-08,0,3.80E-08,4.77E-08,2.45E-07,2.58E-08,3.88339E-08,3.88339E-08,4.32135E-08,3.19443E-08,3.63875E-08,3.80384E-08,0.026842116,0,0.961990799,0.676520999,0.676520999
26,3.50162E-08,3.49317E-08,3.49317E-08,2.05463E-08,3.01501E-08,7.65E-08,7.65E-08,0,3.65E-08,5.29E-08,1.01E-07,2.04E-08,5.00092E-08,5.00092E-08,4.25295E-08,3.22221E-08,3.41654E-08,2.05463E-08,0.00011996,0,0.961117499,0.673358999,0.673358999
25,3.39001E-08,3.38183E-08,3.38183E-08,1.88804E-08,4.97469E-08,1.23E-07,1.23E-07,0,5.13E-08,5.56E-08,5.92E-08,1.78E-08,5.5038E-08,5.5038E-08,5.12115E-08,3.24998E-08,3.33321E-08,1.88804E-08,0,0,0.957248999,0.664922999,0.664922999
26,3.45977E-08,3.45142E-08,3.45142E-08,1.61039E-08,7.05606E-08,1.55E-07,1.55E-07,0,6.34E-08,4.96E-08,0,1.72E-08,5.33617E-08,5.33617E-08,6.3524E-08,3.22221E-08,3.43043E-08,1.61039E-08,0,0,0.950044499,0.629265999,0.629265999
26,3.27841E-08,3.2705E-08,3.2705E-08,1.55486E-08,7.60955E-08,1.47E-07,1.47E-07,0,8.76E-08,3.87E-08,4.19E-08,1.41E-08,4.77741E-08,4.77741E-08,5.33675E-08,3.19443E-08,3.29154E-08,1.55486E-08,0,0,0.944478199,0.595998999,0.595998999
26,3.22261E-08,3.21483E-08,3.21483E-08,1.69368E-08,5.86561E-08,1.09E-07,1.09E-07,0,9.91E-08,4.09E-08,0,1.00E-08,4.3304E-08,4.3304E-08,3.81051E-08,3.1111E-08,3.20821E-08,1.69368E-08,0,0,0.940755999,0.586809999,0.586809999
25,3.09705E-08,3.08958E-08,3.08958E-08,2.77653E-08,5.98111E-08,7.60E-08,7.60E-08,0,9.06E-08,3.83E-08,0,6.48E-09,3.88339E-08,3.88339E-08,3.64124E-08,2.97221E-08,3.08322E-08,2.77653E-08,0,0,0.938439299,0.600048999,0.600048999
25,2.9994E-08,2.99216E-08,2.99216E-08,2.22122E-08,4.89438E-08,5.34E-08,5.34E-08,0,8.05E-08,2.85E-08,8.66E-09,4.98E-09,3.38051E-08,3.38051E-08,0,2.94443E-08,2.986E-08,2.22122E-08,0,0,0.939071299,0.616697999,0.616697999
25,2.81804E-08,2.81124E-08,2.81124E-08,1.05508E-08,4.58801E-08,3.56E-08,3.56E-08,0,6.08E-08,1.86E-08,0,3.79E-09,2.76587E-08,2.76587E-08,0,2.80554E-08,2.80545E-08,1.05508E-08,0,0,0.941118199,0.619834999,0.619834999
25,2.88779E-08,2.88082E-08,2.88082E-08,9.71785E-09,3.08746E-08,2.76E-08,2.76E-08,0,4.70E-08,1.44E-08,1.15E-08,2.95E-09,2.3468E-08,2.3468E-08,0,2.77776E-08,2.86101E-08,9.71785E-09,0,0,0.940273299,0.603336999,0.603336999
25,2.81804E-08,2.81124E-08,2.81124E-08,8.05193E-09,1.92952E-08,2.10E-08,2.10E-08,0,2.54E-08,1.10E-08,0,2.28E-09,2.01154E-08,2.01154E-08,0,2.77776E-08,2.79156E-08,8.05193E-09,0,0,0.931118699,0.586804999,0.586804999
25,2.83199E-08,2.82515E-08,2.82515E-08,8.60724E-09,3.01573E-08,1.63E-08,1.63E-08,0,1.59E-08,5.58E-09,0,1.95E-09,1.84391E-08,1.84391E-08,0,2.77776E-08,2.84712E-08,8.60724E-09,0,0,0.923245499,0.554194999,0.554194999
25,2.81804E-08,2.81124E-08,2.81124E-08,7.77428E-09,3.2503E-08,1.30E-08,1.30E-08,0,7.30E-09,2.23E-09,0,1.76E-09,1.78804E-08,1.78804E-08,0,2.77776E-08,2.83323E-08,7.77428E-09,0,0,0.924187599,0.488553,0.488553
25,2.80409E-08,2.79732E-08,2.79732E-08,8.88489E-09,2.89141E-08,1.05E-08,1.05E-08,0,2.98E-09,8.36E-10,2.02E-08,1.56E-09,1.78804E-08,1.78804E-08,5.48438E-08,2.8611E-08,2.76379E-08,8.88489E-09,0,0,0.923611099,0.443385,0.443385
25,2.77618E-08,2.76948E-08,2.76948E-08,1.74921E-08,1.59513E-08,8.45E-09,8.45E-09,0,2.01E-09,2.17E-09,0,6.60E-09,1.95567E-08,1.95567E-08,1.05627E-07,2.99999E-08,2.7499E-08,1.74921E-08,0,0,0.913056899,0.42003,0.42003
14.45,2.70643E-08,2.6999E-08,2.6999E-08,1.49933E-08,5.28903E-09,6.94E-09,6.94E-09,0,0,9.76E-09,0,8.26E-08,2.29092E-08,2.29092E-08,1.18979E-07,3.1111E-08,2.69434E-08,1.49933E-08,0.00042386,0,0.896346599,0.400173,0.400173
5.450538827,2.76223E-08,2.75557E-08,2.75557E-08,1.22167E-08,2.74587E-09,5.16E-09,5.16E-09,0,1.16E-09,4.21E-08,8.23E-08,1.89E-07,3.10113E-08,3.10113E-08,7.13226E-08,3.13887E-08,2.76379E-08,1.22167E-08,0.018164988,0,0.912223999,0.406129,0.406129
5.450538827,2.95754E-08,2.95041E-08,2.95041E-08,1.80474E-08,5.46935E-09,5.79E-09,5.79E-09,0,4.80E-09,6.26E-08,0,1.73E-07,3.77164E-08,3.77164E-08,4.13026E-08,3.16665E-08,3.01378E-08,1.80474E-08,0.043922463,0,0.874873599,0.417122,0.417122
0,3.0831E-08,3.07566E-08,3.07566E-08,4.05373E-08,2.04078E-09,6.47E-09,6.47E-09,0,2.31E-09,3.91E-08,0,1.27E-07,4.19071E-08,4.19071E-08,4.2741E-08,3.16665E-08,3.06933E-08,4.05373E-08,0.069493,0,0.821044799,0.324886,0.324886
5.450538827,3.06915E-08,3.06174E-08,3.06174E-08,4.19256E-08,1.0806E-08,7.67E-09,7.67E-09,0,1.95E-09,2.70E-08,1.21E-07,9.41E-08,4.38628E-08,4.38628E-08,4.41323E-08,3.1111E-08,3.01378E-08,4.19256E-08,0.146052662,0,0.856152399,0.297557,0.297557
0.01,3.09705E-08,3.08958E-08,3.08958E-08,4.41468E-08,1.50156E-08,1.13E-08,1.13E-08,0,3.10E-09,2.74E-08,2.28E-07,9.03E-08,4.52597E-08,4.52597E-08,4.53496E-08,3.1111E-08,3.04155E-08,4.41468E-08,0.259440135,0,0.809109699,0.377682,0.377682
14.45,3.09705E-08,3.08958E-08,3.08958E-08,4.35915E-08,2.22221E-08,1.98E-08,1.98E-08,0,7.42E-09,2.96E-08,3.47E-08,7.54E-08,4.49803E-08,4.49803E-08,4.62683E-08,3.1111E-08,3.02767E-08,4.35915E-08,0.24803391,0,0.773622899,0.464232,0.464232
0.01,3.06915E-08,3.06174E-08,3.06174E-08,4.16479E-08,2.895E-08,3.17E-08,3.17E-08,0,6.87E-09,2.55E-08,1.39E-07,5.73E-08,4.16277E-08,4.16277E-08,4.67869E-08,3.1111E-08,2.986E-08,4.16479E-08,0.159687149,0,0.804517999,0.506617,0.506617
25,3.04125E-08,3.03391E-08,3.03391E-08,3.85937E-08,2.50472E-08,4.46E-08,4.46E-08,0,5.23E-09,2.35E-08,8.95E-08,4.09E-08,4.02308E-08,4.02308E-08,4.68455E-08,3.05554E-08,2.95822E-08,3.85937E-08,0.128453486,0,0.765263799,0.423789,0.423789
26,2.92964E-08,2.92257E-08,2.92257E-08,3.52619E-08,1.58067E-08,5.42E-08,5.42E-08,0,1.42E-08,3.27E-08,9.53E-08,2.65E-08,4.07896E-08,4.07896E-08,4.64372E-08,3.02776E-08,2.87489E-08,3.52619E-08,0.093557036,0,0.739753599,0.386198,0.386198
30,2.85989E-08,2.85299E-08,2.85299E-08,3.13748E-08,3.13118E-08,7.50E-08,7.50E-08,0,2.68E-08,4.89E-08,0,2.02E-08,5.11267E-08,5.11267E-08,4.56095E-08,3.05554E-08,2.81934E-08,3.13748E-08,0.016698473,0,0.729562499,0.41236,0.41236
30,2.9994E-08,2.99216E-08,2.99216E-08,2.721E-08,4.88892E-08,1.22E-07,1.22E-07,0,5.89E-08,7.91E-08,4.91E-08,1.94E-08,5.58762E-08,5.58762E-08,5.44421E-08,3.13887E-08,2.95822E-08,2.721E-08,0,0,0.735262899,0.414255,0.414255
30,3.1668E-08,3.15916E-08,3.15916E-08,1.97134E-08,5.01354E-08,1.58E-07,1.58E-07,0,9.49E-08,7.58E-08,5.20E-08,1.76E-08,5.47586E-08,5.47586E-08,6.70078E-08,3.13887E-08,3.12488E-08,1.97134E-08,0,0,0.759365399,0.412367,0.412367
30,3.09705E-08,3.08958E-08,3.08958E-08,1.72145E-08,3.91312E-08,1.46E-07,1.46E-07,0,9.75E-08,5.39E-08,2.02E-08,1.34E-08,5.05679E-08,5.05679E-08,5.62745E-08,3.13887E-08,3.05544E-08,1.72145E-08,0,0,0.744201299,0.369865,0.369865
30,3.0273E-08,3.01999E-08,3.01999E-08,1.61039E-08,3.32758E-08,1.12E-07,1.12E-07,0,8.95E-08,5.51E-08,1.88E-08,9.53E-09,4.55391E-08,4.55391E-08,4.0255E-08,3.08332E-08,2.97211E-08,1.61039E-08,0,0,0.6637241,0.340478,0.340478
30,2.98544E-08,2.97824E-08,2.97824E-08,1.49933E-08,4.07601E-08,7.81E-08,7.81E-08,0,8.97E-08,4.87E-08,2.60E-08,6.27E-09,4.05102E-08,4.05102E-08,3.82066E-08,2.91665E-08,2.95822E-08,1.49933E-08,0,0,0.6584607,0.330967,0.330967
30,2.94359E-08,2.93649E-08,2.93649E-08,1.49933E-08,3.59839E-08,5.12E-08,5.12E-08,1.23621E-08,8.56E-08,3.81E-08,0.00E+00,4.99E-09,3.21288E-08,3.21288E-08,0,2.88887E-08,2.91656E-08,1.49933E-08,0,0,0.6817602,0.339165,0.339165
30,2.79014E-08,2.7834E-08,2.7834E-08,1.11061E-08,4.65462E-08,0.00E+00,0.00E+00,4.99062E-08,6.33E-08,2.75E-08,8.66E-09,0.00E+00,2.48649E-08,2.48649E-08,0,2.80554E-08,2.79156E-08,1.11061E-08,0,0,0.719263199,0.376943,0.376943
25,2.91569E-08,2.90865E-08,2.90865E-08,8.60724E-09,4.39294E-08,0.00E+00,0.00E+00,5.12798E-08,4.36E-08,1.40E-08,0.00E+00,0.00E+00,2.09536E-08,2.09536E-08,0,2.80554E-08,2.90267E-08,8.60724E-09,0,0,0.657962,0.382755,0.382755
30,2.85989E-08,2.85299E-08,2.85299E-08,6.94132E-09,3.36964E-08,0.00E+00,0.00E+00,5.12798E-08,3.47E-08,6.47E-09,0.00E+00,0.00E+00,1.84391E-08,1.84391E-08,0,2.80554E-08,2.84712E-08,6.94132E-09,0,0,0.535174,0.337181,0.337181
25,2.88779E-08,2.88082E-08,2.88082E-08,7.49663E-09,3.23399E-08,0.00E+00,0.00E+00,5.12798E-08,2.09E-08,5.13E-09,0.00E+00,0.00E+00,1.73216E-08,1.73216E-08,0,2.80554E-08,2.86101E-08,7.49663E-09,0,0,0.4341315,0.29417,0.29417
25,2.95754E-08,2.95041E-08,2.95041E-08,9.71785E-09,3.23213E-08,0.00E+00,0.00E+00,5.12798E-08,8.94E-09,1.90E-09,0.00E+00,0.00E+00,1.73216E-08,1.73216E-08,0,2.83332E-08,2.93045E-08,9.71785E-09,0,0,0.4066954,0.289315,0.289315
25,3.09705E-08,3.08958E-08,3.08958E-08,1.52709E-08,2.82609E-08,0.00E+00,0.00E+00,4.57855E-08,2.98E-09,5.58E-10,0.00E+00,0.00E+00,1.87185E-08,1.87185E-08,4.60955E-08,2.94443E-08,3.06933E-08,1.52709E-08,0,0,0.3908382,0.267464,0.267464
30,3.68298E-08,3.67409E-08,3.67409E-08,2.24899E-08,1.52484E-08,0.00E+00,0.00E+00,2.93027E-08,0.00E+00,1.17E-09,0.00E+00,0.00E+00,2.26299E-08,2.26299E-08,8.87783E-08,3.1111E-08,3.66653E-08,2.24899E-08,0,0,0.3794786,0.242239,0.242239
45.19,3.0273E-08,3.01999E-08,3.01999E-08,4.44245E-08,1.14258E-08,0.00E+00,0.00E+00,2.93027E-08,0.00E+00,9.81E-09,1.73E-08,0.00E+00,2.84968E-08,2.84968E-08,9.76685E-08,3.36109E-08,3.04155E-08,4.44245E-08,0.069260077,0,0.3420704,0.230667,0.230667
45.18,4.31076E-08,4.30036E-08,4.30036E-08,4.27585E-08,7.28494E-09,0.00E+00,0.00E+00,2.93027E-08,3.59E-09,3.10E-08,2.89E-08,0.00E+00,3.21288E-08,3.21288E-08,5.68481E-08,3.38887E-08,4.34706E-08,4.27585E-08,0.212302735,0.16365849,0.3183669,0.215435,0.215435
30,4.65953E-08,4.64828E-08,4.64828E-08,4.60904E-08,7.76964E-09,0.00E+00,0.00E+00,2.93027E-08,9.12E-09,5.64E-08,2.16E-08,0.00E+00,3.43638E-08,3.43638E-08,3.07596E-08,3.41665E-08,4.72205E-08,4.60904E-08,0.394054582,0.346645693,0.3156354,0.192744,0.192744
30,4.82693E-08,4.81528E-08,4.81528E-08,5.08105E-08,9.57581E-09,0.00E+00,0.00E+00,3.10197E-08,9.25E-09,3.59E-08,1.52E-07,0.00E+00,3.49226E-08,3.49226E-08,3.10721E-08,3.41665E-08,4.87482E-08,5.08105E-08,0.541108912,0.488460333,0.3047248,0.149842,0.149842
25,4.91064E-08,4.89879E-08,4.89879E-08,5.02552E-08,1.06341E-08,0.00E+00,0.00E+00,3.67429E-08,7.30E-09,2.39E-08,3.75E-08,0.00E+00,3.54814E-08,3.54814E-08,3.13741E-08,3.41665E-08,4.94426E-08,5.02552E-08,0.590325623,0.515908708,0.4203489,0.21202,0.21202
25,4.52002E-08,4.50911E-08,4.50911E-08,5.02552E-08,1.4897E-08,0.00E+00,0.00E+00,3.84598E-08,1.07E-08,2.95E-08,1.65E-07,0.00E+00,3.60401E-08,3.60401E-08,3.16384E-08,3.38887E-08,4.52761E-08,5.02552E-08,0.520250815,0.506759643,0.5157835,0.262979,0.262979
30,4.70138E-08,4.69003E-08,4.69003E-08,5.05328E-08,1.24698E-08,0.00E+00,0.00E+00,3.84598E-08,5.11E-09,2.84E-08,6.35E-08,0.00E+00,3.38051E-08,3.38051E-08,3.18378E-08,3.38887E-08,4.70816E-08,5.05328E-08,0.414764728,0.415265452,0.5600942,0.30328,0.30328
30,4.71533E-08,4.70395E-08,4.70395E-08,4.80339E-08,1.3265E-08,0.00E+00,0.00E+00,4.17377E-08,6.39E-09,2.66E-08,2.21E-07,0.00E+00,3.21288E-08,3.21288E-08,3.19502E-08,3.41665E-08,4.72205E-08,4.80339E-08,0.370706309,0.040141981,0.5668462,0.323072,0.323072
30,4.45027E-08,4.43953E-08,4.43953E-08,4.30362E-08,1.67018E-08,0.00E+00,0.00E+00,5.26637E-08,1.12E-08,2.75E-08,2.89E-08,0.00E+00,3.24082E-08,3.24082E-08,3.19628E-08,3.41665E-08,4.44428E-08,4.30362E-08,0.32106174,0.017268728,0.5417774,0.309015,0.309015
68.58,3.72483E-08,3.71584E-08,3.71584E-08,3.66502E-08,1.71485E-08,0.00E+00,0.00E+00,5.59416E-08,2.29E-08,2.95E-08,2.51E-07,0.00E+00,3.60401E-08,3.60401E-08,3.18737E-08,3.38887E-08,3.72208E-08,3.66502E-08,0.178947775,0,0.5318294,0.274835,0.274835
83.48,2.63668E-08,2.63031E-08,2.63031E-08,2.88759E-08,1.41585E-08,0.00E+00,0.00E+00,5.59416E-08,2.74E-08,4.56E-08,8.52E-08,0.00E+00,4.83329E-08,4.83329E-08,3.16936E-08,3.41665E-08,2.6249E-08,2.88759E-08,0.032563223,0,0.5045603,0.263985,0.263985
30,2.55297E-08,2.54681E-08,2.54681E-08,2.0824E-08,1.83597E-08,0.00E+00,0.00E+00,5.59416E-08,5.81E-08,6.36E-08,4.91E-08,0.00E+00,5.16855E-08,5.16855E-08,3.98363E-08,3.49998E-08,2.54157E-08,2.0824E-08,0,0,0.4773201,0.265765,0.265765
30,2.83199E-08,2.82515E-08,2.82515E-08,1.94357E-08,2.29611E-08,0.00E+00,0.00E+00,5.51923E-08,7.70E-08,6.59E-08,0.00E+00,0.00E+00,5.2803E-08,5.2803E-08,5.12452E-08,3.49998E-08,2.84712E-08,1.94357E-08,0,0,0.5018186,0.270404,0.270404
86.3,2.65063E-08,2.64423E-08,2.64423E-08,2.16569E-08,2.81564E-08,0.00E+00,0.00E+00,5.0697E-08,9.18E-08,5.49E-08,3.03E-08,0.00E+00,4.9171E-08,4.9171E-08,4.31204E-08,3.36109E-08,2.69434E-08,2.16569E-08,0,0,0.5410518,0.322909,0.322909
86.3,2.28791E-08,2.28239E-08,2.28239E-08,1.97134E-08,3.18039E-08,0.00E+00,0.00E+00,4.39541E-08,9.90E-08,4.84E-08,1.30E-08,0.00E+00,4.49803E-08,4.49803E-08,3.05287E-08,3.22221E-08,2.33325E-08,1.97134E-08,0,0,0.4655294,0.352781,0.352781
30,1.93914E-08,1.93446E-08,1.93446E-08,1.55486E-08,3.87913E-08,0.00E+00,0.00E+00,4.39541E-08,1.07E-07,4.28E-08,0.00E+00,0.00E+00,3.96721E-08,3.96721E-08,3.00832E-08,3.02776E-08,2.01381E-08,1.55486E-08,0,0,0.3971417,0.315125,0.315125
30,3.22261E-08,3.21483E-08,3.21483E-08,1.47156E-08,6.23733E-08,0.00E+00,0.00E+00,4.53277E-08,9.82E-08,3.40E-08,2.88E-09,0.00E+00,3.32463E-08,3.32463E-08,0,2.97221E-08,3.30543E-08,1.47156E-08,0,0,0.3708181,0.301428,0.301428
30,2.97149E-08,2.96432E-08,2.96432E-08,1.11061E-08,5.65868E-08,0.00E+00,0.00E+00,4.98146E-08,7.75E-08,2.03E-08,0.00E+00,0.00E+00,2.62618E-08,2.62618E-08,0,2.8611E-08,3.05544E-08,1.11061E-08,0,0,0.4009191,0.267604,0.267604
30,3.0273E-08,3.01999E-08,3.01999E-08,8.60724E-09,3.49175E-08,0.00E+00,0.00E+00,5.12798E-08,6.08E-08,1.33E-08,1.15E-08,0.00E+00,2.20711E-08,2.20711E-08,0,2.83332E-08,3.09711E-08,8.60724E-09,0,0,0.4381284,0.236014,0.236014
91.01175049,2.95754E-08,2.95041E-08,2.95041E-08,8.88489E-09,2.40569E-08,0.00E+00,0.00E+00,5.12798E-08,4.41E-08,8.47E-09,0.00E+00,0.00E+00,1.92773E-08,1.92773E-08,0,2.83332E-08,3.02767E-08,8.88489E-09,0,0,0.4467797,0.211947,0.211947
