interconnector_1_price
25.75
13.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.02
5.02
5.02
5.02
5.02
4.44
4.44
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
24.58
20.08
20.42
18.48
5.53
5.53
5.53
4.5
4.5
4.5
5.53
4.5
20.42
21.29
4.5
9.88
9.88
14.38
14.57
14.57
32.51
39.0
47.63
47.63
47.63
47.53
37.77
35.99
38.02
24.58
17.02
4.5
4.5
4.5
20.08
20.42
27.92
27.58
34.04
9.0
14.38
14.38
14.38
42.0
47.63
47.63
47.63
49.19
47.63
47.63
47.63
47.63
39.71
37.47
37.18
35.24
35.24
35.24
34.21
38.06
44.29
40.84
34.21
38.65
39.02
40.84
40.84
38.68
48.15
49.82
50.94
50.94
49.82
49.82
47.85
47.85
46.59
46.59
38.2
44.6
38.2
38.2
38.2
44.6
38.39
37.18
40.84
34.04
34.04
30.13
36.96
38.21
46.59
48.15
48.15
49.19
47.63
47.63
57.89
46.59
38.68
38.51
38.51
37.96
36.15
35.55
39.12
33.85
33.85
36.5
30.24
29.05
29.05
33.85
33.85
49.29
49.1
49.1
49.1
44.6
44.6
44.04
37.92
24.72
13.01
13.01
9.0
0.0
0.0
0.0
0.0
0.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
37.0
13.28
37.18
36.15
36.15
36.15
14.38
24.58
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
1.52
9.0
9.0
1.52
4.5
9.0
9.0
9.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
9.0
0.0
0.0
9.0
9.0
9.0
9.0
9.0
11.04
11.04
9.0
9.0
9.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
9.0
9.0
9.0
4.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
1.52
1.52
1.52
4.5
1.52
1.52
2.55
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.5
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
74.6
7.97
7.97
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
9.0
7.97
9.0
0.0
9.0
0.0
0.0
0.0
2.98
0.0
9.0
9.0
0.0
0.0
0.0
4.5
0.0
9.0
4.5
9.0
9.0
1.52
4.5
4.5
4.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
13.01
40.84
15.0
33.84
9.0
35.11
39.0
47.63
48.8
49.19
50.85
50.85
50.85
50.85
49.19
49.19
47.63
46.59
39.35
35.55
