interconnector_1_price,interconnector_2_price,interconnector_3_price,interconnector_4_price,interconnector_5_price
4.96,23.89,23.89,4.96,4.96
11.92,11.92,11.92,11.92,14.78
11.92,11.92,11.92,11.92,14.78
11.92,11.92,11.92,11.92,14.78
11.92,11.92,11.92,11.92,14.78
11.92,11.92,11.92,11.92,14.78
14.78,14.78,14.78,14.78,14.78
14.78,14.78,14.78,14.78,14.78
14.78,14.78,29.82,14.78,14.78
14.78,11.92,64.79,14.78,14.78
11.92,11.92,62.71,11.92,14.78
11.92,11.92,62.71,11.92,14.78
11.92,11.92,62.71,11.92,14.78
11.92,11.92,62.71,11.92,14.78
2.31,11.92,62.81,2.31,14.78
11.92,11.92,62.81,11.92,14.78
11.92,11.92,62.91,11.92,14.78
14.78,37.64,62.91,14.78,14.78
65.8,65.8,65.8,65.8,14.78
65.8,67.11,69.78,65.8,14.78
65.8,65.8,68.0,65.8,14.78
65.8,95.65,95.65,65.8,14.78
65.8,65.8,65.8,65.8,14.78
65.8,65.8,65.8,65.8,14.78
65.8,65.8,65.8,65.8,14.78
65.74,65.74,62.81,62.81,62.71
62.81,62.81,62.81,62.81,62.71
62.81,62.81,62.81,62.81,62.71
62.81,62.81,62.81,62.81,62.71
62.81,62.81,62.81,62.81,62.71
62.81,62.81,62.81,62.81,62.71
62.81,62.81,62.81,62.81,62.71
62.71,62.71,62.71,62.71,62.71
60.37,62.6,62.6,62.6,62.71
57.87,62.71,62.71,62.71,62.71
57.17,57.88,62.71,62.71,62.71
57.17,57.17,62.71,62.71,62.71
57.87,57.87,62.71,62.71,62.71
62.6,62.6,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.81,62.81,62.81,62.81,62.71
65.46,65.46,62.81,65.46,62.71
74.49,74.49,63.98,74.49,62.71
74.49,74.49,71.21,74.49,62.71
74.49,74.49,71.21,74.49,62.71
83.33,83.33,75.26,83.33,62.71
74.49,74.49,74.49,74.49,62.71
74.49,74.49,71.21,74.49,62.71
74.49,74.49,71.21,74.49,62.71
65.12,65.12,63.02,65.12,62.71
64.41,64.41,62.91,64.41,62.71
64.19,64.19,62.81,64.19,62.71
64.19,64.19,62.81,64.19,62.71
64.19,64.19,62.81,64.19,62.71
63.65,63.65,62.81,63.65,62.71
62.91,62.91,62.81,62.91,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.6,62.6,62.71,62.71,62.71
62.71,62.6,62.71,62.71,62.71
62.71,56.88,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
64.19,63.02,63.02,64.19,62.71
65.12,65.12,65.12,65.12,62.71
65.12,65.12,65.12,65.12,62.71
66.73,66.73,66.73,66.73,62.71
66.73,66.73,66.73,66.73,62.71
66.73,66.73,66.73,66.73,62.71
65.12,65.12,65.12,65.12,62.71
66.73,66.73,62.91,66.73,55.46
63.77,63.77,62.81,63.77,55.46
63.73,63.73,62.81,63.73,55.46
63.44,63.44,62.81,63.44,55.46
63.44,63.44,62.81,63.44,55.46
63.65,63.65,62.81,63.65,55.46
62.6,62.6,62.6,62.6,55.46
55.46,55.46,55.46,55.46,55.46
47.35,47.35,55.46,55.46,55.46
47.35,47.35,55.46,55.46,55.46
47.35,39.24,55.46,55.46,55.46
47.35,47.35,55.46,55.46,55.46
47.35,47.35,55.46,55.46,55.46
47.35,47.35,55.46,55.46,55.46
47.35,47.35,55.46,55.46,55.46
55.46,55.46,55.46,55.46,55.46
62.6,62.6,62.6,62.6,55.46
67.63,67.63,63.02,67.63,55.46
69.3,69.3,67.33,69.3,55.46
69.3,69.3,69.3,69.3,55.46
69.3,69.3,69.3,69.3,55.46
69.3,69.3,69.3,69.3,55.46
69.3,69.3,69.3,69.3,55.46
69.3,69.3,69.3,69.3,55.46
67.93,67.93,62.91,67.93,55.64
66.73,66.73,62.91,66.73,55.64
62.91,62.91,62.91,62.91,55.64
62.91,62.91,62.91,62.91,55.64
62.91,62.91,62.91,62.91,55.64
62.91,62.91,62.91,62.91,55.64
62.91,62.91,62.91,62.91,55.64
55.64,55.64,55.64,55.64,55.64
55.64,55.64,55.64,55.64,55.64
55.64,55.64,55.64,55.64,55.64
55.64,55.64,55.64,55.64,55.64
55.64,55.64,55.64,55.64,55.64
55.64,55.64,55.64,55.64,55.64
53.89,53.89,53.89,53.89,55.64
55.64,55.64,55.64,55.64,55.64
55.64,55.64,55.64,55.64,55.64
62.6,62.6,62.6,62.6,55.64
66.73,66.73,62.81,66.73,55.64
67.93,67.93,64.08,67.93,55.64
68.24,68.24,68.24,68.24,55.64
78.64,78.64,78.64,78.64,55.64
78.64,78.64,78.64,78.64,55.64
75.67,75.67,75.67,75.67,55.64
67.93,67.93,64.08,67.93,55.64
64.41,64.41,62.91,64.41,62.81
63.02,63.02,62.81,63.02,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
63.02,63.02,63.02,63.02,62.81
63.65,63.65,63.65,63.65,62.81
62.81,62.81,62.81,62.81,62.81
57.17,57.17,62.81,62.81,62.81
47.95,47.95,62.81,62.81,62.81
47.95,47.95,62.81,62.81,62.81
47.95,47.95,62.71,62.71,62.81
47.95,47.95,62.6,62.6,62.81
47.95,47.95,62.6,62.6,62.81
57.17,57.17,62.6,62.6,62.81
62.81,62.81,62.81,62.81,62.81
63.23,63.23,62.91,63.23,62.81
70.15,70.15,70.15,70.15,62.81
70.15,70.15,70.15,70.15,62.81
70.15,70.15,70.15,70.15,62.81
70.15,70.15,70.15,70.15,62.81
70.15,70.15,70.15,70.15,62.81
70.15,70.15,70.15,70.15,62.81
70.15,70.15,70.15,70.15,62.81
64.41,64.41,64.41,64.41,63.44
63.44,63.44,63.44,63.44,63.44
63.44,63.44,63.44,63.44,63.44
63.44,63.44,63.44,63.44,63.44
63.44,63.44,63.44,63.44,63.44
63.65,63.65,63.65,63.65,63.44
67.63,67.63,67.0,67.63,63.44
65.15,65.15,65.15,65.15,63.44
63.44,63.44,63.44,63.44,63.44
63.44,63.44,63.44,63.44,63.44
63.44,63.44,63.44,63.44,63.44
63.44,63.44,63.02,63.44,63.44
63.44,63.23,63.02,63.44,63.44
63.44,63.44,63.02,63.44,63.44
63.44,63.44,63.02,63.44,63.44
64.52,63.65,63.44,64.52,63.44
92.29,65.15,63.44,92.29,63.44
92.29,92.29,70.51,92.29,63.44
92.29,92.29,70.51,92.29,63.44
92.29,92.29,70.51,92.29,63.44
92.29,92.29,70.51,92.29,63.44
92.29,92.29,78.12,92.29,63.44
92.29,92.29,70.51,92.29,63.44
92.29,92.29,70.51,92.29,63.44
68.24,68.24,64.41,68.24,62.72
65.86,65.86,64.41,65.86,62.72
64.74,64.74,64.19,64.74,62.72
64.74,64.74,64.19,64.74,62.72
65.74,65.74,64.19,65.74,62.72
67.93,67.93,64.41,67.93,62.72
70.78,70.78,64.41,70.78,62.72
64.41,64.41,64.41,64.41,62.72
62.81,62.81,62.81,62.81,62.72
62.6,62.6,62.72,62.72,62.72
62.6,62.6,62.71,62.71,62.72
62.6,48.39,62.6,62.6,62.72
62.6,48.39,62.6,62.6,62.72
62.6,56.68,62.6,62.6,62.72
62.6,62.6,62.6,62.6,62.72
62.81,62.72,62.72,62.81,62.72
68.47,64.41,64.06,68.47,62.72
91.09,91.09,70.78,91.09,62.72
91.09,91.09,70.78,91.09,62.72
91.09,91.09,70.78,91.09,62.72
91.09,91.09,70.78,91.09,62.72
91.09,91.09,70.78,91.09,62.72
91.09,91.09,70.78,91.09,62.72
83.33,83.33,70.78,83.33,62.72
68.24,68.24,64.49,68.24,62.6
66.73,66.73,64.19,66.73,62.6
65.74,65.74,64.19,65.74,62.6
65.74,65.74,63.23,65.74,62.6
66.73,66.73,63.23,66.73,62.6
68.24,68.24,64.19,68.24,62.6
67.63,67.63,64.63,67.63,62.6
63.23,63.23,63.23,63.23,62.6
62.6,62.6,62.6,62.6,62.6
57.17,57.17,62.6,62.6,62.6
48.11,48.11,62.6,62.6,62.6
48.11,46.61,48.11,48.11,62.6
48.11,46.61,48.11,48.11,62.6
48.11,48.11,48.11,48.11,62.6
57.87,57.87,57.87,57.87,62.6
62.91,62.6,62.6,62.91,62.6
68.24,64.41,62.71,68.24,62.6
70.39,70.39,63.23,70.39,62.6
70.39,70.39,68.24,70.39,62.6
70.39,70.39,68.24,70.39,62.6
70.39,70.39,68.24,70.39,62.6
68.24,68.24,63.61,68.24,62.6
68.24,68.24,62.85,68.24,62.6
67.63,64.41,62.71,64.41,62.6
29.82,29.82,29.59,29.82,29.59
29.82,29.82,18.69,29.82,29.59
29.82,29.82,18.69,29.82,29.59
29.82,29.59,11.92,29.82,29.59
29.82,29.59,11.92,29.82,29.59
29.82,29.59,11.92,29.82,29.59
29.82,11.92,11.92,29.74,29.59
29.59,11.92,11.92,29.59,29.59
19.71,11.92,11.92,19.71,29.59
2.31,2.31,2.31,2.31,29.59
2.31,2.31,2.31,2.31,29.59
2.31,2.31,2.31,2.31,29.59
2.31,2.31,2.31,2.31,29.59
2.31,2.31,2.31,2.31,29.59
2.31,2.31,2.31,2.31,29.59
2.31,2.31,2.31,2.31,29.59
19.71,19.71,19.71,19.71,29.59
29.59,29.59,29.59,29.59,29.59
29.82,54.86,29.82,29.82,29.59
29.82,37.19,29.82,29.82,29.59
29.82,61.01,29.82,29.82,29.59
29.82,30.9,29.82,29.82,29.59
29.82,29.82,29.82,29.82,29.59
29.82,29.82,29.82,29.82,29.59
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
2.31,2.31,2.31,2.31,11.92
7.18,7.18,7.18,7.18,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,22.95,22.95,11.92,11.92
11.92,22.95,29.82,11.92,11.92
11.92,22.95,62.6,11.92,11.92
11.92,22.95,98.8,11.92,11.92
7.18,22.95,76.49,7.18,11.92
29.82,37.25,44.25,29.82,44.25
29.82,37.25,44.25,29.82,44.25
29.82,44.25,44.25,29.82,44.25
29.82,62.6,62.6,29.82,44.25
37.25,62.6,62.6,37.25,44.25
44.25,62.6,62.6,44.25,44.25
44.25,62.6,62.6,44.25,44.25
44.25,44.25,62.6,44.25,44.25
29.82,42.66,78.43,29.82,44.25
29.82,42.66,65.5,29.82,44.25
28.01,28.01,62.71,28.01,44.25
11.92,11.92,62.71,11.92,44.25
29.06,29.06,62.6,29.06,44.25
29.82,29.82,44.25,29.82,44.25
37.16,37.16,44.25,37.16,44.25
44.25,44.25,44.25,44.25,44.25
66.73,66.73,65.07,65.07,44.25
70.66,70.66,70.66,70.66,44.25
70.66,70.66,70.66,70.66,44.25
70.66,70.66,70.66,70.66,44.25
70.66,70.66,70.66,70.66,44.25
70.66,70.66,70.66,70.66,44.25
70.66,70.66,70.66,70.66,44.25
70.66,70.66,62.71,70.66,44.25
62.6,62.6,29.66,62.6,29.66
62.6,62.6,29.66,62.6,29.66
62.6,62.6,29.66,62.6,29.66
62.06,62.06,29.51,29.74,29.66
60.37,60.37,29.66,29.66,29.66
62.6,62.6,29.66,29.66,29.66
62.6,62.6,32.41,32.41,29.66
42.66,42.66,32.41,32.41,29.66
29.82,29.82,29.82,29.82,29.66
29.66,21.53,29.66,29.66,29.66
2.31,2.31,29.66,2.31,29.66
2.31,2.31,2.31,2.31,29.66
2.31,2.31,2.31,2.31,29.66
2.31,2.31,2.31,2.31,29.66
2.31,2.31,2.31,2.31,29.66
29.66,29.66,29.66,29.66,29.66
42.66,42.66,42.66,42.66,29.66
68.53,68.53,68.53,68.53,29.66
68.53,68.53,68.53,68.53,29.66
68.53,78.54,78.54,68.53,29.66
68.53,71.06,71.06,68.53,29.66
68.53,68.53,68.53,68.53,29.66
68.53,68.53,68.53,68.53,29.66
68.53,68.53,68.53,68.53,29.66
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
61.9,61.9,61.9,61.9,61.9
42.17,42.17,61.9,42.17,61.9
2.31,11.92,61.9,2.31,61.9
2.31,11.92,61.9,2.31,61.9
2.31,11.92,61.9,2.31,61.9
2.31,11.92,61.9,2.31,61.9
2.31,11.92,61.9,2.31,61.9
2.31,11.92,61.9,2.31,61.9
42.17,42.17,62.6,42.17,61.9
61.9,61.9,62.6,61.9,61.9
69.04,69.04,69.04,69.04,61.9
69.04,69.04,69.04,69.04,61.9
69.04,69.04,69.04,69.04,61.9
69.04,69.04,69.04,69.04,61.9
69.04,75.74,76.32,69.04,61.9
69.04,69.04,69.04,69.04,61.9
69.04,69.04,69.04,69.04,61.9
70.81,70.81,70.81,70.81,62.71
66.73,66.73,66.73,66.73,62.71
63.02,63.02,63.02,63.02,62.71
63.02,63.02,63.02,63.02,62.71
66.73,66.73,62.91,62.91,62.71
68.24,68.24,63.02,63.02,62.71
67.93,67.93,67.93,67.93,62.71
62.91,62.91,62.91,62.91,62.71
62.71,62.71,62.71,62.71,62.71
48.41,48.41,62.71,48.41,62.71
48.41,48.41,62.71,48.41,62.71
48.41,48.41,62.71,48.41,62.71
48.41,48.41,62.71,48.41,62.71
48.41,48.41,62.71,48.41,62.71
59.96,59.96,62.71,59.96,62.71
62.71,62.71,62.71,62.71,62.71
68.31,63.57,63.02,63.02,62.71
70.81,70.81,70.81,70.81,62.71
70.81,70.81,70.81,70.81,62.71
70.81,70.81,70.81,70.81,62.71
70.81,70.81,70.81,70.81,62.71
70.81,70.81,70.81,70.81,62.71
70.81,70.81,70.81,70.81,62.71
70.81,70.81,70.81,70.81,62.71
63.02,62.91,62.91,62.91,62.6
62.81,62.81,62.81,62.81,62.6
62.71,62.71,62.71,62.71,62.6
62.71,62.71,62.6,62.71,62.6
62.81,62.81,62.6,62.81,62.6
63.02,63.02,62.6,63.02,62.6
63.23,63.23,62.71,63.23,62.6
63.02,62.81,62.81,62.81,62.6
62.81,62.81,62.81,62.81,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
57.88,47.28,57.88,57.88,62.6
57.88,47.28,57.88,57.88,62.6
62.6,47.28,62.6,62.6,62.6
62.6,47.28,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
64.08,64.08,64.08,64.08,62.6
65.86,65.86,65.86,65.86,62.6
65.86,65.86,65.86,65.86,62.6
65.86,65.86,65.86,65.86,62.6
65.86,65.86,63.02,65.86,62.6
65.86,65.86,65.49,65.86,62.6
64.08,64.08,62.91,64.08,62.6
63.02,63.02,62.6,63.02,42.95
63.02,63.02,62.6,63.02,42.95
63.02,63.02,62.6,63.02,42.95
63.02,63.02,62.6,63.02,42.95
63.02,63.02,42.95,63.02,42.95
63.02,63.02,42.95,63.02,42.95
62.81,62.81,42.95,62.81,42.95
42.95,42.95,42.95,42.95,42.95
42.95,42.95,42.95,42.95,42.95
42.95,30.73,42.95,42.95,42.95
42.95,2.31,42.95,42.95,42.95
42.95,1.96,42.95,42.95,42.95
42.95,1.73,29.82,42.95,42.95
42.95,2.31,29.82,42.95,42.95
42.95,2.31,29.82,42.95,42.95
42.95,29.82,29.82,42.95,42.95
42.95,42.95,42.95,42.95,42.95
69.88,69.88,69.88,69.88,42.95
69.88,69.88,69.88,69.88,42.95
69.88,69.88,69.88,69.88,42.95
69.88,69.88,69.88,69.88,42.95
69.88,69.88,69.88,69.88,42.95
69.88,69.88,73.89,69.88,42.95
69.88,69.88,69.88,69.88,42.95
64.74,64.74,64.74,64.74,62.6
64.74,64.74,64.74,64.74,62.6
64.74,64.74,64.74,64.74,62.6
64.74,64.74,64.74,64.74,62.6
64.74,64.74,64.74,64.74,62.6
64.74,64.74,64.74,64.74,62.6
62.6,62.6,62.6,62.6,62.6
44.16,44.16,44.16,44.16,62.6
44.16,44.16,44.16,44.16,62.6
29.82,29.82,61.05,61.05,62.6
17.04,17.04,62.6,62.6,62.6
29.66,29.66,62.6,61.9,62.6
29.82,29.82,62.6,61.9,62.6
37.94,37.94,62.6,60.15,62.6
44.16,44.16,62.6,61.68,62.6
58.53,58.53,62.6,61.9,62.6
62.75,62.75,62.75,62.75,62.6
70.62,70.62,66.81,70.62,62.6
70.62,70.62,70.62,70.62,62.6
70.62,70.62,70.62,70.62,62.6
70.62,70.62,70.62,70.62,62.6
70.62,70.62,70.62,70.62,62.6
70.62,70.62,70.62,70.62,62.6
70.62,70.62,70.62,70.62,62.6
68.24,68.24,68.24,68.24,57.52
63.33,63.33,63.33,63.33,57.52
62.91,62.91,62.91,62.91,57.52
62.91,62.91,62.91,62.91,57.52
63.02,63.02,63.02,63.02,57.52
66.73,66.73,66.73,66.73,57.52
63.87,63.87,63.87,63.87,57.52
62.71,62.71,62.71,62.71,57.52
49.23,49.23,62.71,57.52,57.52
48.4,48.4,62.6,57.52,57.52
37.25,37.25,57.52,57.52,57.52
29.74,29.51,57.52,57.52,57.52
11.92,11.92,57.52,57.52,57.52
29.82,29.21,57.52,57.52,57.52
48.4,48.4,57.52,57.52,57.52
57.52,57.52,57.52,57.52,57.52
63.87,63.87,62.91,63.87,57.52
70.8,70.8,70.8,70.8,57.52
70.8,70.8,70.8,70.8,57.52
70.8,70.8,70.8,70.8,57.52
70.8,70.8,70.8,70.8,57.52
70.8,70.8,70.8,70.8,57.52
70.8,70.8,70.8,70.8,57.52
70.8,70.8,70.8,70.8,57.52
62.71,62.71,62.71,62.71,59.96
62.71,62.71,62.71,62.71,59.96
62.71,62.71,62.71,62.71,59.96
62.71,62.71,62.71,62.71,59.96
62.71,62.71,62.71,62.71,59.96
62.71,62.71,62.71,62.71,59.96
62.71,62.71,62.71,62.71,59.96
59.96,59.96,59.96,59.96,59.96
42.73,42.73,62.71,42.73,59.96
11.92,11.92,62.6,11.92,59.96
2.31,2.31,59.96,2.31,59.96
2.31,2.31,52.37,2.31,59.96
1.96,1.96,29.82,2.31,59.96
2.31,2.31,29.82,2.31,59.96
2.31,2.31,29.82,2.31,59.96
29.82,29.82,29.82,29.82,59.96
59.96,59.96,59.96,59.96,59.96
66.73,66.73,66.73,66.73,59.96
66.73,66.73,66.73,66.73,59.96
66.73,66.73,66.73,66.73,59.96
66.73,66.73,66.73,66.73,59.96
66.73,66.73,89.76,66.73,59.96
66.73,66.73,66.73,66.73,59.96
66.73,66.73,66.73,66.73,59.96
62.71,62.71,62.71,62.71,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
65.74,65.74,62.81,63.65,62.6
62.81,62.81,62.81,62.81,62.6
62.6,62.6,62.6,62.6,62.6
58.53,58.53,62.6,62.6,62.6
54.24,54.24,62.6,62.6,62.6
54.24,54.24,62.6,62.6,62.6
54.24,54.24,62.6,62.6,62.6
54.24,54.24,62.6,62.6,62.6
54.24,54.24,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
65.54,62.89,62.81,65.54,62.6
71.21,65.01,65.01,71.21,62.6
79.15,79.15,71.21,79.15,62.6
79.15,79.15,71.21,79.15,62.6
79.15,79.15,72.35,79.15,62.6
79.15,79.15,79.15,79.15,62.6
71.21,71.21,71.21,71.21,62.6
71.21,71.21,71.21,71.21,62.6
64.41,64.41,64.41,64.41,63.76
63.76,63.76,63.76,63.76,63.76
63.76,63.76,63.76,63.76,63.76
63.76,63.76,63.76,63.76,63.76
64.19,64.19,63.76,64.19,63.76
64.52,64.52,63.76,64.52,63.76
64.19,64.19,64.19,64.19,63.76
63.76,63.76,63.76,63.76,63.76
63.02,63.02,63.02,63.02,63.76
57.87,57.87,62.91,57.87,63.76
49.84,49.84,62.81,49.84,63.76
49.84,49.84,62.71,49.84,63.76
49.84,48.5,62.6,49.84,63.76
49.84,48.5,49.84,49.84,63.76
57.27,57.27,57.27,57.27,63.76
62.91,62.91,62.91,62.91,63.76
66.73,63.76,63.76,63.76,63.76
72.86,72.86,70.95,72.86,63.76
72.86,72.86,70.95,72.86,63.76
72.86,72.86,72.86,72.86,63.76
72.86,72.86,71.61,72.86,63.76
72.86,72.86,72.86,72.86,63.76
72.86,72.86,70.95,72.86,63.76
70.95,70.95,70.95,70.95,63.76
66.73,66.73,64.41,66.73,62.81
64.82,64.82,63.76,64.82,62.81
64.52,64.52,63.76,64.52,62.81
64.41,64.41,63.23,64.41,62.81
64.63,64.63,63.02,64.63,62.81
64.96,64.96,63.65,64.96,62.81
64.43,64.43,64.43,64.43,62.81
62.91,62.91,62.91,62.91,62.81
62.71,62.71,62.81,62.81,62.81
46.78,46.78,62.81,62.81,62.81
46.78,46.78,62.81,62.81,62.81
46.78,46.78,62.71,62.71,62.81
46.78,46.78,62.6,62.6,62.81
46.78,46.78,46.78,46.78,62.81
46.78,46.78,46.78,46.78,62.81
62.81,62.71,62.71,62.81,62.81
68.48,63.44,62.81,63.44,62.81
68.48,68.48,63.02,68.48,62.81
68.48,68.48,68.48,68.48,62.81
68.48,68.48,68.48,68.48,62.81
68.48,68.48,63.02,68.48,62.81
68.48,68.48,63.6,68.48,62.81
68.48,68.48,62.95,68.48,62.81
67.63,67.63,62.81,63.97,62.81
62.71,62.71,62.71,62.71,42.81
60.37,60.37,60.37,60.37,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
42.81,42.81,42.81,42.81,42.81
56.03,42.81,42.81,42.81,42.81
69.99,69.99,69.99,69.99,42.81
69.99,69.99,69.99,69.99,42.81
69.99,69.99,69.99,69.99,42.81
69.99,69.99,69.99,69.99,42.81
69.99,69.99,73.93,69.99,42.81
69.99,69.99,69.99,69.99,42.81
69.99,69.99,69.99,69.99,42.81
71.44,71.44,71.44,71.44,62.6
66.44,66.44,62.6,66.44,62.6
63.76,63.76,62.6,63.76,62.6
63.16,63.16,62.6,63.16,62.6
63.02,63.02,62.6,63.02,62.6
62.71,62.71,62.6,62.71,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
58.53,58.53,58.53,58.53,62.6
57.87,57.88,62.6,62.6,62.6
60.37,62.6,62.6,62.6,62.6
58.53,62.6,62.6,62.6,62.6
57.87,61.25,62.6,62.6,62.6
60.37,60.37,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
62.6,62.6,62.6,62.6,62.6
62.91,62.91,62.6,62.91,62.6
66.73,66.1,62.6,66.73,62.6
71.44,71.44,62.81,71.44,62.6
71.44,71.44,71.44,71.44,62.6
72.18,72.18,72.18,72.18,62.6
84.33,84.33,84.33,84.33,62.6
71.44,71.44,71.44,71.44,62.6
67.33,64.41,64.41,67.33,62.6
63.33,63.33,62.71,63.33,62.71
62.91,62.91,62.71,62.91,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.81,62.81,62.71,62.81,62.71
62.81,62.81,62.71,62.81,62.71
62.91,62.91,62.71,62.91,62.71
62.81,62.71,62.71,62.81,62.71
62.71,62.71,62.71,62.71,62.71
62.71,49.89,62.71,62.71,62.71
60.37,11.92,62.71,62.71,62.71
57.87,29.97,62.6,62.6,62.71
57.17,11.92,62.6,62.6,62.71
62.6,49.89,62.6,62.6,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
64.71,62.85,62.71,62.85,62.71
72.23,72.23,72.23,72.23,62.71
72.23,72.23,72.23,72.23,62.71
72.93,72.93,72.93,72.93,62.71
72.93,72.93,62.81,72.93,62.71
72.93,72.93,62.81,72.93,62.71
72.23,72.23,62.81,72.23,62.71
65.86,65.86,62.81,65.86,62.71
64.19,64.19,64.19,64.19,48.38
63.73,63.73,48.38,63.73,48.38
63.44,63.44,48.38,63.44,48.38
63.44,63.44,48.38,63.44,48.38
63.75,63.75,48.38,63.75,48.38
63.33,63.33,48.38,63.33,48.38
63.87,63.87,63.87,63.87,48.38
62.81,48.38,48.38,62.81,48.38
58.53,48.38,48.38,58.53,48.38
48.38,29.82,29.82,48.38,48.38
48.38,29.82,29.82,48.38,48.38
48.38,29.28,29.28,48.38,48.38
48.38,29.82,29.82,48.38,48.38
48.38,29.82,29.82,48.38,48.38
48.38,48.38,48.38,48.38,48.38
48.38,48.38,48.38,48.38,48.38
60.37,60.37,60.37,60.37,48.38
70.78,70.78,70.78,70.78,48.38
70.78,70.78,70.78,70.78,48.38
70.78,70.78,70.78,70.78,48.38
70.78,70.78,70.78,70.78,48.38
70.78,70.78,70.78,70.78,48.38
70.78,70.78,70.78,70.78,48.38
64.19,64.19,64.19,64.19,48.38
57.87,57.87,57.87,57.87,39.35
57.87,57.87,57.87,57.87,39.35
57.87,57.87,57.87,57.87,39.35
57.87,57.87,57.87,57.87,39.35
57.87,57.87,57.87,57.87,39.35
57.87,57.87,39.35,57.87,39.35
57.87,57.87,39.35,57.87,39.35
39.35,39.35,39.35,39.35,39.35
39.35,39.35,39.35,39.35,39.35
29.82,29.82,29.82,29.82,39.35
29.28,29.28,29.28,29.28,39.35
29.66,29.66,29.66,29.66,39.35
29.82,29.82,29.82,29.82,39.35
37.94,37.94,37.94,37.94,39.35
39.35,39.35,39.35,39.35,39.35
39.35,39.35,39.35,39.35,39.35
68.98,49.47,49.47,49.47,39.35
70.22,70.22,70.22,70.22,39.35
70.22,70.22,70.22,70.22,39.35
70.22,70.22,70.22,70.22,39.35
70.22,70.22,70.22,70.22,39.35
70.22,70.22,70.22,70.22,39.35
70.22,70.22,70.22,70.22,39.35
70.22,70.22,70.22,70.22,39.35
68.24,68.24,68.24,68.24,62.55
63.23,63.23,62.6,63.23,62.55
62.91,62.91,62.6,62.91,62.55
63.02,63.02,62.6,63.02,62.55
64.63,64.63,62.6,64.63,62.55
66.73,66.73,62.6,66.73,62.55
65.74,65.74,62.71,65.74,62.55
62.6,62.6,62.6,62.6,62.55
60.37,60.37,60.37,60.37,62.55
48.5,48.5,62.55,62.55,62.55
48.5,48.5,62.55,62.55,62.55
48.5,48.5,62.55,62.55,62.55
48.5,48.5,62.55,62.55,62.55
57.87,57.87,62.55,62.55,62.55
62.55,56.48,62.55,62.55,62.55
62.91,62.71,62.71,62.91,62.55
67.29,62.81,62.81,67.29,62.55
70.95,70.95,70.95,70.95,62.55
70.95,70.95,70.95,70.95,62.55
70.95,70.95,70.95,70.95,62.55
70.95,70.95,70.95,70.95,62.55
70.95,70.95,70.95,70.95,62.55
70.95,70.95,70.95,70.95,62.55
70.95,70.95,70.95,70.95,62.55
