short_name,title,area_code,end_year,description,id,keep_compatible,curve_file,heat_demand
KM_Baarle-Nassau,KM_Baarle-Nassau,GM0744_Baarle-Nassau,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bergen op Zoom,KM_Bergen op Zoom,GM0748_Bergen op Zoom,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Best,KM_Best,GM0753_Best,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Boekel,KM_Boekel,GM0755_Boekel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Boxmeer,KM_Boxmeer,GM0756_Boxmeer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Boxtel,KM_Boxtel,GM0757_Boxtel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Breda,KM_Breda,GM0758_Breda,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Deurne,KM_Deurne,GM0762_Deurne,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Dongen,KM_Dongen,GM0766_Dongen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Eersel,KM_Eersel,GM0770_Eersel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Eindhoven,KM_Eindhoven,GM0772_Eindhoven,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Etten-Leur,KM_Etten-Leur,GM0777_Etten-Leur,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Geertruidenberg,KM_Geertruidenberg,GM0779_Geertruidenberg,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Gilze en Rijen,KM_Gilze en Rijen,GM0784_Gilze en Rijen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Goirle,KM_Goirle,GM0785_Goirle,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Grave,KM_Grave,GM0786_Grave,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Helmond,KM_Helmond,GM0794_Helmond,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_'s-Hertogenbosch,KM_'s-Hertogenbosch,GM0796_'s-Hertogenbosch,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Heusden,KM_Heusden,GM0797_Heusden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hilvarenbeek,KM_Hilvarenbeek,GM0798_Hilvarenbeek,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Loon op Zand,KM_Loon op Zand,GM0809_Loon op Zand,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Mill en Sint Hubert,KM_Mill en Sint Hubert,GM0815_Mill en Sint Hubert,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
"KM_Nuenen, Gerwen en Nederwetten","KM_Nuenen, Gerwen en Nederwetten","GM0820_Nuenen, Gerwen en Nederwetten",2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oirschot,KM_Oirschot,GM0823_Oirschot,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oisterwijk,KM_Oisterwijk,GM0824_Oisterwijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oosterhout,KM_Oosterhout,GM0826_Oosterhout,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oss,KM_Oss,GM0828_Oss,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Rucphen,KM_Rucphen,GM0840_Rucphen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Sint-Michielsgestel,KM_Sint-Michielsgestel,GM0845_Sint-Michielsgestel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Someren,KM_Someren,GM0847_Someren,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Son en Breugel,KM_Son en Breugel,GM0848_Son en Breugel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Steenbergen,KM_Steenbergen,GM0851_Steenbergen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Tilburg,KM_Tilburg,GM0855_Tilburg,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Uden,KM_Uden,GM0856_Uden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Valkenswaard,KM_Valkenswaard,GM0858_Valkenswaard,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Veldhoven,KM_Veldhoven,GM0861_Veldhoven,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Vught,KM_Vught,GM0865_Vught,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Waalre,KM_Waalre,GM0866_Waalre,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Waalwijk,KM_Waalwijk,GM0867_Waalwijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Woensdrecht,KM_Woensdrecht,GM0873_Woensdrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zundert,KM_Zundert,GM0879_Zundert,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Gemert-Bakel,KM_Gemert-Bakel,GM1652_Gemert-Bakel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Halderberge,KM_Halderberge,GM1655_Halderberge,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Heeze-Leende,KM_Heeze-Leende,GM1658_Heeze-Leende,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Laarbeek,KM_Laarbeek,GM1659_Laarbeek,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Reusel-De Mierden,KM_Reusel-De Mierden,GM1667_Reusel-De Mierden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Roosendaal,KM_Roosendaal,GM1674_Roosendaal,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Cuijk,KM_Cuijk,GM1684_Cuijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Landerd,KM_Landerd,GM1685_Landerd,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Sint Anthonis,KM_Sint Anthonis,GM1702_Sint Anthonis,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Cranendonck,KM_Cranendonck,GM1706_Cranendonck,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Moerdijk,KM_Moerdijk,GM1709_Moerdijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Drimmelen,KM_Drimmelen,GM1719_Drimmelen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bernheze,KM_Bernheze,GM1721_Bernheze,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Alphen-Chaam,KM_Alphen-Chaam,GM1723_Alphen-Chaam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bergeijk,KM_Bergeijk,GM1724_Bergeijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bladel,KM_Bladel,GM1728_Bladel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Geldrop-Mierlo,KM_Geldrop-Mierlo,GM1771_Geldrop-Mierlo,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Meierijstad,KM_Meierijstad,GM1948_Meierijstad,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Altena,KM_Altena,GM1959_Altena,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Aalsmeer,KM_Aalsmeer,GM0358_Aalsmeer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Alkmaar,KM_Alkmaar,GM0361_Alkmaar,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Amstelveen,KM_Amstelveen,GM0362_Amstelveen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Amsterdam,KM_Amsterdam,GM0363_Amsterdam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Beemster,KM_Beemster,GM0370_Beemster,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bergen (NH.),KM_Bergen (NH.),GM0373_Bergen (NH.),2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Beverwijk,KM_Beverwijk,GM0375_Beverwijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Blaricum,KM_Blaricum,GM0376_Blaricum,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bloemendaal,KM_Bloemendaal,GM0377_Bloemendaal,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Castricum,KM_Castricum,GM0383_Castricum,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Diemen,KM_Diemen,GM0384_Diemen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Edam-Volendam,KM_Edam-Volendam,GM0385_Edam-Volendam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Enkhuizen,KM_Enkhuizen,GM0388_Enkhuizen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Haarlem,KM_Haarlem,GM0392_Haarlem,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Haarlemmermeer,KM_Haarlemmermeer,GM0394_Haarlemmermeer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Heemskerk,KM_Heemskerk,GM0396_Heemskerk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Heemstede,KM_Heemstede,GM0397_Heemstede,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Heerhugowaard,KM_Heerhugowaard,GM0398_Heerhugowaard,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Heiloo,KM_Heiloo,GM0399_Heiloo,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Den Helder,KM_Den Helder,GM0400_Den Helder,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hilversum,KM_Hilversum,GM0402_Hilversum,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hoorn,KM_Hoorn,GM0405_Hoorn,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Huizen,KM_Huizen,GM0406_Huizen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Landsmeer,KM_Landsmeer,GM0415_Landsmeer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Langedijk,KM_Langedijk,GM0416_Langedijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Laren,KM_Laren,GM0417_Laren,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Medemblik,KM_Medemblik,GM0420_Medemblik,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oostzaan,KM_Oostzaan,GM0431_Oostzaan,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Opmeer,KM_Opmeer,GM0432_Opmeer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Ouder-Amstel,KM_Ouder-Amstel,GM0437_Ouder-Amstel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Purmerend,KM_Purmerend,GM0439_Purmerend,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Schagen,KM_Schagen,GM0441_Schagen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Texel,KM_Texel,GM0448_Texel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Uitgeest,KM_Uitgeest,GM0450_Uitgeest,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Uithoorn,KM_Uithoorn,GM0451_Uithoorn,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Velsen,KM_Velsen,GM0453_Velsen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Weesp,KM_Weesp,GM0457_Weesp,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zandvoort,KM_Zandvoort,GM0473_Zandvoort,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zaanstad,KM_Zaanstad,GM0479_Zaanstad,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Drechterland,KM_Drechterland,GM0498_Drechterland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Stede Broec,KM_Stede Broec,GM0532_Stede Broec,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Waterland,KM_Waterland,GM0852_Waterland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Wormerland,KM_Wormerland,GM0880_Wormerland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Koggenland,KM_Koggenland,GM1598_Koggenland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Wijdemeren,KM_Wijdemeren,GM1696_Wijdemeren,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hollands Kroon,KM_Hollands Kroon,GM1911_Hollands Kroon,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Gooise Meren,KM_Gooise Meren,GM1942_Gooise Meren,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Almelo,KM_Almelo,GM0141_Almelo,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Borne,KM_Borne,GM0147_Borne,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Dalfsen,KM_Dalfsen,GM0148_Dalfsen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Deventer,KM_Deventer,GM0150_Deventer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Enschede,KM_Enschede,GM0153_Enschede,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Haaksbergen,KM_Haaksbergen,GM0158_Haaksbergen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hardenberg,KM_Hardenberg,GM0160_Hardenberg,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hellendoorn,KM_Hellendoorn,GM0163_Hellendoorn,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hengelo,KM_Hengelo,GM0164_Hengelo,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Kampen,KM_Kampen,GM0166_Kampen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Losser,KM_Losser,GM0168_Losser,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oldenzaal,KM_Oldenzaal,GM0173_Oldenzaal,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Ommen,KM_Ommen,GM0175_Ommen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Raalte,KM_Raalte,GM0177_Raalte,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Staphorst,KM_Staphorst,GM0180_Staphorst,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Tubbergen,KM_Tubbergen,GM0183_Tubbergen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Wierden,KM_Wierden,GM0189_Wierden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zwolle,KM_Zwolle,GM0193_Zwolle,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Twenterand,KM_Twenterand,GM1700_Twenterand,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Steenwijkerland,KM_Steenwijkerland,GM1708_Steenwijkerland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hof van Twente,KM_Hof van Twente,GM1735_Hof van Twente,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Rijssen-Holten,KM_Rijssen-Holten,GM1742_Rijssen-Holten,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Olst-Wijhe,KM_Olst-Wijhe,GM1773_Olst-Wijhe,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Dinkelland,KM_Dinkelland,GM1774_Dinkelland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zwartewaterland,KM_Zwartewaterland,GM1896_Zwartewaterland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Amersfoort,KM_Amersfoort,GM0307_Amersfoort,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Baarn,KM_Baarn,GM0308_Baarn,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
