Gebouwde omgeving,Glastuinbouw,Industrie,Mobiliteit,total_sum
33.6864,151.4959,5.5065,36.6923,227.3811
32.6401,158.9496,5.651999999999999,34.6603,231.902
32.2435,155.4214,5.6083,31.8823,225.15549999999996
32.538,158.179,5.6331,33.0466,229.3967
33.0629,160.0768,5.6800999999999995,30.554799999999997,229.37460000000002
35.7532,160.0421,5.7517000000000005,28.277200000000004,229.8242
37.9369,163.5549,5.8114,27.0098,234.313
37.2156,167.7174,5.954999999999999,32.230599999999995,243.11860000000001
34.1593,166.4332,5.9639999999999995,21.5532,228.1097
32.907999999999994,161.9767,5.8396,42.4931,243.21739999999997
34.353699999999996,176.1393,5.9415,18.825699999999998,235.2602
34.0463,177.2558,5.9460999999999995,16.3286,233.5768
34.246700000000004,177.6529,5.9383,15.567700000000002,233.4056
34.8874,176.0002,5.9205,19.903399999999998,236.71150000000003
36.3214,172.95579999999998,5.862099999999999,18.265,233.40429999999998
38.8634,174.99269999999999,5.938400000000001,26.470999999999997,246.26549999999997
42.4515,176.8002,6.0328,19.3675,244.65200000000002
47.313900000000004,183.7508,6.2268,28.177899999999998,265.4694
49.637499999999996,179.6973,6.1702,36.0758,271.5808
47.990100000000005,175.9206,6.1530000000000005,42.366,272.4297
45.19519999999999,176.4867,6.1272,40.9439,268.753
42.1965,179.1041,6.1408,36.0521,263.4935
39.160700000000006,176.2574,6.0337,33.0604,254.5122
34.411500000000004,175.783,5.985799999999999,31.744100000000003,247.92440000000002
31.1554,160.55180000000001,5.5774,38.9947,236.2793
29.733499999999996,163.476,5.6758,37.025000000000006,235.9103
29.753700000000002,161.66989999999998,5.637,32.8558,229.9164
31.1862,162.1744,5.616899999999999,40.9576,239.93509999999998
33.5351,165.1571,5.6522,29.2704,233.6148
38.9557,171.613,5.7669,30.8293,247.1649
44.089999999999996,195.0697,6.224599999999999,6.710999999999999,252.09530000000004
44.2674,172.01049999999998,5.6487,33.4743,255.40089999999998
44.7816,225.50279999999998,6.8162,17.9531,295.0537
42.9959,239.2918,7.0828,21.4128,310.7833
42.0253,248.5641,7.2242999999999995,19.567,317.38070000000005
41.157500000000006,251.4108,7.2958,20.2731,320.1372
40.3217,236.36620000000002,6.9876,22.487900000000003,306.1634
41.3853,241.7844,7.101799999999999,19.192400000000003,309.4639000000001
42.55029999999999,240.546,7.1019999999999985,22.8682,313.06649999999996
44.5017,229.7126,6.9323,22.5345,303.68109999999996
46.958999999999996,202.7797,6.451900000000001,20.221799999999998,276.4124
49.9616,163.1127,5.6913,39.12330000000001,257.88890000000004
50.4632,141.0002,5.279299999999999,55.477000000000004,252.21970000000002
49.0183,138.0934,5.2193000000000005,60.955,253.286
45.4296,135.5361,5.1227,59.6057,245.6941
41.6096,124.3945,4.8698999999999995,56.015100000000004,226.88909999999998
82.5933,112.1979,4.5808,49.666199999999996,249.03820000000002
36.478300000000004,177.91989999999998,5.956199999999999,27.508799999999997,247.86319999999998
33.5907,172.5114,5.696699999999999,35.8253,247.6241
32.4794,173.0949,5.731999999999999,36.4043,247.7106
32.9689,168.32039999999998,5.651599999999999,39.9279,246.86879999999996
34.647400000000005,167.53910000000002,5.610399999999999,39.7505,247.54740000000004
37.531000000000006,173.7972,5.7251,37.1858,254.2391
42.7006,182.48749999999998,5.876599999999999,26.5927,257.6574
47.845,211.5746,6.4068,7.4003000000000005,273.2267
48.0071,189.0515,5.870699999999999,17.349600000000002,260.2789
47.9571,250.4116,7.194999999999999,15.8664,321.4301
44.7231,262.1051,7.464799999999999,18.0263,332.3193
42.368500000000004,269.1428,7.5403,19.061799999999998,338.1134
40.34100000000001,272.7392,7.6083,15.8861,336.5746
39.2373,256.2252,7.265499999999999,20.271900000000002,322.99989999999997
40.0348,264.5976,7.4396,23.3958,335.4678
