key,number_of_units,electricity_output_capacity,heat_output_capacity,full_load_hours,initial_investment_per_plant,fixed_operation_and_maintenance_costs_per_year,variable_operation_and_maintenance_costs_per_full_load_hour,wacc,technical_lifetime,total_investment_over_lifetime_per_converter
energy_chp_ultra_supercritical_coal,0.0,695.652173913043,260.869565217391,0.0,1182608696.0,32278261.0,1530.43,0.03,40.0,0.0
energy_chp_ultra_supercritical_cofiring_coal,0.0,643.478260869565,260.869565217391,0.0,1319130435.0,30886957.0,1544.35,0.03,40.0,0.0
energy_chp_ultra_supercritical_lignite,0.0,700.0,300.0,0.0,1085000000.0,32480000.0,1540.0,0.03,30.0,0.0
energy_distribution_imported_heat,,,,,,,,,,
energy_export_electricity,1.0,,,1122.9646545868925,,,,,,
energy_heat_backup_burner_network_gas,1071.7629319326554,0.0,5.0,215.8223687374609,300000.0,10000.0,5.0,0.03,15.0,321528879.5797966
energy_heat_burner_coal,0.0,0.0,100.0,0.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_crude_oil,0.0,0.0,100.0,0.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
energy_heat_burner_hydrogen,71.11132304683257,,5.0,978.4854404985533,300000.0,10000.0,5.0,0.03,25.0,21333396.91404977
energy_heat_burner_network_gas,600.0187650651177,,5.0,3189.561433632204,300000.0,10000.0,5.0,0.03,25.0,180005629.51953527
energy_heat_burner_waste_mix,0.0,0.0,36.6,0.0,68808000.0,2976348.6,201.3,0.03,25.0,0.0
energy_heat_burner_wood_pellets,95.98080383923214,0.0,16.67,1585.7446272156524,8184970.0,433420.0,0.0,0.03,15.0,785599999.9999999
energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,50.0,0.0,3000000.0,50000.0,25.0,0.03,15.0,0.0
energy_heat_flexibility_p2h_heatpump_electricity,0.0,0.0,1.0,0.0,500000.0,5000.0,0.0,0.03,15.0,0.0
energy_heat_heatpump_water_water_electricity,1848.5974508356928,0.0,1.0,5493.108955072408,255000.0,5000.0,0.0,0.03,15.0,471392349.9631017
energy_heat_import_steam_hot_water,98.30035514967022,,10.0,8760.0,0.0,,0.0,0.03,40.0,
energy_heat_industry_chemicals_fertilizers_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_other_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_chemicals_refineries_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.03,15.0,0.0
energy_heat_industry_other_ict_residual_heat,0.0,,25.0,8760.0,22100000.0,442000.0,0.0,0.03,15.0,0.0
energy_heat_solar_thermal,0.0,,23.3,684.0,9333333.3,685151.5,0.0,0.03,25.0,0.0
energy_heat_well_geothermal,0.0,0.0,14.0,6000.0,3102143.465139684,862540.0,16.226,0.03,30.0,0.0
energy_hydrogen_biomass_gasification,0.0,,,7884.0,144005991.803279,8758652.09471767,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_biomass_gasification_ccs,0.0,,,7884.0,144005991.803279,12140210.3825137,1110.94014392664,0.03,40.0,0.0
energy_hydrogen_electrolysis_solar_electricity,0.0,,,1867.4554059999998,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_electrolysis_wind_electricity,0.0,,,4000.0,4500000.0,126000.0,0.0,0.03,25.0,0.0
energy_hydrogen_solar_pv_solar_radiation,0.0,20.0,0.0,1224.0,5559999.9999999935,318000.0,0.0,0.03,25.0,0.0
energy_hydrogen_steam_methane_reformer,0.0,,,7500.0,105435801.31208998,105435.80131208996,0.0,0.03,30.0,0.0
energy_hydrogen_steam_methane_reformer_ccs,57.77777777777778,,,7500.0,105435801.31208998,483226.33552015,0.0,0.03,30.0,16487672711.368608
energy_hydrogen_wind_turbine_offshore,0.0,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,0.0
energy_import_electricity,0.0,5850.0,,5427.6084,,,,,,
energy_interconnector_imported_electricity,1.0,14800.0,,3401.716311745127,,,,,,
energy_power_combined_cycle_ccs_coal,0.0,658.0,0.0,0.0,1268685884.9,21373442.6229508,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_ccs_network_gas,8.421052631578947,665.0,0.0,0.0,505635388.7719546,13063555.5555556,514.7221333182799,0.03,30.0,4845258548.153789
energy_power_combined_cycle_coal,0.0,800.0,0.0,0.0,1542475240.0,16000000.0,801.247999672602,0.03,30.0,0.0
energy_power_combined_cycle_hydrogen,0.0,800.0,0.0,0.0,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,0.0
energy_power_combined_cycle_network_gas,57.5,800.0,0.0,369.87977656075134,600340453.9385848,9066666.66666667,1287.0,0.03,30.0,34519576101.46863
energy_power_engine_diesel,0.0,2.0,0.0,0.0,400000.0,0.0,15.7,0.03,30.0,0.0
energy_power_engine_network_gas,0.0,400.0,0.0,0.0,260347129.506008,2400000.0,800.0,0.03,25.0,0.0
energy_power_geothermal,0.0,12.0,0.0,8000.0,18001015.143542588,1464000.0,0.0,0.03,30.0,0.0
energy_power_hv_network_electricity,35.465969489789344,800.0,0.0,8760.0,0.0,47926596.97,0.0,0.03,40.0,0.0
energy_power_hydro_mountain,0.0,500.0,0.0,0.0,618099845.753424,5415845.84383562,1246.04483013699,0.03,50.0,0.0
energy_power_hydro_river,3.7,10.0,0.0,2515.0,34560000.0,710000.0,0.0,0.03,45.0,127872000.0
energy_power_lv_network_electricity,10805.263403633477,0.64,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_mv_distribution_network_electricity,11468.852977179964,2.1,0.0,8760.0,0.0,7789.192548999999,0.0,0.03,40.0,0.0
energy_power_mv_transport_network_electricity,1425.1237427265046,16.9,0.0,8760.0,0.0,86884.46792000001,0.0,0.03,40.0,0.0
energy_power_nuclear_gen2_uranium_oxide,0.0,1650.0,0.0,0.0,4000000000.0,42048000.0,6400.0,0.03,50.0,0.0
energy_power_nuclear_gen3_uranium_oxide,0.0,1650.0,0.0,0.0,6187500000.0,80901594.7712419,6288.0,0.03,60.0,0.0
energy_power_solar_csp_solar_radiation,0.0,50.0,0.0,867.0,175000000.0,400000.0,50.0,0.03,30.0,0.0
energy_power_solar_pv_solar_radiation,1225.0,20.0,0.0,1224.0,5559999.9999999935,318000.0,0.0,0.03,25.0,6810999999.9999895
energy_power_supercritical_coal,0.0,800.0,0.0,0.0,790000000.0,19414400.0,1580.0,0.03,45.0,0.0
energy_power_supercritical_waste_mix,0.0,55.56,0.0,4100.0,250020000.0,0.0,65.0,0.03,20.0,0.0
energy_power_transformer_lv_mv_electricity,19209.35716201507,0.36,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_transformer_mv_hv_electricity,547.3770739108619,44.0,0.0,8760.0,0.0,321203.8165,0.0,0.03,40.0,0.0
energy_power_turbine_hydrogen,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_turbine_network_gas,0.0,150.0,0.0,0.0,80495556.15821095,927202.5,416.46845625,0.03,50.0,0.0
energy_power_ultra_supercritical_ccs_coal,0.0,637.0,0.0,0.0,955312323.875,15872786.8852459,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_coal,0.0,800.0,0.0,0.0,1120000000.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_cofiring_coal,0.0,730.434782608696,0.0,0.0,1278260870.0,16000000.0,1382.49955528184,0.03,40.0,0.0
energy_power_ultra_supercritical_crude_oil,0.0,800.0,0.0,0.0,392000000.0,15059622.3692314,0.0,0.03,30.0,0.0
energy_power_ultra_supercritical_lignite,0.0,800.0,0.0,0.0,1027000000.0,19607800.0,2370.0,0.03,30.0,0.0
energy_power_ultra_supercritical_network_gas,0.0,800.0,0.0,0.0,317222963.9519359,1365600.0,1584.0,0.03,30.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,660.0,0.0,0.0,1200000000.0,21906185.0913642,2406.4,0.03,30.0,0.0
energy_power_wind_turbine_coastal,0.0,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,0.0
energy_power_wind_turbine_inland,3333.333333333333,3.0,0.0,3000.0,2134514.2613227908,53328.57740394387,0.0,0.03,25.0,7115047537.742636
energy_power_wind_turbine_offshore,10000.0,3.0,0.0,4500.0,3000384.418247053,96000.6459093846,0.0,0.03,20.0,30003844182.47053
energy_transport_hydrogen_compressed_trucks,73.31879476909393,0.0,,8760.0,882585.2046923632,788022.5041896099,0.0,0.03,15.0,64710083.48907814
energy_transport_hydrogen_pipelines,9.677836519709297,0.0,,8760.0,65603754.84335708,16502807.895378646,0.0,0.03,30.0,634902414.4530969
households_cooling_airconditioning_electricity,6847754.250458097,0.0,0.0025,560.0,1800.0,25.0,0.0,0.03,15.0,12325957650.824577
households_cooling_heatpump_air_water_electricity,456516.95003053977,0.0,0.01,560.0,4639.980000000001,100.0,0.0,0.03,15.0,2118229517.8027046
households_cooling_heatpump_ground_water_electricity,114129.23750763494,0.0,0.01,560.0,7091.04,100.0,0.0,0.03,15.0,809294988.3361398
households_final_demand_electricity,,,,,,,,,,
households_final_demand_hydrogen,0.0,,,,,,,,,
households_solar_pv_solar_radiation,42127242.56467215,0.00027200000000000005,0.0,1224.0,69.36530884041322,4.62,0.0,0.03,25.0,8662932789.866491
households_space_heater_coal,0.0,0.0,0.0099,0.0,1980.0,59.4,0.0,0.03,15.0,0.0
households_space_heater_combined_network_gas,0.0,0.0,0.022000000000000002,0.0,2134.39,98.0,0.0,0.03,15.0,0.0
households_space_heater_crude_oil,0.0,0.0,0.0105,0.0,2100.0,63.0,0.0,0.03,15.0,0.0
households_space_heater_district_heating_steam_hot_water,1320000.0,0.0,0.01,784.2348158450726,0.0,0.0,0.0,0.03,30.0,0.0
households_space_heater_electricity,0.0,0.0,0.006,0.0,300.0,0.0,0.0,0.03,15.0,0.0
households_space_heater_heatpump_air_water_electricity,1760000.0,0.0,0.01,784.2348158450728,4639.980000000001,100.0,0.0,0.03,15.0,8166364800.000002
households_space_heater_heatpump_ground_water_electricity,440000.0,0.0,0.01,784.2348158450728,7091.04,100.0,0.0,0.03,15.0,3120057600.0
households_space_heater_hybrid_heatpump_air_water_electricity,3520000.0,0.0,0.004900000000000001,1600.4792160103525,1947.69,200.0,0.0,0.03,15.0,6855868800.0
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,1760000.0,0.0,0.0049,1600.4792160103525,2805.0,200.0,0.0,0.03,15.0,6696800000.0
households_space_heater_network_gas,0.0,0.0,0.022000000000000002,0.0,1300.0,85.0,0.0,0.03,15.0,0.0
households_space_heater_wood_pellets,0.0,0.0,0.0101,0.0,3030.0,161.6,0.0,0.03,15.0,0.0
households_space_heating_savings_from_insulation,,,,0.0,35080047967.20707,,,,40.0,
households_water_heater_combined_network_gas,0.0,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_heatpump_air_water_electricity,1760000.0,0.0,0.01,130.56996920273892,0.0,0.0,0.0,0.03,15.0,448800000.0
households_water_heater_heatpump_ground_water_electricity,440000.0,0.0,0.01,130.56996920273892,0.0,0.0,0.0,0.03,15.0,112200000.0
households_water_heater_hybrid_heatpump_air_water_electricity,3520000.0,0.0,0.0049,266.46932490354885,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,1760000.0,0.0,0.0049,266.46932490354885,0.0,0.0,0.0,0.03,15.0,0.0
households_water_heater_network_gas,0.0,0.0,0.024,0.0,484.0,30.0,0.0,0.03,15.0,0.0
households_water_heater_resistive_electricity,0.0,0.0,0.0015,0.0,135.0,3.0,0.0,0.03,15.0,0.0
households_water_heater_solar_thermal,2591764.8022197825,0.0,0.0014,791.666666666667,1155.0,14.7,0.0,0.03,20.0,2993488346.563849
industry_aluminium_burner_network_gas,0.42962685502282894,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,2577761.130136974
industry_chemicals_fertilizers_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_hydrogen,9.940998208002187,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,59645989.24801312
industry_chemicals_fertilizers_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_fertilizers_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_hydrogen,138.8290040717616,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,832974024.4305696
industry_chemicals_other_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_other_flexibility_p2h_hydrogen_electricity,15.0,0.0,50.0,1988.4970403465632,3050847.457627118,50000.0,25.0,0.03,15.0,45762711.86440678
industry_chemicals_other_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chemicals_other_heater_electricity,131.07503289853028,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,393225098.69559085
industry_chemicals_other_heatpump_water_water_electricity,0.0,0.0,5.0,7000.0,1250000.0,27500.0,0.0,0.03,15.0,0.0
industry_chemicals_other_steam_recompression_electricity,0.0,0.0,43.1,8000.0,5698000.0,228800.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_hydrogen,45.572580993232286,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,273435485.95939374
industry_chemicals_refineries_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_chemicals_refineries_burner_wood_pellets,13.095625591070538,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,262785553.52748263
industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,15.0,0.0,50.0,1988.4970403465632,3050847.457627118,50000.0,25.0,0.03,15.0,45762711.86440678
industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_chp_combined_cycle_gas_power_fuelmix,0.0,120.0,117.2093,0.0,126168224.29906544,1356000.0,194.4,0.03,30.0,0.0
industry_chp_engine_gas_power_fuelmix,0.0,1.0,1.14286,0.0,600801.0680907877,0.0,8.0,0.03,20.0,0.0
industry_chp_turbine_gas_power_fuelmix,0.0,45.0,49.73684,0.0,38301068.09078772,315000.0,157.5,0.03,25.0,0.0
industry_chp_ultra_supercritical_coal,0.0,600.0,225.0,0.0,840000000.0,25600000.0,2844.44,0.03,40.0,0.0
industry_chp_wood_pellets,0.0,176.5,528.235,0.0,421193181.81818193,809339.3782383419,30.17875647668393,0.03,25.0,0.0
industry_final_demand_electricity,,,,,,,,,,
industry_heat_backup_burner_network_gas,34.04805068340724,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,204288304.10044345
industry_heat_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_heat_burner_lignite,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,0.0
industry_heat_well_geothermal,5.458122566082354,,30.0,7000.0,8736748.43302641,1958100.0,139.07999999999998,0.03,30.0,47686243.7764861
industry_other_food_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_food_burner_hydrogen,14.895042821521635,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,89370256.92912981
industry_other_food_burner_network_gas,14.895042821521635,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,89370256.92912981
industry_other_food_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_food_flexibility_p2h_hydrogen_electricity,2.5,0.0,50.0,1988.4970403465632,3050847.457627118,50000.0,25.0,0.03,15.0,7627118.644067796
industry_other_food_flexibility_p2h_network_gas_electricity,2.5,0.0,50.0,1988.4970403465632,3050847.457627118,50000.0,25.0,0.03,15.0,7627118.644067796
industry_other_food_heater_electricity,51.29609509342916,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,153888285.28028747
industry_other_metals_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_hydrogen,5.001940419143738,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,30011642.514862426
industry_other_paper_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
industry_other_paper_flexibility_p2h_hydrogen_electricity,5.0,0.0,50.0,1376.924654819129,3050847.457627118,50000.0,25.0,0.03,15.0,15254237.288135592
industry_other_paper_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,3050847.457627118,50000.0,25.0,0.03,15.0,0.0
industry_other_paper_heater_electricity,10.518035547011953,,50.0,2190.0,3000000.0,50000.0,25.0,0.03,15.0,31554106.64103585
industry_steel_blastfurnace_burner_coal_gas,33.214409281783496,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,199286455.69070095
industry_steel_electricfurnace_burner_network_gas,2.2490087133261936,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.03,15.0,13494052.279957162
other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.03,15.0,0.0
other_burner_crude_oil,81.19780211132418,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,24359340.63339725
other_burner_network_gas,5.675143506867732,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.03,15.0,1702543.052060319
other_burner_wood_pellets,14.515120144577994,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.03,15.0,14563503.878393205
other_final_demand_electricity,,,,,,,,,,
transport_car_using_electricity,5585358.1,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_car_using_hydrogen,2393724.9,,,0.0,0.0,0.0,0.0,0.03,13.0,0.0
transport_final_demand_electricity,,,,,,,,,,
