key,number_of_units,electricity_output_capacity,heat_output_capacity,full_load_hours,initial_investment_per_plant,fixed_operation_and_maintenance_costs_per_year,variable_operation_and_maintenance_costs_per_full_load_hour,wacc,technical_lifetime,total_investment_over_lifetime_per_converter
bunkers_p2l_burner_network_gas,0.3312801457936877,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,1987680.8747621262
energy_chp_combined_cycle_network_gas,0.0,120.0,117.2093,0.0,126000000.0,1356000.0,194.4,0.04,30.0,0.0
energy_chp_local_engine_biogas,0.0,2.0,2.18604651162791,8000.0,1200000.0,0.0,16.0,0.04,20.0,0.0
energy_chp_local_engine_network_gas,268.305,2.0,2.18604651162791,1103.839256619897,1200000.0,0.0,16.0,0.04,20.0,321966000.0
energy_chp_local_wood_pellets,0.0,23.12,65.68,0.0,83232000.0,1025811.28,0.0,0.04,25.0,0.0
energy_chp_supercritical_waste_mix,0.0,60.0,33.333333,0.0,162000000.0,4800000.0,0.0,0.04,30.0,0.0
energy_chp_ultra_supercritical_coal,0.0,695.652173913043,260.869565217391,0.0,1182608696.0,32278261.0,1530.43,0.04,40.0,0.0
energy_chp_ultra_supercritical_cofiring_coal,0.0,643.478260869565,260.869565217391,0.0,1319130435.0,30886957.0,1544.35,0.04,40.0,0.0
energy_chp_ultra_supercritical_lignite,0.0,700.0,300.0,0.0,1085000000.0,32480000.0,1540.0,0.04,30.0,0.0
energy_distribution_imported_heat,,,,,,,,,,
energy_export_electricity,0.0,,,,,,,,,
energy_flexibility_hv_opac_electricity,0.0,1400.0,0.0,0.0,1785000000.0,19800000.0,0.0,0.07,50.0,0.0
energy_flexibility_mv_batteries_electricity,0.0,100.0,0.0,0.0,56000000.0,560000.0,0.0,0.04,10.0,0.0
energy_flexibility_pumped_storage_electricity,0.08736124736490579,450.0,0.0,708.2167469430034,500000000.0,15000.0,5000.0,0.04,75.0,43680623.682452895
energy_heat_backup_burner_network_gas,758.1783114330043,0.0,5.0,1366.0612114009896,300000.0,10000.0,5.0,0.04,15.0,227453493.42990133
energy_heat_burner_coal,0.0,0.0,100.0,0.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
energy_heat_burner_crude_oil,9.931823952332002e-16,0.0,100.0,1325.0000000000605,6000000.0,100000.0,0.0,0.04,15.0,5.9590943713992006e-09
energy_heat_burner_hydrogen,0.0,,5.0,0.0,300000.0,10000.0,5.0,0.04,25.0,0.0
energy_heat_burner_network_gas,104.85047035655028,,5.0,6934.791069012397,300000.0,10000.0,5.0,0.04,25.0,31455141.106965084
energy_heat_burner_waste_mix,0.0,0.0,36.6,0.0,68808000.0,2976348.6,201.3,0.04,25.0,0.0
energy_heat_burner_wood_pellets,5.283497177988844,0.0,16.67,5502.529611017504,8184970.0,433420.0,0.0,0.04,15.0,43245265.89692335
energy_heat_flexibility_p2h_boiler_electricity,0.0,0.0,50.0,0.0,3000000.0,50000.0,25.0,0.04,15.0,0.0
energy_heat_flexibility_p2h_heatpump_electricity,0.0,0.0,1.0,0.0,500000.0,5000.0,0.0,0.04,15.0,0.0
energy_heat_heatpump_water_water_electricity,134.31904024925936,0.0,1.0,8454.083324580668,400000.0,5000.0,0.0,0.04,15.0,53727616.09970374
energy_heat_import_steam_hot_water,0.0,,10.0,8760.0,0.0,,0.0,0.04,40.0,
energy_heat_industry_chemicals_fertilizers_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.04,15.0,0.0
energy_heat_industry_chemicals_other_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.04,15.0,0.0
energy_heat_industry_chemicals_refineries_residual_heat,0.0,,25.0,8760.0,6625000.0,132500.0,0.0,0.04,15.0,0.0
energy_heat_industry_other_ict_residual_heat,0.0,,25.0,8760.0,22100000.0,442000.0,0.0,0.04,15.0,0.0
energy_heat_solar_thermal,0.0,,23.3,684.0,9333333.3,685151.5,0.0,0.04,25.0,0.0
energy_heat_well_geothermal,0.0,0.0,14.0,6000.0,26726000.0,1414000.0,26.6,0.04,30.0,0.0
energy_hydrogen_biomass_gasification,0.0,,,7884.0,144005991.803279,8758652.09471767,1110.94014392664,0.07,40.0,0.0
energy_hydrogen_biomass_gasification_ccs,0.0,,,7884.0,144005991.803279,12140210.3825137,1110.94014392664,0.07,40.0,0.0
energy_hydrogen_electrolysis_solar_electricity,0.0,,,1867.4554059999998,3500000.0,126000.0,0.0,0.07,25.0,0.0
energy_hydrogen_electrolysis_wind_electricity,26.20837420947173,,,4151.710123559357,3500000.0,126000.0,0.0,0.07,25.0,91729309.73315108
energy_hydrogen_flexibility_p2g_electricity,2.8392405393594378,,,1958.5432056945208,3500000.0,126000.0,0.0,0.07,25.0,9937341.887758033
energy_hydrogen_solar_pv_solar_radiation,0.0,20.0,0.0,1000.0,6097000.0,318000.0,0.0,0.04,25.0,0.0
energy_hydrogen_steam_methane_reformer,0.0,,,7500.0,105435801.31208998,105435.80131208996,0.0,0.04,30.0,0.0
energy_hydrogen_steam_methane_reformer_ccs,0.0,,,7500.0,105435801.31208998,483226.33552015,0.0,0.07,30.0,0.0
energy_hydrogen_wind_turbine_offshore,87.3612473649058,3.0,0.0,4300.0,2458575.0,90065.40597603674,0.0,0.04,20.0,214784178.74017325
energy_interconnector_1_imported_electricity,1.0,2358.7536788524562,,3974.050186650011,,,0.0,,,
energy_interconnector_2_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_3_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_4_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_5_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_interconnector_6_imported_electricity,1.0,0.0,,0.0,,,0.0,,,
energy_power_combined_cycle_ccs_coal,0.0,658.0,0.0,0.0,1268685884.9,21373442.6229508,801.247999672602,0.07,30.0,0.0
energy_power_combined_cycle_ccs_network_gas,0.0,665.0,0.0,0.0,504961208.253592,13063555.5555556,514.7221333182799,0.07,30.0,0.0
energy_power_combined_cycle_coal,0.0,800.0,0.0,0.0,1542475240.0,16000000.0,801.247999672602,0.04,30.0,0.0
energy_power_combined_cycle_hydrogen,0.0,800.0,0.0,0.0,599540000.0,9066666.66666667,1287.0,0.07,30.0,0.0
energy_power_combined_cycle_network_gas,1.8345861946630215,800.0,0.0,2219.26020325198,599540000.0,9066666.66666667,1287.0,0.04,30.0,1099907807.148268
energy_power_engine_diesel,0.0,2.0,0.0,0.0,400000.0,0.0,15.7,0.04,30.0,0.0
energy_power_engine_network_gas,0.0,400.0,0.0,0.0,260000000.0,2400000.0,800.0,0.04,25.0,0.0
energy_power_geothermal,0.0,12.0,0.0,8000.0,155084745.8,2400000.0,0.0,0.04,30.0,0.0
energy_power_hv_network_electricity,4.709460939167736,800.0,0.0,8760.0,0.0,47926596.97,0.0,0.03,40.0,0.0
energy_power_hydro_mountain,0.0,500.0,0.0,0.0,618099845.753424,5415845.84383562,1246.04483013699,0.04,50.0,0.0
energy_power_hydro_river,0.0,10.0,0.0,2515.0,36000000.0,320000.0,0.0,0.04,45.0,0.0
energy_power_lv_network_electricity,1694.25586122557,0.64,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_mv_distribution_network_electricity,1745.8381223359174,2.1,0.0,8760.0,0.0,7789.192548999999,0.0,0.03,40.0,0.0
energy_power_mv_transport_network_electricity,212.93741668015412,16.9,0.0,8760.0,0.0,86884.46792000001,0.0,0.03,40.0,0.0
energy_power_nuclear_gen2_uranium_oxide,0.0,1650.0,0.0,0.0,4000000000.0,42048000.0,6400.0,0.07,50.0,0.0
energy_power_nuclear_gen3_uranium_oxide,0.0,1650.0,0.0,0.0,6187500000.0,80901594.7712419,6288.0,0.07,60.0,0.0
energy_power_solar_csp_solar_radiation,0.0,50.0,0.0,867.0,175000000.0,400000.0,50.0,0.04,30.0,0.0
energy_power_solar_pv_solar_radiation,65.56241275,20.0,0.0,1000.0,6097000.0,318000.0,0.0,0.04,25.0,399734030.53675
energy_power_supercritical_coal,0.0,800.0,0.0,0.0,790000000.0,19414400.0,1580.0,0.04,45.0,0.0
energy_power_supercritical_waste_mix,2.4320005619062672,55.56,0.0,4100.0,250020000.0,0.0,65.0,0.04,20.0,608048780.4878048
energy_power_transformer_lv_mv_electricity,3012.0104199565694,0.36,0.0,8760.0,0.0,1999.279402,0.0,0.03,40.0,0.0
energy_power_transformer_mv_hv_electricity,81.7873259521501,44.0,0.0,8760.0,0.0,321203.8165,0.0,0.03,40.0,0.0
energy_power_turbine_hydrogen,0.0,150.0,0.0,0.0,80388228.75,927202.5,416.46845625,0.07,50.0,0.0
energy_power_turbine_network_gas,3.93125613142076,150.0,0.0,640.4292656839173,80388228.75,927202.5,416.46845625,0.04,50.0,316026717.1674921
energy_power_ultra_supercritical_ccs_coal,0.0,637.0,0.0,0.0,955312323.875,15872786.8852459,1382.49955528184,0.07,40.0,0.0
energy_power_ultra_supercritical_coal,0.0,800.0,0.0,0.0,1120000000.0,16000000.0,1382.49955528184,0.04,40.0,0.0
energy_power_ultra_supercritical_cofiring_coal,0.0,730.434782608696,0.0,0.0,1278260870.0,16000000.0,1382.49955528184,0.04,40.0,0.0
energy_power_ultra_supercritical_crude_oil,0.0,800.0,0.0,0.0,392000000.0,15059622.3692314,0.0,0.04,30.0,0.0
energy_power_ultra_supercritical_lignite,0.0,800.0,0.0,0.0,1027000000.0,19607800.0,2370.0,0.04,30.0,0.0
energy_power_ultra_supercritical_network_gas,0.0,800.0,0.0,0.0,316800000.0,1365600.0,1584.0,0.04,30.0,0.0
energy_power_ultra_supercritical_oxyfuel_ccs_lignite,0.0,660.0,0.0,0.0,1200000000.0,21906185.0913642,2406.4,0.04,30.0,0.0
energy_power_wind_turbine_coastal,76.44109144429257,3.0,0.0,3237.0,1962702.375,69362.553,0.0,0.04,25.0,150031111.72530517
energy_power_wind_turbine_inland,348.99511066666673,3.0,0.0,3000.0,1962702.375,69362.553,0.0,0.04,25.0,684973532.5688546
energy_power_wind_turbine_offshore,1176.6666666666667,3.0,0.0,4500.0,2458575.0,90065.40597603674,0.0,0.04,20.0,2892923250.0
energy_transport_hydrogen_compressed_trucks,4.411930997594175,0.0,,8760.0,882272.7726894255,787743.5470441298,0.0,0.07,15.0,3892526.5941618364
energy_transport_hydrogen_pipelines,0.5823601856171378,0.0,,8760.0,64400000.0,16200000.0,0.0,0.07,30.0,37503995.95374368
households_cooling_airconditioning_electricity,5016260.350047428,0.0,0.0025,560.0,1800.0,25.0,0.0,0.02,15.0,9029268630.085371
households_cooling_heatpump_air_water_electricity,0.0,0.0,0.01,560.0,7278.4,100.0,0.0,0.02,15.0,0.0
households_cooling_heatpump_ground_water_electricity,133175.05354108213,0.0,0.01,560.0,11123.2,100.0,0.0,0.02,15.0,1481332755.5481648
households_final_demand_electricity,,,,,,,,,,
households_final_demand_hydrogen,0.0,,,,,,,,,
households_flexibility_p2p_electricity,45870.114944535846,0.0044,0.0,1372.668494027535,7147.6,0.0,0.0,0.02,10.0,327861233.57756436
households_solar_pv_solar_radiation,5483154.203054528,0.00027200000000000005,0.0,1000.0,76.06480000000002,4.62,0.0,0.02,25.0,1164275417.383149
households_space_heater_coal,0.0,0.0,0.0099,0.0,1980.0,59.4,0.0,0.02,15.0,0.0
households_space_heater_combined_network_gas,1506374.5747785573,0.0,0.022000000000000002,370.4434811707426,2134.39,98.0,0.0,0.02,15.0,3215190828.661605
households_space_heater_crude_oil,0.0,0.0,0.0105,0.0,2100.0,63.0,0.0,0.02,15.0,0.0
households_space_heater_district_heating_steam_hot_water,199993.7011581763,0.0,0.01,814.9756585756355,0.0,0.0,0.0,0.02,30.0,0.0
households_space_heater_electricity,0.0,0.0,0.006,0.0,300.0,0.0,0.0,0.02,15.0,0.0
households_space_heater_heatpump_air_water_electricity,9174.02298890717,0.0,0.01,814.9756585756378,7278.4,100.0,0.0,0.02,15.0,66772208.92246195
households_space_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,11123.2,100.0,0.0,0.02,15.0,0.0
households_space_heater_hybrid_heatpump_air_water_electricity,119262.2988557932,0.0,0.004900000000000001,1663.2156297461938,3055.2,200.0,0.0,0.02,15.0,364370175.4642194
households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,4400.0,200.0,0.0,0.02,15.0,0.0
households_space_heater_network_gas,0.0,0.0,0.022000000000000002,0.0,1300.0,85.0,0.0,0.02,15.0,0.0
households_space_heater_wood_pellets,0.0,0.0,0.0101,0.0,3030.0,161.6,0.0,0.02,15.0,0.0
households_space_heating_savings_from_insulation,,,,0.0,8306296993.943513,,,,40.0,
households_water_heater_combined_network_gas,1506374.5747785573,0.0,0.022000000000000002,63.17137285016064,0.0,0.0,0.0,0.02,15.0,0.0
households_water_heater_heatpump_air_water_electricity,9174.02298890717,0.0,0.01,138.9770202703537,0.0,0.0,0.0,0.02,15.0,2326245.541768455
households_water_heater_heatpump_ground_water_electricity,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,15.0,0.0
households_water_heater_hybrid_heatpump_air_water_electricity,119262.2988557932,0.0,0.0049,283.62657198031354,0.0,0.0,0.0,0.02,15.0,0.0
households_water_heater_hybrid_hydrogen_heatpump_air_water_electricity,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.02,15.0,0.0
households_water_heater_network_gas,0.0,0.0,0.024,0.0,484.0,30.0,0.0,0.02,15.0,0.0
households_water_heater_resistive_electricity,0.0,0.0,0.0015,0.0,135.0,3.0,0.0,0.02,15.0,0.0
households_water_heater_solar_thermal,0.0,0.0,0.0014,791.666666666667,1155.0,14.7,0.0,0.02,20.0,0.0
industry_aluminium_burner_network_gas,0.060983287671232865,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,365899.7260273972
industry_chemicals_fertilizers_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_fertilizers_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_fertilizers_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_fertilizers_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_fertilizers_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_other_burner_crude_oil,20.881259336139,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,125287556.01683398
industry_chemicals_other_burner_hydrogen,8.986586477375674,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,53919518.86425404
industry_chemicals_other_burner_network_gas,15.734984299150836,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,94409905.79490502
industry_chemicals_other_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_other_flexibility_p2h_hydrogen_electricity,1.9848036035840653,0.0,50.0,1786.4731616369602,2400000.0,50000.0,25.0,0.04,15.0,4763528.648601756
industry_chemicals_other_flexibility_p2h_network_gas_electricity,3.475274356722547,0.0,50.0,1786.4731616369602,2400000.0,50000.0,25.0,0.04,15.0,8340658.456134113
industry_chemicals_other_heater_electricity,11.525782047877142,,50.0,2190.0,3000000.0,50000.0,25.0,0.04,15.0,34577346.14363143
industry_chemicals_other_heatpump_water_water_electricity,0.0,0.0,5.0,7000.0,1250000.0,27500.0,0.0,0.04,15.0,0.0
industry_chemicals_other_steam_recompression_electricity,0.0,0.0,43.1,8000.0,5698000.0,228800.0,0.0,0.04,15.0,0.0
industry_chemicals_refineries_burner_coal,25.1865453530462,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,505410010.08446133
industry_chemicals_refineries_burner_crude_oil,63.42154191309224,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,380529251.47855353
industry_chemicals_refineries_burner_hydrogen,20.634760048278817,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,123808560.28967293
industry_chemicals_refineries_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_refineries_burner_wood_pellets,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,2400000.0,50000.0,25.0,0.04,15.0,0.0
industry_chemicals_refineries_flexibility_p2h_network_gas_electricity,0.0,0.0,50.0,0.0,2400000.0,50000.0,25.0,0.04,15.0,0.0
industry_chp_combined_cycle_gas_power_fuelmix,0.0,120.0,117.2093,0.0,126000000.0,1356000.0,194.4,0.04,30.0,0.0
industry_chp_engine_gas_power_fuelmix,0.0,1.0,1.14286,0.0,600000.0,0.0,8.0,0.04,20.0,0.0
industry_chp_turbine_gas_power_fuelmix,0.0,45.0,49.73684,0.0,38250000.0,315000.0,157.5,0.04,25.0,0.0
industry_chp_ultra_supercritical_coal,0.0,600.0,225.0,0.0,840000000.0,25600000.0,2844.44,0.04,40.0,0.0
industry_chp_wood_pellets,0.0,176.5,528.235,0.0,617750000.0,5206750.0,194.15,0.04,25.0,0.0
industry_final_demand_electricity,,,,,,,,,,
industry_heat_backup_burner_network_gas,16.751788198336346,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,100510729.19001807
industry_heat_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_heat_burner_crude_oil,6.352207752808773,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,38113246.51685263
industry_heat_burner_lignite,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.04,15.0,0.0
industry_heat_well_geothermal,3.1942884107228195,,30.0,7000.0,75270000.0,3210000.0,228.0,0.04,30.0,240434088.67510659
industry_other_food_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_other_food_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_other_food_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_other_food_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_other_food_burner_wood_pellets,0.5251502646689494,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,10538015.311023604
industry_other_food_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,2400000.0,50000.0,25.0,0.04,15.0,0.0
industry_other_food_flexibility_p2h_network_gas_electricity,1.310418710473587,0.0,50.0,0.0,2400000.0,50000.0,25.0,0.04,15.0,3145004.905136608
industry_other_food_heater_electricity,0.0,,50.0,2190.0,3000000.0,50000.0,25.0,0.04,15.0,0.0
industry_other_metals_burner_network_gas,0.010729918426793316,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,64379.510560759896
industry_other_paper_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
industry_other_paper_burner_crude_oil,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_other_paper_burner_hydrogen,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_other_paper_burner_network_gas,0.0,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,0.0
industry_other_paper_burner_wood_pellets,0.004681138430351515,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,93934.84450238725
industry_other_paper_flexibility_p2h_hydrogen_electricity,0.0,0.0,50.0,0.0,2400000.0,50000.0,25.0,0.04,15.0,0.0
industry_other_paper_flexibility_p2h_network_gas_electricity,0.13805825799086768,0.0,50.0,1943.0499196650173,2400000.0,50000.0,25.0,0.04,15.0,331339.8191780825
industry_other_paper_heater_electricity,0.04306647355923399,,50.0,2190.0,3000000.0,50000.0,25.0,0.04,15.0,129199.42067770196
industry_steel_blastfurnace_burner_coal_gas,0.09244410191900952,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,554664.6115140571
industry_steel_electricfurnace_burner_network_gas,0.0003431637002966369,0.0,100.0,2190.0,6000000.0,100000.0,0.0,0.04,15.0,2058.982201779821
other_burner_coal,0.0,0.0,100.0,2190.0,20066666.666666698,100000.0,0.0,0.04,15.0,0.0
other_burner_crude_oil,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.04,15.0,0.0
other_burner_network_gas,0.0,0.0,5.0,2190.0,300000.0,5000.0,0.0,0.04,15.0,0.0
other_burner_wood_pellets,0.0,0.0,5.0,2190.0,1003333.33333333,5000.0,0.0,0.04,15.0,0.0
other_final_demand_electricity,,,,,,,,,,
transport_car_using_electricity,410659.435,,,0.0,0.0,0.0,0.0,0.04,13.0,0.0
transport_car_using_hydrogen,64117.83,,,0.0,0.0,0.0,0.0,0.07,13.0,0.0
transport_final_demand_electricity,,,,,,,,,,
