Input Name,GM0482_alblasserdam,GM0505_dordrecht,GM0523_hardinxveld_giessendam,GM0531_hendrik_ido_ambacht,GM0590_papendrecht,GM0610_sliedrecht,GM0642_zwijndrecht
costs_households_mt_heat_delivery_system_costs_ground_level_houses_eur_per_connection,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0
costs_hydrogen,60.163012800000004,60.163012800000004,60.163012800000004,60.163012800000004,60.163012800000004,60.163012800000004,60.163012800000004
costs_hydrogen_storage_depleted_gas_field,350.0,350.0,350.0,350.0,350.0,350.0,350.0
costs_hydrogen_storage_salt_cavern,550.0,550.0,550.0,550.0,550.0,550.0,550.0
costs_hydrogen_transport_compressed_trucks,50.08226477935054,50.08226477935054,50.08226477935054,50.08226477935054,50.08226477935054,50.08226477935054,50.08226477935054
costs_hydrogen_transport_pipelines,0.4718169373097413,0.4718169373097413,0.4718169373097413,0.4718169373097413,0.4718169373097413,0.4718169373097413,0.4718169373097413
costs_hydrogen_transport_pipelines_offshore,0.6530142313546422,0.6530142313546422,0.6530142313546422,0.6530142313546422,0.6530142313546422,0.6530142313546422,0.6530142313546422
costs_imported_ammonia,43.2145152,43.2145152,43.2145152,43.2145152,43.2145152,43.2145152,43.2145152
costs_imported_heat,11.569444,11.569444,11.569444,11.569444,11.569444,11.569444,11.569444
costs_imported_liquid_hydrogen,75.204,75.204,75.204,75.204,75.204,75.204,75.204
costs_imported_lohc,63.324000000000005,63.324000000000005,63.324000000000005,63.324000000000005,63.324000000000005,63.324000000000005,63.324000000000005
costs_industry_residual_heat,0.0,0.0,0.0,0.0,0.0,0.0,0.0
costs_infrastructure_electricity_hv_net,364.0,364.0,364.0,364.0,364.0,364.0,364.0
costs_infrastructure_electricity_interconnector_net,364.0,364.0,364.0,364.0,364.0,364.0,364.0
costs_infrastructure_electricity_lv_mv_trafo,200.0,200.0,200.0,200.0,200.0,200.0,200.0
costs_infrastructure_electricity_lv_net,916.0,916.0,916.0,916.0,916.0,916.0,916.0
costs_infrastructure_electricity_mv_hv_trafo,250.0,250.0,250.0,250.0,250.0,250.0,250.0
costs_infrastructure_electricity_mv_net,690.0,690.0,690.0,690.0,690.0,690.0,690.0
costs_infrastructure_electricity_offshore_net,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0
costs_oil,64.15248089445764,64.15248089445764,64.15248089445764,64.15248089445764,64.15248089445764,64.15248089445764,64.15248089445764
costs_uranium,69.100026,69.100026,69.100026,69.100026,69.100026,69.100026,69.100026
costs_wacc_households,2.0,2.0,2.0,2.0,2.0,2.0,2.0
costs_wacc_proven_technologies,4.0,4.0,4.0,4.0,4.0,4.0,4.0
costs_wacc_public_infrastructure,3.0,3.0,3.0,3.0,3.0,3.0,3.0
costs_wacc_unproven_technologies,7.0,7.0,7.0,7.0,7.0,7.0,7.0
costs_wood,149.77999800000003,149.77999800000003,149.77999800000003,149.77999800000003,149.77999800000003,149.77999800000003,149.77999800000003
curtailment_of_buildings_solar_pv_solar_radiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curtailment_of_energy_power_solar_pv_offshore,33.0,33.0,33.0,33.0,33.0,33.0,33.0
curtailment_of_energy_power_solar_pv_solar_radiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curtailment_of_households_solar_pv_solar_radiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deficit_limit_of_industry_chemical_flexibility_load_shifting_electricity,24.0,24.0,24.0,24.0,24.0,24.0,24.0
deficit_limit_of_industry_metal_flexibility_load_shifting_electricity,24.0,24.0,24.0,24.0,24.0,24.0,24.0
deficit_limit_of_industry_other_flexibility_load_shifting_electricity,24.0,24.0,24.0,24.0,24.0,24.0,24.0
deficit_limit_of_industry_other_ict_flexibility_load_shifting_electricity,24.0,24.0,24.0,24.0,24.0,24.0,24.0
demand_of_molecules_direct_air_capture_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand_of_molecules_offshore_sequestration_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demand_of_molecules_other_utilisation_co2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
efficiency_agriculture_chp_engine_biogas_electricity,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_agriculture_chp_engine_biogas_heat,39.0,39.0,39.0,39.0,39.0,39.0,39.0
efficiency_agriculture_chp_engine_dispatchable_network_gas_electricity,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_agriculture_chp_engine_dispatchable_network_gas_heat,53.5,53.5,53.5,53.5,53.5,53.5,53.5
efficiency_agriculture_chp_engine_must_run_network_gas_electricity,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_agriculture_chp_engine_must_run_network_gas_heat,53.5,53.5,53.5,53.5,53.5,53.5,53.5
efficiency_agriculture_chp_wood_pellets_electricity,65.0,65.0,65.0,65.0,65.0,65.0,65.0
efficiency_agriculture_chp_wood_pellets_heat,44.0,44.0,44.0,44.0,44.0,44.0,44.0
efficiency_agriculture_heatpump_water_water_electricity,4.5,4.5,4.5,4.5,4.5,4.5,4.5
efficiency_agriculture_heatpump_water_water_ts_electricity,23.000000000000007,23.000000000000007,23.000000000000007,23.000000000000007,23.000000000000007,23.000000000000007,23.000000000000007
efficiency_ammonia_reforming,68.5,68.5,68.5,68.5,68.5,68.5,68.5
efficiency_buildings_space_heater_collective_heatpump_water_water_ts_electricity,3.7600000000000002,3.7600000000000002,3.7600000000000002,3.7600000000000002,3.7600000000000002,3.7600000000000002,3.7600000000000002
efficiency_buildings_space_heater_combined_hydrogen,108.6956522,108.6956522,108.6956522,108.6956522,108.6956522,108.6956522,108.6956522
efficiency_buildings_space_heater_crude_oil,85.0,85.0,85.0,85.0,85.0,85.0,85.0
efficiency_buildings_space_heater_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_buildings_space_heater_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_buildings_space_heater_hybrid_crude_oil_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_buildings_space_heater_hybrid_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_buildings_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_buildings_space_heater_network_gas,106.69999999999999,106.69999999999999,106.69999999999999,106.69999999999999,106.69999999999999,106.69999999999999,106.69999999999999
efficiency_buildings_space_heater_wood_pellets,82.0,82.0,82.0,82.0,82.0,82.0,82.0
efficiency_energy_chp_combined_cycle_network_gas_electricity,43.3,43.3,43.3,43.3,43.3,43.3,43.3
efficiency_energy_chp_combined_cycle_network_gas_heat,30.5,30.5,30.5,30.5,30.5,30.5,30.5
efficiency_energy_chp_local_engine_biogas_electricity,41.0,41.0,41.0,41.0,41.0,41.0,41.0
efficiency_energy_chp_local_engine_biogas_heat,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_energy_chp_local_engine_network_gas_electricity,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_energy_chp_local_engine_network_gas_heat,50.0,50.0,50.0,50.0,50.0,50.0,50.0
efficiency_energy_chp_local_wood_pellets_electricity,18.3,18.3,18.3,18.3,18.3,18.3,18.3
efficiency_energy_chp_local_wood_pellets_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0
efficiency_energy_chp_supercritical_waste_mix_electricity,20.45,20.45,20.45,20.45,20.45,20.45,20.45
efficiency_energy_chp_supercritical_waste_mix_heat,19.950000000000003,19.950000000000003,19.950000000000003,19.950000000000003,19.950000000000003,19.950000000000003,19.950000000000003
efficiency_energy_chp_ultra_supercritical_coal_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_energy_chp_ultra_supercritical_coal_heat,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002,14.000000000000002
efficiency_energy_chp_ultra_supercritical_cofiring_coal_electricity,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_energy_chp_ultra_supercritical_cofiring_coal_heat,15.0,15.0,15.0,15.0,15.0,15.0,15.0
efficiency_energy_flexibility_flow_batteries_electricity,70.0,70.0,70.0,70.0,70.0,70.0,70.0
efficiency_energy_flexibility_hv_opac_electricity,80.0,80.0,80.0,80.0,80.0,80.0,80.0
efficiency_energy_flexibility_mv_batteries_electricity,85.0,85.0,85.0,85.0,85.0,85.0,85.0
efficiency_energy_flexibility_pumped_storage_electricity,80.0,80.0,80.0,80.0,80.0,80.0,80.0
efficiency_energy_power_combined_cycle_coal,45.300000000000004,45.300000000000004,45.300000000000004,45.300000000000004,45.300000000000004,45.300000000000004,45.300000000000004
efficiency_energy_power_combined_cycle_hydrogen,60.0,60.0,60.0,60.0,60.0,60.0,60.0
efficiency_energy_power_combined_cycle_network_gas,60.0,60.0,60.0,60.0,60.0,60.0,60.0
efficiency_energy_power_engine_diesel,38.0,38.0,38.0,38.0,38.0,38.0,38.0
efficiency_energy_power_engine_network_gas,48.0,48.0,48.0,48.0,48.0,48.0,48.0
efficiency_energy_power_nuclear_gen2_uranium_oxide,36.93,36.93,36.93,36.93,36.93,36.93,36.93
efficiency_energy_power_nuclear_gen3_uranium_oxide,36.93,36.93,36.93,36.93,36.93,36.93,36.93
efficiency_energy_power_nuclear_small_modular_reactor_uranium_oxide,28.000000000000004,28.000000000000004,28.000000000000004,28.000000000000004,28.000000000000004,28.000000000000004,28.000000000000004
efficiency_energy_power_solar_pv_solar_radiation,17.0,17.0,17.0,17.0,17.0,17.0,17.0
efficiency_energy_power_supercritical_coal,36.0,36.0,36.0,36.0,36.0,36.0,36.0
efficiency_energy_power_supercritical_waste_mix,25.0,25.0,25.0,25.0,25.0,25.0,25.0
efficiency_energy_power_turbine_hydrogen,34.0,34.0,34.0,34.0,34.0,34.0,34.0
efficiency_energy_power_turbine_network_gas,34.0,34.0,34.0,34.0,34.0,34.0,34.0
efficiency_energy_power_ultra_supercritical_coal,46.0,46.0,46.0,46.0,46.0,46.0,46.0
efficiency_energy_power_ultra_supercritical_cofiring_coal,42.0,42.0,42.0,42.0,42.0,42.0,42.0
efficiency_energy_power_ultra_supercritical_crude_oil,45.0,45.0,45.0,45.0,45.0,45.0,45.0
efficiency_energy_power_ultra_supercritical_network_gas,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_households_flexibility_p2p_electricity,90.0,90.0,90.0,90.0,90.0,90.0,90.0
efficiency_households_space_heater_combined_hydrogen,110.00000000000001,110.00000000000001,110.00000000000001,110.00000000000001,110.00000000000001,110.00000000000001,110.00000000000001
efficiency_households_space_heater_combined_network_gas,107.0,107.0,107.0,107.0,107.0,107.0,107.0
efficiency_households_space_heater_crude_oil,85.0,85.0,85.0,85.0,85.0,85.0,85.0
efficiency_households_space_heater_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_households_space_heater_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_households_space_heater_heatpump_ground_water_electricity,4.800000000000008,4.800000000000008,4.800000000000008,4.800000000000008,4.800000000000008,4.800000000000008,4.800000000000008
efficiency_households_space_heater_hybrid_crude_oil_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_households_space_heater_hybrid_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_households_space_heater_hybrid_hydrogen_heatpump_air_water_electricity,100.0,100.0,100.0,100.0,100.0,100.0,100.0
efficiency_households_space_heater_network_gas,80.0,80.0,80.0,80.0,80.0,80.0,80.0
efficiency_households_space_heater_wood_pellets,82.0,82.0,82.0,82.0,82.0,82.0,82.0
efficiency_hydrogen_electrolysis,66.0,66.0,66.0,66.0,66.0,66.0,66.0
efficiency_industry_chp_combined_cycle_gas_power_fuelmix_electricity,43.3,43.3,43.3,43.3,43.3,43.3,43.3
efficiency_industry_chp_combined_cycle_gas_power_fuelmix_heat,30.5,30.5,30.5,30.5,30.5,30.5,30.5
efficiency_industry_chp_engine_gas_power_fuelmix_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0
efficiency_industry_chp_engine_gas_power_fuelmix_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0
efficiency_industry_chp_turbine_gas_power_fuelmix_electricity,24.75,24.75,24.75,24.75,24.75,24.75,24.75
efficiency_industry_chp_turbine_gas_power_fuelmix_heat,35.0,35.0,35.0,35.0,35.0,35.0,35.0
efficiency_industry_chp_turbine_hydrogen_electricity,33.445,33.445,33.445,33.445,33.445,33.445,33.445
efficiency_industry_chp_turbine_hydrogen_heat,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994
efficiency_industry_chp_ultra_supercritical_coal_electricity,40.0,40.0,40.0,40.0,40.0,40.0,40.0
efficiency_industry_chp_ultra_supercritical_coal_heat,15.0,15.0,15.0,15.0,15.0,15.0,15.0
efficiency_industry_chp_wood_pellets_electricity,18.3,18.3,18.3,18.3,18.3,18.3,18.3
efficiency_industry_chp_wood_pellets_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0
efficiency_transport_flexibility_p2p_electricity,87.0,87.0,87.0,87.0,87.0,87.0,87.0
electricity_interconnector_10_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_10_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_10_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_10_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_10_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_10_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_11_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_11_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_11_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_11_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_11_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_11_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_12_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_12_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_12_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_12_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_12_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_12_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_1_capacity,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0
electricity_interconnector_1_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_1_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_1_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_1_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_1_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_2_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_2_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_2_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_2_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_2_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_2_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_3_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_3_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_3_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_3_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_3_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_3_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_4_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_4_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_4_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_4_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_4_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_4_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_5_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_5_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_5_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_5_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_5_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_5_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_6_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_6_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_6_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_6_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_6_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_6_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_7_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_7_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_7_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_7_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_7_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_7_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_8_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_8_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_8_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_8_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_8_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_8_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
electricity_interconnector_9_capacity,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electricity_interconnector_9_co2_emissions_future,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_9_co2_emissions_present,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008,370.0000008
electricity_interconnector_9_export_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_9_import_availability,100.0,100.0,100.0,100.0,100.0,100.0,100.0
electricity_interconnector_9_marginal_costs,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004,37.599998400000004
energy_biogas_fermentation_share,100.0,100.0,100.0,100.0,100.0,100.0,100.0
energy_greengas_gasification_dry_biomass_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_greengas_gasification_wet_biomass_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_heat_distribution_ht_loss_share,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996
energy_heat_distribution_lt_loss_share,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996
energy_heat_distribution_mt_loss_share,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996,24.281142779999996
energy_heat_network_storage_ht_loss_share,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377
energy_heat_network_storage_ht_steam_hot_water_output_capacity_share,300.0,300.0,300.0,300.0,300.0,300.0,300.0
energy_heat_network_storage_lt_loss_share,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377
energy_heat_network_storage_lt_steam_hot_water_output_capacity_share,300.0,300.0,300.0,300.0,300.0,300.0,300.0
energy_heat_network_storage_mt_loss_share,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377,29.99999999997377
energy_heat_network_storage_mt_steam_hot_water_output_capacity_share,300.0,300.0,300.0,300.0,300.0,300.0,300.0
energy_hydrogen_distribution_compressed_trucks_share,1.0,1.0,1.0,1.0,1.0,1.0,1.0
energy_hydrogen_transport_pipelines_share,99.0,99.0,99.0,99.0,99.0,99.0,99.0
energy_mix_capacity_per_unit_wind_turbine_inland,3.0,3.0,3.0,3.0,3.0,3.0,3.0
energy_mixer_for_gas_power_fuel_bio_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_mixer_for_gas_power_fuel_crude_oil_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_mixer_for_gas_power_fuel_natural_gas_share,100.0,100.0,100.0,100.0,100.0,100.0,100.0
energy_regasification_lng_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_treatment_natural_gas_share,100.0,100.0,100.0,100.0,100.0,100.0,100.0
external_coupling_biogenic_waste_max_demand,0.024829561817001727,0.1467998817995178,0.02233287260743924,0.03831143610669568,0.03994950177243439,0.030962410385783307,0.0552278045716847
external_coupling_capacity_of_industry_chp_combined_cycle_gas_power_fuelmix,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_capacity_of_industry_chp_engine_gas_power_fuelmix,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_capacity_of_industry_chp_turbine_gas_power_fuelmix,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_capacity_of_industry_chp_turbine_hydrogen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_capacity_of_industry_chp_ultra_supercritical_coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_capacity_of_industry_chp_wood_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_efficiency_industry_chp_combined_cycle_gas_power_fuelmix_electricity,43.3,43.3,43.3,43.3,43.3,43.3,43.3
external_coupling_efficiency_industry_chp_combined_cycle_gas_power_fuelmix_heat,30.5,30.5,30.5,30.5,30.5,30.5,30.5
external_coupling_efficiency_industry_chp_engine_gas_power_fuelmix_electricity,43.0,43.0,43.0,43.0,43.0,43.0,43.0
external_coupling_efficiency_industry_chp_engine_gas_power_fuelmix_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0
external_coupling_efficiency_industry_chp_turbine_gas_power_fuelmix_electricity,24.75,24.75,24.75,24.75,24.75,24.75,24.75
external_coupling_efficiency_industry_chp_turbine_gas_power_fuelmix_heat,35.0,35.0,35.0,35.0,35.0,35.0,35.0
external_coupling_efficiency_industry_chp_turbine_hydrogen_electricity,33.445,33.445,33.445,33.445,33.445,33.445,33.445
external_coupling_efficiency_industry_chp_turbine_hydrogen_heat,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994,41.471999999999994
external_coupling_efficiency_industry_chp_ultra_supercritical_coal_electricity,40.0,40.0,40.0,40.0,40.0,40.0,40.0
external_coupling_efficiency_industry_chp_ultra_supercritical_coal_heat,15.0,15.0,15.0,15.0,15.0,15.0,15.0
external_coupling_efficiency_industry_chp_wood_pellets_electricity,18.3,18.3,18.3,18.3,18.3,18.3,18.3
external_coupling_efficiency_industry_chp_wood_pellets_heat,47.0,47.0,47.0,47.0,47.0,47.0,47.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_ammonia_input_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_ammonia_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_kerosene_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_oil_input_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_oil_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_biodiesel_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_crude_oil_input_share,100.0,100.0,100.0,100.0,100.0,100.0,100.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_crude_oil_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_diesel_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_electricity_input_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_gasoline_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_greengas_input_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_greengas_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_heavy_fuel_oil_output_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
