"key","min","max","default","unit","disabled"
"electricity_interconnector_3_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_3_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_3_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_4_capacity",0.0,58500.0,2000.0,"MW",true
"electricity_interconnector_4_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_4_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_4_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_4_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_4_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_5_capacity",0.0,58500.0,700.0,"MW",true
"electricity_interconnector_5_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_5_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_5_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_5_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_5_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_6_capacity",0.0,58500.0,0.0,"MW",true
"electricity_interconnector_6_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_6_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_6_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_6_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_6_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_7_capacity",0.0,58500.0,700.0,"MW",true
"electricity_interconnector_7_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_7_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_7_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_7_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_7_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_8_capacity",0.0,58500.0,0.0,"MW",true
"electricity_interconnector_8_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_8_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_8_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_8_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_8_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"electricity_interconnector_9_capacity",0.0,58500.0,1000.0,"MW",true
"electricity_interconnector_9_co2_emissions_future",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_9_co2_emissions_present",0.0,1000.0,0.0,"gCO2/KWh",true
"electricity_interconnector_9_export_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_9_import_availability",0.0,100.0,100.0,"%",true
"electricity_interconnector_9_marginal_costs",0.1,500.0,37.599998400000004,"euro",true
"capacity_of_industry_chemical_flexibility_load_shifting_electricity",0.0,50.0,25.0,"%",true
"capacity_of_industry_metal_flexibility_load_shifting_electricity",0.0,50.0,35.0,"%",true
"capacity_of_industry_other_flexibility_load_shifting_electricity",0.0,50.0,20.0,"%",true
"capacity_of_industry_other_ict_flexibility_load_shifting_electricity",0.0,50.0,25.0,"%",true
"deficit_limit_of_industry_chemical_flexibility_load_shifting_electricity",0.0,500.0,24.0,"hours",true
"deficit_limit_of_industry_metal_flexibility_load_shifting_electricity",0.0,500.0,24.0,"hours",true
"deficit_limit_of_industry_other_flexibility_load_shifting_electricity",0.0,500.0,24.0,"hours",true
"deficit_limit_of_industry_other_ict_flexibility_load_shifting_electricity",0.0,500.0,24.0,"hours",true
"input_capacity_of_industry_chemical_flexibility_load_shifting_electricity",0.0,50.0,25.0,"%",true
"input_capacity_of_industry_metal_flexibility_load_shifting_electricity",0.0,50.0,35.0,"%",true
"input_capacity_of_industry_other_flexibility_load_shifting_electricity",0.0,50.0,10.0,"%",true
"input_capacity_of_industry_other_ict_flexibility_load_shifting_electricity",0.0,50.0,10.0,"%",true
"wta_of_industry_chemical_flexibility_load_shifting_electricity",0.1,3000.0,500.0,"euro",true
"wta_of_industry_metal_flexibility_load_shifting_electricity",0.1,3000.0,850.0,"euro",true
"wta_of_industry_other_flexibility_load_shifting_electricity",0.1,3000.0,2000.0,"euro",true
"wta_of_industry_other_ict_flexibility_load_shifting_electricity",0.1,3000.0,300.0,"euro",true
"wtp_of_energy_production_synthetic_kerosene_dispatchable",0.0,300.0,22.0,"euro",true
"wtp_of_industry_chemicals_fertilizers_flexibility_p2h_electricity",0.0,300.0,50.0,"euro",true
"wtp_of_industry_chemicals_other_flexibility_p2h_electricity",0.0,300.0,50.0,"euro",true
"wtp_of_industry_chemicals_refineries_flexibility_p2h_electricity",0.0,300.0,50.0,"euro",true
"wtp_of_industry_other_food_flexibility_p2h_electricity",0.0,300.0,50.0,"euro",true
"wtp_of_industry_other_paper_flexibility_p2h_electricity",0.0,300.0,50.0,"euro",true
"flexibility_residual_load_curve_moving_average",3.0,2400.0,72.0,"hours",true
"curtailment_of_buildings_solar_pv_solar_radiation",0.0,100.0,50.0,"%",true
"curtailment_of_energy_power_solar_pv_offshore",0.0,100.0,0.0,"%",true
"curtailment_of_energy_power_solar_pv_solar_radiation",0.0,100.0,50.0,"%",true
"curtailment_of_households_solar_pv_solar_radiation",0.0,100.0,10.0,"%",true
"settings_enable_storage_optimisation_transport_car_flexibility_p2p_electricity",0.0,1.0,1.0,"bool",true
"transport_bus_using_electricity_availability",0.0,100.0,0.0,"%",true
"transport_car_using_electricity_availability",0.0,100.0,7.9,"%",true
"transport_car_using_electricity_custom_profile_charging_share",0.0,100.0,0.0,"%",true
"transport_car_using_electricity_fast_charging_share",0.0,100.0,9.0,"%",true
"transport_car_using_electricity_home_charging_share",0.0,100.0,19.0,"%",true
"transport_car_using_electricity_public_charging_share",0.0,100.0,55.0,"%",true
"transport_car_using_electricity_work_charging_share",0.0,100.0,17.0,"%",true
"transport_truck_using_electricity_availability",0.0,100.0,0.0,"%",true
"transport_van_using_electricity_availability",0.0,100.0,0.0,"%",true
"volume_of_transport_bus_using_electricity",0.5,30.0,10.0,"hours",true
"volume_of_transport_car_using_electricity",0.5,30.0,8.0,"hours",true
"volume_of_transport_truck_using_electricity",0.5,30.0,10.0,"hours",true
"volume_of_transport_van_using_electricity",0.5,30.0,8.0,"hours",true
"wta_of_transport_car_flexibility_p2p_electricity",0.0,300.0,4.712643678160919,"euro",true
"wtp_of_transport_car_flexibility_p2p_electricity",0.0,300.0,4.1,"euro",true
"flexibility_outdoor_temperature",-5.0,5.0,-0.8398050778538817,"degC",true
"settings_weather_curve_set",,,"default","enum",true
"flh_of_energy_chp_local_ht_wood_pellets_ccs_must_run",0.0,8760.0,8500.0,"hours",true
"flh_of_energy_chp_local_mt_wood_pellets_ccs_must_run",0.0,8760.0,8500.0,"hours",true
"flh_of_energy_hydrogen_wind_turbine_offshore",4000.0,6500.0,4518.961668268336,"hours",true
"flh_of_energy_power_wind_turbine_coastal",2644.0,4500.0,3050.435355,"hours",true
"flh_of_energy_power_wind_turbine_coastal_user_curve",0.0,8760.0,3050.435355,"hours",true
"flh_of_energy_power_wind_turbine_inland",2069.33333333333,3500.0,3113.872087,"hours",true
"flh_of_energy_power_wind_turbine_inland_user_curve",0.0,8760.0,3113.872087,"hours",true
"flh_of_energy_power_wind_turbine_offshore",3733.54231974922,6500.0,4518.961727,"hours",true
"flh_of_energy_power_wind_turbine_offshore_user_curve",0.0,8760.0,4518.961727,"hours",true
"flh_of_energy_power_wood_pellets_ccs_must_run",0.0,8760.0,7500.0,"hours",true
"flh_of_geothermal_heat",,,,"hours",true
"flh_of_hydro_river",,,,"hours",true
"flh_of_solar_pv_solar_radiation",867.0,1361.35634547,897.288045,"hours",true
"flh_of_solar_pv_solar_radiation_user_curve",0.0,8760.0,897.288045,"hours",true
"flh_of_solar_thermal",,,,"hours",true
"initial_updates_interconnector_curves",0.0,0.0,0.0,"#",true
"initial_updates_interconnector_prices",0.0,0.0,0.0,"#",true
"land_use_impact_visual_wind_inland_large_scale",0.0,100.0,100.0,"%",true
"land_use_impact_visual_wind_inland_small_scale",0.0,100.0,0.0,"%",true
"settings_enable_merit_order",0.0,1.0,1.0,"bool",true
"energy_mix_capacity_per_unit_wind_turbine_inland",0.1,20.0,3.0,"MWoutput",true
"external_coupling_energy_production_synthetic_kerosene_demand",0.0,10000.0,0.0,"PJ",true
"external_coupling_energy_production_synthetic_methanol_demand",0.0,10000.0,0.0,"PJ",true
"external_coupling_industry_external_coupling_node_captured_co2_supply",0.0,158.7190073,5.6908185069821,"MT",true
"external_coupling_molecules_other_utilisation_demand",0.0,10000.0,2.22630267206041,"MT",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_ammonia_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_ammonia_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_kerosene_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_oil_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_bio_oil_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_biodiesel_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_crude_oil_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_crude_oil_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_diesel_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_electricity_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_gasoline_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_greengas_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_greengas_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_heavy_fuel_oil_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_hydrogen_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_hydrogen_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_kerosene_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_loss_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_lpg_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_methanol_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_methanol_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_natural_gas_input_share",0.0,100.0,100.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_natural_gas_output_share",0.0,100.0,100.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_not_defined_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_not_defined_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_steam_hot_water_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_total_demand",0.0,10000.0,0.0,"PJ",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_waste_mix_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_fertilizers_transformation_external_coupling_node_wood_pellets_input_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_burner_coal_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_burner_crude_oil_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_burner_hydrogen_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_burner_network_gas_share",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_fertilizers_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_combustion_ccus_capture_potential",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_fertilizers_combustion_ccus_captured_co2",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_combustion_ccus_electricity_use",0.0,5.0,0.0,"PJ/MT",true
"external_coupling_industry_chemical_fertilizers_electricity",0.0,99900.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_non_energetic_ammonia_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_non_energetic_coal_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_non_energetic_crude_oil_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_non_energetic_hydrogen_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_non_energetic_network_gas_share",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_fertilizers_non_energetic_wood_pellets_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_p2h_capacity",0.0,10000.0,0.0,"MW",true
"external_coupling_industry_chemical_fertilizers_processes_ccus_capture_potential",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_fertilizers_processes_ccus_captured_co2",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_processes_ccus_electricity_use",0.0,5.0,0.0,"PJ/MT",true
"external_coupling_industry_chemical_fertilizers_residual_heat_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_steam_hot_water_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_total_excluding_electricity",0.0,99900.0,0.0,"%",true
"external_coupling_industry_chemical_fertilizers_total_useable_heat_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_ammonia_input_share",0.0,100.0,15.8000203965634,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_ammonia_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_bio_kerosene_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_bio_oil_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_bio_oil_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_biodiesel_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_crude_oil_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_crude_oil_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_diesel_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_electricity_input_share",0.0,100.0,11.1247223373196,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_gasoline_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_greengas_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_greengas_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_heavy_fuel_oil_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_hydrogen_input_share",0.0,100.0,37.3218352112933,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_hydrogen_output_share",0.0,100.0,17.6395282731909,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_kerosene_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_loss_output_share",0.0,100.0,69.4688914385657,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_lpg_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_methanol_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_methanol_output_share",0.0,100.0,2.15932896602945,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_natural_gas_input_share",0.0,100.0,20.8141282143018,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_natural_gas_output_share",0.0,100.0,10.732251322214,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_not_defined_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_not_defined_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_steam_hot_water_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_total_demand",0.0,10000.0,167.718770829965,"PJ",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_waste_mix_input_share",0.0,100.0,14.9392938405219,"%",true
"external_coupling_energy_chemical_other_transformation_external_coupling_node_wood_pellets_input_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_burner_coal_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_burner_crude_oil_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_burner_hydrogen_share",0.0,100.0,55.8403703680311,"%",true
"external_coupling_industry_chemical_other_burner_network_gas_share",0.0,100.0,20.1740363420473,"%",true
"external_coupling_industry_chemical_other_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_ccus_capture_potential",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_other_ccus_captured_co2",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_other_ccus_electricity_use",0.0,5.0,0.0,"PJ/MT",true
"external_coupling_industry_chemical_other_electricity",0.0,99900.0,118.642704036847,"%",true
"external_coupling_industry_chemical_other_heater_electricity_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_heatpump_water_water_electricity_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_non_energetic_coal_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_non_energetic_crude_oil_share",0.0,100.0,47.010165905202,"%",true
"external_coupling_industry_chemical_other_non_energetic_hydrogen_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_non_energetic_network_gas_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_non_energetic_wood_pellets_share",0.0,100.0,52.989834094798,"%",true
"external_coupling_industry_chemical_other_p2h_capacity",0.0,10000.0,258.0,"MW",true
"external_coupling_industry_chemical_other_residual_heat_share",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_other_steam_hot_water_share",0.0,100.0,23.9855932899216,"%",true
"external_coupling_industry_chemical_other_steam_recompression_electricity_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_other_total_non_energetic",0.0,99900.0,56.0804303337264,"%",true
"external_coupling_industry_chemical_other_useable_heat",0.0,99900.0,32.4881976253149,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_ammonia_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_ammonia_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_kerosene_output_share",0.0,100.0,11.692158667749,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_oil_input_share",0.0,100.0,20.4761626833324,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_oil_output_share",0.0,100.0,11.8762589364974,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_biodiesel_output_share",0.0,100.0,10.8783625674337,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_crude_oil_input_share",0.0,100.0,47.6517220262758,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_crude_oil_output_share",0.0,100.0,12.5614592069487,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_diesel_output_share",0.0,100.0,17.7992884043854,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_electricity_input_share",0.0,100.0,4.03680161912189,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_gasoline_output_share",0.0,100.0,1.12924047054809,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_greengas_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_greengas_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_heavy_fuel_oil_output_share",0.0,100.0,0.578243603118885,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_hydrogen_input_share",0.0,100.0,5.97256221932088,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_hydrogen_output_share",0.0,100.0,1.620674432863,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_kerosene_output_share",0.0,100.0,11.7882069204133,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_loss_output_share",0.0,100.0,14.9577497725745,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_lpg_output_share",0.0,100.0,2.10743964797655,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_methanol_input_share",0.0,100.0,1.20062421007603,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_methanol_output_share",0.0,100.0,1.53474816E-12,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_natural_gas_input_share",0.0,100.0,0.0347053604803882,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_natural_gas_output_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_not_defined_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_not_defined_output_share",0.0,100.0,3.01091736949,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_steam_hot_water_input_share",0.0,100.0,0.0,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_total_demand",0.0,10000.0,1037.30373354034,"PJ",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_waste_mix_input_share",0.0,100.0,5.12384324766851,"%",true
"external_coupling_energy_chemical_refineries_transformation_external_coupling_node_wood_pellets_input_share",0.0,100.0,15.5035786337241,"%",true
"external_coupling_industry_chemical_refineries_burner_coal_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_refineries_burner_crude_oil_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_refineries_burner_hydrogen_share",0.0,100.0,85.7754228652945,"%",true
"external_coupling_industry_chemical_refineries_burner_network_gas_share",0.0,100.0,14.2245771347055,"%",true
"external_coupling_industry_chemical_refineries_burner_wood_pellets_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_refineries_ccus_capture_potential",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_refineries_ccus_captured_co2",0.0,100.0,100.0,"%",true
"external_coupling_industry_chemical_refineries_ccus_electricity_use",0.0,5.0,0.0,"PJ/MT",true
"external_coupling_industry_chemical_refineries_electricity",0.0,99900.0,40.1928119774482,"%",true
"external_coupling_industry_chemical_refineries_p2h_capacity",0.0,10000.0,0.0,"MW",true
"external_coupling_industry_chemical_refineries_residual_heat_share",0.0,100.0,1.01895251681272,"%",true
"external_coupling_industry_chemical_refineries_steam_hot_water_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_chemical_refineries_useable_heat",0.0,99900.0,24.5658076457588,"%",true
"external_coupling_capacity_of_industry_chp_combined_cycle_gas_power_fuelmix",0.0,76899.99287008971,0.0,"MW",true
"external_coupling_capacity_of_industry_chp_engine_gas_power_fuelmix",0.0,485189.4105627388,0.0,"MW",true
"external_coupling_capacity_of_industry_chp_turbine_gas_power_fuelmix",0.0,117506.81037066331,11.9791666666667,"MW",true
"external_coupling_capacity_of_industry_chp_turbine_hydrogen",0.0,36243.06440348169,324.627543516865,"MW",true
"external_coupling_capacity_of_industry_chp_ultra_supercritical_coal",0.0,66848.31878864401,0.0,"MW",true
"external_coupling_capacity_of_industry_chp_wood_pellets",0.0,50136.23909148301,0.0,"MW",true
"external_coupling_efficiency_industry_chp_combined_cycle_gas_power_fuelmix_electricity",10.0,90.0,43.0,"%",true
"external_coupling_efficiency_industry_chp_combined_cycle_gas_power_fuelmix_heat",10.0,90.0,31.0,"%",true
"external_coupling_efficiency_industry_chp_engine_gas_power_fuelmix_electricity",10.0,90.0,43.0,"%",true
"external_coupling_efficiency_industry_chp_engine_gas_power_fuelmix_heat",10.0,90.0,47.0,"%",true
"external_coupling_efficiency_industry_chp_turbine_gas_power_fuelmix_electricity",10.0,90.0,30.0,"%",true
"external_coupling_efficiency_industry_chp_turbine_gas_power_fuelmix_heat",10.0,90.0,55.0,"%",true
"external_coupling_efficiency_industry_chp_turbine_hydrogen_electricity",10.0,90.0,30.0,"%",true
"external_coupling_efficiency_industry_chp_turbine_hydrogen_heat",10.0,90.0,55.0,"%",true
"external_coupling_efficiency_industry_chp_ultra_supercritical_coal_electricity",10.0,90.0,40.0,"%",true
"external_coupling_efficiency_industry_chp_ultra_supercritical_coal_heat",10.0,90.0,15.0,"%",true
"external_coupling_efficiency_industry_chp_wood_pellets_electricity",10.0,90.0,18.0,"%",true
"external_coupling_efficiency_industry_chp_wood_pellets_heat",10.0,90.0,47.0,"%",true
"external_coupling_industry_metal_aluminium_energetic_electricity_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_metal_aluminium_energetic_hydrogen_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_metal_aluminium_energetic_network_gas_share",0.0,100.0,100.0,"%",true
"external_coupling_industry_metal_aluminium_fixed_om_costs",0.0,100000000000.0,0.0,"euro",true
"external_coupling_industry_metal_aluminium_investment_costs",0.0,100000000000000.0,0.0,"euro",true
"external_coupling_industry_metal_aluminium_production",0.0,10000.0,0.0,"MT",true
"external_coupling_industry_metal_aluminium_production_efficiency",0.0,1.0,1.0,"MT/PJ",true
"external_coupling_industry_metal_aluminium_technical_lifetime",1.0,100.0,15.0,"year",true
"external_coupling_industry_metal_other_metals_coal_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_metal_other_metals_crude_oil_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_metal_other_metals_electricity_share",0.0,100.0,61.252289556405,"%",true
"external_coupling_industry_metal_other_metals_fixed_om_costs",0.0,100000000000.0,0.0,"euro",true
"external_coupling_industry_metal_other_metals_hydrogen_share",0.0,100.0,38.747710443595,"%",true
"external_coupling_industry_metal_other_metals_investment_costs",0.0,100000000000000.0,0.0,"euro",true
"external_coupling_industry_metal_other_metals_network_gas_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_metal_other_metals_steam_hot_water_share",0.0,100.0,0.0,"%",true
"external_coupling_industry_metal_other_metals_technical_lifetime",1.0,100.0,15.0,"year",true
