Time,energy_distribution_greengas.output,energy_extraction_natural_gas.output,energy_import_natural_gas.output,energy_network_gas_storage.output,energy_regasification_lng.output,agriculture_final_demand_network_gas.input,buildings_appliances_network_gas.input,buildings_cooling_heatpump_air_water_network_gas.input,buildings_space_heater_heatpump_air_water_network_gas.input,buildings_space_heater_network_gas.input,bunkers_p2l_burner_network_gas.input,energy_chp_combined_cycle_network_gas.input,energy_chp_local_engine_network_gas.input,energy_compressor_network_gas.input,energy_distribution_network_gas_loss.input,energy_export_network_gas.input,energy_heat_backup_burner_network_gas.input,energy_heat_burner_network_gas.input,energy_hydrogen_biomass_gasification.input,energy_hydrogen_biomass_gasification_ccs.input,energy_hydrogen_steam_methane_reformer.input,energy_hydrogen_steam_methane_reformer_ccs.input,energy_network_gas_storage.input,energy_power_combined_cycle_ccs_network_gas.input,energy_power_combined_cycle_network_gas.input,energy_power_engine_network_gas.input,energy_power_turbine_network_gas.input,energy_power_ultra_supercritical_network_gas.input,energy_torrefaction_wood.input,households_cooker_network_gas.input,households_space_heater_combined_network_gas.input,households_space_heater_hybrid_heatpump_air_water_electricity.input,households_space_heater_network_gas.input,households_water_heater_combined_network_gas.input,households_water_heater_hybrid_heatpump_air_water_electricity.input,households_water_heater_network_gas.input,industry_aluminium_burner_network_gas.input,industry_chemicals_other_burner_network_gas.input,industry_chemicals_refineries_burner_network_gas.input,industry_chp_combined_cycle_gas_power_fuelmix.input,industry_chp_engine_gas_power_fuelmix.input,industry_chp_turbine_gas_power_fuelmix.input,industry_final_demand_for_chemical_fertilizers_network_gas.input,industry_final_demand_for_chemical_fertilizers_network_gas_non_energetic.input,industry_final_demand_for_chemical_other_network_gas_non_energetic.input,industry_final_demand_for_chemical_refineries_network_gas_non_energetic.input,industry_final_demand_for_other_non_specified_network_gas.input,industry_final_demand_for_other_non_specified_network_gas_non_energetic.input,industry_heat_backup_burner_network_gas.input,industry_other_food_burner_network_gas.input,industry_other_metals_burner_network_gas.input,industry_other_paper_burner_network_gas.input,industry_steel_blastfurnace_burner_coal_gas.input,industry_steel_electricfurnace_burner_network_gas.input,other_final_demand_network_gas.input
2050-01-01 00:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,483.4707,293.9449,0.0,0.0,0.0,0.0,2355.3012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 01:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,227.3547,293.9449,0.0,0.0,0.0,0.0,2611.4171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 02:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,11.0065,293.9449,0.0,0.0,0.0,0.0,2827.7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 03:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,0.0,293.9449,0.0,0.0,0.0,0.0,2838.7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 04:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,0.0,293.9449,0.0,0.0,0.0,0.0,2838.7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 05:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,438.2477,293.9449,0.0,0.0,0.0,0.0,2400.5242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 06:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,1254.9591,293.9449,0.0,0.0,0.0,0.0,1583.8127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 07:00,4731.874,0.0,0.0,628.1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,3466.9521,293.9449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 08:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,2164.0378,293.9449,0.0,0.0,0.0,0.0,674.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
2050-01-01 09:00,4731.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9448,927.7905,1289.4175,293.9449,0.0,0.0,0.0,0.0,1549.3543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.2786,0.0,0.0,138.8547,62.4725,7.8821
