Gebouwde omgeving,Glastuinbouw,Industrie,Mobiliteit,total_sum
17.3716,29.0251,2.4991000000000003,24.085500000000003,72.9813
14.219000000000001,30.4718,2.5716,24.572,71.8344
13.907800000000002,29.8439,2.5404999999999998,23.755500000000005,70.0477
14.2211,30.358800000000002,2.5429,21.4104,68.53320000000001
14.607999999999999,30.7256,2.5652999999999992,18.940600000000003,66.8395
27.1815,30.7427,2.6058,14.684899999999997,75.2149
29.182199999999995,31.3019,2.6460000000000004,13.462099999999998,76.59219999999999
18.049000000000003,32.0892,2.7055999999999996,20.6617,73.5055
16.603099999999998,31.9009,2.7133,25.556600000000003,76.7739
15.758,30.9156,2.6566,27.3247,76.6549
16.9379,33.2355,2.7144,23.841400000000004,76.7292
16.8518,33.4213,2.7253,24.0632,77.0616
16.977300000000003,33.457499999999996,2.7248,23.627799999999997,76.78739999999999
17.205,33.1487,2.7163,23.500799999999998,76.57079999999999
17.7225,32.6139,2.6872000000000003,24.9449,77.96849999999999
18.7293,33.067499999999995,2.7251,28.316300000000002,82.83819999999999
20.257399999999997,33.4872,2.7765,22.7348,79.2559
22.246399999999998,34.92659999999999,2.873,30.590600000000002,90.63659999999999
23.142100000000003,34.243900000000004,2.8475999999999995,38.8893,99.12290000000002
21.925,33.668,2.8337,45.7581,104.1848
20.6371,33.7731,2.8111,44.1114,101.33270000000002
19.1625,34.2896,2.8109999999999995,38.794200000000004,95.0573
17.694499999999998,33.7395,2.7387999999999995,35.5876,89.7604
15.4143,33.6478,2.7041999999999997,33.9659,85.7322
14.148599999999998,30.574,2.4877000000000002,32.9625,80.1728
13.357,31.1797,2.5393,31.588699999999996,78.66469999999998
13.3999,30.8264,2.5201000000000002,29.7641,76.51050000000001
14.294,30.900399999999998,2.5087,29.014000000000003,76.7171
15.787200000000002,31.4041,2.5271000000000003,28.1044,77.8228
35.2076,32.5276,2.5871999999999997,11.137900000000002,81.46029999999999
31.753400000000003,36.8294,2.8282,11.5729,82.9839
37.610800000000005,31.9222,2.5655,13.207900000000002,85.3064
23.746900000000004,42.3533,3.1722999999999995,18.6924,87.9649
22.836699999999997,44.9944,3.3314,22.213299999999997,93.3758
22.282899999999998,46.6857,3.4103999999999997,20.4234,92.80239999999999
21.8455,47.2358,3.4525,21.0953,93.6291
21.3252,44.3221,3.3034000000000003,23.628700000000002,92.57939999999999
21.7951,45.382,3.3539999999999996,19.9236,90.4547
22.3152,45.200399999999995,3.3545,23.8902,94.7603
23.1417,43.213800000000006,3.2632999999999996,23.5616,93.1804
25.283499999999997,38.159,3.0246999999999997,20.988599999999998,87.45579999999998
27.562800000000003,30.617700000000003,2.6392,26.9768,87.79650000000001
24.340099999999996,26.468700000000002,2.4347,35.26390000000001,88.5074
23.4932,25.954,2.3970999999999996,41.207800000000006,93.05210000000001
22.000799999999998,25.4021,2.3562999999999996,39.717499999999994,89.4767
20.0977,23.259800000000002,2.2159,35.8182,81.3916
24.500199999999996,20.962799999999998,2.0573,32.5226,80.04289999999999
17.1823,33.8062,2.7451999999999996,29.450499999999998,83.1842
16.540799999999997,32.5045,2.6047,29.896,81.54599999999999
15.7628,32.7007,2.6157,29.725099999999998,80.80429999999998
15.957799999999999,31.801499999999997,2.5705999999999998,28.377200000000002,78.7071
16.993299999999998,31.6206,2.5453999999999994,28.491799999999998,79.6511
18.7771,32.7594,2.6016000000000004,26.578799999999998,80.7169
30.4463,34.321,2.6836,16.600299999999997,84.0512
25.166700000000002,39.6254,2.9688999999999997,18.085199999999997,85.84620000000001
27.508699999999997,34.8411,2.7257999999999996,21.015700000000002,86.09129999999999
25.3665,46.8458,3.3975,16.612999999999996,92.22279999999999
23.778100000000002,49.1355,3.5353,18.8247,95.27360000000002
22.556899999999995,50.3885,3.5778999999999996,20.1836,96.70689999999999
21.5695,51.0707,3.611699999999999,16.3074,92.55930000000001
20.9014,47.87520000000001,3.4329000000000005,20.908,93.1175
21.248299999999997,49.5231,3.5165,24.2594,98.54729999999999
21.8822,48.9546,3.4995999999999996,23.9216,98.258
23.4516,46.6013,3.3933999999999997,25.5106,98.95689999999999
25.0054,40.34119999999999,3.1069999999999993,25.999499999999998,94.45309999999999
27.6171,32.010799999999996,2.6829,31.0127,93.3235
27.074199999999998,27.918,2.4627,40.966,98.42089999999999
26.422,26.9425,2.4103,38.8226,94.5974
24.7975,25.901,2.3174,36.8668,89.8827
25.051500000000004,24.3247,2.2007999999999996,32.121300000000005,83.69830000000002
29.083900000000003,22.3615,2.0652,28.769399999999997,82.28
20.281100000000002,35.538,2.7504000000000004,27.468600000000002,86.0381
18.4381,32.3162,2.6122999999999994,27.36,80.72659999999999
18.036699999999996,32.7159,2.6393,26.313599999999997,79.70549999999999
18.0504,31.9286,2.5967999999999996,27.8121,80.3879
19.0604,32.369299999999996,2.6146,26.8709,80.9152
20.661900000000003,33.62,2.6700999999999997,25.289,82.241
34.54690000000001,35.8234,2.7763,12.0774,85.22400000000002
31.9816,41.5458,3.0873999999999993,9.816099999999999,86.43090000000001
34.3769,35.5897,2.7908999999999997,13.9647,86.72219999999999
26.075599999999998,48.0732,3.4959999999999996,20.7163,98.3611
25.2873,50.5664,3.634099999999999,21.4972,100.98500000000001
24.746999999999996,51.6361,3.6711000000000005,21.8564,101.91059999999999
24.5622,52.4746,3.714,17.3556,98.1064
