interconnector_1_price,interconnector_1_import_availability,interconnector_1_export_availability,interconnector_2_price,interconnector_2_import_availability,interconnector_2_export_availability,interconnector_3_price,interconnector_3_import_availability,interconnector_3_export_availability,interconnector_4_price,interconnector_4_import_availability,interconnector_4_export_availability,interconnector_5_price,interconnector_5_import_availability,interconnector_5_export_availability,interconnector_6_price,interconnector_6_import_availability,interconnector_6_export_availability,agriculture_electricity,buildings_appliances,buildings_cooling,electric_buses,electric_trucks,electric_vans,electric_ships,electric_vehicle_profile_1,electric_vehicle_profile_2,electric_vehicle_profile_3,electric_vehicle_profile_4,electric_vehicle_profile_5,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.148281,0.0,3.22260625644312e-08,3.214828895115915e-08,3.214828895115915e-08,4.1701150723287785e-08,5.596860478448317e-08,3.6209511582273415e-08,5.1279783731289316e-08,8.237395655278614e-09,1.987817975621759e-08,0.0,3.055111483572502e-08,8.575802929831758e-09,1.9556660562753525e-08,1.9556660562753525e-08,0.0,2.8055415278479163e-08,3.194326254373033e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.208084,0.0,3.250507609312757e-08,3.242662911523845e-08,3.242662911523845e-08,3.3804953539533047e-08,5.517223134332378e-08,3.4880272950020136e-08,5.1279783731289316e-08,4.014116885037913e-09,1.1215689831541247e-08,1.3544216746495832e-09,2.059664317149226e-08,4.673230681060474e-09,1.8718517967206946e-08,1.8718517967206946e-08,0.0,2.8333191667374997e-08,3.222103004411059e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.303526,0.0,3.3342116679216694e-08,3.3261649607476354e-08,3.3261649607476354e-08,1.648367247893102e-08,1.520196302026281e-08,1.2877386469897997e-08,5.1279783731289316e-08,1.724821611528694e-09,5.642031005595328e-09,2.7088433492991664e-09,1.2367913501011706e-08,2.4744353180833934e-09,1.9556660562753525e-08,1.9556660562753525e-08,4.418975700275227e-08,2.91665208340625e-08,3.305433254525138e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.33378,0.0,3.724830608096593e-08,3.715841190458655e-08,3.715841190458655e-08,1.1386686192114291e-08,1.3389118871888075e-08,1.186681736089353e-08,2.9302749544040154e-08,1.1707797010016076e-09,1.5615085942775652e-09,5.420132606814405e-09,8.901061460131813e-09,3.611901867030747e-09,2.3188611810122036e-08,2.3188611810122036e-08,8.511342902297753e-08,3.138873194522916e-08,3.70819613007652e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.355957,0.0,3.027296786355658e-08,3.019990780260405e-08,3.019990780260405e-08,1.834800007130166e-08,1.1794399791844763e-08,1.1210392118428355e-08,2.9302749544040154e-08,3.637836234126497e-09,3.2370690571944468e-09,1.4810585725366843e-08,2.5253327708469322e-08,2.363489414818314e-08,2.7938086518219323e-08,2.7938086518219323e-08,9.364281692271711e-08,3.388871944529166e-08,3.0276657541448745e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.342677,0.0,4.199153606880429e-08,4.189019469393465e-08,4.189019469393465e-08,2.5648206533482796e-08,1.083393950000567e-08,1.2184687462321714e-08,2.9302749544040154e-08,1.4603503693773181e-08,6.610882473687712e-09,5.116717692610738e-08,5.172262182198449e-08,5.134541578512832e-08,3.184941863077003e-08,3.184941863077003e-08,5.450851781713769e-08,3.41664958341875e-08,4.208177630760995e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.314484,0.0,4.478167135576803e-08,4.467359633472765e-08,4.467359633472765e-08,2.928649036275907e-08,1.7332593961981158e-08,1.7937626666761153e-08,2.9302749544040154e-08,3.105732613019673e-08,8.12685873281082e-09,7.115452739078951e-08,5.70589523558343e-08,5.5874091543367844e-08,3.436384641740977e-08,3.436384641740977e-08,2.9495888293753867e-08,3.41664958341875e-08,4.4720567561222456e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3622,0.0,4.631624576359808e-08,4.62044672371638e-08,4.62044672371638e-08,2.4216280773857903e-08,2.1060573580708837e-08,2.0192595767304493e-08,2.9302749544040154e-08,3.217584170270434e-08,1.1443646214984428e-08,3.143450665442368e-08,4.648310180618983e-08,4.435125725800284e-08,3.520198901295635e-08,3.520198901295635e-08,2.9797472013375997e-08,3.388871944529166e-08,4.6248288813313906e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.169617,0.0,4.687427282099083e-08,4.67611475653224e-08,4.67611475653224e-08,3.337997805659982e-08,2.0726220326479294e-08,2.2475644559297474e-08,3.617052727503646e-08,3.702629001487301e-08,1.0839495489634043e-08,9.865448494113521e-08,4.8967466798386086e-08,4.676458526780283e-08,3.576075074332073e-08,3.576075074332073e-08,3.008928880368967e-08,3.388871944529166e-08,4.694270756426456e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.080661,0.0,4.366561724098254e-08,4.356023567841045e-08,4.356023567841045e-08,2.693997301495594e-08,2.986538458188456e-08,2.9349573011715962e-08,3.845982381307651e-08,4.270253263149218e-08,1.2024957095839857e-08,5.5598245398047875e-08,4.700347888626217e-08,4.5247251379056103e-08,3.771641679959608e-08,3.771641679959608e-08,3.034489649022564e-08,3.388871944529166e-08,4.374838130989153e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07684,0.0,4.492117812011622e-08,4.4812766416767306e-08,4.4812766416767306e-08,2.824491865243441e-08,1.9724869801818574e-08,3.189413266678268e-08,3.845982381307651e-08,4.443778599447431e-08,1.2800038270313764e-08,4.580452316237065e-08,4.489665847806027e-08,4.256419702462884e-08,3.6878274204049505e-08,3.6878274204049505e-08,3.05382102251967e-08,3.361094305639583e-08,4.499833506160272e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.084772,0.0,4.492117812011622e-08,4.4812766416767306e-08,4.4812766416767306e-08,3.077615337726439e-08,3.036619132406322e-08,4.1061202611679606e-08,3.845982381307651e-08,4.741705206108573e-08,1.7074330975250006e-08,7.425899639403823e-08,4.6052878493780057e-08,4.423668105497147e-08,3.6598893338867314e-08,3.6598893338867314e-08,3.064814773436385e-08,3.361094305639583e-08,4.499833506160272e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.054287,0.0,4.310759018358978e-08,4.300355535025185e-08,4.300355535025185e-08,2.186965882957854e-08,2.9698931093935446e-08,5.1961518991430926e-08,5.157112738571623e-08,5.6448841395227734e-08,2.7309675739533663e-08,5.091096804047388e-08,4.4395429828129577e-08,4.628985375990221e-08,3.631951247368512e-08,3.631951247368512e-08,3.0662321692750515e-08,3.388871944529166e-08,4.3192846309131006e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.047606,0.0,3.8085346667055053e-08,3.7993432396824454e-08,3.7993432396824454e-08,2.8612889055820845e-08,2.45714799698915e-08,6.334988239267713e-08,5.5941561909929466e-08,5.656390677489597e-08,3.048971886240845e-08,4.9669058143763585e-08,3.925510361139482e-08,4.4483327892034706e-08,4.190712977732898e-08,4.190712977732898e-08,3.057906457584061e-08,3.444427222308333e-08,3.805414755209612e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045346,0.0,3.027296786355658e-08,3.019990780260405e-08,3.019990780260405e-08,3.059426010509582e-08,5.5085060203900186e-08,7.601392316419438e-08,5.5941561909929466e-08,7.054013555551439e-08,4.9159744521760724e-08,5.122740741592814e-08,2.356234874454507e-08,5.523032933594136e-08,5.839060082307839e-08,5.839060082307839e-08,3.0408262421836616e-08,3.444427222308333e-08,3.0276657541448745e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.042837,0.0,2.6227271697459155e-08,2.6163975423454197e-08,2.6163975423454197e-08,5.168467518674116e-08,7.136358022205191e-08,8.33606096957882e-08,5.5941561909929466e-08,8.530053700599636e-08,6.886699382885479e-08,4.8029076684887664e-08,3.4071138697641997e-08,6.680950718781498e-08,5.978750514898935e-08,5.978750514898935e-08,3.822359250201276e-08,3.388871944529166e-08,2.624902878593492e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.01,0.04176,0.0,2.5808751404414597e-08,2.574646517733525e-08,2.574646517733525e-08,6.326015801845537e-08,8.865975426605368e-08,8.54078290506952e-08,5.5941561909929466e-08,8.037696106242681e-08,7.952406527020011e-08,2.3685869425909225e-08,3.6228501099565384e-08,6.408349702393582e-08,5.531741130607425e-08,5.531741130607425e-08,4.9173987781309775e-08,3.33331666675e-08,2.583237753536452e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.01,0.041376,0.0,2.4971710818325472e-08,2.4911444685097347e-08,2.4911444685097347e-08,7.142370379546075e-08,8.571960189834583e-08,7.496118455415165e-08,5.294471649685263e-08,7.012202252756241e-08,8.548526468338298e-08,3.110125165998394e-08,3.5698755259681256e-08,5.9336264078408484e-08,5.028855573279478e-08,5.028855573279478e-08,4.138033551984265e-08,3.2499837500812496e-08,2.4999075034223733e-08
0.01,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04071,0.0,2.2739602588754482e-08,2.268472337246295e-08,2.268472337246295e-08,6.184998832588687e-08,7.691650013519802e-08,6.277279976590953e-08,4.395406837449832e-08,6.083934430240386e-08,8.15758200750242e-08,2.0056141633259146e-08,3.355322708067803e-08,5.1971190760681065e-08,4.609784275506188e-08,4.609784275506188e-08,2.9298882183068637e-08,3.138873194522916e-08,2.2776935031181624e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.040914,0.0,2.0367987594835303e-08,2.03188319777889e-08,2.03188319777889e-08,5.958181373878199e-08,6.471885164861397e-08,5.268179805181896e-08,4.395406837449832e-08,5.2361596878788947e-08,6.542480823271212e-08,3.795438074288922e-09,3.125812747310062e-08,4.254637405971285e-08,4.0230844586235825e-08,4.0230844586235825e-08,2.88733061047867e-08,2.9722073611854163e-08,2.0415911277949382e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039985,0.0,3.487669108704675e-08,3.47925205099125e-08,3.47925205099125e-08,5.768600260706532e-08,5.877806618297979e-08,4.614182806496884e-08,4.395406837449832e-08,4.221118660091252e-08,6.288295457117697e-08,0.0,3.29047281010743e-08,3.59446492946547e-08,3.492260814777415e-08,3.492260814777415e-08,0.0,2.91665208340625e-08,3.472093754753296e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.040281,0.0,3.2644582857475756e-08,3.25657991972781e-08,3.25657991972781e-08,7.29730913978949e-08,5.472572577849345e-08,4.1118461199582267e-08,4.944836887748204e-08,3.584507856241796e-08,6.787530251626746e-08,1.6259174866335177e-09,3.955153445912396e-08,3.3266522948959965e-08,2.933499084413029e-08,2.933499084413029e-08,0.0,2.7777638889583332e-08,3.2498797544490854e-08
0.0,1.0,0.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.040135,0.0,3.3063103150520315e-08,3.2983309443397046e-08,3.2983309443397046e-08,4.005417460852858e-08,5.1965700802958025e-08,3.78197469844783e-08,5.1279783731289316e-08,2.993881055768912e-08,5.8107216764199916e-08,7.231021902288328e-09,4.32460309270096e-08,2.848052300140337e-08,2.4026754405668618e-08,2.4026754405668618e-08,0.0,2.7777638889583332e-08,3.291544879506125e-08
