interconnector_1_price,interconnector_1_import_availability,interconnector_1_export_availability,interconnector_2_price,interconnector_2_import_availability,interconnector_2_export_availability,interconnector_3_price,interconnector_3_import_availability,interconnector_3_export_availability,interconnector_4_price,interconnector_4_import_availability,interconnector_4_export_availability,interconnector_5_price,interconnector_5_import_availability,interconnector_5_export_availability,interconnector_6_price,interconnector_6_import_availability,interconnector_6_export_availability,agriculture_electricity,buildings_appliances,buildings_cooling,electric_buses,electric_trucks,electric_vans,electric_ships,electric_vehicle_profile_1,electric_vehicle_profile_2,electric_vehicle_profile_3,electric_vehicle_profile_4,electric_vehicle_profile_5,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity
13.7,1.0,1.0,19.86,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.361943,0.295277,5.315207721665925e-08,5.3023801257106645e-08,5.3023801257106645e-08,3.223161334404162e-08,8.50056663220712e-09,1.874724111560464e-08,3.617052727503646e-08,3.4548801730294675e-08,1.7598615921785776e-08,7.895850329269259e-08,4.585966836818782e-08,4.45468170712055e-08,3.520198901295635e-08,3.520198901295635e-08,3.040635667953252e-08,3.388871944529166e-08,5.388689507377116e-08
13.7,1.0,1.0,19.86,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.275908,0.209241,4.9524901343606386e-08,4.940537912407575e-08,4.940537912407575e-08,2.976052159304541e-08,1.6223298481865286e-08,2.5692318110059237e-08,3.845982381307651e-08,4.373738344991867e-08,2.1302943991196338e-08,1.1463941234874337e-07,5.327356248135359e-08,5.2822093601831654e-08,3.71576550692317e-08,3.71576550692317e-08,3.066446565284261e-08,3.361094305639583e-08,5.01370338186376e-08
13.7,1.0,1.0,19.86,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.241943,0.175276,5.1338489280132814e-08,5.12145901905912e-08,5.12145901905912e-08,3.791423530128492e-08,2.5651981363229444e-08,3.4458478011909995e-08,3.845982381307651e-08,4.629853648857812e-08,2.287579883080365e-08,1.0949260998507495e-07,5.36399302992567e-08,5.189800983100296e-08,3.576075074332073e-08,3.576075074332073e-08,3.0859685130117756e-08,3.33331666675e-08,5.208140632129944e-08
13.7,1.0,1.0,19.86,1.0,1.0,0.01,1.0,0.0,0.01,1.0,0.0,14.13,1.0,1.0,14.13,0.256817,0.19015,5.119898251578463e-08,5.107542010855155e-08,5.107542010855155e-08,2.6621058358922614e-08,2.8241345495670117e-08,4.336003998463004e-08,3.845982381307651e-08,5.178658609412818e-08,2.6580274254049664e-08,5.0686861700176335e-08,4.869256766180335e-08,4.7611299301530774e-08,3.604013160850292e-08,3.604013160850292e-08,3.097069461933096e-08,3.33331666675e-08,5.194252257110931e-08
90.02,1.0,1.0,92.01,0.75,1.0,23.48,1.0,1.0,0.01,1.0,0.0,14.13,1.0,1.0,14.13,0.267272,0.200605,4.896687428621364e-08,4.8848698795917155e-08,4.8848698795917155e-08,1.8832386352735032e-08,3.401094419881635e-08,5.6108519685951373e-08,5.157112738571623e-08,5.592620011028776e-08,2.6489062229905302e-08,6.504250849735388e-08,4.633155800712897e-08,4.788891046013009e-08,3.604013160850292e-08,3.604013160850292e-08,3.0984630359929615e-08,3.33331666675e-08,4.97203825680672e-08
60.8,1.0,1.0,78.31,0.75,1.0,23.48,1.0,1.0,0.01,1.0,0.0,14.13,1.0,1.0,14.13,0.269869,0.203202,4.213104283315248e-08,4.2029364775974303e-08,4.2029364775974303e-08,2.4255504452445143e-08,4.007637256063991e-08,7.098476049060823e-08,5.5941561909929466e-08,5.7462828710747346e-08,3.127614628221211e-08,4.246585844743307e-08,3.908005573070087e-08,4.557085728582573e-08,4.1068987181782404e-08,4.1068987181782404e-08,3.0900301262973666e-08,3.388871944529166e-08,4.249842755818035e-08
100.9,0.75,1.0,93.11,0.75,1.0,23.48,1.0,1.0,0.01,1.0,0.0,19.86,1.0,1.0,19.86,0.253184,0.186517,3.2644582857475756e-08,3.25657991972781e-08,3.25657991972781e-08,3.341020643823105e-08,6.3687260758844e-08,7.887595320977896e-08,5.5941561909929466e-08,5.934444270775803e-08,4.202457710153724e-08,1.3459435452956254e-07,2.822133438042327e-08,5.493900188636982e-08,5.727307736234961e-08,5.727307736234961e-08,3.0727593366665576e-08,3.388871944529166e-08,3.305433254525138e-08
97.59,1.0,1.0,19.86,1.0,1.0,23.48,1.0,1.0,0.02,1.0,0.0,19.86,1.0,1.0,19.86,0.222171,0.155505,2.845937992703015e-08,2.83906967360886e-08,2.83906967360886e-08,5.191227711902339e-08,9.529593664935206e-08,8.831442686277993e-08,5.5941561909929466e-08,5.963716397581514e-08,5.6579894259747054e-08,5.005061982547074e-08,2.6735892857633082e-08,5.059151258252974e-08,5.811121995789618e-08,5.811121995789618e-08,3.8624751257023545e-08,3.361094305639583e-08,2.861005253916716e-08
97.59,1.0,1.0,19.86,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.0,19.86,1.0,1.0,19.86,0.257043,0.190376,2.7482832576592838e-08,2.7416506161811048e-08,2.7416506161811048e-08,6.160450039616885e-08,9.089780424383397e-08,8.08621167231353e-08,5.5941561909929466e-08,5.01976933651746e-08,6.028422232915761e-08,1.2524273020394025e-08,2.5060281947084308e-08,4.287154050258112e-08,5.392050698016329e-08,5.392050698016329e-08,4.968972929235394e-08,3.277761388970833e-08,2.7637866287836237e-08
97.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,19.86,1.0,1.0,19.86,0.2539,0.187233,2.5948258168762783e-08,2.58856352593749e-08,2.58856352593749e-08,7.365401445816942e-08,8.551120633878869e-08,7.088313399166059e-08,5.294471649685263e-08,4.4343689488939757e-08,5.5896025109417504e-08,2.5469547992479354e-08,2.5567509890578696e-08,3.9210440681703915e-08,4.972979400243039e-08,4.972979400243039e-08,4.1814130111810964e-08,3.194428472302083e-08,2.624902878593492e-08
52.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.162302,0.0,2.413467023223635e-08,2.407642419285945e-08,2.407642419285945e-08,6.601188211518375e-08,7.325925667485629e-08,5.9115045225614916e-08,4.395406837449832e-08,4.1709408818879436e-08,5.341119738220201e-08,1.4366653384149869e-08,2.4324341209237218e-08,3.582268107852452e-08,4.581846188987969e-08,4.581846188987969e-08,2.9605825802921018e-08,3.08331791674375e-08,2.416577253308294e-08
60.8,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.071823,0.0,2.14840417096208e-08,2.14321926341061e-08,2.14321926341061e-08,7.075114845328485e-08,6.376010059480279e-08,5.0151927772706333e-08,4.395406837449832e-08,3.8332998598449724e-08,4.884057611417318e-08,2.4388762299502766e-09,2.3789417896825527e-08,3.1757566675058544e-08,4.0510225451418016e-08,4.0510225451418016e-08,2.9175723586666868e-08,2.944429722295833e-08,2.1249213779090174e-08
52.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.055981,0.0,3.710879931661774e-08,3.70192418225469e-08,3.70192418225469e-08,6.762643332231084e-08,5.7770536105448924e-08,4.392013489770924e-08,4.395406837449832e-08,3.329435727521195e-08,5.0664227181718636e-08,0.0,2.668937778698859e-08,2.871903862405794e-08,3.576075074332073e-08,3.576075074332073e-08,0.0,2.888874444516666e-08,3.6248658799624413e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.052236,0.0,3.459767755835038e-08,3.45141803458332e-08,3.45141803458332e-08,8.122460281141193e-08,5.3872947482412906e-08,3.919355338323172e-08,4.944836887748204e-08,2.445076095213906e-08,5.230560155481081e-08,6.77669445115305e-09,3.114709945112056e-08,2.4604808400224387e-08,2.8217467383401516e-08,2.8217467383401516e-08,0.0,2.8333191667374997e-08,3.374875129620204e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.048162,0.0,3.487669108704675e-08,3.47925205099125e-08,3.47925205099125e-08,4.8075887563762485e-08,5.136378605743586e-08,3.590433230224774e-08,5.1279783731289316e-08,1.6851071961468646e-08,4.486261197232953e-08,0.0,3.1219912794920955e-08,1.835059038428865e-08,2.3188611810122036e-08,2.3188611810122036e-08,0.0,2.8333191667374997e-08,3.388763504639217e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.045886,0.0,3.376063697226125e-08,3.36791598535953e-08,3.36791598535953e-08,3.035065491194999e-08,5.011038866358205e-08,3.3950445444899346e-08,5.1279783731289316e-08,1.1101596342221798e-08,3.820619716348737e-08,1.0838430782466756e-09,3.0739394035100524e-08,1.3925567076390055e-08,2.0394803158300103e-08,2.0394803158300103e-08,0.0,2.8333191667374997e-08,3.2776565044871114e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.049521,0.0,3.417915726530581e-08,3.409667009971425e-08,3.409667009971425e-08,3.924564384725024e-08,4.9203966589394685e-08,3.2365291902316745e-08,5.1279783731289316e-08,7.254703594119313e-09,3.271240411635606e-08,0.0,2.6577856672386862e-08,1.0583063020071077e-08,1.899789883238914e-08,1.899789883238914e-08,0.0,2.8333191667374997e-08,3.305433254525138e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04927,0.0,3.487669108704675e-08,3.47925205099125e-08,3.47925205099125e-08,2.9889489048240264e-08,4.8486744016912515e-08,3.1395893017074756e-08,5.1279783731289316e-08,4.317269904548454e-09,2.4312056664947602e-08,1.204609796415205e-09,2.163542496115024e-08,7.402197650179166e-09,1.899789883238914e-08,1.899789883238914e-08,0.0,2.8610968056270828e-08,3.388763504639217e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.048578,0.0,3.6550772259225e-08,3.6462561494388305e-08,3.6462561494388305e-08,1.8614407296266206e-08,1.565109818205916e-08,1.2643055948725695e-08,5.1279783731289316e-08,3.1883225805874044e-09,1.5820497189394782e-08,0.0,1.518355455286867e-08,5.0308398480845755e-09,1.9556660562753525e-08,1.9556660562753525e-08,4.471204950296674e-08,2.9722073611854163e-08,3.541535629848362e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.049222,0.0,4.2549563126197034e-08,4.2446875022093246e-08,4.2446875022093246e-08,1.0503682739758313e-08,1.4283181840335144e-08,1.1885703701405925e-08,2.9302749544040154e-08,2.686544798554315e-09,7.819036570553027e-09,8.16107850144951e-09,1.0374175667380174e-08,5.775051300175843e-09,2.3747373540486424e-08,2.3747373540486424e-08,8.611882719727862e-08,3.194428472302083e-08,4.166512505703955e-08
97.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.01,1.0,0.0,14.13,1.0,1.0,14.13,0.059251,0.0,3.515570461574312e-08,3.50708606739918e-08,3.50708606739918e-08,2.3299492659678782e-08,1.2605893415558782e-08,1.1912484332397045e-08,2.9302749544040154e-08,8.989956957101447e-09,6.246181730945712e-09,1.2014912634397138e-08,2.780919113080818e-08,2.5622113669576827e-08,2.9893752574494673e-08,2.9893752574494673e-08,9.474838567687691e-08,3.444427222308333e-08,3.513758879810336e-08
97.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.01,1.0,0.0,19.86,1.0,1.0,19.86,0.07937,0.012703,4.980391487230276e-08,4.968371928815505e-08,4.968371928815505e-08,2.756577373225585e-08,1.0892316552651332e-08,1.335584042954532e-08,2.9302749544040154e-08,2.7921267678103325e-08,3.6359558897611508e-09,4.180179436676967e-08,5.895653712823958e-08,5.5593523579529e-08,3.520198901295635e-08,3.520198901295635e-08,5.515170584476783e-08,3.472204861197916e-08,5.01370338186376e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.01,1.0,0.0,19.86,1.0,1.0,19.86,0.113461,0.046794,5.273355692361469e-08,5.26062910109877e-08,5.26062910109877e-08,2.6694589681714165e-08,1.0867861300867337e-08,1.5982340821226655e-08,2.9302749544040154e-08,4.061186212050551e-08,6.154969706801349e-09,5.502743156812219e-08,6.21563795144835e-08,5.871508857767277e-08,3.631951247368512e-08,3.631951247368512e-08,2.9843686264250164e-08,3.472204861197916e-08,5.291470882244023e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,19.86,1.0,1.0,19.86,0.220989,0.154322,5.3849611038400187e-08,5.37196516673049e-08,5.37196516673049e-08,2.6011783884867462e-08,2.473320018330178e-08,2.089898487355907e-08,2.9302749544040154e-08,3.512370714372864e-08,8.457373385728116e-09,5.700678279197804e-08,4.7528375982033175e-08,4.666142561833515e-08,3.576075074332073e-08,3.576075074332073e-08,3.014860503290445e-08,3.444427222308333e-08,5.416466257415142e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,19.86,1.0,1.0,19.86,0.313412,0.246745,5.48261583888375e-08,5.469384224158245e-08,5.469384224158245e-08,3.2887956232401464e-08,1.683796677267265e-08,2.2129295055509332e-08,3.617052727503646e-08,3.32525248981714e-08,1.2902596539787879e-08,3.1436341085585735e-08,3.9731348901827415e-08,3.884913550813041e-08,3.548136987813854e-08,3.548136987813854e-08,3.044363776335627e-08,3.444427222308333e-08,5.513684882548234e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.407481,0.340814,5.147799604448101e-08,5.1353760272630856e-08,5.1353760272630856e-08,2.9152397680228823e-08,2.1324322156400722e-08,2.7337828000099435e-08,3.845982381307651e-08,3.391109506568648e-08,2.086987106880493e-08,1.1709602141326016e-07,4.7043994663342966e-08,4.6931726897314555e-08,3.604013160850292e-08,3.604013160850292e-08,3.070210406334838e-08,3.41664958341875e-08,5.180363882091918e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.42381,0.357143,5.343109074535562e-08,5.330214142118595e-08,5.330214142118595e-08,3.4376468685668214e-08,2.5053748053459713e-08,3.37206116714681e-08,3.845982381307651e-08,3.201904931722235e-08,2.7002000931111323e-08,6.992821015895667e-08,4.268242606043726e-08,4.107183171346028e-08,3.408446555222757e-08,3.408446555222757e-08,3.089744264951753e-08,3.388871944529166e-08,5.374801132358102e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.522377,0.455711,5.3989117802748366e-08,5.3858821749344543e-08,5.3858821749344543e-08,3.10770774393857e-08,2.9552594022776388e-08,4.2270627898565894e-08,3.845982381307651e-08,3.5625484925761727e-08,2.946398881383186e-08,5.0412002764395304e-08,4.05751947417173e-08,3.892059163475214e-08,3.380508468704538e-08,3.380508468704538e-08,3.100857124762474e-08,3.41664958341875e-08,5.444243007453168e-08
77.82,1.0,1.0,19.86,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.611882,0.545215,5.1338489280132814e-08,5.12145901905912e-08,5.12145901905912e-08,2.0948896049302576e-08,4.416539584280224e-08,5.5588395863903684e-08,5.157112738571623e-08,3.3106269635369646e-08,3.3681255584448446e-08,8.329173543599022e-08,3.943450714358021e-08,3.8182458060097654e-08,3.408446555222757e-08,3.408446555222757e-08,3.1022626097117396e-08,3.41664958341875e-08,5.166475507072904e-08
106.8,0.25,1.0,19.86,1.0,1.0,23.48,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.01,0.563394,0.0,4.464216459141985e-08,4.4534426252688004e-08,4.4534426252688004e-08,2.6906502142561496e-08,4.221554969249782e-08,6.712874933879725e-08,5.5941561909929466e-08,3.499831538383377e-08,4.364311163013447e-08,8.103507936813727e-08,3.751366483585268e-08,3.8405943256118006e-08,3.883394026032485e-08,3.883394026032485e-08,3.093817789126744e-08,3.472204861197916e-08,4.4720567561222456e-08
100.9,0.75,1.0,19.86,1.0,1.0,0.02,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.442429,0.375762,3.515570461574312e-08,3.50708606739918e-08,3.50708606739918e-08,3.122497685677866e-08,6.750122819836057e-08,7.879770979908476e-08,5.5941561909929466e-08,4.6925706030506075e-08,6.803488672006122e-08,5.190675842294199e-08,2.3015591209213225e-08,4.6471779415611525e-08,5.5876173036438645e-08,5.5876173036438645e-08,3.076523177717133e-08,3.527760138977083e-08,3.513758879810336e-08
100.9,0.75,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.301986,0.235319,3.11100084496457e-08,3.103492829484195e-08,3.103492829484195e-08,4.507062160864617e-08,7.276081656994706e-08,8.165234519282851e-08,5.5941561909929466e-08,5.7002883305754816e-08,7.570583268598569e-08,2.9343560868209575e-08,2.769890274776063e-08,5.127124925370371e-08,5.727307736234961e-08,5.727307736234961e-08,3.8671918379049756e-08,3.527760138977083e-08,3.110996004258953e-08
97.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,14.13,1.0,1.0,14.13,0.133369,0.066702,2.9993954334860204e-08,2.992156763852475e-08,2.992156763852475e-08,6.927466459478486e-08,8.593812140622217e-08,8.108395627836025e-08,5.5941561909929466e-08,5.712838043687649e-08,7.64352341714697e-08,1.5662984738667755e-08,2.9947651648900766e-08,5.021082390794161e-08,5.308236438461671e-08,5.308236438461671e-08,4.975035571940278e-08,3.472204861197916e-08,2.999889004106848e-08
97.59,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.072805,0.0,2.873839345572652e-08,2.8669036900167898e-08,2.8669036900167898e-08,7.509273898874942e-08,8.146123257157176e-08,7.156394159965499e-08,5.294471649685263e-08,5.462992327816449e-08,7.540935676905765e-08,2.8793842996647506e-08,3.1863152119893504e-08,4.9109085422305114e-08,4.9171032272066004e-08,4.9171032272066004e-08,4.186510871844536e-08,3.33331666675e-08,2.8748936289357292e-08
60.8,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.055647,0.0,2.650628522615553e-08,2.6442315587533502e-08,2.6442315587533502e-08,6.538608139788386e-08,7.544103327756374e-08,6.101117385642275e-08,4.395406837449832e-08,5.054267876172569e-08,6.434190489598042e-08,1.4608186820486929e-08,3.061965471013758e-08,4.291572831421615e-08,4.581846188987969e-08,4.581846188987969e-08,2.9641915797804707e-08,3.194428472302083e-08,2.6387912536125053e-08
23.37,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.047099,0.0,2.315812288179904e-08,2.31022336185819e-08,2.31022336185819e-08,6.600497874775241e-08,6.521150664019797e-08,5.106017088867009e-08,4.395406837449832e-08,4.1908033581401987e-08,5.745753370369508e-08,8.467428505512462e-09,2.9692065306666882e-08,3.574235453618424e-08,4.0789606316600206e-08,4.0789606316600206e-08,2.9211218037080528e-08,2.999985000075e-08,2.2915818781371754e-08
23.37,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.043512,0.0,3.948041431053692e-08,3.938513321722095e-08,3.938513321722095e-08,6.068415600179783e-08,5.835062519615311e-08,4.431684797619711e-08,4.395406837449832e-08,2.9855145803608005e-08,4.7484184058843845e-08,6.508867501493223e-09,2.995233602880666e-08,2.682996860992052e-08,3.520198901295635e-08,3.520198901295635e-08,0.0,2.944429722295833e-08,3.8887450053236915e-08
23.37,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.042291,0.0,3.710879931661774e-08,3.70192418225469e-08,3.70192418225469e-08,7.429424948918942e-08,5.402283450947609e-08,3.925420951387206e-08,4.944836887748204e-08,2.054106695286234e-08,3.76819122169516e-08,3.975823805224194e-09,3.151248108378032e-08,1.9431056298896376e-08,2.7938086518219323e-08,2.7938086518219323e-08,0.0,2.888874444516666e-08,3.652642630000467e-08
23.37,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.041245,0.0,3.7666826374010495e-08,3.75759221507055e-08,3.75759221507055e-08,4.555176539931633e-08,5.146831253683519e-08,3.642845323339858e-08,5.1279783731289316e-08,1.319226685320847e-08,2.539481264784385e-08,0.0,2.993474905863365e-08,1.25899945763949e-08,2.3188611810122036e-08,2.3188611810122036e-08,0.0,2.888874444516666e-08,3.694307755057507e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.040554,0.0,3.682978578792137e-08,3.67409016584676e-08,3.67409016584676e-08,2.964797578461909e-08,4.98254718323137e-08,3.408244997303095e-08,5.1279783731289316e-08,6.9306870717018945e-09,1.768982794593014e-08,0.0,2.7434522920440244e-08,7.5706534153529e-09,2.0394803158300103e-08,2.0394803158300103e-08,0.0,2.888874444516666e-08,3.6248658799624413e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.040175,0.0,3.6690279023573184e-08,3.6601731576427946e-08,3.6601731576427946e-08,4.1430978025178863e-08,4.8770214569849556e-08,3.252117915733968e-08,5.1279783731289316e-08,3.9932533821310354e-09,1.1523364639963587e-08,0.0,2.1560146154241483e-08,4.727603044076082e-09,1.927727969757133e-08,1.927727969757133e-08,0.0,2.888874444516666e-08,3.597089129924415e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039802,0.0,3.6550772259225e-08,3.6462561494388305e-08,3.6462561494388305e-08,3.102488379774561e-08,4.811202644925455e-08,3.1528397183844246e-08,5.1279783731289316e-08,2.4356559075377704e-09,8.605463990356686e-09,0.0,1.4356145133701225e-08,3.2841071528384666e-09,1.8718517967206946e-08,1.8718517967206946e-08,0.0,2.888874444516666e-08,3.597089129924415e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039604,0.0,3.7387812845314116e-08,3.7297581986626203e-08,3.7297581986626203e-08,1.8713983141639677e-08,1.4782410824334193e-08,1.241841841712854e-08,5.1279783731289316e-08,1.5888927289535816e-09,5.0378802802449435e-09,0.0,8.812386970334268e-09,2.1224933611017043e-09,1.927727969757133e-08,1.927727969757133e-08,4.61798284037975e-08,2.999985000075e-08,3.694307755057507e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039572,0.0,4.29680834192416e-08,4.28643852682122e-08,4.28643852682122e-08,1.0084041677112946e-08,1.3501534142185465e-08,1.1438127409580453e-08,2.9302749544040154e-08,1.7979492429295682e-09,1.4476040794737e-09,5.960678322566202e-09,6.837222292119088e-09,3.833826526952455e-09,2.346799267530423e-08,2.346799267530423e-08,8.894599590539508e-08,3.2499837500812496e-08,4.277619505856061e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039619,0.0,3.459767755835038e-08,3.45141803458332e-08,3.45141803458332e-08,1.783966119681101e-08,1.2066037158434714e-08,1.1767389271952619e-08,2.9302749544040154e-08,1.0275802037771289e-08,3.1458570330500837e-09,2.1319453226860066e-08,2.6956962716349854e-08,2.5912209116965236e-08,2.9893752574494673e-08,2.9893752574494673e-08,9.830771675644566e-08,3.472204861197916e-08,3.513758879810336e-08
23.37,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039928,0.0,4.8548353993169076e-08,4.84311885497982e-08,4.84311885497982e-08,2.3848101177518997e-08,1.1543010321893176e-08,1.4319343578860168e-08,2.9302749544040154e-08,3.6325887470317364e-08,6.246181730945712e-09,3.405743747763334e-08,5.889276381583653e-08,5.788447270580443e-08,3.492260814777415e-08,3.492260814777415e-08,5.7558658374832596e-08,3.4999825000874995e-08,4.9442615067686933e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04051,0.0,5.161750280882919e-08,5.14929303546705e-08,5.14929303546705e-08,2.8363321863529758e-08,1.431789252028662e-08,1.8200436590293414e-08,2.9302749544040154e-08,5.396092135919596e-08,8.240763247614686e-09,4.769368152075886e-08,6.76377614612088e-08,6.521661049850276e-08,3.71576550692317e-08,3.71576550692317e-08,3.1584939185717736e-08,3.527760138977083e-08,5.249805757186984e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.042314,0.0,5.2873063687962876e-08,5.274546109302735e-08,5.274546109302735e-08,2.529948188172316e-08,1.9903024996266485e-08,2.016411636494453e-08,2.9302749544040154e-08,3.9880058950362744e-08,1.1591736819612998e-08,8.455749293780721e-08,5.616719434953852e-08,5.270513552791288e-08,3.6598893338867314e-08,3.6598893338867314e-08,3.207257099777658e-08,3.4999825000874995e-08,5.360912757339089e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.040107,0.0,5.315207721665925e-08,5.3023801257106645e-08,5.3023801257106645e-08,3.1176653284759176e-08,3.152965650167912e-08,2.4521864636928684e-08,3.617052727503646e-08,3.16844956721247e-08,1.2970968719437288e-08,7.254410899604513e-08,4.510145628026183e-08,4.2535203906585774e-08,3.6878274204049505e-08,3.6878274204049505e-08,3.2544361326932684e-08,3.4999825000874995e-08,5.402577882396129e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039565,0.0,4.93853945792582e-08,4.92662090420361e-08,4.92662090420361e-08,2.697072437896834e-08,1.3509422933083525e-08,2.3478219450095633e-08,3.845982381307651e-08,2.7304529887628802e-08,1.429317468494192e-08,1.0842435957170572e-07,4.4312014992963216e-08,4.2295702682184693e-08,3.71576550692317e-08,3.71576550692317e-08,3.295743097134404e-08,3.4999825000874995e-08,4.9998150068447465e-08
13.7,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.039565,0.0,5.008292840099913e-08,4.996205945223435e-08,4.996205945223435e-08,3.466808366140482e-08,3.0106124184123765e-08,3.427950745181635e-08,3.845982381307651e-08,2.5454211144978436e-08,1.441857279891099e-08,5.620085603478249e-08,3.50095761387895e-08,3.441056017621736e-08,3.631951247368512e-08,3.631951247368512e-08,3.3269615382532665e-08,3.472204861197916e-08,5.0970336319778384e-08
