Sidebar,Sectie,Slide,Naam,Key,Gebruikerswaarde,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Vraagverhoging vermogen,input_capacity_of_industry_metal_flexibility_load_shifting_electricity,7.5,0.0,50.0,7.5,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Vraagverhoging vermogen,input_capacity_of_industry_other_flexibility_load_shifting_electricity,7.5,0.0,50.0,7.5,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Vraagverhoging vermogen,input_capacity_of_industry_other_ict_flexibility_load_shifting_electricity,10.0,0.0,50.0,10.0,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Willingness-to-accept,wta_of_industry_chemical_flexibility_load_shifting_electricity,500.0,0.1,3000.0,500.0,€/MWh
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Willingness-to-accept,wta_of_industry_metal_flexibility_load_shifting_electricity,850.0,0.1,3000.0,850.0,€/MWh
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Willingness-to-accept,wta_of_industry_other_flexibility_load_shifting_electricity,2000.0,0.1,3000.0,2000.0,€/MWh
Flexibiliteit,Belasting op elektriciteitsnetwerk,Vraagsturing - vraagverschuiving in industrie,Willingness-to-accept,wta_of_industry_other_ict_flexibility_load_shifting_electricity,300.0,0.1,3000.0,300.0,€/MWh
Flexibiliteit,Belasting op elektriciteitsnetwerk,Hybride wind op zee - componenten,Elektrolyser op zee,relative_capacity_of_electrolyser,45.97701149,0.0,100.0,45.97701149,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Hybride wind op zee - componenten,Elektriciteitskabel op zee,relative_capacity_of_offshore_cable,54.02298851,0.0,100.0,54.02298851,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Hybride wind op zee - componenten,Elektrolyser op zee,wtp_of_energy_hydrogen_hybrid_electrolysis_wind_electricity,48.0,0.1,300.0,48.0,€/MWh
Flexibiliteit,Belasting op elektriciteitsnetwerk,Productiebeperking - zon-PV,Zon op dak (gebouwen),curtailment_of_buildings_solar_pv_solar_radiation,50.0,0.0,100.0,50.0,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Productiebeperking - zon-PV,Zon op zee,curtailment_of_energy_power_solar_pv_offshore,0.0,0.0,100.0,0.0,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Productiebeperking - zon-PV,Zon op land,curtailment_of_energy_power_solar_pv_solar_radiation,50.0,0.0,100.0,50.0,%
Flexibiliteit,Belasting op elektriciteitsnetwerk,Productiebeperking - zon-PV,Zon op dak (huishoudens),curtailment_of_households_solar_pv_solar_radiation,10.0,0.0,100.0,10.0,%
Flexibiliteit,Overzicht van flexibiliteit,Flexibiliteitsbehoefte: tijdschalen,Voortschrijdend gemiddelde tijdsperiode,flexibility_residual_load_curve_moving_average,,3.0,2400.0,72.0,hours
Flexibiliteit,Opslag elektriciteit,Flowbatterijen,Geïnstalleerd vermogen,capacity_of_energy_flexibility_flow_batteries_electricity,0.0,0.0,315.93555685584477,0.0,MW
Flexibiliteit,Opslag elektriciteit,Flowbatterijen,Verbeter inzet opslag met prognose van residual load,settings_enable_storage_optimisation_energy_flexibility_flow_batteries_electricity,1.0,0.0,0.00681781011831203,1.0,boolean
Flexibiliteit,Opslag elektriciteit,Flowbatterijen,Relatief opslagvolume,volume_of_energy_flexibility_flow_batteries_electricity,16.0,0.5,100.0,16.0,hours
Flexibiliteit,Opslag elektriciteit,Flowbatterijen,Willingness-to-accept,wta_of_energy_flexibility_flow_batteries_electricity,6.42857143,0.1,300.0,6.42857143,€/MWh
Flexibiliteit,Opslag elektriciteit,Flowbatterijen,Willingness-to-pay,wtp_of_energy_flexibility_flow_batteries_electricity,4.5,0.1,300.0,4.5,€/MWh
Flexibiliteit,Opslag elektriciteit,OPAC,Geïnstalleerd vermogen,capacity_of_energy_flexibility_hv_opac_electricity,0.0,0.0,315.93555685584477,0.0,MW
Flexibiliteit,Opslag elektriciteit,OPAC,Verbeter inzet opslag met prognose van residual load,settings_enable_storage_optimisation_energy_flexibility_hv_opac_electricity,1.0,0.0,0.00681781011831203,1.0,boolean
Flexibiliteit,Opslag elektriciteit,OPAC,Relatief opslagvolume,volume_of_energy_flexibility_hv_opac_electricity,96.0,0.5,100.0,96.0,hours
Flexibiliteit,Opslag elektriciteit,OPAC,Willingness-to-accept,wta_of_energy_flexibility_hv_opac_electricity,5.375,0.1,300.0,5.375,€/MWh
Flexibiliteit,Opslag elektriciteit,OPAC,Willingness-to-pay,wtp_of_energy_flexibility_hv_opac_electricity,4.3,0.1,300.0,4.3,€/MWh
Flexibiliteit,Opslag elektriciteit,Grootschalige batterijopslag,Geïnstalleerd vermogen,capacity_of_energy_flexibility_mv_batteries_electricity,100.2544654,0.0,10000.0,100.2544654,MW
Flexibiliteit,Opslag elektriciteit,Grootschalige batterijopslag,Verbeter inzet batterijen met prognose van residual load,settings_enable_storage_optimisation_energy_flexibility_mv_batteries_electricity,1.0,0.0,0.00681781011831203,1.0,boolean
Flexibiliteit,Opslag elektriciteit,Grootschalige batterijopslag,Relatief opslagvolume,volume_of_energy_flexibility_mv_batteries_electricity,6.0,0.5,30.0,6.0,hours
Flexibiliteit,Opslag elektriciteit,Grootschalige batterijopslag,Willingness-to-accept,wta_of_energy_flexibility_mv_batteries_electricity,10.0,0.1,300.0,10.0,€/MWh
Flexibiliteit,Opslag elektriciteit,Grootschalige batterijopslag,Willingness-to-pay,wtp_of_energy_flexibility_mv_batteries_electricity,5.0,0.1,300.0,5.0,€/MWh
Flexibiliteit,Opslag elektriciteit,Stuwmeren,Verbeter inzet opslag met prognose van residual load,settings_enable_storage_optimisation_energy_flexibility_pumped_storage_electricity,1.0,0.0,0.00681781011831203,1.0,boolean
Flexibiliteit,Opslag elektriciteit,Stuwmeren,Relatief opslagvolume,volume_of_energy_flexibility_pumped_storage_electricity,,0.5,100.0,6.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in huishoudens,Marktaandeel,households_flexibility_p2p_electricity_market_penetration,11.9,0.0,100.0,11.9,%
Flexibiliteit,Opslag elektriciteit,Batterijen in huishoudens,Verbeter inzet batterijen met prognose van residual load,settings_enable_storage_optimisation_households_flexibility_p2p_electricity,optimizing_storage_households,,,optimizing_storage_households,radio
Flexibiliteit,Opslag elektriciteit,Batterijen in huishoudens,Relatief opslagvolume,volume_of_households_flexibility_p2p_electricity,3.0,0.5,30.0,3.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in huishoudens,Willingness-to-accept,wta_of_households_flexibility_p2p_electricity,10.0,0.1,300.0,10.0,€/MWh
Flexibiliteit,Opslag elektriciteit,Batterijen in huishoudens,Willingness-to-pay,wtp_of_households_flexibility_p2p_electricity,5.0,0.1,300.0,5.0,€/MWh
Flexibiliteit,Opslag elektriciteit,Zon op land met batterijsysteem,Relatief batterijvermogen,battery_capacity_always_on_solar_pv_solar_radiation,50.0,0.0,500.0,50.0,%
Flexibiliteit,Opslag elektriciteit,Zon op land met batterijsysteem,Relatieve aangesloten netwerkcapaciteit,connection_capacity_always_on_solar_pv_solar_radiation,50.0,0.0,100.0,50.0,%
Flexibiliteit,Opslag elektriciteit,Zon op land met batterijsysteem,Relatief opslagvolume,volume_of_energy_flexibility_solar_batteries_electricity,3.0,0.5,30.0,3.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Verbeter inzet batterijen met prognose van residual load,settings_enable_storage_optimisation_transport_car_flexibility_p2p_electricity,1.0,0.0,0.00681781011831203,1.0,boolean
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Inzetbaar vermogen,transport_bus_using_electricity_availability,0.0,0.0,100.0,0.0,%
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Inzetbaar vermogen,transport_car_using_electricity_availability,6.3,0.0,100.0,6.3,%
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Inzetbaar vermogen,transport_truck_using_electricity_availability,0.0,0.0,100.0,0.0,%
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Inzetbaar vermogen,transport_van_using_electricity_availability,0.0,0.0,100.0,0.0,%
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Relatief opslagvolume,volume_of_transport_bus_using_electricity,8.0,0.5,30.0,8.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Relatief opslagvolume,volume_of_transport_car_using_electricity,7.0,0.5,30.0,7.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Relatief opslagvolume,volume_of_transport_truck_using_electricity,8.0,0.5,30.0,8.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Relatief opslagvolume,volume_of_transport_van_using_electricity,7.0,0.5,30.0,7.0,hours
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Willingness-to-accept,wta_of_transport_car_flexibility_p2p_electricity,10.0,0.0,300.0,10.0,€/MWh
Flexibiliteit,Opslag elektriciteit,Batterijen in elektrische voertuigen,Willingness-to-pay,wtp_of_transport_car_flexibility_p2p_electricity,5.0,0.0,300.0,5.0,€/MWh
Flexibiliteit,Opslag elektriciteit,Wind op land met batterijsysteem,Relatief batterijvermogen,battery_capacity_always_on_wind_turbine_inland,50.0,0.0,500.0,50.0,%
Flexibiliteit,Opslag elektriciteit,Wind op land met batterijsysteem,Relatieve aangesloten netwerkcapaciteit,connection_capacity_always_on_wind_turbine_inland,75.0,0.0,100.0,75.0,%
Flexibiliteit,Opslag elektriciteit,Wind op land met batterijsysteem,Relatief opslagvolume,volume_of_energy_flexibility_wind_batteries_electricity,6.0,0.5,30.0,6.0,hours
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Buitentemperatuur,flexibility_outdoor_temperature,-1.4392457171232866,-5.0,5.0,-1.4392457171232866,degC
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Zon op dak (gebouwen),flh_of_buildings_solar_pv_solar_radiation,950.0,720.0,1080.0,950.0,#
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Zon op zee,flh_of_energy_power_solar_pv_offshore,950.0,760.0,1140.0,950.0,#
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Zon op land,flh_of_energy_power_solar_pv_solar_radiation,950.0,760.0,1140.0,950.0,#
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Wind op land,flh_of_energy_power_wind_turbine_inland,3113.868886,2756.0,3500.0,3113.868886,#
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Wind op zee,flh_of_energy_power_wind_turbine_offshore,4519.059566,3397.0,6500.0,4519.059566,#
Flexibiliteit,Weersomstandigheden,Temperatuur en vollasturen,Zon op dak (huishoudens),flh_of_households_solar_pv_solar_radiation,950.0,720.0,1080.0,950.0,#
Flexibiliteit,Weersomstandigheden,Weerjaren,Weerjaar,settings_weather_curve_set,,,,default,weather-curves
Aanbod,Biomassa,Biokolen en bio-olie in energiecentrales,Biokolen,co_firing_biocoal_share,100.0,0.0,100.0,100.0,%
Aanbod,Biomassa,Biokolen en bio-olie in energiecentrales,Steenkool,co_firing_coal_share,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,Biokolen en bio-olie in energiecentrales,Bio-olie,energy_mixer_for_gas_power_fuel_bio_oil_share,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,Biokolen en bio-olie in energiecentrales,Olie,energy_mixer_for_gas_power_fuel_crude_oil_share,0.151512684,0.0,100.0,0.151512684,%
Aanbod,Biomassa,Biokolen en bio-olie in energiecentrales,Netwerkgas,energy_mixer_for_gas_power_fuel_natural_gas_share,99.84848732,0.0,100.0,99.84848732,%
Aanbod,Biomassa,Groengasproductie,Vergisting,energy_biogas_fermentation_share,50.0,0.0,100.0,50.0,%
Aanbod,Biomassa,Groengasproductie,Droge vergassing,energy_greengas_gasification_dry_biomass_share,25.0,0.0,100.0,25.0,%
Aanbod,Biomassa,Groengasproductie,Natte vergassing (SCW),energy_greengas_gasification_wet_biomass_share,25.0,0.0,100.0,25.0,%
Aanbod,Biomassa,Potentie van biomassa en afval,Biogeen afval,external_coupling_biogenic_waste_max_demand,,0.0,6.81781011831203,0.14577609789430762,PJ
Aanbod,Biomassa,Potentie van biomassa en afval,Niet-biogeen afval,external_coupling_non_biogenic_waste_max_demand,,0.0,6.81781011831203,0.21525120892488278,PJ
Aanbod,Biomassa,Potentie van biomassa en afval,Biogeen,external_coupling_waste_mix_biogenic_waste_share,,0.0,100.0,51.6988991116889,%
Aanbod,Biomassa,Potentie van biomassa en afval,Niet-biogeen,external_coupling_waste_mix_non_biogenic_waste_share,,0.0,100.0,48.3011008883111,%
Aanbod,Biomassa,Potentie van biomassa en afval,Biogeen afval,max_demand_of_biogenic_waste,,0.0,1.9301071157886152,0.14577609789430762,PJ
Aanbod,Biomassa,Potentie van biomassa en afval,Droge biomassa,max_demand_of_dry_biomass,,0.0,1.9301071157886152,0.32941815,PJ
Aanbod,Biomassa,Potentie van biomassa en afval,Niet-biogeen afval,max_demand_of_non_biogenic_waste,,0.0,1.9301071157886152,0.21525120892488278,PJ
Aanbod,Biomassa,Potentie van biomassa en afval,Oliehoudende biomassa,max_demand_of_oily_biomass,0.0,0.0,1.9301071157886152,0.0,PJ
Aanbod,Biomassa,Potentie van biomassa en afval,Natte biomassa,max_demand_of_wet_biomass,,0.0,1.9301071157886152,0.41776955,PJ
Aanbod,Biomassa,CO<sub>2</sub>-uitstoot van biomassa,Gas,climate_relevant_co2_biomass_gas_future,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,CO<sub>2</sub>-uitstoot van biomassa,Gas,climate_relevant_co2_biomass_gas_present,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,CO<sub>2</sub>-uitstoot van biomassa,Vloeibaar,climate_relevant_co2_biomass_liquid_future,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,CO<sub>2</sub>-uitstoot van biomassa,Vloeibaar,climate_relevant_co2_biomass_liquid_present,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,CO<sub>2</sub>-uitstoot van biomassa,Vast,climate_relevant_co2_biomass_solid_future,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,CO<sub>2</sub>-uitstoot van biomassa,Vast,climate_relevant_co2_biomass_solid_present,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,Gasmix in gasnetwerk,Hervergast LNG,energy_regasification_lng_share,0.0,0.0,100.0,0.0,%
Aanbod,Biomassa,Gasmix in gasnetwerk,Aardgas,energy_treatment_natural_gas_share,100.0,0.0,100.0,100.0,%
Aanbod,Biomassa,Gasmix in gasnetwerk,Groen gas,green_gas_total_share,32.01,0.0,100.0,32.01,%
Aanbod,Biomassa,Gasmix in gasnetwerk,Aardgas,natural_gas_total_share,67.99,0.0,100.0,67.99,%
Aanbod,Biomassa,Gasmix in gasnetwerk,Propaan,propane_gas_total_share,0.0,0.0,100.0,0.0,%
Aanbod,Elektriciteit,Kolengascentrales,Grondstof voor chemiesector,external_coupling_energy_distribution_coal_gas_chemical_feedstock_share,,0.0,99.99,0.0,%
Aanbod,Elektriciteit,Kolengascentrales,Energieproductie,external_coupling_energy_distribution_coal_gas_energy_production_share,,0.0,99.99,16.0,%
Aanbod,Elektriciteit,Kolengascentrales,Finale vraag,external_coupling_energy_distribution_coal_gas_final_demand_share,,0.01,100.0,0.0,%
Aanbod,Elektriciteit,Kolengascentrales,Grondstof voor chemiesector,share_of_energy_steel_chemical_feedstock_coal_gas,,0.0,100.0,0.0,%
Aanbod,Elektriciteit,Kolengascentrales,Energieproductie,share_of_energy_steel_energy_production_coal_gas,,0.0,100.0,100.0,%
Aanbod,Elektriciteit,Kolencentrales,Poederkolen-WKK,capacity_of_energy_chp_ultra_supercritical_coal,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kolencentrales,Poederkolen-WKK met bijstook,capacity_of_energy_chp_ultra_supercritical_cofiring_coal,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kolencentrales,Kolenvergassing,capacity_of_energy_power_combined_cycle_coal,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kolencentrales,Kolen conventioneel,capacity_of_energy_power_supercritical_coal,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kolencentrales,Poederkolen,capacity_of_energy_power_ultra_supercritical_coal,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kolencentrales,Poederkolen met bijstook,capacity_of_energy_power_ultra_supercritical_cofiring_coal,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Gascentrales,Gas STEG WKK,capacity_of_energy_chp_combined_cycle_network_gas,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Gascentrales,Gasmotor-WKK,capacity_of_energy_chp_local_engine_network_gas,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Gascentrales,Gas STEG,capacity_of_energy_power_combined_cycle_network_gas,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Gascentrales,Gasmotor,capacity_of_energy_power_engine_network_gas,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Gascentrales,Gasturbine,capacity_of_energy_power_turbine_network_gas,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Gascentrales,Gas conventioneel,capacity_of_energy_power_ultra_supercritical_network_gas,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kerncentrales,Kern 2e Gen,capacity_of_energy_power_nuclear_gen2_uranium_oxide,0.0,0.0,10000.0,0.0,MW
Aanbod,Elektriciteit,Kerncentrales,Kern 3e Gen,capacity_of_energy_power_nuclear_gen3_uranium_oxide,0.0,0.0,10000.0,0.0,MW
Aanbod,Elektriciteit,Kerncentrales,Kern kleine modulaire reactor,capacity_of_energy_power_nuclear_small_modular_reactor_uranium_oxide,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Kerncentrales,"",merit_order_subtype_of_energy_power_nuclear_uranium_oxide,0.0,0.0,0.00681781011831203,0.0,boolean
Aanbod,Elektriciteit,Oliecentrales,Dieselgenerator,capacity_of_energy_power_engine_diesel,0.0,0.0,10000,0.0,MW
Aanbod,Elektriciteit,Oliecentrales,Oliecentrale,capacity_of_energy_power_ultra_supercritical_crude_oil,0.0,0.0,10000,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Biomassacentrales,Biogas-WKK,capacity_of_energy_chp_local_engine_biogas,0.0,0.0,108.53315600224315,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK,capacity_of_energy_chp_local_wood_pellets_dispatchable,0.0,0.0,108.53315600224315,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Biomassacentrales,Biomassa-WKK,capacity_of_energy_chp_local_wood_pellets_must_run,0.0,0.0,108.53315600224315,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Biomassacentrales,Biomassacentrale,capacity_of_energy_power_wood_pellets_dispatchable,0.0,0.0,123.00424346920889,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Biomassacentrales,Biomassacentrale,capacity_of_energy_power_wood_pellets_must_run,0.0,0.0,123.00424346920889,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Geothermisch,Geothermisch elektrisch,capacity_of_energy_power_geothermal,0.0,0.0,115.31647825238333,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Waterkracht,Rivier,capacity_of_energy_power_hydro_river,0.0,0.0,501.37599240166674,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstof STEG,capacity_of_energy_power_combined_cycle_hydrogen,,0.0,473.0932441123419,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Waterstofcentrales,Waterstofturbine,capacity_of_energy_power_turbine_hydrogen,,0.0,461.26591300953334,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Zonne-energie,Zon op dak (gebouwen),capacity_of_buildings_solar_pv_solar_radiation,103.3799596,0.0,3832.040720000001,103.3799596,MW
Aanbod,Hernieuwbare elektriciteit,Zonne-energie,Zon op land (met batterijsysteem),capacity_of_energy_battery_solar_pv_solar_radiation,60.24499599,0.0,7755.648952,60.24499599,MW
Aanbod,Hernieuwbare elektriciteit,Zonne-energie,Zon op zee,capacity_of_energy_power_solar_pv_offshore,,0.0,3329723.0769230784,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Zonne-energie,Zon op land,capacity_of_energy_power_solar_pv_solar_radiation,87.76511835,0.0,7755.648952,87.76511835,MW
Aanbod,Hernieuwbare elektriciteit,Zonne-energie,Zon op dak (huishoudens),capacity_of_households_solar_pv_solar_radiation,145.2675756,0.0,3542.79728,145.2675756,MW
Aanbod,Hernieuwbare elektriciteit,Afvalverbrandingscentrales,Afval-WKK,capacity_of_energy_chp_supercritical_waste_mix,,0.0,221.76245817766028,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Afvalverbrandingscentrales,Afvalverbranding,capacity_of_energy_power_supercritical_waste_mix,,0.0,225.0077624436748,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Afvalverbrandingscentrales,Afval-WKK,external_coupling_energy_chp_supercritical_waste_mix_capacity,,0.0,110.88122908883014,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Windturbines,Wind op land (met batterijsysteem),capacity_of_energy_battery_wind_turbine_inland,3.832224189,0.0,1163.3473427999998,3.832224189,MW
Aanbod,Hernieuwbare elektriciteit,Windturbines,Wind op zee (met hybride aansluiting),capacity_of_energy_power_hybrid_wind_turbine_offshore,0.0,0.0,180360.0,0.0,MW
Aanbod,Hernieuwbare elektriciteit,Windturbines,Wind op land,capacity_of_energy_power_wind_turbine_inland,18.4639688,0.0,1163.3473427999998,18.4639688,MW
Aanbod,Hernieuwbare elektriciteit,Windturbines,Wind op zee,capacity_of_energy_power_wind_turbine_offshore,0.0,0.0,180360.0,0.0,MW
Aanbod,Extractie van primaire brandstoffen,Productie van primaire brandstoffen,Kolen,fuel_production_coal,0.0,0.0,7.789599275780783,0.0,PJ
Aanbod,Extractie van primaire brandstoffen,Productie van primaire brandstoffen,Aardolie,fuel_production_crude_oil,0.0,0.0,7.789599275780783,0.0,PJ
Aanbod,Extractie van primaire brandstoffen,Productie van primaire brandstoffen,Aardgas,fuel_production_natural_gas,0.0,0.0,7.789599275780783,0.0,PJ
Aanbod,Extractie van primaire brandstoffen,Productie van primaire brandstoffen,Uranium oxide,fuel_production_uranium_oxide,0.0,0.0,7.789599275780783,0.0,PJ
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Power-to-heat boiler voor H<sub>2</sub> en gasketels,capacity_of_industry_chemicals_refineries_flexibility_p2h_electricity,0.0,0.0,10000.0,0.0,MW
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Ammoniak,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_ammonia_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Ammoniak,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_ammonia_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Biokerosine,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_kerosene_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Bio-olie,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bio_oil_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Biodiesel,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_biodiesel_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Bionafta,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_bionaphtha_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Olie,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_crude_oil_input_share,,0.0,100.0,100.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Diesel,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_diesel_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Elektriciteit,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_electricity_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Benzine,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_gasoline_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Groen gas,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_greengas_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Groen gas,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_greengas_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Zware stookolie,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_heavy_fuel_oil_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Waterstof,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_hydrogen_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Waterstof,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_hydrogen_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Kerosine,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_kerosene_output_share,,0.0,100.0,100.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Verliezen,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_loss_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,LPG,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_lpg_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Methanol,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_methanol_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Methanol,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_methanol_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Nafta,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_naphtha_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Aardgas,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_natural_gas_input_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Aardgas,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_natural_gas_output_share,,0.0,100.0,0.0,%
Aanbod,Vloeibare brandstoffen en grondstoffen,Olieraffinaderijen,Niet-gedefinieerd,external_coupling_energy_chemical_refineries_transformation_external_coupling_node_not_defined_input_share,,0.0,100.0,0.0,%
