,forecasting_storage_order
0,households_flexibility_p2p_electricity energy_flexibility_mv_batteries_electricity transport_car_flexibility_p2p_electricity transport_bus_flexibility_p2p_electricity transport_truck_flexibility_p2p_electricity transport_van_flexibility_p2p_electricity energy_flexibility_flow_batteries_electricity energy_flexibility_hv_opac_electricity energy_flexibility_pumped_storage_electricity
