set_name,output_gquery,unit,result_start_value,result_future_value
Kleine windmolens,total_net_co2_emissions,mt,0.4538014357143162,0.45221525982154887
Basisscenario,total_net_co2_emissions,mt,0.454455577401928,0.4538014357143162
