Gebouwde omgeving,Glastuinbouw,Industrie,Mobiliteit,total_sum
6.237,0.2582,18.3351,4.272600000000001,29.1029
6.058999999999999,0.2709,18.4326,4.3454,29.1079
6.116999999999999,0.265,17.9999,5.4046,29.786499999999997
6.0989,0.2697,17.5932,5.2977,29.2595
8.166599999999999,0.27290000000000003,17.5572,3.1071000000000004,29.1038
9.097900000000001,0.2729,17.705000000000002,2.693,29.768800000000002
9.6717,0.2786,18.0381,2.4906,30.479
7.312099999999999,0.28569999999999995,17.4148,5.077300000000001,30.0899
6.3541,0.28359999999999996,17.5087,6.077299999999999,30.2237
5.8654,0.2759,17.6375,5.9752,29.754
6.2239,0.2996,18.034299999999998,5.0139000000000005,29.5717
6.141,0.30150000000000005,18.418499999999998,4.6564,29.517399999999995
6.1806,0.3021,18.5665,4.3858,29.435000000000002
6.3387,0.2992,18.606499999999997,4.836600000000001,30.081
6.626499999999999,0.29410000000000003,18.558300000000003,4.6370000000000005,30.115900000000003
7.155,0.2977,18.5773,5.9443,31.9743
7.8227,0.3008,18.7974,4.276,31.1969
8.520900000000001,0.3128,18.919600000000003,6.4102,34.1635
8.8772,0.3061,19.0083,8.156699999999999,36.3483
8.3298,0.2998,18.8018,9.6043,37.0357
7.6788,0.30069999999999997,18.4722,9.2806,35.7323
6.9684,0.3051,18.2823,8.1672,33.723
6.3061,0.30029999999999996,17.5199,7.4805,31.6068
5.2654000000000005,0.2995,17.0825,7.1698,29.8172
4.7864,0.27340000000000003,16.290799999999997,6.9655000000000005,28.3161
4.484399999999999,0.27840000000000004,16.4739,7.1343000000000005,28.371
4.6126000000000005,0.2752,16.4546,6.963100000000001,28.3055
5.0845,0.2762,16.3801,7.319500000000001,29.0603
6.5078,0.2812,16.4241,6.063000000000001,29.2761
11.6969,0.29200000000000004,16.5625,1.8862999999999999,30.4377
11.1664,0.3318,17.2503,2.6252999999999997,31.3738
11.082699999999999,0.292,17.6955,2.9818000000000002,32.052
8.9383,0.38330000000000003,19.5991,3.8542,32.7749
8.3732,0.40669999999999995,20.949800000000003,4.6229000000000005,34.3526
8.0788,0.42250000000000004,21.447200000000002,4.264500000000001,34.213
7.854400000000001,0.4273,21.7762,4.4216999999999995,34.4796
7.7038,0.4016,21.767,4.9463,34.8187
7.9381,0.4109,21.5913,4.1864,34.1267
8.2101,0.4088,21.6084,5.027100000000001,35.254400000000004
8.700800000000001,0.39049999999999996,21.1715,4.9603,35.2231
9.2566,0.3448,20.8283,4.4469,34.876599999999996
9.776,0.2772,20.0076,5.6617,35.7225
9.9307,0.23970000000000002,19.7982,7.4197,37.3883
9.6406,0.23470000000000002,19.4667,8.6926,38.0346
8.852400000000001,0.2304,19.795,8.3955,37.2733
8.012599999999999,0.21130000000000002,19.0718,7.573499999999999,34.86919999999999
7.167,0.1905,18.3799,6.5679,32.3053
6.276499999999999,0.30289999999999995,19.5,6.2204,32.2998
5.7679,0.29340000000000005,18.9435,6.331,31.3358
5.484999999999999,0.29440000000000005,18.6785,6.258400000000001,30.7163
5.698099999999999,0.2863,18.398600000000002,5.9597,30.3427
6.2616,0.285,18.1722,6.1767,30.895500000000002
7.1645,0.2955,18.1751,6.0225,31.657600000000002
12.0312,0.3101,18.4802,2.209,33.0305
11.843300000000001,0.3594,19.589599999999997,2.3466,34.1389
